,PHOX2B (8929)
ACH-000004,0.10789205938391028
ACH-000005,-0.03561628278321215
ACH-000007,0.004917209212441194
ACH-000009,0.004070821054173257
ACH-000011,0.1305268384490516
ACH-000012,0.015888810876352966
ACH-000013,0.0115418703322291
ACH-000014,-0.0763795104069412
ACH-000015,0.04161726858396097
ACH-000017,-0.11644715550630134
ACH-000018,-0.033037528641813266
ACH-000019,0.06535243794421178
ACH-000021,-0.03189394299427917
ACH-000022,0.1472853772660868
ACH-000025,0.12457514421562027
ACH-000028,0.05497989372537988
ACH-000030,0.09936953353869972
ACH-000035,0.17651444826256904
ACH-000036,0.15558956020542708
ACH-000037,-0.11515796430763604
ACH-000039,0.10305888992382864
ACH-000040,-0.08682169569087599
ACH-000041,0.28487500567873364
ACH-000042,-0.050325331183813465
ACH-000045,0.1571149402064492
ACH-000047,0.0043828990155045
ACH-000052,0.02345899206552467
ACH-000053,0.09568585634155803
ACH-000054,0.12053588747629446
ACH-000055,-0.19500558285772968
ACH-000060,0.04135857028742257
ACH-000067,0.0899988651481184
ACH-000070,0.10486367107702213
ACH-000075,0.059205766844726324
ACH-000078,-0.10486471991052937
ACH-000082,-0.09095166113067213
ACH-000085,0.21495662435413304
ACH-000086,-0.04053800474370045
ACH-000087,0.1273338967948736
ACH-000092,0.048131041344020666
ACH-000095,0.0555017571018159
ACH-000097,-0.016201820914170568
ACH-000098,0.14483195540276875
ACH-000099,-0.305346073863589
ACH-000108,0.13847094936485285
ACH-000113,0.2373907490330484
ACH-000116,0.05047831925705153
ACH-000118,0.1009852019600644
ACH-000120,-0.4016186346431096
ACH-000123,0.19817449528679432
ACH-000127,0.10449975207898153
ACH-000128,-0.09255990436100787
ACH-000132,0.07483862474799123
ACH-000133,0.09520872479517382
ACH-000137,0.021281787166034315
ACH-000138,0.1637887819159159
ACH-000142,0.07020573434196277
ACH-000143,-0.010348337132785032
ACH-000146,0.09851858223975106
ACH-000148,-0.02134076331553047
ACH-000150,0.05245244862781289
ACH-000152,0.06175425316426001
ACH-000153,0.04217463662657347
ACH-000159,-0.14144562932287896
ACH-000160,0.09123355176836488
ACH-000163,0.01978660479643661
ACH-000167,0.04080516216817937
ACH-000168,0.3498894336774267
ACH-000169,0.09035431628651468
ACH-000178,0.06469315039176338
ACH-000183,0.044077970658977415
ACH-000188,-0.013468828899898784
ACH-000189,0.05356302081694366
ACH-000190,0.02793144124980956
ACH-000198,0.17867015773303324
ACH-000203,-0.14163826918902553
ACH-000204,0.0231202374831918
ACH-000206,0.03268608770803562
ACH-000207,0.056467401375111165
ACH-000208,-0.07607021659631706
ACH-000210,-0.030097331976265164
ACH-000211,0.08994525385524668
ACH-000215,-0.10355141373744693
ACH-000221,-0.05626728023368535
ACH-000222,0.10408967682004408
ACH-000223,0.07265495716915496
ACH-000226,-0.07833865117842406
ACH-000227,-0.039326214896864616
ACH-000228,0.1042053169230994
ACH-000231,-0.007884152495726745
ACH-000232,0.035178307529281964
ACH-000233,0.214726946947636
ACH-000234,0.17145238581746738
ACH-000235,-0.0028703756831124022
ACH-000237,-0.0441955558963221
ACH-000238,-0.054310195296500725
ACH-000242,0.20735412984298826
ACH-000243,0.019696639775567768
ACH-000244,-0.013685742213925588
ACH-000246,0.058933839055554375
ACH-000248,0.00450236363284665
ACH-000250,0.0558061494902572
ACH-000251,0.2507850925675429
ACH-000252,-0.11445299290328625
ACH-000253,0.08071568148522501
ACH-000255,-0.026651591844535975
ACH-000256,0.01620222327106
ACH-000257,0.341631619908174
ACH-000258,0.17446728964134647
ACH-000259,-0.4357470041469407
ACH-000260,-0.4367302177189441
ACH-000261,-0.017770186099955496
ACH-000262,0.022070293484003408
ACH-000263,0.0033387883395855212
ACH-000264,0.062095675166955584
ACH-000265,0.043330247900030865
ACH-000266,0.021796824780441204
ACH-000272,-0.01939445050266073
ACH-000274,0.037462744240383865
ACH-000277,0.1233416915206827
ACH-000278,0.033891674189482544
ACH-000279,0.10371906789109106
ACH-000280,0.029662725705770044
ACH-000281,-0.0369336525353414
ACH-000288,-0.00014230556467836794
ACH-000291,0.028369858559429407
ACH-000293,0.07677628142629125
ACH-000294,0.08724844330138372
ACH-000295,0.21223491382462928
ACH-000296,-0.0706891732001381
ACH-000302,-0.07934916961114881
ACH-000304,0.052497424157388055
ACH-000307,0.028479223191872183
ACH-000308,0.04504637861959816
ACH-000310,-0.3647455056420016
ACH-000311,0.07133656473374479
ACH-000312,-0.29481585943410943
ACH-000315,0.18385718363747688
ACH-000316,0.09388181161237984
ACH-000317,0.028210675428897863
ACH-000318,0.03936393130688503
ACH-000319,0.10980637810243787
ACH-000320,0.21347796366246424
ACH-000322,-0.04493149591721243
ACH-000323,-0.025375123125869457
ACH-000324,-0.03160129169740932
ACH-000329,0.05635826392153166
ACH-000330,0.049011055062989785
ACH-000331,-0.046176913932993266
ACH-000332,0.0539575640390683
ACH-000334,0.008132751194923363
ACH-000335,-0.015158317552170347
ACH-000336,0.3686927563271589
ACH-000337,-0.3088904637500368
ACH-000338,-0.1297776325862453
ACH-000339,0.05710877830303208
ACH-000341,-0.31234115124803624
ACH-000348,-0.02720752299997111
ACH-000350,-0.0035469426681166718
ACH-000352,0.04701632881271784
ACH-000356,0.2363201512838427
ACH-000361,0.09331482922756597
ACH-000362,0.12752684284796467
ACH-000363,0.029278682490423476
ACH-000364,-0.023606024109208885
ACH-000365,0.07549342152565712
ACH-000366,-0.493899504540355
ACH-000368,0.09665686391364142
ACH-000374,0.07645411538755359
ACH-000375,-0.00707571892658752
ACH-000376,-0.0549800246478222
ACH-000381,0.1496214967737047
ACH-000383,0.08277285465707879
ACH-000387,0.03208596119240775
ACH-000389,0.08011689387498093
ACH-000390,0.07195125923711232
ACH-000393,0.06621814979263045
ACH-000395,0.14722705559301738
ACH-000396,-0.008270044869393617
ACH-000397,0.015988807499845503
ACH-000401,0.057745300306422186
ACH-000402,-0.15548021564182452
ACH-000403,0.007671077579766213
ACH-000404,-0.014980070548327546
ACH-000406,0.14746123489193044
ACH-000407,0.1140504880357288
ACH-000408,0.04594708276179008
ACH-000410,-0.00488101121872662
ACH-000411,-0.0010047702287694963
ACH-000414,0.15750260151636414
ACH-000415,-0.02052754580097944
ACH-000416,0.06056778475565664
ACH-000420,-0.045249922833664025
ACH-000421,0.009975882672621669
ACH-000424,0.047858160913326515
ACH-000425,0.04495772753785634
ACH-000426,0.23413671752011134
ACH-000427,0.08186686953085696
ACH-000433,0.1786186943778114
ACH-000435,-0.4082275749375326
ACH-000436,0.0433480051604661
ACH-000444,0.0056933303806849704
ACH-000445,0.06001585890370511
ACH-000448,0.052415743379799214
ACH-000450,-0.06513343149310975
ACH-000452,0.0013755374962456002
ACH-000454,-0.11962264075361075
ACH-000458,0.11712319653285855
ACH-000459,0.045914961175486976
ACH-000460,-0.027800090909985985
ACH-000461,0.026394346141060232
ACH-000463,-0.006541136935064654
ACH-000464,0.003462978606794288
ACH-000466,-0.021081080339520317
ACH-000467,0.04424207071054522
ACH-000468,0.10114553453214044
ACH-000469,-0.0503492345231881
ACH-000470,0.10265540936904992
ACH-000471,0.06078050846293059
ACH-000472,0.08060971788635192
ACH-000473,0.08344725751981942
ACH-000475,0.025265145513921262
ACH-000476,0.1020835700254364
ACH-000477,0.09147855297721123
