,RTN4R (65078)
ACH-000004,-0.0653628667110515
ACH-000005,0.20933062929089752
ACH-000007,0.2991757084700609
ACH-000009,0.005084859803162799
ACH-000011,-0.041507155270418115
ACH-000012,-0.035206949763325564
ACH-000013,-0.03963670625189824
ACH-000014,-0.07452275948594997
ACH-000015,-0.15786773871660734
ACH-000017,-0.023466276724278628
ACH-000018,0.0875979116825372
ACH-000019,0.14266745745590287
ACH-000021,-0.06172374739466306
ACH-000022,0.029308825970284582
ACH-000025,-0.1022185521638786
ACH-000028,-0.02793883463707853
ACH-000030,-0.08548470557712036
ACH-000035,-0.2721754401887596
ACH-000036,0.02608640385962414
ACH-000037,0.10796147453424894
ACH-000039,-0.19219856365169885
ACH-000040,0.062071086440819725
ACH-000041,-0.09606409753851336
ACH-000042,-0.03486553583096252
ACH-000045,-0.1493155431172417
ACH-000047,-0.07753927778675235
ACH-000052,-0.06717065456828654
ACH-000053,0.0703098495182221
ACH-000054,0.02090110813334951
ACH-000055,-0.11341124781174353
ACH-000060,-0.13223815567471264
ACH-000067,-0.1658413318691616
ACH-000070,0.1964050130651168
ACH-000075,-0.2114135203215088
ACH-000078,0.02072807226534981
ACH-000082,0.02052379232062314
ACH-000085,-0.012030664730296028
ACH-000086,0.09197050068541716
ACH-000087,0.07368967241512267
ACH-000092,0.007178479936976004
ACH-000095,-0.018088484301914468
ACH-000097,-0.01798164206524764
ACH-000098,-0.042073863635608826
ACH-000099,-0.06281250165946638
ACH-000108,-0.2347219240059125
ACH-000113,0.12658601622025525
ACH-000116,0.07517514182029297
ACH-000118,-0.08773226912738782
ACH-000120,0.04146461336319916
ACH-000123,0.1351814083971458
ACH-000127,-0.04205093467855259
ACH-000128,-0.09008772140915776
ACH-000132,-0.022960164045706718
ACH-000133,-0.05954938358012124
ACH-000137,0.2249005358043901
ACH-000138,0.16180333260327398
ACH-000142,0.07896206548323789
ACH-000143,0.05223162217084852
ACH-000146,-0.05218496219792063
ACH-000148,0.017483771594937303
ACH-000150,-0.018480482469796014
ACH-000152,0.04805602020211009
ACH-000153,0.1823008611747405
ACH-000159,0.15877372459936742
ACH-000160,-0.045231980732179385
ACH-000163,-0.08611333840181222
ACH-000167,0.2535763946511955
ACH-000168,-0.1151998270097918
ACH-000169,-0.2214208925195136
ACH-000178,0.01916315896158737
ACH-000183,-0.17295554942704155
ACH-000188,-0.04276654352157647
ACH-000189,-0.054626737381344624
