,THSD7A (221981)
ACH-000004,-0.04162636078422486
ACH-000005,0.08031298309337731
ACH-000007,0.3045808034912366
ACH-000009,0.06467269350992202
ACH-000011,0.18049920246308773
ACH-000012,0.12454844733887305
ACH-000013,0.14967369482203408
ACH-000014,0.17500845692683664
ACH-000015,0.0924058204200534
ACH-000017,0.30971933230216936
ACH-000018,0.06354192938553244
ACH-000019,0.06377664089095025
ACH-000021,0.1546370107042262
ACH-000022,0.14947231493952973
ACH-000025,0.10464103605619088
ACH-000028,0.25951583295833514
ACH-000030,0.16972267401450036
ACH-000035,0.10547446704948653
ACH-000036,0.08440612971239979
ACH-000037,0.16087503490250368
ACH-000039,0.18002189480181394
ACH-000040,0.24777414104855955
ACH-000041,0.0758223041985773
ACH-000042,0.1014288900053901
ACH-000045,0.20446991497441347
ACH-000047,-0.05719847910399206
ACH-000052,0.2366396074526355
ACH-000053,0.09798677639526757
ACH-000054,0.3125052107490553
ACH-000055,0.0880361876667072
ACH-000060,0.30866364974949856
ACH-000067,0.2142343772712284
ACH-000070,0.12893629777511853
ACH-000075,0.448716616524922
ACH-000078,0.24783083173387085
ACH-000082,0.09734484445787782
ACH-000085,0.3036236345354576
ACH-000086,0.13783145300554386
ACH-000087,0.24514003629959355
ACH-000092,0.032327946368553184
ACH-000095,0.16411302135118888
ACH-000097,0.22981984631526975
ACH-000098,0.051567679724412
ACH-000099,0.15889008622609918
ACH-000108,0.16979624294444245
ACH-000113,0.09123855356193443
ACH-000116,0.1727136210467549
ACH-000118,0.16088070083708672
ACH-000120,0.181066912623085
ACH-000123,0.12451372166092195
ACH-000127,0.15701167338819635
ACH-000128,0.16724688479599048
ACH-000132,0.18786915010720895
ACH-000133,0.1871944270814542
ACH-000137,0.120886240564015
ACH-000138,0.19578853700393214
ACH-000142,0.16105307771232685
ACH-000143,0.03323227481955248
ACH-000146,0.15304282300496178
ACH-000148,0.13080651938440327
ACH-000150,0.05652093888125465
ACH-000152,0.1785408312829917
ACH-000153,0.17193694993159675
ACH-000159,0.04490744915752435
ACH-000160,0.02916791846445826
ACH-000163,0.2759262306972438
ACH-000167,0.14252450707537312
ACH-000168,0.1990127129668437
ACH-000169,0.2072565774637525
ACH-000178,0.09485436199890633
ACH-000183,0.2440003400427622
ACH-000188,0.15345418504760086
ACH-000189,0.009012506434358079
ACH-000190,0.22762062098158498
ACH-000198,0.15299835835643769
ACH-000203,0.2495793195275726
ACH-000204,0.3504840520578479
ACH-000206,0.16228592968003072
ACH-000207,0.3214900444208305
ACH-000208,0.04088967293007436
ACH-000210,0.14921229340416733
ACH-000211,0.14237983040705024
ACH-000215,0.21600742414913165
ACH-000221,0.2848289802523523
ACH-000222,0.044643405596967466
ACH-000223,0.18703258085308905
ACH-000226,0.10169805757110828
ACH-000227,0.0757464097757157
ACH-000228,0.1268377243960185
ACH-000231,0.1359137211260724
ACH-000232,0.1600821633065064
ACH-000233,0.2296381115571156
ACH-000234,0.15295727233474873
ACH-000235,0.12761901912965326
ACH-000237,-0.00039620273316220587
ACH-000238,0.2009067205215838
ACH-000242,0.04289223604873072
ACH-000243,0.11297000833389888
ACH-000244,0.2726319845803486
ACH-000246,0.19684481443799445
ACH-000248,0.21382670180643695
ACH-000250,0.15617311619410293
ACH-000251,0.19605098433039175
ACH-000252,0.06890831329210677
ACH-000253,0.09028738604423822
ACH-000255,0.12961732124623526
ACH-000256,0.2288539289013043
ACH-000257,0.033895181776057576
ACH-000258,0.09353846052690633
ACH-000259,0.19086819066762045
ACH-000260,0.2348186549946737
ACH-000261,0.20019263900241646
ACH-000262,0.19315303612672735
ACH-000263,0.3331463469750017
ACH-000264,0.12081337212506113
ACH-000265,0.19315163489140136
ACH-000266,0.058051076509120926
ACH-000272,0.16223056019099888
ACH-000274,0.17436372158737462
ACH-000277,0.27666932689996665
ACH-000278,0.22074726378478465
ACH-000279,0.16232288710004375
ACH-000280,0.1228651878968783
ACH-000281,0.1028886581840186
ACH-000288,0.1268491941324145
ACH-000291,0.06592817479827827
ACH-000293,0.2645230653888258
ACH-000294,0.20376152794040736
ACH-000295,0.13264094973915055
ACH-000296,0.1611907948956209
ACH-000302,0.1410127256804138
ACH-000304,0.13493631583752624
ACH-000307,0.11719396729813045
ACH-000308,0.21155797836747897
ACH-000310,0.11280149143236033
ACH-000311,0.08408707713506385
ACH-000312,0.10390493413505944
ACH-000315,0.16264198630112914
ACH-000316,0.10045625311176784
ACH-000317,0.23469226722549205
ACH-000318,0.19073653114475425
ACH-000319,0.04314815611394416
ACH-000320,0.09454738919726564
ACH-000322,0.27071018636586097
ACH-000323,0.2947487000671584
ACH-000324,0.16738351444410873
ACH-000329,0.1240625094799292
ACH-000330,0.0495021825694756
ACH-000331,0.14898852722936806
ACH-000332,0.08775033426374493
ACH-000334,0.12396194972884048
ACH-000335,0.035248546216727204
ACH-000336,-0.17043937734733572
ACH-000337,0.07848938386882685
ACH-000338,-0.2309702726699227
ACH-000339,0.10300953402891712
ACH-000341,0.1152094034989199
ACH-000348,0.1307418670089831
ACH-000350,0.2383943006362977
ACH-000352,0.2274337353396097
ACH-000356,0.27031973560670713
ACH-000361,0.13517555804092518
ACH-000362,0.08111820242394964
ACH-000363,0.19358487026099705
ACH-000364,0.12044163839885608
ACH-000365,0.08000293912972084
ACH-000366,0.07501076197911327
ACH-000368,0.12305967313291527
ACH-000374,0.17411530138043813
ACH-000375,0.06454720387763804
ACH-000376,0.07240541413146895
ACH-000381,0.20329869751452068
ACH-000383,0.17133138098391398
ACH-000387,0.08233187813759058
ACH-000389,0.1932779614981503
ACH-000390,0.19617034683303325
ACH-000393,0.022507573750772975
ACH-000395,-0.12781664328718262
ACH-000396,0.17863105457929246
ACH-000397,0.12839862595215726
ACH-000401,0.0804066301331596
ACH-000402,0.0843056969829045
ACH-000403,0.10697419567633644
ACH-000404,0.009408326370430946
ACH-000406,0.1100777290059076
ACH-000407,0.1710218166299442
ACH-000408,0.30867495645378346
ACH-000410,0.18901538065487536
ACH-000411,0.08369809703066201
ACH-000414,0.06736296833574569
ACH-000415,0.1549690068853051
ACH-000416,0.08424583873843622
ACH-000420,0.199411117932344
ACH-000421,0.2671937874826125
ACH-000424,0.09732939383884152
ACH-000425,0.1527331662728056
ACH-000426,0.0315162245801507
ACH-000427,-0.08573416681916747
ACH-000433,0.21072052186949947
ACH-000435,0.0236177567666444
ACH-000436,0.2518531555261412
ACH-000444,0.1897992029369167
ACH-000445,0.1958778482248933
ACH-000448,0.13360946358129902
ACH-000450,0.1816086905808504
ACH-000452,0.08329300928380733
ACH-000454,0.2686195155176284
ACH-000458,0.05079164926279229
ACH-000459,0.0049956467639573
ACH-000460,0.0902962104526251
ACH-000461,0.1389874583307179
ACH-000463,0.05530771301779015
ACH-000464,0.11734607862380453
ACH-000466,0.16927063822164207
ACH-000467,0.05317444777809772
ACH-000468,0.11982773275277445
ACH-000469,0.2730816039877309
ACH-000470,0.12577199825660834
ACH-000471,0.12743033936082798
ACH-000472,0.16925488611528147
ACH-000473,0.13433243333118858
ACH-000475,0.1033927685593956
ACH-000476,0.20641219868560687
ACH-000477,-0.07067315620699591
ACH-000479,-0.058850811015691375
ACH-000480,0.11464721302785365
ACH-000481,0.1363942165813946
ACH-000483,0.18195232579341225
ACH-000484,0.3515662750345463
ACH-000485,0.06693086630713747
ACH-000486,0.13512838865424667
ACH-000487,0.10502658623617854
ACH-000488,0.1459943466270694
ACH-000490,0.08395797164187295
ACH-000491,0.17026398888164587
ACH-000495,0.06798878128870478
ACH-000496,0.0957963960324201
ACH-000499,0.3190313810920857
ACH-000500,0.023480723035627142
ACH-000502,0.1524256880984855
ACH-000503,0.3373348495855374
ACH-000505,0.14072979539669367
ACH-000507,0.054628401585403455
ACH-000510,0.13149852452182867
ACH-000511,0.15897243408148834
ACH-000512,-0.2291976974532847
ACH-000516,0.1380237607968895
ACH-000517,0.2131045822600636
ACH-000518,0.1758184154119934
ACH-000520,0.015031289064207866
ACH-000521,0.2083149395349689
ACH-000522,0.07004563547563808
ACH-000524,0.20371389474153426
ACH-000527,0.11088607639932913
ACH-000528,0.1811608502014418
ACH-000537,0.2631194615659133
ACH-000541,0.13191179213530527
ACH-000542,0.08811227992713022
ACH-000544,0.17806144317297612
ACH-000545,0.20634462380327032
ACH-000547,0.11714960718297802
ACH-000548,0.19135549744220265
ACH-000549,0.12248370523825708
ACH-000550,0.03996243896182231
ACH-000552,0.07400206396432006
ACH-000556,0.13493816477206022
ACH-000557,0.11039081250332664
ACH-000569,0.2380521107354653
ACH-000570,0.3410945487730567
ACH-000571,0.2321817940404009
ACH-000573,0.1207641817597636
ACH-000576,0.14519810128703478
ACH-000579,0.31862754916958697
ACH-000580,0.08360929750138248
ACH-000584,0.13039641626069895
ACH-000585,0.19223254951918609
ACH-000588,-0.0014792311148113262
ACH-000589,0.1994553191883228
ACH-000591,0.11647031934274785
ACH-000593,0.20630779844242345
ACH-000600,0.31308634480032604
ACH-000601,0.15592995835647572
ACH-000605,0.2886008987650957
ACH-000606,0.01394547438016101
ACH-000608,0.1002352485929592
ACH-000614,0.09791250417205674
ACH-000616,0.14723172745186175
ACH-000618,-0.0062995996928455825
ACH-000619,0.19429990380903714
ACH-000620,0.1210861833997417
ACH-000621,0.12969968570077428
ACH-000622,0.2268170427784963
ACH-000623,0.20107800330081
ACH-000624,0.22185953741099407
ACH-000627,0.1409829764548923
ACH-000630,0.10451898233909797
ACH-000631,0.12179110593993048
ACH-000632,0.19668481862233209
ACH-000633,0.21101071417646333
ACH-000637,0.15832839913243268
ACH-000638,0.2588093656891282
ACH-000646,0.2672967481066403
ACH-000647,0.16072421610672805
ACH-000648,0.26873334806746235
ACH-000649,0.09489674938396908
ACH-000651,0.2200304018615684
ACH-000652,0.2549761014473416
ACH-000653,0.0663833746056234
ACH-000657,0.1946397082993408
ACH-000658,0.1207060949939921
ACH-000661,0.14265092367642968
ACH-000662,0.1381357871982644
ACH-000663,0.15829575414473845
ACH-000665,0.2804276752682297
ACH-000671,0.1552574565120297
ACH-000672,0.27659029534709195
ACH-000673,0.13361659775165602
ACH-000676,0.10038257861302116
ACH-000677,0.14927885490298484
ACH-000681,0.10788807677685397
ACH-000683,0.15241012667725734
ACH-000684,0.10129032594691154
ACH-000688,0.15145676226462115
ACH-000693,0.16142055521449244
ACH-000694,0.13818375640563113
ACH-000695,0.20631586651018013
ACH-000696,0.12377618452562678
ACH-000697,0.15863351875177964
ACH-000699,0.16522421212412142
ACH-000701,0.03441063775115983
ACH-000706,0.0909526456053409
ACH-000711,0.0901947500687894
ACH-000713,-0.03502309332356133
ACH-000714,0.08926284681151984
ACH-000718,0.13159362474703976
ACH-000720,0.19306397129459504
ACH-000721,0.1996709453923491
ACH-000724,0.1700774365730349
ACH-000725,0.3128397739139433
ACH-000732,0.2994997470349164
ACH-000734,0.11604262480424495
ACH-000735,0.24807517316120364
ACH-000736,0.05008264414043502
ACH-000738,0.17084620973578876
ACH-000746,0.14684271959181375
ACH-000747,0.163062366964122
ACH-000748,0.12644350112889774
ACH-000753,0.15824956639065998
ACH-000756,0.2777219980695955
ACH-000757,0.10555800000973893
ACH-000758,0.3200472807445224
ACH-000760,0.06420345174160147
ACH-000762,0.24934245233511465
ACH-000763,0.06332991069378685
ACH-000764,-0.06870842275130835
ACH-000765,0.23718326548659435
ACH-000766,0.09974834110803957
