,H6PD (9563)
ACH-000004,-0.2664582253360261
ACH-000005,-0.2116819174618076
ACH-000007,-0.1960822139666452
ACH-000009,-0.268292392898934
ACH-000011,-0.07874179410827263
ACH-000012,-0.17209561414867125
ACH-000013,-0.10110585136474204
ACH-000014,-0.18987320718779627
ACH-000015,-0.058059597319576176
ACH-000017,-0.2559717313258216
ACH-000018,-0.12594722111105894
ACH-000019,-0.22569375569679706
ACH-000021,-0.043997808394262934
ACH-000022,-0.1223546978010968
ACH-000025,-0.19079813187466868
ACH-000028,-0.19820254384733602
ACH-000030,-0.16227774404996506
ACH-000035,-0.3965250200746575
ACH-000036,-0.20402613711060275
ACH-000037,-0.08492348571048608
ACH-000039,-0.20234012135857632
ACH-000040,-0.1321545023377053
ACH-000041,-0.22301362648482584
ACH-000042,-0.13030713261716373
ACH-000045,-0.13051019578838152
ACH-000047,-0.2363461904280969
ACH-000052,-0.2508160874410079
ACH-000053,-0.13002844760116933
ACH-000054,-0.0349390257957078
ACH-000055,-0.22945678356355206
ACH-000060,-0.18491584397127506
ACH-000067,-0.15963136510351034
ACH-000070,-0.11298010460818328
ACH-000075,-0.4185216732677704
ACH-000078,-0.1112200317530944
ACH-000082,-0.08571836374432602
ACH-000085,-0.4964210589143282
ACH-000086,-0.12683918596767282
ACH-000087,0.1027547742848915
ACH-000092,-0.3070908621404998
ACH-000095,-0.056649360072297025
ACH-000097,-0.16457487776407015
ACH-000098,-0.1992340928209984
ACH-000099,-0.08237942967800603
ACH-000108,-0.25503022998570263
ACH-000113,-0.06275258438672565
ACH-000116,-0.2280111800776074
ACH-000118,-0.050626291221005364
ACH-000120,-0.3359930161266204
ACH-000123,-0.21857114315452952
ACH-000127,-0.08131146165254477
ACH-000128,-0.2050291670570836
ACH-000132,-0.23733689884454576
ACH-000133,-0.19745206749699484
ACH-000137,-0.18118779348861808
ACH-000138,-0.07941781373779946
ACH-000142,-0.22970713225875844
ACH-000143,-0.18944646343977348
ACH-000146,-0.22168467504304284
ACH-000148,-0.16690842406531753
ACH-000150,-0.31015276898891125
ACH-000152,-0.14922704580100635
ACH-000153,0.05706984986265828
ACH-000159,-0.22530705422276964
ACH-000160,-0.21279091715184198
ACH-000163,-0.039903121919532346
ACH-000167,-0.5727147565335389
ACH-000168,-0.24533164530521065
ACH-000169,0.06567934333346798
ACH-000178,-0.15563966830720258
ACH-000183,-0.09987745671582378
ACH-000188,-0.2308300271581318
ACH-000189,-0.2342238110335524
ACH-000190,-0.012692311482549665
ACH-000198,-0.020080744269038917
ACH-000203,-0.2422128423008404
ACH-000204,-0.14283796163338525
ACH-000206,-0.06822929122866453
ACH-000207,-0.03746539846880383
ACH-000208,0.1283973504866505
ACH-000210,-0.12737681395395614
ACH-000211,-0.15355556993873545
ACH-000215,-0.2391450635929678
ACH-000221,-0.20988427098765425
ACH-000222,-0.1350225535199107
ACH-000223,-0.022228529233506628
ACH-000226,-0.0035189625303089756
ACH-000227,-0.2804063343441402
ACH-000228,-0.20992257617618826
ACH-000231,-0.17308241067312422
ACH-000232,-0.1067132747036801
ACH-000233,-0.136780839907457
ACH-000234,-0.1646358594561885
ACH-000235,-0.2407842456955631
ACH-000237,-0.21074469207104454
ACH-000238,-0.4070987665670578
ACH-000242,-0.03558315675923263
ACH-000243,-0.08273863378382737
ACH-000244,-0.2100532567640914
ACH-000246,-0.10341943014368513
ACH-000248,-0.36372386871431706
ACH-000250,-0.08194402684305052
ACH-000251,0.08861103834695214
ACH-000252,-0.03612308772508528
ACH-000253,-0.20845097320784745
ACH-000255,-0.33033451792485474
ACH-000256,-0.34064549563883095
ACH-000257,-0.26820427801137003
ACH-000258,0.002416955286693893
ACH-000259,-0.13528166784238596
ACH-000260,-0.2120754623097375
ACH-000261,-0.1854508474265705
ACH-000262,-0.19460145893046452
ACH-000263,-0.2353830559156964
ACH-000264,-0.1775235378206255
ACH-000265,-0.1349884692386453
ACH-000266,-0.1687068226572643
ACH-000272,-0.0756925288203926
ACH-000274,-0.2407458442317445
ACH-000277,-0.2593711643318993
ACH-000278,-0.1846616448043663
ACH-000279,-0.11800269955500765
ACH-000280,-0.2018695658089939
ACH-000281,-0.2852435378275865
ACH-000288,-0.253315016210244
ACH-000291,-0.08764086755594527
ACH-000293,-0.4136745863241277
ACH-000294,0.027693476661532827
ACH-000295,-0.12611762950156016
ACH-000296,-0.11391094257740345
ACH-000302,-0.16913327966542235
ACH-000304,-0.3065737610138212
ACH-000307,-0.11783183514026345
ACH-000308,-0.12339046628432032
ACH-000310,-0.05906471462495508
ACH-000311,-0.17443734741132286
ACH-000312,-0.312148781813714
ACH-000315,0.056512540052362975
ACH-000316,0.08731393886193865
ACH-000317,-0.10851498060633323
ACH-000318,-0.3620290336680289
ACH-000319,-0.2680149660962798
ACH-000320,-0.3772748714341231
ACH-000322,-0.13080998987251288
ACH-000323,-0.3902112612889079
ACH-000324,-0.17734196960918047
ACH-000329,-0.19674748738578268
ACH-000330,-0.17586636139086764
ACH-000331,-0.28112796976947163
ACH-000332,-0.15281663747228091
ACH-000334,-0.1690470640938025
ACH-000335,-0.3688753293061428
ACH-000336,-0.1457403872759845
ACH-000337,-0.14683264817971756
ACH-000338,0.25139576088397336
ACH-000339,-0.1788764957260989
ACH-000341,-0.11412583335614468
ACH-000348,-0.33842235762787937
