,POLR3D (661)
ACH-000004,-0.4830866400152366
ACH-000005,-0.7401209596127948
ACH-000007,-0.5276841795558839
ACH-000009,-0.5289266391522525
ACH-000011,-0.7618396765192597
ACH-000012,-0.6278642373588434
ACH-000013,-0.6724489214462123
ACH-000014,-0.41700858071735897
ACH-000015,-0.7890449912139262
ACH-000017,-0.9706180070188972
ACH-000018,-0.4922297496036104
ACH-000019,-0.7309304103347923
ACH-000021,-0.4482926818803244
ACH-000022,-0.5097938420527178
ACH-000025,-0.8961540088209383
ACH-000028,-0.4936298552494462
ACH-000030,-0.7567115875365467
ACH-000035,-0.9443655767202448
ACH-000036,-0.64784770590162
ACH-000037,-0.5218984933125658
ACH-000039,-0.4439796405920217
ACH-000040,-0.5601107838645671
ACH-000041,-0.3066315494496703
ACH-000042,-0.7515777587409612
ACH-000045,-0.4616353204762405
ACH-000047,-0.5763119649124825
ACH-000052,-0.8014134429313803
ACH-000053,-0.4733125006330772
ACH-000054,-0.5565646283582081
ACH-000055,-0.5910058943706115
ACH-000060,-0.8318330935836892
ACH-000067,-0.6319381898491657
ACH-000070,-0.6702128851366782
ACH-000075,-0.7126280628605675
ACH-000078,-0.22806326412553465
ACH-000082,-0.6529545655049602
ACH-000085,-0.8757304195940658
ACH-000086,-0.6287261261063211
ACH-000087,-0.2569726743537001
ACH-000092,-0.7156173013677519
ACH-000095,-0.3650973422163638
ACH-000097,-0.5077851518213086
ACH-000098,-0.4962909331650269
ACH-000099,-0.44167787223528177
ACH-000108,-0.6565990080547481
ACH-000113,-0.5706092507141535
ACH-000116,-0.861969570414065
ACH-000118,-0.8716705751189829
ACH-000120,-0.5578277597234319
ACH-000123,-0.6231642733417803
ACH-000127,-0.6535581700490559
ACH-000128,-0.4024686687946166
ACH-000132,-0.8633370282367928
ACH-000133,-0.5544126946073883
ACH-000137,-1.0492970987568864
ACH-000138,-0.5337343537474051
ACH-000142,-0.5460612428315371
ACH-000143,-0.8432944259618291
ACH-000146,-0.4140634985433599
ACH-000148,-0.628703404721166
ACH-000150,-0.8450817786484822
ACH-000152,-0.6360750413040458
ACH-000153,-0.6580796532909536
ACH-000159,-0.7225153383242838
ACH-000160,-0.2859262932521309
ACH-000163,-0.6710386224688645
ACH-000167,-0.33441851736628875
ACH-000168,-0.6770312690595959
ACH-000169,-0.7900349570985671
ACH-000178,-0.7488539311863815
ACH-000183,-0.7941100046997698
ACH-000188,-0.6107219815404976
ACH-000189,-0.4516470319484441
ACH-000190,-0.2702738207646743
ACH-000198,-0.5084753377157871
ACH-000203,-0.2408492596356797
ACH-000204,-0.5760482705270514
ACH-000206,-1.0541814109972372
ACH-000207,-0.7209059514764073
ACH-000208,-0.7442838480276391
ACH-000210,-0.9305873209319964
ACH-000211,-0.7226975719464566
ACH-000215,-0.4874783584843063
ACH-000221,-0.6209780474948957
ACH-000222,-0.4504019663787533
ACH-000223,-0.6544764145583095
ACH-000226,-0.5697124459776386
ACH-000227,-0.13287939702725576
ACH-000228,-0.8883469317739173
ACH-000231,-0.5374162864641991
ACH-000232,-0.6420572464240879
ACH-000233,-0.5719625762188661
ACH-000234,-0.5178166411334437
ACH-000235,-0.5755124892999318
ACH-000237,-0.5893252716831139
ACH-000238,-0.405801462885544
ACH-000242,-0.3584881128626322
ACH-000243,-0.8474400695582498
ACH-000244,-0.5650848684273709
ACH-000246,-0.8063947414891776
ACH-000248,-0.7651288516098367
ACH-000250,-0.5892648153364539
ACH-000251,-1.023677784982354
ACH-000252,-0.6686585823470909
ACH-000253,-0.6692896174265754
ACH-000255,-0.6930639353322141
ACH-000256,-0.5593916027879874
ACH-000257,-0.38917552091024304
ACH-000258,-0.7406742920091149
ACH-000259,-0.743254878188841
ACH-000260,-0.7397533104611266
ACH-000261,-0.8169553465032745
ACH-000262,-0.6668612361295864
ACH-000263,-0.516566460949215
ACH-000264,-0.5761197775622471
ACH-000265,-0.7140647367592912
ACH-000266,-0.6489088946042679
ACH-000272,-0.4440939187207431
ACH-000274,-0.3584064147716279
ACH-000277,-0.7107642411986688
ACH-000278,-0.77767637714374
ACH-000279,-0.33151512490374146
ACH-000280,-0.8273351065982085
ACH-000281,-0.6564014023899977
ACH-000288,-0.29847070170512024
ACH-000291,-0.5636517596861716
ACH-000293,-0.743795537844397
ACH-000294,-0.8678981177778482
ACH-000295,-0.8153854707854032
ACH-000296,-0.4923729037657718
ACH-000302,-0.5856481063002281
ACH-000304,-0.5291970896832261
ACH-000307,-0.7069893969176569
ACH-000308,-0.5346456721542916
ACH-000310,-0.13137826611856973
ACH-000311,-0.5524701099064117
ACH-000312,-0.61490344656398
ACH-000315,-0.765097289433191
ACH-000316,-0.5847729405644325
ACH-000317,-0.8425932055208393
ACH-000318,-0.7250731481640512
ACH-000319,-0.4937380523856378
ACH-000320,-0.6636155046174897
ACH-000322,-1.0190937765123345
ACH-000323,-0.7003341627293597
ACH-000324,-0.41235960591077336
ACH-000329,-0.3817003928878392
ACH-000330,-0.9562114060481052
ACH-000331,-0.8392268232042901
ACH-000332,-0.7090715486587384
ACH-000334,-0.372409238393823
ACH-000335,-0.41370912151976796
ACH-000336,-0.6008513485850422
ACH-000337,-0.7271133738780475
ACH-000338,-0.2889466335606215
ACH-000339,-0.6862095847412099
ACH-000341,-0.4934450682636025
ACH-000348,-0.364559580547707
ACH-000350,-0.6746824546518156
ACH-000352,-1.144705861597064
ACH-000356,-0.9786849084732756
ACH-000361,-0.4271085092797413
ACH-000362,-0.6095574022948842
ACH-000363,-0.5681400648348309
ACH-000364,-0.6706419780359786
ACH-000365,-0.4766027034679487
ACH-000366,-0.3947617656085727
ACH-000368,-0.6199822514202498
ACH-000374,-0.8488718347398871
ACH-000375,-0.6278833951462484
ACH-000376,-0.598992637603898
ACH-000381,-0.6691710595919391
ACH-000383,-0.4565489287230484
ACH-000387,-0.7307381179222412
ACH-000389,-0.6737934427850578
ACH-000390,-0.6621155168572648
ACH-000393,-0.6576996500781377
ACH-000395,-0.4691936387681468
ACH-000396,-0.5139004689237817
ACH-000397,-0.6474628982029935
ACH-000401,-0.8172839837071539
ACH-000402,-0.8261665488977238
ACH-000403,-0.7272497175611611
ACH-000404,-0.7528526615384977
ACH-000406,-0.5229547102650501
ACH-000407,-0.6689669069856236
ACH-000408,-0.5950286800535061
ACH-000410,-1.0720646849119853
ACH-000411,-0.7102533599741401
ACH-000414,-0.6445037523360004
ACH-000415,-0.6020870643349763
ACH-000416,-0.7007251657386045
ACH-000420,-0.6289440129502654
ACH-000421,-0.8545063635242771
ACH-000424,-0.4843589943234475
ACH-000425,-0.4313841515227706
ACH-000426,-0.9178058752615514
ACH-000427,-0.9496347098673344
ACH-000433,-0.7209472338639378
ACH-000435,-0.6277327653488903
ACH-000436,-0.3944101378518975
ACH-000444,-0.9449191345038392
ACH-000445,-0.6679160373269685
ACH-000448,-0.5557327156901778
ACH-000450,-0.6144919217413879
ACH-000452,-0.7121033619186802
ACH-000454,-0.8039642834135067
ACH-000458,-0.700354564380109
ACH-000459,-1.0436673096577471
ACH-000460,-0.7431999716456635
ACH-000461,-0.6266655966827248
ACH-000463,-0.5588267216843026
ACH-000464,-0.3177046139486676
ACH-000466,-1.0111158648007523
ACH-000467,-0.8998821256770498
ACH-000468,-0.3729015341731151
ACH-000469,-0.5504903228388742
ACH-000470,-0.630806310035096
ACH-000471,-0.7153820980586528
ACH-000472,-0.6763915278405512
ACH-000473,-1.1143248748166985
ACH-000475,-0.9027000374764532
ACH-000476,-0.8485407118621129
ACH-000477,-0.4765425194052861
ACH-000479,-0.8424189097758287
ACH-000480,-0.6952284810337709
ACH-000481,-0.6223284032670998
ACH-000483,-1.1718292872513856
ACH-000484,-1.0048887307697
ACH-000485,-0.6960806827938032
ACH-000486,-0.710063913216708
ACH-000487,-0.6666355984270156
ACH-000488,-0.6184613429824699
ACH-000490,-0.677880261749712
ACH-000491,-0.5146504031208562
ACH-000495,-0.6947739790028254
ACH-000496,-0.5971822859887614
ACH-000499,-0.4958949806679152
ACH-000500,-0.4074339783075421
ACH-000502,-0.6059085728930635
ACH-000503,-0.4101114660622813
ACH-000505,-0.5182234395293139
ACH-000507,-0.5773118062870857
ACH-000510,-0.620238134839373
ACH-000511,-0.6662297480983274
ACH-000512,-0.5320595246045337
ACH-000516,-0.6928664216907805
ACH-000517,-0.6187077520298215
ACH-000518,-0.9994787951473108
ACH-000520,-0.44205267733566944
ACH-000521,-0.574042720552312
ACH-000522,-0.4378973990618824
ACH-000524,-1.0678466557654045
ACH-000527,-0.7710445535281756
ACH-000528,-0.7649246467572862
ACH-000537,-0.9414089871713311
ACH-000541,-1.06769838844843
ACH-000542,-0.47839381832241706
ACH-000544,-0.5420227113376475
ACH-000545,-0.5245054193309984
ACH-000547,-0.7355875138332653
ACH-000548,-0.4448522381847322
ACH-000549,-0.6777152968287931
ACH-000550,-0.4686179196456167
ACH-000552,-0.8783719307609007
ACH-000556,-0.5912250924015467
ACH-000557,-0.3397369518593168
ACH-000569,-0.5823078840544567
ACH-000570,-0.43896701713788505
ACH-000571,-0.3186430908405116
ACH-000573,-0.7213091120437477
ACH-000576,-0.906864964070448
ACH-000579,-0.5704381577387699
ACH-000580,-0.7355970023211095
ACH-000584,-0.9679350529473516
ACH-000585,-0.8120446089270289
ACH-000588,-0.6343228361638158
ACH-000589,-0.7128039543860842
ACH-000591,-0.6176467050776692
ACH-000593,-0.4805363258314398
ACH-000600,-0.5873936291694447
ACH-000601,-0.6474927838736942
ACH-000605,-0.801491449539895
ACH-000606,-0.7275596345344616
ACH-000608,-0.6089779372933006
ACH-000614,-0.2661963139494511
ACH-000616,-0.8922497680109576
ACH-000618,-0.8468318050185664
ACH-000619,-0.8892652604585229
ACH-000620,-0.35119359043869225
ACH-000621,-0.5472391149998536
ACH-000622,-0.9088424220006234
ACH-000623,-0.4847570243514108
ACH-000624,-0.9058666797113588
ACH-000627,-0.5442234778474591
ACH-000630,-0.6326805657707809
ACH-000631,-0.6817613603066864
ACH-000632,-0.5525220330015664
ACH-000633,-0.3436697890529174
ACH-000637,-0.7461459315797686
ACH-000638,-0.7091596322922994
ACH-000646,-0.6198426997344202
ACH-000647,-0.7006810783621815
ACH-000648,-0.7297981445941418
ACH-000649,-0.6303367548905684
ACH-000651,-0.6630235816038622
ACH-000652,-0.9594286193704912
ACH-000653,-0.5659062007067341
ACH-000657,-0.6379386949321817
ACH-000658,-0.5339909677193266
ACH-000661,-0.5256590059970359
ACH-000662,-0.3942169215753355
ACH-000663,-0.401387625104836
ACH-000665,-0.7337549919813584
ACH-000671,-0.8762939165625641
ACH-000672,-0.5918824828217587
ACH-000673,-0.4429797248317382
ACH-000676,-0.4735303339725888
ACH-000677,-0.6046524597617745
ACH-000681,-0.6405066170448226
ACH-000683,-0.7747368976652941
ACH-000684,-0.4572665564525446
ACH-000688,-0.8802944686863952
ACH-000693,-0.7148203687513379
ACH-000694,-0.6690273058603718
ACH-000695,-0.7575156419235356
ACH-000696,-0.7431388081389648
ACH-000697,-0.7690247211361793
ACH-000699,-0.6443517329373012
ACH-000701,-0.8509336917013786
ACH-000706,-0.7052863124207032
ACH-000711,-0.6627056107526021
ACH-000713,-0.5225359034907835
ACH-000714,-0.5477287723236267
ACH-000718,-0.5686502764007509
ACH-000720,-0.5036801251327152
ACH-000721,-0.4136062335843825
ACH-000724,-0.6019995779676345
ACH-000725,-0.9419290798911962
ACH-000732,-0.8681843696231477
ACH-000734,-0.7863125458463898
ACH-000735,-0.4877682997503861
ACH-000736,-0.7021654333143758
ACH-000738,-0.983233317124412
ACH-000746,-0.5160966506186969
ACH-000747,-0.9823437876727232
ACH-000748,-0.6263785485475835
ACH-000753,-0.7681909346910467
ACH-000756,-0.41764106713562776
ACH-000757,-0.4785785406485323
ACH-000758,-0.8788710753670061
ACH-000760,-0.8999521403747477
ACH-000762,-0.6181533425275211
ACH-000763,-0.6811207021456978
ACH-000764,-0.6883492564576403
ACH-000765,-0.6694780556290825
ACH-000766,-0.7734688566480861
ACH-000767,-0.4751872343960241
ACH-000768,-0.6252931565628936
ACH-000769,-0.55672609707015
ACH-000770,-0.7164077434205217
ACH-000771,-0.7856093692731537
ACH-000773,0.027806889991663683
ACH-000776,-0.4592063890968587
ACH-000777,-0.7419742494996632
ACH-000778,-0.6650859969951254
ACH-000781,-0.749786933886876
ACH-000782,-0.7183586789850714
ACH-000783,-0.6565164361104149
ACH-000784,-0.6319919192888537
ACH-000785,-0.8217013214128105
ACH-000787,-0.6354338097734723
ACH-000788,-0.5792985488531314
ACH-000791,-0.8489231780641167
ACH-000792,-0.6948611707996682
ACH-000794,-0.7178544259234498
ACH-000796,-0.6960030827657704
ACH-000798,-0.5869934629136119
ACH-000799,-0.789262941992653
ACH-000800,-0.6002545318260981
ACH-000802,-0.6085825678731379
ACH-000804,-0.6239814698095835
ACH-000805,-0.4925362722510166
ACH-000809,-0.5756818423369641
ACH-000810,-0.6175655694767426
ACH-000811,-0.4742270505876137
ACH-000817,-0.6171414488605551
ACH-000819,-0.8678505220705052
ACH-000820,-0.5973725797875089
ACH-000821,-0.4816570540273251
ACH-000822,-0.5068810658435462
ACH-000823,-0.7023524433852777
ACH-000824,-0.43274651440507866
ACH-000827,-0.5193663522816648
ACH-000829,-0.5294356819329997
ACH-000831,-0.6775518873409945
ACH-000832,-0.8392273876952953
ACH-000833,-0.9122206456022474
ACH-000834,-0.7084028087339168
ACH-000835,-0.8804788873893251
ACH-000836,-0.3124353474162632
ACH-000837,-1.0284930236621637
ACH-000838,-0.3150713068232273
ACH-000839,-0.9223737717609826
ACH-000840,-0.7819063332195249
ACH-000841,-0.5577148560289606
ACH-000843,-0.8959956662545018
ACH-000846,-0.5782742722957023
ACH-000847,-0.33199230908564314
ACH-000848,-0.6757748792566065
ACH-000849,-0.7655549877634896
ACH-000851,-0.7632691099969215
ACH-000855,-0.7147108142287226
ACH-000856,-1.0071028820879115
ACH-000858,-0.7406412552327948
ACH-000859,-0.5702877234829198
ACH-000861,-0.7495684364386093
ACH-000862,-0.6365101508270861
ACH-000865,-0.6094255705041202
ACH-000866,-0.7862757701689836
ACH-000867,-0.8352396641641927
ACH-000869,-0.3422143798028091
ACH-000872,-1.0891662203309729
ACH-000873,-0.5956233217130487
ACH-000876,-0.4962792790963792
ACH-000878,-0.7247642762171014
ACH-000880,-0.6243118008527624
ACH-000881,-0.9612810868606476
ACH-000882,-0.411391304919042
ACH-000884,-0.6618994873439633
ACH-000885,-0.6874915317020804
ACH-000887,-0.6047401730008687
ACH-000889,-0.3428985303372206
ACH-000896,-0.7838346819686385
ACH-000898,-0.4263009734493614
ACH-000900,-0.6723156991296904
ACH-000901,-0.7418263887273461
ACH-000905,-0.6257392088790611
ACH-000906,-0.651640284089651
ACH-000907,-0.7463963868743975
ACH-000910,-0.560469761466505
ACH-000911,-0.5809482066967263
ACH-000912,-0.7915901787445145
ACH-000913,-0.4511905919045989
ACH-000915,-0.5787215835827443
ACH-000916,-0.6670810675270737
ACH-000917,-1.103708580021937
ACH-000920,-0.7349964037080555
ACH-000921,-0.7700063246739491
ACH-000924,-0.35527774949147284
ACH-000926,-0.5150141509833412
ACH-000928,-0.8222599564671087
ACH-000929,-0.8728379850711786
ACH-000932,-0.5159246336927859
ACH-000935,-0.2901044887886273
ACH-000936,-0.5167685984315883
ACH-000937,-0.4795999191303318
ACH-000938,-0.455847262304349
ACH-000939,-0.3612824777086152
ACH-000941,-0.5896154264695301
ACH-000943,-0.7935455724125445
ACH-000946,-0.5908705752451825
ACH-000947,-0.7168717463727967
ACH-000948,-0.8652322336049075
ACH-000950,-0.7976555404692997
ACH-000953,-0.4302975326934497
ACH-000954,-0.7071422158150841
ACH-000957,-0.7125782208140807
ACH-000958,-0.6593789006733186
ACH-000960,-0.5159305873427211
ACH-000963,-0.06746395765566195
ACH-000968,-0.5232103333457333
ACH-000969,-0.4328418958418233
ACH-000972,-0.7243989384519604
ACH-000973,-0.7674598245478028
ACH-000974,-0.5154552570729559
ACH-000978,-0.5389703361126991
ACH-000984,-0.7993092423122542
ACH-000986,-0.5704739790794008
ACH-000988,-0.9972419087343471
ACH-000993,-0.6031194215139892
ACH-000994,-0.5557058092591529
ACH-000996,-0.6175450521245882
ACH-001001,-0.4836365170567748
ACH-001020,-0.334008405101777
ACH-001028,-0.5006093207351567
ACH-001031,-0.6550101774284155
ACH-001038,-0.30742931461566697
ACH-001048,-0.6124013752487837
ACH-001050,-0.8328688038065734
ACH-001053,-0.4869431955516364
ACH-001054,-0.5334904664975377
ACH-001061,-0.7074687567204185
ACH-001067,-0.9118901578281072
ACH-001075,-1.0442312764433708
ACH-001096,-0.5285144501962965
ACH-001111,-0.33154746147652103
ACH-001119,-0.7376406285645509
ACH-001128,0.08961356089407015
ACH-001134,-0.4918864277621243
ACH-001151,-0.8554286496458466
ACH-001163,-0.3830356218608788
ACH-001164,-0.8044172448192863
ACH-001183,-0.8285653856653798
ACH-001192,-0.40715565341307103
ACH-001193,-0.7678658224841824
ACH-001196,-0.4757523902279273
ACH-001197,-0.46776481042196705
ACH-001205,-0.4753250231480536
ACH-001211,-0.5571704137943568
ACH-001212,-0.7478183037850666
ACH-001228,-0.4805946319356944
ACH-001232,-0.55698935128938
ACH-001239,-0.5567800064210046
ACH-001270,-0.4288566195058381
ACH-001274,-0.2927910813088083
ACH-001275,-0.7911472262911752
ACH-001277,-0.6428275616956697
