,POLR3D (661)
ACH-001278,-0.7036613623989992
ACH-001280,-0.7518061707146307
ACH-001283,-0.5176847849063245
ACH-001289,-0.6433399263179654
ACH-001300,-0.8573940770628082
ACH-001301,-0.605672100084528
ACH-001302,-0.7000003081781534
ACH-001306,-0.6190232729228319
ACH-001318,-0.6764802668373354
ACH-001322,-0.5457285998740184
ACH-001328,-0.713802328776963
ACH-001332,-0.8068934274346701
ACH-001336,-0.6068084024224799
ACH-001346,-0.7099180615972164
ACH-001353,-0.5764648989851432
ACH-001354,-0.5037018827972257
ACH-001367,-0.5148210579759013
ACH-001368,-0.7451147838195232
ACH-001374,-0.5868311375131929
ACH-001377,-0.8033608653360188
ACH-001380,-0.7373008489734859
ACH-001391,-0.6001204074086599
ACH-001408,-0.7450080878905612
ACH-001430,-0.5386896121359517
ACH-001431,-1.0057579638226042
ACH-001450,-0.5505138238751696
ACH-001496,-0.5525539156366635
ACH-001500,-0.38597606237863397
ACH-001523,-0.7532984374655668
ACH-001532,-0.7365703193639762
ACH-001550,-0.268998055841799
ACH-001552,-0.7227225702834141
ACH-001554,-0.42111960026152057
ACH-001654,-0.7687617428300672
ACH-001735,-0.4695026056694506
ACH-001736,-0.4588609744285434
ACH-001737,-0.6093908392238233
ACH-001740,-0.265684752972285
ACH-001745,-0.3921039925062928
ACH-001765,-0.2619505322858885
