,GZMH (2999)
ACH-000834,-0.2720134904506586
ACH-000835,-0.2252316512931182
ACH-000836,-0.25158336260067504
ACH-000837,-0.2887148437080804
ACH-000838,-0.34466487933191864
ACH-000839,-0.2453140766661552
ACH-000840,-0.3566954269971511
ACH-000841,-0.23321100355166394
ACH-000843,-0.11934851763012913
ACH-000846,-0.29076805052094146
ACH-000847,-0.2806436622033552
ACH-000848,-0.20374905174247904
ACH-000849,-0.18752632585225096
ACH-000851,-0.347317530583695
ACH-000855,-0.2632620037120999
ACH-000856,-0.2288177312272689
ACH-000858,-0.2916480181536387
ACH-000859,-0.3500600150730862
ACH-000861,-0.1964314046881418
ACH-000862,-0.11379193555711313
ACH-000865,-0.2756562057273884
ACH-000866,-0.2099839894803809
ACH-000867,-0.2350539679979407
ACH-000869,-0.2867577047397807
ACH-000872,-0.1989501961349429
ACH-000873,0.04788724279672959
ACH-000876,-0.3047917672538335
ACH-000878,-0.19923813428261308
ACH-000880,-0.24468050856176984
ACH-000881,-0.2917223670707833
ACH-000882,-0.12701590086201295
ACH-000884,-0.28000951698205745
ACH-000885,-0.30003485842803523
ACH-000887,-0.3501849735221584
ACH-000889,-0.4540893058892948
ACH-000896,-0.191889889254534
ACH-000898,-0.33428752241877385
ACH-000900,-0.2963007381718672
ACH-000901,-0.2117681059596357
ACH-000905,-0.15930167104616144
ACH-000906,-0.2442587998909499
ACH-000907,-0.3609104358751464
ACH-000910,-0.15401153166698395
ACH-000911,-0.3163165826041308
ACH-000912,-0.3606106177012024
ACH-000913,-0.19795695562466348
ACH-000915,-0.18900053374128614
ACH-000916,-0.5393495897651246
ACH-000917,-0.4821601535683758
ACH-000920,-0.1997468616627805
ACH-000921,-0.3262159541177093
ACH-000924,-0.12468392846516628
ACH-000926,-0.18886237368652944
ACH-000928,-0.5511460178894401
ACH-000929,-0.1478758488258372
ACH-000932,-0.2883821405918623
ACH-000935,-0.4275891412988679
ACH-000936,-0.28671128598455725
ACH-000937,-0.1983342023596855
ACH-000938,-0.26483159787690425
ACH-000939,-0.2267369938721255
ACH-000941,-0.30878739160905105
ACH-000943,-0.28925722998386444
ACH-000946,-0.29385514480314623
ACH-000947,-0.17941835179552862
ACH-000948,-0.3224904841840386
ACH-000950,-0.21860618912732455
ACH-000953,-0.4488039209898159
ACH-000954,-0.2804292015412212
ACH-000957,-0.20043529378499464
ACH-000958,-0.2923895743082397
ACH-000960,-0.2865340131358668
ACH-000963,-0.22370138825515093
ACH-000968,-0.4066997045391671
ACH-000969,-0.16187619988715868
ACH-000972,-0.3936298170271582
ACH-000973,-0.17533925374983414
ACH-000974,-0.1385035518856823
ACH-000978,-0.3731184709865889
ACH-000984,-0.2955580218111093
ACH-000986,-0.314696270275118
ACH-000988,-0.23829146464148826
ACH-000993,-0.3722818360750346
ACH-000994,-0.2908819336415345
ACH-000996,-0.3306121729254279
ACH-001001,-0.2098430841487843
ACH-001020,-0.3752000345170349
ACH-001028,-0.2632545661830913
ACH-001031,-0.262059391873144
ACH-001038,-0.18594357776154852
ACH-001048,-0.30182927673794696
ACH-001050,-0.20033093791848955
ACH-001053,-0.18261308122441455
ACH-001054,-0.30070757252937824
ACH-001061,-0.24618960559865094
ACH-001067,-0.05509059962181607
ACH-001075,-0.2670393864446892
ACH-001096,-0.2373949819264798
ACH-001111,-0.08271666341351867
ACH-001119,-0.1625245612772665
ACH-001128,-0.04992563059224539
ACH-001134,-0.3173035560006873
ACH-001151,-0.17958604557663393
ACH-001163,-0.23271064931887325
ACH-001164,-0.2309212700065325
ACH-001183,-0.08487359600080446
ACH-001192,-0.1583578552476376
ACH-001193,-0.3791527873457523
ACH-001196,-0.4486138616412293
ACH-001197,-0.041145567053304896
ACH-001205,-0.32798302689138553
ACH-001211,-0.42072322622338815
ACH-001212,-0.0661205889847473
ACH-001228,-0.1358947501127126
ACH-001232,-0.1956489501669197
ACH-001239,-0.1670147927186917
ACH-001270,-0.20363575836308587
ACH-001274,-0.11434007786757296
ACH-001275,-0.28870352466911764
ACH-001277,-0.1999252074119678
ACH-001278,-0.2475895471391647
ACH-001280,-0.232736200183488
ACH-001283,-0.1808778689515624
ACH-001289,-0.4076193081509648
ACH-001300,-0.2785298898042096
ACH-001301,-0.043624344735698345
ACH-001302,-0.20249598599477686
ACH-001306,-0.2761331312849448
ACH-001318,-0.1449405538897509
ACH-001322,-0.18251281741260245
ACH-001328,-0.28984296773257234
ACH-001332,-0.26220257285844384
ACH-001336,-0.11313643483848873
ACH-001346,-0.33084455059512463
ACH-001353,-0.278617446266138
ACH-001354,-0.15243609284433207
ACH-001367,-0.16294834671324346
ACH-001368,-0.3433711964834433
ACH-001374,-0.21651293771196034
ACH-001377,-0.2370435873108616
ACH-001380,-0.3633284238967452
ACH-001391,-0.3998349206926445
ACH-001408,-0.21582808548057827
ACH-001430,0.0006108348121970559
ACH-001431,-0.20148699104760132
ACH-001450,-0.1862135799999393
ACH-001496,-0.25429923002608945
ACH-001500,-0.15724356031130204
ACH-001523,-0.1809899544701405
ACH-001532,-0.3365113685015552
ACH-001550,-0.3543605078221297
ACH-001552,-0.10640331575330532
ACH-001554,-0.1303998043428665
ACH-001654,-0.22595029166849845
ACH-001735,-0.3533112170114594
ACH-001736,-0.2857356603363216
ACH-001737,-0.4562844192429525
ACH-001740,-0.06742638763880525
ACH-001745,-0.22695875300836385
ACH-001765,-0.28458301599427266
