,CDKN2AIP (55602)
ACH-000274,-0.14104453405972106
ACH-000277,0.012095606334758832
ACH-000278,-0.11846928681710045
ACH-000279,-0.2406454006113116
ACH-000280,-0.1944049800359024
ACH-000281,-0.03865959748261319
ACH-000288,-0.09325582743643046
ACH-000291,-0.05119238208861605
ACH-000293,-0.33215725287400244
ACH-000294,-0.2554164085956006
ACH-000295,-0.357757757949044
ACH-000296,0.002426279633596049
ACH-000302,-0.10311866544748116
ACH-000304,0.07150325688005936
ACH-000307,-0.3794372505509379
ACH-000308,-0.2196413616807523
ACH-000310,-0.16938272882078292
ACH-000311,-0.3009745764444197
ACH-000312,-0.18248678471610896
ACH-000315,0.0400798076314256
ACH-000316,-0.1996422190360745
ACH-000317,0.05166672448335829
ACH-000318,-0.1383048008769685
ACH-000319,-0.05189654689648058
ACH-000320,-0.2775131552648045
ACH-000322,-0.1247987556203928
ACH-000323,-0.07359992718934727
ACH-000324,0.04888936835226208
ACH-000329,-0.25443757111365783
ACH-000330,-0.36126948965284655
ACH-000331,-0.14038844566590855
ACH-000332,-0.0421257545536242
ACH-000334,0.11602483893968694
ACH-000335,-0.2323078268806575
ACH-000336,-0.04345981848606028
ACH-000337,-0.2617175587363301
ACH-000338,0.3076817208862591
ACH-000339,-0.0991137257393162
ACH-000341,-0.17509801291470584
ACH-000348,-0.2515948347173025
ACH-000350,-0.11149034177305284
ACH-000352,-0.12944811573633078
ACH-000356,0.11968464677568127
ACH-000361,-0.13856302162462586
ACH-000362,-0.14999293706324918
ACH-000363,-0.2171252057442789
ACH-000364,-0.2594002726020668
ACH-000365,-0.04486004561117684
ACH-000366,-0.1134854536954946
ACH-000368,-0.25696205560504753
ACH-000374,-0.1370035468586501
ACH-000375,-0.16070220814568795
ACH-000376,-0.2713139178128011
ACH-000381,-0.1031752909469984
ACH-000383,-0.07945912162393567
ACH-000387,-0.023363062923427047
ACH-000389,-0.43597478651543664
ACH-000390,-0.13292254027901038
ACH-000393,-0.2857855587311687
ACH-000395,0.058328519473693635
ACH-000396,0.142692371746081
ACH-000397,0.06045645126110565
ACH-000401,-0.04492165363583656
ACH-000402,0.1904776489264407
ACH-000403,-0.2076028625821133
ACH-000404,0.11578677217551525
ACH-000406,-0.19420004105943214
ACH-000407,-0.2760202404972721
ACH-000408,0.11132731303607536
ACH-000410,-0.30536812373542715
ACH-000411,-0.28704490855088965
ACH-000414,-0.2339668085629349
ACH-000415,-0.07519007620247377
ACH-000416,-0.08194071354598273
ACH-000420,-0.3136864518133421
ACH-000421,-0.2344901151529172
ACH-000424,-0.24314689595092756
ACH-000425,-0.1409426372413133
ACH-000426,0.033207243790098415
ACH-000427,-0.4523057409785374
ACH-000433,-0.14515651536964705
ACH-000435,-0.07201107132362536
ACH-000436,-0.1901994888864839
ACH-000444,-0.21819824815796535
ACH-000445,0.03044574155855297
ACH-000448,-0.02196442449133913
ACH-000450,-0.4517342909108328
ACH-000452,-0.02620786593384135
ACH-000454,-0.2305061644396501
ACH-000458,-0.11757011587090052
ACH-000459,-0.2398272533959748
ACH-000460,-0.18065444300536296
ACH-000461,-0.046426011422292066
ACH-000463,-0.16605427076707674
ACH-000464,-0.16909722243102798
ACH-000466,-0.09834845961093766
ACH-000467,-0.3164626508988146
ACH-000468,-0.12581962454051587
ACH-000469,-0.17320303067926546
ACH-000470,-0.2068973687163312
ACH-000471,-0.1336825746775888
ACH-000472,-0.14196777245088185
ACH-000473,-0.13333003646033534
ACH-000475,-0.0650624855456552
ACH-000476,-0.07591112305092858
ACH-000477,-0.2514424821475017
ACH-000479,-0.5700364447503892
ACH-000480,-0.005952501187910227
ACH-000481,-0.0966615865143908
ACH-000483,-0.3953066663619455
ACH-000484,-0.10451823415403996
ACH-000485,0.06713875301014023
ACH-000486,-0.1103894459164279
ACH-000487,-0.3856642108032546
ACH-000488,-0.10400602380600966
ACH-000490,-0.1750688446904433
ACH-000491,-0.14948877399770352
ACH-000495,-0.3135702689638312
ACH-000496,-0.12488656561636573
ACH-000499,-0.06421665512158589
ACH-000500,0.2516347011916369
ACH-000502,-0.21862353607364576
ACH-000503,-0.2684631787217946
ACH-000505,-0.322248094259222
ACH-000507,0.01682431506747376
ACH-000510,-0.18247048629709872
ACH-000511,-0.08256453821700749
ACH-000512,-0.2030914085162818
ACH-000516,-0.3272224855153064
ACH-000517,-0.09400456448242528
ACH-000518,-0.03345741722210846
ACH-000520,-0.2633863571067673
ACH-000521,-0.14155039470064604
ACH-000522,-0.22981068887463926
ACH-000524,-0.18702565840642912
ACH-000527,-0.2229609633148461
ACH-000528,-0.2465390147449445
ACH-000537,-0.08644302502885702
ACH-000541,-0.2348805341180561
ACH-000542,-0.2492800647656003
ACH-000544,-0.15009802144796475
ACH-000545,-0.09242740224751224
ACH-000547,0.1316998952776246
ACH-000548,-0.11507421225364453
ACH-000549,-0.23517702577274216
ACH-000550,-0.0006466275744466644
ACH-000552,-0.19800162239079525
ACH-000556,-0.03376430853228942
ACH-000557,-0.1086987992722679
ACH-000569,-0.05339518421813469
ACH-000570,-0.20522079169844606
ACH-000571,-0.12828448082741598
ACH-000573,-0.14996831333330596
ACH-000576,-0.29892504023682226
ACH-000579,-0.0811543451011095
ACH-000580,-0.6007910799212297
ACH-000584,-0.26498355441860233
ACH-000585,-0.15878658514051872
ACH-000588,-0.17743521694564926
ACH-000589,-0.2390627606275937
ACH-000591,-0.2960198137462981
ACH-000593,-0.05772668741938027
ACH-000600,-0.06863759570009739
ACH-000601,-0.4049800587363965
ACH-000605,-0.022091345643995286
ACH-000606,-0.5794286321031342
ACH-000608,-0.08685385065761123
ACH-000614,-0.11259359830752627
ACH-000616,-0.20731459512671552
ACH-000618,-0.01699136967783662
ACH-000619,-0.057889703369715835
ACH-000620,-0.227812566423097
ACH-000621,-0.16662416302792835
ACH-000622,-0.15283134289239206
ACH-000623,-0.28138567377544604
ACH-000624,-0.07353302894687641
ACH-000627,-0.08230233887458581
ACH-000630,-0.3205566648102624
ACH-000631,-0.09668370132491017
ACH-000632,-0.1398203914481351
ACH-000633,-0.17917620976255064
ACH-000637,-0.2651152893823039
ACH-000638,0.0041761768134037005
ACH-000646,-0.16957825838340626
ACH-000647,-0.12979744495707918
ACH-000648,-0.29155788692549456
ACH-000649,-0.10655290126537606
ACH-000651,-0.13094993969103838
ACH-000652,-0.14328137391769222
ACH-000653,-0.26754961329253524
ACH-000657,-0.13868529936326598
ACH-000658,0.005189669822555613
ACH-000661,-0.13536997594342998
ACH-000662,-0.028364995445909782
ACH-000663,-0.1674635700541281
ACH-000665,-0.04523874157393592
ACH-000671,-0.1263747772540868
ACH-000672,-0.18037034157872714
ACH-000673,-0.08071460283079558
ACH-000676,-0.12524610240967354
ACH-000677,-0.2522425583893794
ACH-000681,-0.37517253070045226
ACH-000683,-0.32521404857088937
ACH-000684,-0.2305248459071055
ACH-000688,-0.3110919166435104
ACH-000693,-0.08464141478185416
ACH-000694,-0.008391043889115627
ACH-000695,-0.14020121967699897
ACH-000696,-0.17009286696199766
ACH-000697,-0.3107473456204712
ACH-000699,-0.13096112536535542
ACH-000701,-0.260976187592241
ACH-000706,-0.20900674355208426
ACH-000711,-0.1165887253353774
ACH-000713,0.15670639517827578
ACH-000714,-0.14282655658311547
ACH-000718,-0.17554355611698794
ACH-000720,-0.10456289906539164
ACH-000721,-0.21870122028392386
ACH-000724,-0.19288682299295265
ACH-000725,-0.14560165317771376
ACH-000732,-0.3557381895088379
ACH-000734,-0.08919768442882255
ACH-000735,-0.10529393968450604
ACH-000736,0.10296656439582114
ACH-000738,-0.04087476062558073
ACH-000746,0.047079687783536175
ACH-000747,-0.037793434353887705
ACH-000748,-0.3000741074106509
ACH-000753,-0.3707478507942337
ACH-000756,-0.363318913975261
ACH-000757,-0.008487483279907901
ACH-000758,-0.2815833141123721
ACH-000760,-0.13476511047314882
ACH-000762,-0.17295457790947474
ACH-000763,-0.09330716827724926
ACH-000764,-0.371233585477183
ACH-000765,-0.02687599185524749
ACH-000766,-0.2303413717128452
ACH-000767,-0.33308036255702944
ACH-000768,-0.21218764721013125
ACH-000769,-0.1310077752800141
ACH-000770,-0.09861412041371996
ACH-000771,-0.1832896942085028
ACH-000773,-0.1397132462037306
ACH-000776,-0.24170236922875976
ACH-000777,-0.14697978199867068
ACH-000778,-0.18460804785774287
ACH-000781,-0.2477947337557776
ACH-000782,-0.020041027022159638
ACH-000783,-0.20277137917938715
ACH-000784,-0.39300261512946494
ACH-000785,0.020129319955399145
ACH-000787,-0.22247054193870786
ACH-000788,-0.1808075661440816
ACH-000791,-0.1326200432782449
ACH-000792,-0.08142558664520255
ACH-000794,-0.26860017407281583
ACH-000796,-0.21182563159902096
ACH-000798,0.07161829677145293
ACH-000799,-0.3300460227009375
ACH-000800,-0.2877501495293848
ACH-000802,-0.1272309574438385
ACH-000804,-0.16515965006252095
ACH-000805,-0.2863207292579859
ACH-000809,-0.11830011340032033
ACH-000810,-0.16330703705667104
ACH-000811,-0.19652659216936494
ACH-000817,-0.16139094435438014
ACH-000819,-0.22780603114017836
ACH-000820,-0.06882663349167775
ACH-000821,-0.1081809228764571
ACH-000822,-0.1300965729255352
ACH-000823,-0.14285822788605773
ACH-000824,-0.2621691014774711
ACH-000827,-0.16445981880532007
ACH-000829,-0.3918052027955271
ACH-000831,-0.19334122721752514
ACH-000832,-0.05018077874020272
ACH-000833,-0.32761583518263754
ACH-000834,-0.04480514615371438
ACH-000835,-0.2702911742772003
ACH-000836,-0.06492269083167716
ACH-000837,-0.1064268432619488
ACH-000838,-0.3709275614572077
ACH-000839,-0.3601267046728358
ACH-000840,-0.2168404468852299
ACH-000841,-0.057633499318366525
ACH-000843,-0.4307160729547129
ACH-000846,0.04065857811556417
ACH-000847,0.06042531358524434
ACH-000848,-0.06891313788150677
ACH-000849,-0.17696049867316538
ACH-000851,-0.03830202676472822
ACH-000855,-0.3645295607108699
ACH-000856,-0.050491506618574516
ACH-000858,-0.0423467718250754
ACH-000859,-0.2435398237295679
ACH-000861,-0.08696501693782538
ACH-000862,-0.04659445982515542
ACH-000865,-0.23355442231382076
ACH-000866,-0.2504834030889851
ACH-000867,-0.1480397109174093
ACH-000869,-0.1973975624034388
ACH-000872,-0.11337825409687845
ACH-000873,-0.18011333340382613
ACH-000876,-0.2778719249899074
ACH-000878,-0.2464329527992859
ACH-000880,0.01362471570436514
ACH-000881,-0.3876785524738709
ACH-000882,-0.021920965543845768
ACH-000884,0.011215749967217949
ACH-000885,-0.2531360907070344
ACH-000887,-0.1250843050196909
ACH-000889,0.06494857314675757
ACH-000896,-0.15065702535463554
ACH-000898,-0.1741951875782383
ACH-000900,-0.0474488241314948
ACH-000901,-0.2651448806928561
ACH-000905,-0.16284420533002755
ACH-000906,-0.13033940399269234
ACH-000907,-0.12207090894603692
ACH-000910,-0.22507078213274392
ACH-000911,-0.12118488941875093
ACH-000912,-0.21483918319569192
ACH-000913,-0.2657006231929077
ACH-000915,-0.1973743493403875
ACH-000916,0.3964662396081353
ACH-000917,-0.18936779668805154
ACH-000920,-0.3900383819401932
ACH-000921,-0.09883343742733136
ACH-000924,-0.2431486175451728
ACH-000926,-0.15427919871983478
ACH-000928,-0.052900299346444885
ACH-000929,-0.08406999164738163
ACH-000932,-0.3687157833164865
ACH-000935,-0.2562356253092893
ACH-000936,-0.25236912125037786
ACH-000937,-0.1311945310070564
ACH-000938,-0.1182426696968397
ACH-000939,-0.16000850627349475
ACH-000941,-0.2297111116875163
ACH-000943,-0.03720857804007263
ACH-000946,-0.13059153559810074
ACH-000947,-0.04070345648086559
ACH-000948,-0.08142693148962908
ACH-000950,-0.14258056145976492
ACH-000953,-0.16377968725539402
ACH-000954,0.2691487331376177
ACH-000957,-0.0057307305393002024
ACH-000958,0.011201338274315948
ACH-000960,-0.16726306746763356
ACH-000963,-0.14869411261807874
ACH-000968,-0.14501059927067664
ACH-000969,-0.19135928649854927
ACH-000972,-0.1293009276677448
ACH-000973,-0.08250531923908935
ACH-000974,-0.13994234711574458
ACH-000978,-0.08485011051913817
ACH-000984,-0.05618717313763195
ACH-000986,-0.10421763004287823
ACH-000988,-0.2055806103820517
ACH-000993,-0.24553864456176705
ACH-000994,0.007189597917713867
ACH-000996,-0.2815272139816216
ACH-001001,-0.17080286294192007
ACH-001020,-0.3657304785336114
ACH-001028,-0.09106148966696576
ACH-001031,-0.3838280977535137
ACH-001038,-0.4262173673070648
ACH-001048,-0.17991222904725834
ACH-001050,-0.16833415851598013
ACH-001053,-0.3152828560717525
ACH-001054,-0.1182326257858372
ACH-001061,-0.1940894092450404
ACH-001067,-0.17073431809563158
ACH-001075,-0.4567843386876468
ACH-001096,-0.407361017286174
ACH-001111,-0.29435319900633405
ACH-001119,0.07303620375634301
ACH-001128,-0.2381863322649428
ACH-001134,-0.034299518539962534
ACH-001151,-0.11640684112371966
ACH-001163,-0.2756758976878229
ACH-001164,-0.13569057312375565
ACH-001183,-0.2235162440570764
ACH-001192,-0.3171635002317563
ACH-001193,0.2555340650546539
ACH-001196,-0.5302776126750649
ACH-001197,-0.10708841504819404
ACH-001205,-0.2768189716431073
ACH-001211,-0.11637381277455608
ACH-001212,-2.887810080921917e-05
ACH-001228,-0.6362348398103757
ACH-001232,-0.09537247863378936
ACH-001239,-0.1251543021996924
ACH-001270,-0.08148023767378285
ACH-001274,-0.2872472942372481
ACH-001275,-0.21442082678925897
ACH-001277,-0.13832364066626812
ACH-001278,-0.26903490218773546
ACH-001280,-0.5058442455552515
ACH-001283,-0.216802474949965
ACH-001289,-0.3001019867635354
ACH-001300,-0.13007359147577036
ACH-001301,-0.24582766434549774
ACH-001302,-0.1238222490744944
ACH-001306,-0.10672185500630513
ACH-001318,-0.31265511560325226
ACH-001322,-0.4308953675685821
ACH-001328,-0.2222420630248816
ACH-001332,0.01841875758024438
ACH-001336,-0.014744918855331359
ACH-001346,-0.2452962058266889
ACH-001353,-0.07020751634532052
ACH-001354,-0.1197045853961681
ACH-001367,0.04369247629834553
ACH-001368,-0.1847849469748618
ACH-001374,-0.3014341764493598
ACH-001377,0.046043028826205486
ACH-001380,-0.027203979744720483
ACH-001391,-0.1931734737259166
ACH-001408,-0.16239288020389148
ACH-001430,-0.2332737182347439
ACH-001431,-0.2781069717513961
ACH-001450,-0.1252473936126807
ACH-001496,-0.2366827212690863
ACH-001500,-0.0726383093022789
ACH-001523,-0.03089694248389677
ACH-001532,-0.22941226015585345
ACH-001550,-0.19188104399109013
ACH-001552,-0.3715891191601613
ACH-001554,-0.305667746000501
ACH-001654,-0.35361777593034543
ACH-001735,-0.04207731448731506
ACH-001736,-0.3292266004126649
ACH-001737,-0.5206090114369928
ACH-001740,-0.25503435549852954
ACH-001745,-0.23626440978552085
ACH-001765,-0.04912484495521527
