,MCC (4163)
ACH-000004,0.2644412961559991
ACH-000005,0.1263225514674587
ACH-000007,0.3117666385238476
ACH-000009,0.17642872995159392
ACH-000011,0.2365180507414455
ACH-000012,0.2174873223216552
ACH-000013,0.2249140259007364
ACH-000014,0.2415281669370636
ACH-000015,0.1426659408378041
ACH-000017,0.19071211879579836
ACH-000018,0.02015711905556633
ACH-000019,0.14389793939025394
ACH-000021,0.1613870485528985
ACH-000022,0.22089620162589252
ACH-000025,0.20967802441509092
ACH-000028,0.15799139576808596
ACH-000030,0.1871551975008727
ACH-000035,0.10443211086345566
ACH-000036,0.32294170117552695
ACH-000037,0.2611841951812537
ACH-000039,0.06578624657961231
ACH-000040,0.04615704452174795
ACH-000041,0.2156076117426245
ACH-000042,0.09612511300504298
ACH-000045,0.2408262326589753
ACH-000047,0.1544900652848308
ACH-000052,0.03613212727948823
ACH-000053,0.08015488375071952
ACH-000054,0.10738309665043624
ACH-000055,0.10315128282830432
ACH-000060,0.28961022999918795
ACH-000067,0.1922289335109028
ACH-000070,0.2996372914798556
ACH-000075,0.2697409754729981
ACH-000078,0.2414264739690012
ACH-000082,0.11154435937390733
ACH-000085,0.1614299685201855
ACH-000086,0.10950709178915356
ACH-000087,0.06995787840524799
ACH-000092,0.17261311000291124
ACH-000095,0.08157328428752524
ACH-000097,0.1215372038955642
ACH-000098,0.13742546291846625
ACH-000099,0.2123909888270925
ACH-000108,0.23428989867918676
ACH-000113,0.1771702678913486
ACH-000116,0.20729845422889454
ACH-000118,0.17108873867841
ACH-000120,0.23353308890392674
ACH-000123,0.09977392904773263
ACH-000127,0.12990842267421274
ACH-000128,0.318439764999638
ACH-000132,0.28395049294389035
ACH-000133,0.2542518261675645
ACH-000137,0.17337387744705846
ACH-000138,0.20417802194331525
ACH-000142,0.25298732354284403
ACH-000143,0.26225734265285816
ACH-000146,0.1772964323702122
ACH-000148,0.1569033910062922
ACH-000150,0.09070305902666433
ACH-000152,0.19970126823112555
ACH-000153,0.24186344228661705
ACH-000159,0.16020610544019484
ACH-000160,0.1338935659898379
ACH-000163,0.14861029466546574
ACH-000167,0.14435191194261762
ACH-000168,0.20798271978110774
ACH-000169,0.13570649330524234
ACH-000178,0.19573825312173868
ACH-000183,0.2339854450222712
ACH-000188,0.2961338279659381
ACH-000189,0.2965226200764854
ACH-000190,0.16488045292679826
ACH-000198,0.18312931596042484
ACH-000203,0.4334741652695658
ACH-000204,0.29622631087409795
ACH-000206,0.14288973127927296
ACH-000207,0.07822672662290538
ACH-000208,-0.032723779489022865
ACH-000210,0.2063982678660726
ACH-000211,0.15407126047714914
ACH-000215,0.21487214614427333
ACH-000221,0.08317000663609493
ACH-000222,0.19910405321011448
ACH-000223,0.19451409243554765
ACH-000226,0.03149471082661341
ACH-000227,0.2460012776284498
ACH-000228,0.2638959034196074
ACH-000231,0.16594151414091107
ACH-000232,0.1327077864183301
ACH-000233,0.21442050799516774
ACH-000234,0.2698799114573826
ACH-000235,0.19250530597962726
ACH-000237,0.08880747131492782
ACH-000238,0.07317605159600189
ACH-000242,0.4309607372484615
ACH-000243,0.09957658573032116
ACH-000244,0.2223855197948984
ACH-000246,0.17385479696127126
ACH-000248,0.17804346518042166
ACH-000250,0.16472113559031884
ACH-000251,0.1891025192213917
