,FARSB (10056)
ACH-000223,-1.4641089252644741
ACH-000226,-1.4318170135739878
ACH-000227,-0.9410438295044046
ACH-000228,-1.3922903617601792
ACH-000231,-1.337042183918273
ACH-000232,-1.524619857487875
ACH-000233,-1.5578517230466389
ACH-000234,-1.7380192517109607
ACH-000235,-1.3853383677504032
ACH-000237,-1.521236800414519
ACH-000238,-1.4287348892253025
ACH-000242,-1.1147586226737811
ACH-000243,-1.4712837945870214
ACH-000244,-1.1963887666319304
ACH-000246,-1.379964989346968
ACH-000248,-1.4486270241348953
ACH-000250,-1.4972182856004177
ACH-000251,-1.6497058350385685
ACH-000252,-1.5634042344662242
ACH-000253,-1.4530206754648658
ACH-000255,-1.5284908412239666
ACH-000256,-1.3961414143396171
ACH-000257,-1.5072974295263082
ACH-000258,-1.4539988801318997
ACH-000259,-1.5518048549110148
ACH-000260,-1.4233593820367492
ACH-000261,-1.4465332806737268
ACH-000262,-1.3713502774730526
ACH-000263,-1.6144620865838706
ACH-000264,-1.4121189698194572
ACH-000265,-1.4012964281320641
ACH-000266,-1.350549724540478
ACH-000272,-1.4754852631424953
ACH-000274,-1.627325199670444
ACH-000277,-1.7642451017096392
ACH-000278,-1.3893312005290392
ACH-000279,-1.5210663647381852
ACH-000280,-1.6040806016819906
ACH-000281,-1.6559113120027744
ACH-000288,-1.4797211226006193
ACH-000291,-1.3955857544980843
ACH-000293,-1.2855162056403229
ACH-000294,-1.9452388223397843
ACH-000295,-1.5770723920419312
ACH-000296,-1.5459296181620243
ACH-000302,-1.7728775314718452
ACH-000304,-1.95382133234065
ACH-000307,-1.5381623188094695
ACH-000308,-1.4004589672111794
ACH-000310,-1.2753430466026487
ACH-000311,-1.468108377012929
ACH-000312,-1.5524041952861691
ACH-000315,-1.7052672602276553
ACH-000316,-1.4473549425275243
ACH-000317,-1.6322405045789552
ACH-000318,-1.7107699603156097
ACH-000319,-1.4879277710387488
ACH-000320,-1.4015729856219026
ACH-000322,-1.2789599179703546
ACH-000323,-1.5525495598783292
ACH-000324,-1.364835048246939
ACH-000329,-1.5687356628377311
ACH-000330,-1.7929784535269508
ACH-000331,-1.3733538944485644
ACH-000332,-1.4911760241228345
ACH-000334,-1.2091965549013215
ACH-000335,-1.3918207204947644
ACH-000336,-1.4146898572875677
ACH-000337,-1.5824402359446772
ACH-000338,-1.4791501104786111
ACH-000339,-1.3728706580408552
ACH-000341,-1.8070933712226795
ACH-000348,-1.4142285458948372
ACH-000350,-1.6559330780699106
ACH-000352,-1.618774450140232
ACH-000356,-1.2771706966261769
ACH-000361,-1.614678192985876
ACH-000362,-1.5519177621935434
ACH-000363,-1.0822022673574965
ACH-000364,-1.2337495817548692
ACH-000365,-1.4499543503108006
ACH-000366,-1.6893854932738288
ACH-000368,-1.3378991957636046
ACH-000374,-1.4562233761281282
ACH-000375,-1.5490428758118493
ACH-000376,-1.4547580320756948
ACH-000381,-1.5822427778070431
ACH-000383,-1.3506588929197911
ACH-000387,-1.650158500930528
ACH-000389,-1.4607770399770506
ACH-000390,-1.5901848783753925
ACH-000393,-1.3173957893646089
ACH-000395,-1.5840212143716874
ACH-000396,-1.334779589470936
ACH-000397,-1.4757805127900625
ACH-000401,-1.5420346890728516
ACH-000402,-1.5093464189269945
ACH-000403,-1.4744974239946396
ACH-000404,-1.973564457320325
ACH-000406,-1.678363480242152
ACH-000407,-1.3249727510305291
ACH-000408,-1.4842655821905881
ACH-000410,-1.390581859502719
ACH-000411,-1.6129549906072658
ACH-000414,-1.6912834399030088
ACH-000415,-1.5757109142626895
ACH-000416,-1.4403743664189828
ACH-000420,-1.3389330441297316
ACH-000421,-1.4129733834809182
ACH-000424,-1.3899351373626536
ACH-000425,-1.2077657437913607
ACH-000426,-1.4088066632677614
ACH-000427,-1.372733648079241
ACH-000433,-1.438111216558925
ACH-000435,-1.1237428863958918
ACH-000436,-1.285795087065294
ACH-000444,-1.2952027266989443
ACH-000445,-1.6192164093108137
ACH-000448,-1.3204755786593034
ACH-000450,-1.2749705032955403
ACH-000452,-1.5620930248699991
ACH-000454,-1.6267048392300507
ACH-000458,-1.713612986737959
ACH-000459,-1.4628230413613048
ACH-000460,-1.5625654804471811
ACH-000461,-1.3316160478884909
ACH-000463,-1.399495593684226
ACH-000464,-1.4837851698012836
ACH-000466,-1.9051452348427165
ACH-000467,-1.4087735820242149
ACH-000468,-1.5173586928933545
ACH-000469,-1.4749917565338309
ACH-000470,-1.4189417143209764
ACH-000471,-1.5238968340253003
ACH-000472,-1.48664640678134
ACH-000473,-1.690527909896457
ACH-000475,-1.4632063875262395
ACH-000476,-1.523378783426239
ACH-000477,-1.627089996411638
ACH-000479,-1.3184270871793464
ACH-000480,-1.331692580480112
ACH-000481,-1.5042749922874268
ACH-000483,-1.7861716951554023
ACH-000484,-1.191734802145224
ACH-000485,-1.286887718398397
ACH-000486,-1.2407875505175805
ACH-000487,-1.4296895496604884
ACH-000488,-1.324030419231128
ACH-000490,-1.3910320130780864
ACH-000491,-1.40400491918717
ACH-000495,-1.4348388256255633
ACH-000496,-1.517667856003298
ACH-000499,-1.416226146464736
ACH-000500,-1.584288455896644
ACH-000502,-1.4582770710371835
ACH-000503,-1.2585543343726129
ACH-000505,-1.3426481141543425
ACH-000507,-1.4444248809275348
ACH-000510,-1.53545119795497
ACH-000511,-1.3579312733751956
ACH-000512,-1.3608422918620693
ACH-000516,-1.2932093253159127
ACH-000517,-1.4278570364768064
ACH-000518,-1.7069707503838512
ACH-000520,-1.3892473427600196
ACH-000521,-1.5116966354637722
ACH-000522,-1.4327597406165038
ACH-000524,-1.5269673438034632
ACH-000527,-1.4593738156218563
ACH-000528,-1.5030247210048324
ACH-000537,-1.682550247948244
ACH-000541,-1.6195323464616804
ACH-000542,-1.4085177748504862
ACH-000544,-1.4366557583729294
ACH-000545,-1.4356375870746243
ACH-000547,-1.5440378551220684
ACH-000548,-1.5192415406002024
ACH-000549,-1.2544477710925903
ACH-000550,-1.4585094561986272
ACH-000552,-1.6749546765170131
ACH-000556,-1.4715813218499632
ACH-000557,-1.511755454417769
ACH-000569,-1.3254098856973668
ACH-000570,-1.425692991131971
ACH-000571,-1.3440382819559322
ACH-000573,-1.623963745682084
ACH-000576,-1.646678829658406
ACH-000579,-1.5290764530686625
ACH-000580,-1.6551426221092491
ACH-000584,-1.6556613593548573
ACH-000585,-1.6495869822127531
ACH-000588,-1.3127741953284322
ACH-000589,-1.3917473955783608
ACH-000591,-1.5471445970342057
ACH-000593,-1.6054705126366382
ACH-000600,-1.3667703623630207
ACH-000601,-1.2957517910081788
ACH-000605,-1.6969057655646338
ACH-000606,-1.4038772842050906
ACH-000608,-1.2930601556500658
ACH-000614,-1.6933483559070968
ACH-000616,-1.5074832319710811
ACH-000618,-1.4757827962609067
ACH-000619,-1.5584787603216572
ACH-000620,-1.4986834867519734
ACH-000621,-1.4714280802933482
ACH-000622,-1.3818205527646397
ACH-000623,-1.531981242523252
ACH-000624,-1.4508650598028892
ACH-000627,-1.2352512375347615
ACH-000630,-1.4966510456149946
ACH-000631,-1.4679504851906426
ACH-000632,-1.5323130109578262
ACH-000633,-1.4101030048626602
ACH-000637,-1.4365159905053155
ACH-000638,-1.5535640310259304
ACH-000646,-1.2607065639285369
ACH-000647,-1.3935031906388295
ACH-000648,-1.3957301595721945
ACH-000649,-1.5636217131804513
ACH-000651,-1.5144624881580744
ACH-000652,-1.4675040437330642
ACH-000653,-1.5970471195259457
ACH-000657,-1.6126769164701982
ACH-000658,-1.610408869653365
ACH-000661,-1.7622376336356629
ACH-000662,-1.5139240581548254
ACH-000663,-1.6698116793474092
ACH-000665,-1.4829781840598402
ACH-000671,-1.438658584992709
ACH-000672,-1.4288844946390673
ACH-000673,-1.3527081726734846
ACH-000676,-1.4213107213812994
ACH-000677,-1.2476256416258076
ACH-000681,-1.601848623714949
ACH-000683,-1.522063368308827
ACH-000684,-1.5570686905996265
ACH-000688,-1.3170636122660269
ACH-000693,-1.5028539617143726
ACH-000694,-1.1863367425041291
ACH-000695,-1.4121903525784127
ACH-000696,-1.5025068279387337
ACH-000697,-1.229665311246272
ACH-000699,-1.3550322034373212
ACH-000701,-1.5724333433561544
ACH-000706,-1.539246348671956
ACH-000711,-1.4528513496979116
ACH-000713,-1.4048596915587093
ACH-000714,-1.3464962628337296
ACH-000718,-1.4390517811410537
ACH-000720,-1.5284164043604007
ACH-000721,-1.4710932226356093
ACH-000724,-1.717126016164292
ACH-000725,-1.1655921590348706
ACH-000732,-1.5092951486160682
ACH-000734,-1.5217156072028717
ACH-000735,-1.3306979206466036
ACH-000736,-1.3462153044208507
ACH-000738,-1.5149036196076089
ACH-000746,-1.558151394626782
ACH-000747,-1.4812100515079107
ACH-000748,-1.4237623759687523
ACH-000753,-1.4228214177001381
ACH-000756,-1.3697862144162292
ACH-000757,-1.5591709725008631
ACH-000758,-1.5199396816772195
ACH-000760,-1.4942204209590353
ACH-000762,-1.4245362592864959
ACH-000763,-1.4416501450049084
ACH-000764,-1.176096873140784
ACH-000765,-1.6756932876582786
ACH-000766,-1.500851477299959
ACH-000767,-1.2416542569379048
ACH-000768,-1.4899702025346846
ACH-000769,-1.5572122565675726
ACH-000770,-1.5090580454066982
ACH-000771,-1.5449663803583882
ACH-000773,-1.33903223245506
ACH-000776,-1.4784652026937053
ACH-000777,-1.489008891535382
ACH-000778,-1.6684495454065045
ACH-000781,-1.5848319381067142
ACH-000782,-1.499842326894218
ACH-000783,-1.4833424595550122
ACH-000784,-1.548294027877034
ACH-000785,-1.2272436845411832
ACH-000787,-1.4782730130496382
ACH-000788,-1.4648927912569865
ACH-000791,-1.546187619148258
ACH-000792,-1.5532886335453262
ACH-000794,-1.417763310307999
ACH-000796,-1.5179579277306778
ACH-000798,-1.5377400992608339
ACH-000799,-1.4020633810524818
ACH-000800,-1.6373862781354505
ACH-000802,-1.5905053426877322
ACH-000804,-1.63824987413764
ACH-000805,-1.4073316357167354
ACH-000809,-1.2956799730353898
ACH-000810,-1.6137631287958325
ACH-000811,-1.5596643828665069
ACH-000817,-1.536777317555029
ACH-000819,-1.5759231545210148
ACH-000820,-1.6497250335539708
ACH-000821,-1.7031177828764388
ACH-000822,-1.1975537513010923
ACH-000823,-1.5029721730094932
ACH-000824,-1.4171525527825195
ACH-000827,-1.6329862380225897
ACH-000829,-1.3872706495669562
ACH-000831,-1.5820860857427108
ACH-000832,-1.3599572486786162
ACH-000833,-1.7575365237456764
ACH-000834,-1.5385577835610822
ACH-000835,-1.5017888172870584
ACH-000836,-1.394748696218515
ACH-000837,-1.6301437932941074
ACH-000838,-1.5379726936367093
ACH-000839,-1.298535953934958
ACH-000840,-1.5031219949595032
ACH-000841,-1.5418033017925925
ACH-000843,-1.6396228962487371
ACH-000846,-1.4644615347674974
ACH-000847,-1.5151251077016434
ACH-000848,-1.5743948194020227
ACH-000849,-1.451218428471904
ACH-000851,-1.3838102967249435
ACH-000855,-1.4962826946405432
ACH-000856,-1.4920171649826028
ACH-000858,-1.4359333235288154
ACH-000859,-1.5991148730196834
ACH-000861,-1.5601640081102883
ACH-000862,-1.6031369372337907
ACH-000865,-1.5388509903131142
ACH-000866,-1.5697999954140898
ACH-000867,-1.3264289033962595
ACH-000869,-1.314886759365501
ACH-000872,-1.6871900178890296
ACH-000873,-1.4793834757293367
ACH-000876,-1.3147008929095207
ACH-000878,-1.610100514799901
ACH-000880,-1.480542739379903
ACH-000881,-1.6892803763533313
ACH-000882,-1.3989980859281177
ACH-000884,-1.4466705093198358
ACH-000885,-1.4438366431353338
ACH-000887,-1.329564752228971
ACH-000889,-1.3846388200144752
ACH-000896,-1.804144091190447
ACH-000898,-1.4923503589470546
ACH-000900,-1.360148594668641
ACH-000901,-1.5374470773041378
ACH-000905,-1.3819545619947222
ACH-000906,-1.541365202173311
ACH-000907,-1.5711437046542256
ACH-000910,-1.470394965647501
ACH-000911,-1.4151854115699234
ACH-000912,-1.4237694443898856
ACH-000913,-1.316309915237115
ACH-000915,-1.1961224100858692
ACH-000916,-1.2443292926684106
ACH-000917,-1.5292226762164158
ACH-000920,-1.5836017808895566
ACH-000921,-1.2717146008248692
ACH-000924,-1.3715585537691484
ACH-000926,-1.4891310104681563
ACH-000928,-1.5382922926831808
ACH-000929,-1.6936487944015193
ACH-000932,-1.324441587824124
ACH-000935,-1.472511147781571
ACH-000936,-1.5490074476346731
ACH-000937,-1.4510511175458325
ACH-000938,-1.5310430553332544
ACH-000939,-1.5045834896790864
ACH-000941,-1.8123987314363459
ACH-000943,-1.624014981765892
ACH-000946,-1.5322300933258302
ACH-000947,-1.6697999463857318
ACH-000948,-1.3024530119520439
ACH-000950,-1.4723069647704448
ACH-000953,-1.4753881665270734
ACH-000954,-1.1967817456153276
ACH-000957,-1.5560649366508723
ACH-000958,-1.490352031346878
ACH-000960,-1.6225373003399364
ACH-000963,-1.0722268759644566
ACH-000968,-1.5617232613041965
ACH-000969,-1.5488972407419714
ACH-000972,-1.4271263022253888
ACH-000973,-1.3393926828555345
ACH-000974,-1.5550096220711542
ACH-000978,-1.6858580275613613
ACH-000984,-1.50470370290737
ACH-000986,-1.414613681806069
ACH-000988,-1.7691527489087502
ACH-000993,-1.6789808902992187
ACH-000994,-1.5631964351274268
ACH-000996,-1.3567903651552329
ACH-001001,-1.3476364939451149
ACH-001020,-1.7112736067893306
ACH-001028,-1.4083634580906084
ACH-001031,-1.4162584504982012
ACH-001038,-1.546307912080923
ACH-001048,-1.490028152711767
ACH-001050,-1.4544317523188983
ACH-001053,-1.4167503314665286
ACH-001054,-1.489299685830951
ACH-001061,-1.397872033316378
ACH-001067,-1.3366337540563271
ACH-001075,-1.0980970689157459
ACH-001096,-1.5300622335069276
ACH-001111,-1.476525302194946
ACH-001119,-1.2802551945919487
ACH-001128,-0.8741621442248527
ACH-001134,-1.459482406628798
ACH-001151,-1.5267017146839923
ACH-001163,-1.3163956338003322
ACH-001164,-1.7303175068771537
ACH-001183,-1.3722023952077538
ACH-001192,-1.4026851152386084
ACH-001193,-1.6229765589241043
ACH-001196,-1.5585747252200552
ACH-001197,-1.5524648210760168
ACH-001205,-1.4504872032874632
ACH-001211,-1.4857999271931042
ACH-001212,-1.0934843617126166
ACH-001228,-1.6951253687381935
ACH-001232,-1.4444845816454208
ACH-001239,-1.5477729922056596
ACH-001270,-1.3933398876752705
ACH-001274,-1.3386703363113568
ACH-001275,-1.384133104697647
ACH-001277,-1.5071936017097765
ACH-001278,-1.3311444459714812
ACH-001280,-1.220062865672697
ACH-001283,-1.6271162976469176
ACH-001289,-1.4407131112549958
ACH-001300,-1.45643075202172
ACH-001301,-1.3620892800298046
ACH-001302,-1.4099744904649611
ACH-001306,-1.419630015722403
ACH-001318,-1.6585587818297471
ACH-001322,-1.4651358059627528
ACH-001328,-1.3684220606178294
ACH-001332,-1.3971729693972588
ACH-001336,-1.5488560508476727
ACH-001346,-1.4312512635203851
ACH-001353,-1.4580092319371318
ACH-001354,-1.5414707817583009
ACH-001367,-1.367605372509649
ACH-001368,-1.5253123854306734
ACH-001374,-1.303179200909916
ACH-001377,-1.4154474249552285
ACH-001380,-1.4641252205825095
ACH-001391,-1.4902021657004307
ACH-001408,-1.6343876844866587
ACH-001430,-1.4540690527809024
ACH-001431,-1.5300177231664642
ACH-001450,-1.4938536773964417
ACH-001496,-1.565116457131606
ACH-001500,-1.3296833775613537
ACH-001523,-1.7317527120407934
ACH-001532,-1.4167805532128397
ACH-001550,-1.4359053502873182
ACH-001552,-1.4907355767458397
ACH-001554,-1.6077763916427694
ACH-001654,-1.637925633125925
ACH-001735,-1.6192198096520007
ACH-001736,-1.5351221139709368
ACH-001737,-1.4221715525538203
ACH-001740,-1.527811358426468
ACH-001745,-1.5818410055318308
ACH-001765,-1.4096855915951791
