,UQCRQ (27089)
ACH-000004,-0.43392127360119054
ACH-000005,-0.4319710164736941
ACH-000007,-0.5583102127223495
ACH-000009,-0.3222731580592702
ACH-000011,-0.3764206521747861
ACH-000012,-0.4341636114558364
ACH-000013,-0.4806950759646804
ACH-000014,-0.4048815983714629
ACH-000015,-0.5970625334440709
ACH-000017,-0.3801451541393768
ACH-000018,-0.3500483139531586
ACH-000019,-0.548892909786431
ACH-000021,-0.4936358408138593
ACH-000022,-0.4026490103859761
ACH-000025,-0.345968245928936
ACH-000028,-0.6913710034694669
ACH-000030,-0.5576410288414648
ACH-000035,-0.4621357506723986
ACH-000036,-0.2770960670058285
ACH-000037,-0.5407207147131933
ACH-000039,-0.3862712665682348
ACH-000040,-0.3075257491038172
ACH-000041,-0.4396468347816196
ACH-000042,-0.31112938265471896
ACH-000045,-0.5198940199654899
ACH-000047,-0.7183347019412394
ACH-000052,-0.4875990622356982
ACH-000053,-0.5237426999191398
ACH-000054,-0.6548252529245396
ACH-000055,-0.2096860149618412
ACH-000060,-0.3258972595937819
ACH-000067,-0.427802279714269
ACH-000070,-0.565489037508465
ACH-000075,-0.35981251106765083
ACH-000078,-0.6669052768614356
ACH-000082,-0.3663790601953834
ACH-000085,-0.28858943284124644
ACH-000086,-0.4166054199101528
ACH-000087,-0.7235410822394793
ACH-000092,-0.39944826025933705
ACH-000095,-0.3057922947747342
ACH-000097,-0.4220944134168714
ACH-000098,-0.351388020630475
ACH-000099,-0.4803720541402587
ACH-000108,-0.4370097595640826
ACH-000113,-0.547942467553437
ACH-000116,-0.3744730194471733
ACH-000118,-0.5927126784835227
ACH-000120,-0.5208535268072073
ACH-000123,-0.3825266229749726
ACH-000127,-0.5012149408699301
ACH-000128,-0.5385683712730079
ACH-000132,-0.4592608014433346
ACH-000133,-0.38801164838450103
ACH-000137,-0.35029428867657336
ACH-000138,-0.4059909485237064
ACH-000142,-0.3129489374728407
ACH-000143,-0.5215019136330191
ACH-000146,-0.3908873586928367
ACH-000148,-0.4958216824559035
ACH-000150,-0.7742618326830334
ACH-000152,-0.446530090630447
ACH-000153,-0.3258459178409262
ACH-000159,-0.5219793642181128
ACH-000160,-0.4652153367871947
ACH-000163,-0.3957796791824844
ACH-000167,-0.3868132506816992
ACH-000168,-0.08111991554577166
ACH-000169,-0.5460404599079891
ACH-000178,-0.2576556392624078
ACH-000183,-0.4544220191412556
ACH-000188,-0.27697049792603484
ACH-000189,-0.757979419645433
ACH-000190,-0.6420812255319993
ACH-000198,-0.517272774225534
ACH-000203,-0.6706499676254261
ACH-000204,-0.4198183200245845
ACH-000206,-0.3582850700865031
ACH-000207,-0.5061407969030928
ACH-000208,-0.3159292193128439
ACH-000210,-0.5578039817152782
ACH-000211,-0.4452616633485157
ACH-000215,-0.38269936958804013
ACH-000221,-0.5481661991531411
ACH-000222,-0.4786297431615879
ACH-000223,-0.6478517470714449
ACH-000226,-0.38867260502883016
ACH-000227,-0.4109186696751054
ACH-000228,-0.2669800681282896
ACH-000231,-0.3830703860637252
ACH-000232,-0.3838746379757785
ACH-000233,-0.29024527704189723
ACH-000234,-0.3951552650537733
ACH-000235,-0.4643614405294199
ACH-000237,-0.2784044018626043
ACH-000238,-0.4701159517801944
ACH-000242,-0.8037349806956773
ACH-000243,-0.3927467235627242
ACH-000244,-0.5512078147869202
ACH-000246,-0.4739368016399809
ACH-000248,-0.4447496998835468
ACH-000250,-0.2299863830554676
ACH-000251,-0.6641319948039862
ACH-000252,-0.5271411059077646
ACH-000253,-0.4126859432236537
ACH-000255,-0.4593004310813896
ACH-000256,-0.35316883403243265
ACH-000257,-0.6315214159514183
ACH-000258,-0.5238773818958771
ACH-000259,-0.4240609978476108
ACH-000260,-0.2259737910389321
ACH-000261,-0.4889124379293032
ACH-000262,-0.3095072301238173
ACH-000263,-0.3991795825908734
ACH-000264,-0.6564340523931699
ACH-000265,-0.3935846088147037
ACH-000266,-0.4520239104406651
ACH-000272,-0.5075721083935437
ACH-000274,-0.39588454302312204
ACH-000277,-0.6528843500011632
ACH-000278,-0.2825666910276797
ACH-000279,-0.6883424819299495
ACH-000280,-0.30069042532245466
ACH-000281,-0.2849912792815937
ACH-000288,-0.3605432111186721
ACH-000291,-0.3908517481719078
ACH-000293,-0.5316124381176196
ACH-000294,-0.14121261547123576
ACH-000295,-0.18922462571515855
ACH-000296,-0.2053063830125385
ACH-000302,-0.5352944065100667
ACH-000304,-0.5877689207686799
ACH-000307,-0.3990066575846463
ACH-000308,-0.4582330811988628
ACH-000310,-0.4613491062885869
ACH-000311,-0.37855866387958864
ACH-000312,-0.6442369843433784
ACH-000315,-0.38510434693841206
ACH-000316,-0.524368228945153
ACH-000317,-0.7431873356584754
ACH-000318,-0.35839439448042776
ACH-000319,-0.4615678646380073
ACH-000320,-0.5391724476834087
ACH-000322,-0.3642013574594014
ACH-000323,-0.6123058769080306
ACH-000324,-0.280659450822248
ACH-000329,-0.6910485377036508
ACH-000330,-0.6203682207321239
ACH-000331,-0.36104290264637134
ACH-000332,-0.30546298067202543
ACH-000334,-0.34992275296093106
ACH-000335,-0.3747383458507641
ACH-000336,-0.3501467759891516
ACH-000337,-0.34233020644548473
ACH-000338,0.008680945437949738
ACH-000339,-0.4910995125499764
ACH-000341,-0.6621750725558864
ACH-000348,-0.4575952126241212
ACH-000350,-0.5104733488129773
ACH-000352,-0.4908261093018481
ACH-000356,-0.5337852807220043
ACH-000361,-0.4842607126811114
ACH-000362,-0.4580160869900936
ACH-000363,-0.4861087764364814
ACH-000364,-0.4421095265883559
ACH-000365,-0.4540626979191722
ACH-000366,-0.377597147814086
ACH-000368,-0.4236271571548381
ACH-000374,-0.5017585320094311
ACH-000375,-0.45323047036623404
ACH-000376,-0.4934382004178225
ACH-000381,-0.5867878372772394
ACH-000383,-0.4882923556900808
ACH-000387,-0.3417538464487161
ACH-000389,-0.2759905371312343
ACH-000390,-0.5091501424480399
ACH-000393,-0.3615694821345292
ACH-000395,-0.4723395831072176
ACH-000396,-0.4263477364749923
ACH-000397,-0.35530796576751034
ACH-000401,-0.34445820674120703
ACH-000402,-0.3364092390481765
ACH-000403,-0.5686779537026009
ACH-000404,-0.5094072092061369
ACH-000406,-0.8066501772321978
ACH-000407,-0.4019732528447968
ACH-000408,-0.7069362450034313
ACH-000410,-0.4641351384840556
ACH-000411,-0.4032699798668893
ACH-000414,-0.3173546340099083
ACH-000415,-0.3490608345361897
ACH-000416,-0.4089011540631892
ACH-000420,-0.4288383256805801
ACH-000421,-0.3292395102169839
ACH-000424,-0.22385435398149586
ACH-000425,-0.5458105435352839
ACH-000426,-0.486559772587595
ACH-000427,-0.7291623438532678
ACH-000433,-0.4902096433896696
ACH-000435,-0.4900893882612448
ACH-000436,-0.23182548986894974
ACH-000444,-0.36383526377607456
ACH-000445,-0.46045319420378605
ACH-000448,-0.27060796095687345
ACH-000450,-0.535278014639665
ACH-000452,-0.438451775327348
ACH-000454,-0.5395817550653688
ACH-000458,-0.3349667067572954
ACH-000459,-0.669243730909682
ACH-000460,-0.4721170032181847
ACH-000461,-0.5751777420944177
ACH-000463,-0.28291166646853144
ACH-000464,-0.3131156281698636
ACH-000466,-0.4686637397720878
ACH-000467,-0.7104116233881043
ACH-000468,-0.4280908498769985
ACH-000469,-0.5653757382030694
ACH-000470,-0.2836173740616663
ACH-000471,-0.4001016358224289
ACH-000472,-0.4066205112980873
ACH-000473,-0.4447887342268263
ACH-000475,-0.4307522043440808
ACH-000476,-0.4840764761539112
ACH-000477,-0.5068067979295328
ACH-000479,-0.8340227690702346
ACH-000480,-0.5250712505361318
ACH-000481,-0.4116157774308243
ACH-000483,-0.5524166217943558
ACH-000484,-0.4570973095755879
ACH-000485,-0.5865208220851009
ACH-000486,-0.4760012127300758
ACH-000487,-0.5747081982812506
ACH-000488,-0.7104214382412181
ACH-000490,-0.3131720754671131
ACH-000491,-0.6236926025112967
ACH-000495,-0.3862834851425017
ACH-000496,-0.1973602513263778
ACH-000499,-0.5959785763364671
ACH-000500,-0.9964636074890686
ACH-000502,-0.3261020762649744
ACH-000503,-0.3880737452187941
ACH-000505,-0.4858810722470373
ACH-000507,-0.6052927013937918
ACH-000510,-0.3975425442665039
ACH-000511,-0.4427396511233727
ACH-000512,-0.6119677813753663
ACH-000516,-0.34464944878222753
ACH-000517,-0.3898325217039431
ACH-000518,-0.3930129220556581
ACH-000520,-0.29276621067049874
ACH-000521,-0.3568720169033973
ACH-000522,-0.3313621959159984
ACH-000524,-0.23613432817324426
ACH-000527,-0.4707377459288843
ACH-000528,-0.747939065223606
ACH-000537,-0.6059719542548929
ACH-000541,-0.20729615636405108
ACH-000542,-0.3148425842752025
ACH-000544,-0.6115628458543565
ACH-000545,-0.6199815083031271
ACH-000547,-0.454945512798753
ACH-000548,-0.28804614404139084
ACH-000549,-0.6132725235974701
ACH-000550,-0.3532504280824213
ACH-000552,-0.5613999609367651
ACH-000556,-0.4439618023840233
ACH-000557,-0.4519955568040017
ACH-000569,-0.5156149365830527
ACH-000570,-0.4863028371850579
ACH-000571,-0.4916440598545626
ACH-000573,-0.5466509974382323
ACH-000576,-0.1926749027074691
ACH-000579,-0.5536236821791286
ACH-000580,-0.3463052134752207
ACH-000584,-0.4674510027180878
ACH-000585,-0.454445544627811
ACH-000588,-0.609810153154158
ACH-000589,-0.5196298857652603
ACH-000591,-0.38755428055339897
ACH-000593,-0.5653930398607645
ACH-000600,-0.3689472649938675
ACH-000601,-0.4650773025789855
ACH-000605,-0.4362049840796786
ACH-000606,-0.5644400084698259
ACH-000608,-0.3908409256364596
ACH-000614,-0.6461625417505751
ACH-000616,-0.3582106402596024
ACH-000618,-0.9187145415957152
ACH-000619,-0.474456108173524
ACH-000620,-0.6927137813828088
ACH-000621,-0.3828532998431927
ACH-000622,-0.4996831581704136
ACH-000623,-0.46474995892068105
ACH-000624,-0.5592027462744761
ACH-000627,-0.5652877527733188
ACH-000630,-0.5174779944290074
ACH-000631,-0.1102672311822118
ACH-000632,-0.2953870296838341
ACH-000633,-0.3783331291092904
ACH-000637,-0.5503193293765952
ACH-000638,-0.6480230186608504
ACH-000646,-0.7617723997305466
ACH-000647,-0.5033713492345866
ACH-000648,-0.3290354215957382
ACH-000649,-0.3093517512846813
ACH-000651,-0.6620022654862818
ACH-000652,-0.2930926998340817
ACH-000653,-0.3928343014524719
ACH-000657,-0.4728382150038916
ACH-000658,-0.4306276287473966
ACH-000661,-0.4882025769533235
ACH-000662,-0.5316080481278493
ACH-000663,-0.4476112204887927
ACH-000665,-0.3677371232124949
ACH-000671,-0.4992139568663079
ACH-000672,-0.6346619532402892
ACH-000673,-0.3951453868487827
ACH-000676,-0.5744867790224734
ACH-000677,-0.595857367198781
ACH-000681,-0.35420337403347585
ACH-000683,-0.4521584635045382
ACH-000684,-0.5377914068565183
ACH-000688,-0.3343601009247528
ACH-000693,-0.5871489155600433
ACH-000694,-0.4860432908889469
ACH-000695,-0.3895774152432924
ACH-000696,-0.3103514471184893
ACH-000697,-0.6577876705407325
ACH-000699,-0.6330960681573301
ACH-000701,-0.3832946674819876
ACH-000706,-0.6846049781574249
ACH-000711,-0.4099904871833667
ACH-000713,-0.4463595921202596
ACH-000714,-0.2844108651249587
ACH-000718,-0.5510365908317482
ACH-000720,-0.27789182231006965
ACH-000721,-0.3940383334133508
ACH-000724,-0.44959134572056136
ACH-000725,-0.7459928626572955
ACH-000732,-0.4722144253788063
ACH-000734,-0.3806802141673189
ACH-000735,-0.44173457966796864
ACH-000736,-0.3969403138846595
ACH-000738,-0.7488386537213777
ACH-000746,-0.7906866646833556
ACH-000747,-0.4554108579053894
ACH-000748,-0.2559561095468576
ACH-000753,-0.5441300150993743
ACH-000756,-0.3115769524589044
ACH-000757,-0.2777917509929605
ACH-000758,-0.5434317267009957
ACH-000760,-0.4230332839694797
ACH-000762,-0.3579183207109385
ACH-000763,-0.5605906653424196
ACH-000764,-0.33158776232052034
ACH-000765,-0.4657191871368017
ACH-000766,-0.3569474487123516
ACH-000767,-0.672382858272965
ACH-000768,-0.5939290143645123
ACH-000769,-0.5111744103690182
ACH-000770,-0.4328929690646445
ACH-000771,-0.384147970590608
ACH-000773,-0.3706151101101927
ACH-000776,-0.3619105131658199
ACH-000777,-0.2527374707219249
ACH-000778,-0.30066249125142275
ACH-000781,-0.4349385877526973
ACH-000782,-0.4442743793598141
ACH-000783,-0.3444311356575025
ACH-000784,-0.5329131494853552
ACH-000785,-0.5169827166403197
ACH-000787,-0.5858258607783599
ACH-000788,-0.31837346498439045
ACH-000791,-0.4444671966931333
ACH-000792,-0.39094495023039105
ACH-000794,-0.44084035022226
ACH-000796,-0.4810318465327368
ACH-000798,-0.5374696489054266
ACH-000799,-0.4053329920860514
ACH-000800,-0.6041809822865527
ACH-000802,-0.44756163488606393
ACH-000804,-0.3336458719011187
ACH-000805,-0.5576419013418216
ACH-000809,-0.4200669752387709
ACH-000810,-0.34006940778009176
ACH-000811,-0.3672346582036914
ACH-000817,-0.6307916484692527
ACH-000819,-0.3054968475838903
ACH-000820,-0.5543111016852552
ACH-000821,-0.4480695316620282
ACH-000822,-0.5919367252987651
ACH-000823,-0.4926840791890836
ACH-000824,-0.3986912258469865
ACH-000827,-0.3848559497375284
ACH-000829,-0.500816985078429
ACH-000831,-0.6578785707406899
ACH-000832,-0.494880364020072
ACH-000833,-0.4600011447379637
ACH-000834,-0.4992982848492381
ACH-000835,-0.3709441222326832
ACH-000836,-0.2916529689630339
ACH-000837,-0.38622984545944805
ACH-000838,-0.5443440683920121
ACH-000839,-0.4331804055434402
ACH-000840,-0.4664283858214643
ACH-000841,-0.2530657849321791
ACH-000843,-0.6290410207239928
ACH-000846,-0.4707330689471145
ACH-000847,-0.3827776817203246
ACH-000848,-0.6361054206608491
ACH-000849,-0.5510075076341484
ACH-000851,-0.5842215877033455
