,HADHA (3030)
ACH-000004,-0.2253000021606749
ACH-000005,-0.34645762766973176
ACH-000007,-0.1708427273445959
ACH-000009,-0.2472733597449864
ACH-000011,-0.2765160413700461
ACH-000012,-0.09409283940664018
ACH-000013,-0.11863868859947466
ACH-000014,-0.22133779741079135
ACH-000015,-0.10110328088172996
ACH-000017,-0.08589908515001712
ACH-000018,-0.3257814678043908
ACH-000019,-0.16325351060516602
ACH-000021,-0.03854411605401085
ACH-000022,-0.2141771842732634
ACH-000025,-0.2197269497114928
ACH-000028,-0.17427701704672455
ACH-000030,-0.09613098098208883
ACH-000035,-0.23751489991178054
ACH-000036,-0.15930219736529228
ACH-000037,-0.2845025899442267
ACH-000039,-0.08357731657556709
ACH-000040,-0.2016588273287755
ACH-000041,-0.1997884214252772
ACH-000042,-0.14032089726166924
ACH-000045,-0.043329751636943775
ACH-000047,-0.21422331242489714
ACH-000052,-0.329563915726666
ACH-000053,-0.11218762915793776
ACH-000054,-0.12411127992173558
ACH-000055,-0.08228161561496941
ACH-000060,-0.2956473559901886
ACH-000067,-0.20236652000080488
ACH-000070,0.024745463426848077
ACH-000075,-0.3553322029255175
ACH-000078,-0.2307370709282835
ACH-000082,-0.10360337620671692
ACH-000085,-0.4715176461611369
ACH-000086,-0.12313946972517407
ACH-000087,-0.3584360692478427
ACH-000092,-0.2965793434444932
ACH-000095,-0.09546977624061412
ACH-000097,-0.15404151425069065
ACH-000098,-0.03684103288662655
ACH-000099,-0.07920671662303634
ACH-000108,-0.20252059346174844
ACH-000113,-0.14696460634799946
ACH-000116,-0.21372891137101613
ACH-000118,-0.04716057372147317
ACH-000120,-0.07845462623567287
ACH-000123,-0.09524865416542933
ACH-000127,-0.13930299203262167
ACH-000128,-0.14623505446996876
ACH-000132,-0.0546630115452261
ACH-000133,-0.12325656956311562
ACH-000137,-0.13521603038628982
ACH-000138,-0.10343064410112192
ACH-000142,-0.2949824420540956
ACH-000143,-0.10526659361609213
ACH-000146,-0.20321987087257126
ACH-000148,-0.18897075363770566
ACH-000150,0.05226847386448826
ACH-000152,-0.2299418502706762
ACH-000153,-0.06883677213878629
ACH-000159,-0.14568722126916014
ACH-000160,-0.03933555914689664
ACH-000163,-0.13617153717022087
ACH-000167,-0.32808418127737804
ACH-000168,0.00636584873809148
ACH-000169,-0.15617155416687944
ACH-000178,-0.15128507273532096
ACH-000183,-0.1758340887378482
