,EPB41L4A (64097)
ACH-000004,-0.15784124793550494
ACH-000005,0.15309333796765462
ACH-000007,0.2311760375087351
ACH-000009,0.13061512464419692
ACH-000011,0.09929364483545326
ACH-000012,0.022096088108225085
ACH-000013,0.0553252694643725
ACH-000014,-0.01868322228954384
ACH-000015,-0.04582531910819961
ACH-000017,-0.03740279798579869
ACH-000018,-0.21589508855107772
ACH-000019,-0.0036969556951435383
ACH-000021,0.07333333940279275
ACH-000022,-0.028829318901688408
ACH-000025,0.1125761642649385
ACH-000028,-0.08432572290825062
ACH-000030,-0.013200251304715863
ACH-000035,0.01006111752946396
ACH-000036,0.2202704825543169
ACH-000037,-0.023257622374100968
ACH-000039,-0.1048008863016749
ACH-000040,-0.08347247222408312
ACH-000041,-0.058679888360776124
ACH-000042,0.07302229673536245
ACH-000045,0.14220913647815064
ACH-000047,0.014539139133548273
ACH-000052,-0.028617599712630105
ACH-000053,-0.0561800646875606
ACH-000054,0.05279461868811081
ACH-000055,-0.2568102561628472
ACH-000060,-0.04082813288389838
ACH-000067,-0.048991866451117416
ACH-000070,-0.033419355110778835
ACH-000075,-0.119157640572307
ACH-000078,-0.01231208123620919
ACH-000082,0.08962369188705198
ACH-000085,0.030027485776439038
ACH-000086,-0.041763881229427084
ACH-000087,-0.05003067416611496
ACH-000092,-0.06923896074055585
ACH-000095,0.0316643887523301
ACH-000097,0.034572131997691304
ACH-000098,-0.1310657420652872
ACH-000099,0.09654146875531718
ACH-000108,-0.043384443306989866
ACH-000113,0.0004440869545484182
ACH-000116,0.05123410628808239
ACH-000118,-0.06885832032816634
ACH-000120,-0.1075698373475
ACH-000123,-0.1349687263915502
ACH-000127,-0.07077346780155097
ACH-000128,-0.08194363682784507
ACH-000132,0.017728706726088308
ACH-000133,-0.020951702381944968
ACH-000137,-0.06783592081115876
ACH-000138,0.0382280017982176
ACH-000142,0.02911131852712532
ACH-000143,0.1961398265882446
ACH-000146,-0.039253503689102714
ACH-000148,0.02769205158043644
ACH-000150,-0.10601911439959713
ACH-000152,-0.09931413995060977
ACH-000153,0.009207618307193605
ACH-000159,-0.07707587934373944
ACH-000160,-0.05962185067536752
ACH-000163,-0.0549831355097514
ACH-000167,-0.1256567694554169
ACH-000168,0.024970582429761613
ACH-000169,-0.09922146199975186
ACH-000178,0.03890839866237223
ACH-000183,-0.07626265901569074
ACH-000188,-0.13328296514184154
ACH-000189,-0.13903744740522514
ACH-000190,0.02083373231641527
ACH-000198,-0.12305512882112485
ACH-000203,-0.21027682383160928
ACH-000204,-0.1311170073197942
ACH-000206,0.0831664952028015
ACH-000207,-0.09463362749348103
ACH-000208,0.23169089411932076
ACH-000210,0.04725394389212808
ACH-000211,0.014439269146805175
ACH-000215,0.05709866636667925
ACH-000221,-0.07913659483547553
ACH-000222,-0.2784645816825181
ACH-000223,0.027436829535380517
ACH-000226,-0.023468210968800456
ACH-000227,-0.035136533255119166
ACH-000228,-0.009744796554428826
ACH-000231,0.028298742421442032
ACH-000232,-0.05364891642843344
ACH-000233,0.07580510076247941
ACH-000234,-0.03414957177670929
ACH-000235,-0.03247705973562315
ACH-000237,-0.03468510000075553
ACH-000238,0.0141023244137641
ACH-000242,0.4058422038583235
ACH-000243,0.026565052780821437
ACH-000244,0.18853379736361006
ACH-000246,-0.00025360946007397205
ACH-000248,-0.05079115323174162
ACH-000250,-0.04415438939682978
ACH-000251,-0.04301327149642488
ACH-000252,0.09330140800192313
ACH-000253,0.048619702540233366
ACH-000255,-0.1263683192541847
ACH-000256,0.09325712119023068
ACH-000257,-0.15015555779129006
ACH-000258,-0.03287068884159613
ACH-000259,-0.12480740399653795
ACH-000260,-0.033719957000824786
ACH-000261,0.08559775222447884
ACH-000262,-0.0895779950710733
ACH-000263,-0.12663119607912865
ACH-000264,0.018860305639731848
ACH-000265,-0.0006920564321462013
ACH-000266,0.05749183608198717
ACH-000272,-0.19633177304218466
ACH-000274,-0.009100527012460871
ACH-000277,0.0567922275273776
ACH-000278,-0.02604550885040714
ACH-000279,-0.014801291539486647
ACH-000280,-0.0887472217480032
ACH-000281,0.18495416427530345
ACH-000288,0.00969073879198939
ACH-000291,0.04870131194656506
ACH-000293,0.15637489231967094
ACH-000294,0.22607445805599344
ACH-000295,-0.22534341999559954
ACH-000296,-0.09717048883795112
ACH-000302,-0.028323314297578436
ACH-000304,0.1780713750861327
ACH-000307,0.006985049930215072
ACH-000308,0.0769491771959783
ACH-000310,0.10900308597983688
ACH-000311,-0.07283556415460149
ACH-000312,0.013083997736328408
ACH-000315,-0.08887735540922836
ACH-000316,0.006870502170997281
ACH-000317,-0.043450448299959386
ACH-000318,-0.054600145776622235
ACH-000319,0.10667441891474304
ACH-000320,0.0698546260243611
ACH-000322,-0.07560009802963102
ACH-000323,-0.032486267322647436
ACH-000324,0.03341132221928917
ACH-000329,-0.024849891291921267
ACH-000330,-0.016734277666358044
ACH-000331,0.00330614994088267
ACH-000332,0.03349706894828273
ACH-000334,-0.10480154700850444
ACH-000335,-0.26599473216771063
ACH-000336,0.07391912233268204
ACH-000337,0.049454481987596416
ACH-000338,0.4667277042736482
ACH-000339,0.05337759967548236
ACH-000341,-0.2639055578068698
ACH-000348,0.1498640964742205
ACH-000350,0.02109725252653921
ACH-000352,0.09417351037161448
ACH-000356,0.05002867109600137
ACH-000361,-0.2442702288500443
ACH-000362,-0.06478961809818624
ACH-000363,-0.0337623034830981
ACH-000364,-0.18363079467803686
ACH-000365,-0.08126599693736691
ACH-000366,-0.04350590997822577
ACH-000368,-0.003204941378937825
ACH-000374,0.04874881390789045
ACH-000375,0.027715281888372845
ACH-000376,-0.0028771475065490536
ACH-000381,0.14140724526956716
ACH-000383,-0.025938303479548182
ACH-000387,-0.0007806914118480973
ACH-000389,0.0497371947205974
ACH-000390,-0.0596959029770192
ACH-000393,-0.07665221971832746
ACH-000395,0.2102400892764238
ACH-000396,-0.04878097353567461
ACH-000397,-0.17532943637121134
ACH-000401,-0.02734221565957222
ACH-000402,-0.0435166315588694
ACH-000403,-0.003984319886211488
ACH-000404,0.18378727333297984
ACH-000406,-0.07085606640626789
ACH-000407,-0.11817130211323952
ACH-000408,0.04091956583781034
ACH-000410,0.0063277300095765324
ACH-000411,-0.09064348581396366
ACH-000414,0.06008014391467108
ACH-000415,0.07876011958942672
ACH-000416,-0.06320496275937247
ACH-000420,-0.195449715460434
ACH-000421,0.03286302631800208
ACH-000424,-0.16835141855548472
ACH-000425,0.019060328587817903
ACH-000426,0.036762132138067415
ACH-000427,0.05972070311957884
ACH-000433,-0.12895721121572484
ACH-000435,0.1168596136436318
ACH-000436,-0.046470774158282456
ACH-000444,0.02460608915585365
ACH-000445,-0.20867930453761932
ACH-000448,0.07577845136116325
ACH-000450,-0.09281778951647696
ACH-000452,-0.012433810677447768
ACH-000454,0.07346948272840248
ACH-000458,0.12171413076221535
ACH-000459,0.19105689140992474
ACH-000460,0.052198403275249855
ACH-000461,-0.017170277017347028
ACH-000463,0.07075178982943935
ACH-000464,0.12033222367522972
ACH-000466,-0.03955475497343544
ACH-000467,0.02240199571005029
ACH-000468,-0.01851698784936289
ACH-000469,0.05320899980165002
ACH-000470,0.03328157276410895
ACH-000471,0.007296742905076095
ACH-000472,0.04824263035670533
ACH-000473,0.04337997094905042
ACH-000475,0.04678588161963118
ACH-000476,0.002050071157487743
ACH-000477,0.1676656229941506
ACH-000479,-0.25089132189858265
ACH-000480,0.07862200811360248
ACH-000481,-0.032188736921169615
ACH-000483,0.029331630414959193
ACH-000484,0.01715868959224399
ACH-000485,-0.02062311423148964
ACH-000486,0.07729329514390251
ACH-000487,-0.03329355198017943
ACH-000488,-0.04023646910730858
ACH-000490,0.0672079657301736
ACH-000491,-0.12381108764209722
ACH-000495,-0.05556279192665852
ACH-000496,-0.004208001086263847
ACH-000499,-0.12597711688142127
