,ANP32B (10541)
ACH-000319,-0.09179387760624948
ACH-000320,0.3635394131749791
ACH-000322,0.08946342484031762
ACH-000323,-0.015374111000740084
ACH-000324,-0.12294166832980205
ACH-000329,-0.016929227340339734
ACH-000330,0.012250455678933382
ACH-000331,-0.08732390843464062
ACH-000332,-0.2584985221805131
ACH-000334,0.05801524157137707
ACH-000335,-0.14293866481617576
ACH-000336,0.11898699828367508
ACH-000337,-0.089271535717122
ACH-000338,-0.3631915463026602
ACH-000339,-0.0561829231968913
ACH-000341,-0.3197147127567166
ACH-000348,0.07513140063116902
ACH-000350,-0.10003793676015893
ACH-000352,-0.02749143709256991
ACH-000356,0.05095012851590434
ACH-000361,0.2099984377377101
ACH-000362,-0.22365738760154846
ACH-000363,0.00592090608387602
ACH-000364,-0.11265968874107632
ACH-000365,-0.20578584531163727
ACH-000366,-0.1216595446683572
ACH-000368,0.03330910578756794
ACH-000374,0.0062698924606397295
ACH-000375,0.2398226476270098
ACH-000376,0.0194249371659625
ACH-000381,-0.15122383001475598
ACH-000383,-0.029622194079872807
ACH-000387,-0.27281669913991
ACH-000389,-0.10865637020255052
ACH-000390,-0.2690765274072885
ACH-000393,-0.04604099317886522
ACH-000395,-0.06445454576788158
ACH-000396,-0.03317783406298362
ACH-000397,-0.07157716183832527
ACH-000401,0.13647162860019102
ACH-000402,0.12092568522434828
ACH-000403,-0.01692603852375786
ACH-000404,-0.10444035403618256
ACH-000406,-0.044435622660942586
ACH-000407,-0.21215745810385786
ACH-000408,0.2542465294977792
ACH-000410,-0.03170812132693483
ACH-000411,0.044849021753947504
ACH-000414,-0.08973200984283429
ACH-000415,0.0924988429057504
ACH-000416,-0.09302949019641836
ACH-000420,0.11896457625408033
ACH-000421,-0.02172171295021052
ACH-000424,0.017800388495512128
ACH-000425,0.08779337005908862
ACH-000426,0.017763363729260316
ACH-000427,-0.04502339031757526
ACH-000433,0.06939695694914916
ACH-000435,-0.14432939640064754
ACH-000436,0.17288418878462006
ACH-000444,-0.06489272867411275
ACH-000445,-0.03137251038851005
ACH-000448,0.12601214782324127
ACH-000450,0.07787656641709874
ACH-000452,0.03235573589697725
ACH-000454,0.06082535237190378
ACH-000458,0.10544557630500796
ACH-000459,-0.023672129009717637
ACH-000460,-0.026585060751753552
ACH-000461,-0.1723419105632203
ACH-000463,-0.1492294422842612
ACH-000464,0.00785129427895797
ACH-000466,-0.06999574961504558
ACH-000467,-0.011622855250090084
ACH-000468,-0.1951082047835994
ACH-000469,-0.027279857958144024
ACH-000470,0.12875705855857747
ACH-000471,-0.06927545488791119
ACH-000472,0.013419950116914093
ACH-000473,-0.15357465178810353
ACH-000475,-0.10470183751835302
ACH-000476,-0.01487395204302838
ACH-000477,0.0013473817585046685
ACH-000479,0.15096121843292498
ACH-000480,-0.4537143399740772
ACH-000481,-0.0571476747275966
ACH-000483,-0.09066539093540303
ACH-000484,-0.00812454627421831
ACH-000485,-0.0600786899975973
ACH-000486,-0.14461507212410749
ACH-000487,-0.06538679851281612
ACH-000488,-0.03688914001469524
ACH-000490,0.0987971038403326
ACH-000491,-0.11870606423395855
ACH-000495,-0.21741289624248955
ACH-000496,0.0361234698126488
ACH-000499,0.06893664444015556
ACH-000500,-0.4534674879062378
ACH-000502,0.02124321362469203
ACH-000503,-0.18403982178282832
ACH-000505,-0.07790647940752217
ACH-000507,-0.047209938551689284
ACH-000510,-0.06439447192893394
ACH-000511,0.19123338937599366
ACH-000512,-0.12723676556054353
ACH-000516,-0.05711744209338397
ACH-000517,2.6591279178996587e-06
ACH-000518,-0.006685463875266061
ACH-000520,0.03958352733740038
ACH-000521,-0.17961511287526769
ACH-000522,0.07919559161614385
ACH-000524,-0.04890708118467898
ACH-000527,-0.0630992396456629
ACH-000528,-0.16739853189191964
ACH-000537,0.09390725768233038
ACH-000541,-0.10489404741626236
ACH-000542,-0.2425610467850403
ACH-000544,-0.4448718207619936
ACH-000545,-0.018529725020937773
ACH-000547,-0.22109962448793946
ACH-000548,0.040082475947087234
ACH-000549,0.035708996569202636
ACH-000550,0.12516966501074767
ACH-000552,-0.21541866965933398
ACH-000556,-0.18983542475797646
ACH-000557,-0.1896334870048321
ACH-000569,0.14334386296382895
ACH-000570,-0.013465984589197243
ACH-000571,0.06253695435997078
ACH-000573,-0.03394202408500063
ACH-000576,-0.33304445846723085
ACH-000579,-0.17134970680278966
ACH-000580,0.019524263771689573
ACH-000584,-0.057354967578924776
ACH-000585,0.0455102475950735
ACH-000588,-0.20426044900431028
ACH-000589,0.242531540325802
ACH-000591,0.028873400358718368
ACH-000593,0.008841166186800746
ACH-000600,-0.14081152089898816
ACH-000601,-0.11307071419195372
ACH-000605,-0.20583783667793554
ACH-000606,-0.03457883723766725
ACH-000608,0.00142285673665733
ACH-000614,-0.11667578135702955
ACH-000616,0.06567446582109959
ACH-000618,0.07767621420855586
ACH-000619,0.04044042186959365
ACH-000620,0.007705669630987563
ACH-000621,-0.1875076416465468
ACH-000622,-0.15685782582322202
ACH-000623,-0.00010987380685777188
ACH-000624,-0.09547881691849454
ACH-000627,0.1292355820582377
ACH-000630,0.14985801290608158
ACH-000631,-0.09556096022669333
ACH-000632,0.07475004737469411
ACH-000633,-0.0997929825161423
ACH-000637,-0.2439939108076515
ACH-000638,-0.007165652069885206
ACH-000646,0.017652123128929383
ACH-000647,-0.07815415298543223
ACH-000648,-0.091562957593592
ACH-000649,-0.1155319344475503
ACH-000651,-0.1889553028303604
ACH-000652,-0.1777590375778513
ACH-000653,-0.19563842311093385
ACH-000657,-0.020298272149937527
ACH-000658,0.04155329639901493
ACH-000661,0.06224178587754853
ACH-000662,0.11543304136112692
ACH-000663,-0.2516670887878871
ACH-000665,0.027923757674736115
ACH-000671,-0.09193077203016586
ACH-000672,-0.3414177904364803
ACH-000673,0.11771526748036948
ACH-000676,-0.12561444509405165
ACH-000677,0.08662221717928048
ACH-000681,0.05525958546038096
ACH-000683,-0.26921748891147623
ACH-000684,-0.05752522905460745
ACH-000688,-0.08412387424678515
ACH-000693,-0.1175962795268503
ACH-000694,-0.23378155319644306
ACH-000695,0.34434226674837715
ACH-000696,0.08684138082701769
ACH-000697,-0.2842681303166828
ACH-000699,-0.0602172081331362
ACH-000701,0.009010535090753531
ACH-000706,0.06154265303406053
ACH-000711,-0.22326142809590213
ACH-000713,-0.08951808880977907
ACH-000714,0.057455140060445116
ACH-000718,-0.1748083937815906
ACH-000720,-0.05799170903865108
ACH-000721,-0.09586599056366836
ACH-000724,-0.1006426486115564
ACH-000725,-0.1568797955630548
ACH-000732,-0.09933892286297362
ACH-000734,0.0007378429479641515
ACH-000735,0.16819921540451627
ACH-000736,-0.006314332017916639
ACH-000738,-0.1085642740780856
ACH-000746,-0.021568921107070385
ACH-000747,-0.10276287499104456
ACH-000748,-0.053602588347062066
ACH-000753,-0.10120049512802087
ACH-000756,-0.09687899343310057
ACH-000757,-0.08044112522286916
ACH-000758,-0.05385595493638008
ACH-000760,-0.18974406099490507
ACH-000762,-0.03684800006597316
ACH-000763,0.0209945666169142
ACH-000764,0.28374217997524925
ACH-000765,-0.15986727696737582
ACH-000766,-0.03790890616316975
ACH-000767,-0.19439274461689585
ACH-000768,-0.1742952833294564
ACH-000769,0.017858679534337302
ACH-000770,-0.1354043840545115
ACH-000771,0.01654483460376336
ACH-000773,-0.11373821876121405
ACH-000776,0.03553666872613887
ACH-000777,-0.13048596318128192
ACH-000778,0.19806924024172276
ACH-000781,0.01506763735549456
ACH-000782,-0.2951668631535566
ACH-000783,-0.1708713757220167
ACH-000784,-0.1940829356414169
ACH-000785,-0.002941090331986187
ACH-000787,-0.3059665156944001
ACH-000788,-0.031797165346710836
ACH-000791,0.011747048682055148
ACH-000792,0.15415805816318856
ACH-000794,-0.023376537255581056
ACH-000796,-0.041683596167828185
ACH-000798,0.062216531871016625
ACH-000799,-0.025747387481999496
ACH-000800,-0.0336017830411898
ACH-000802,0.03871504164676788
ACH-000804,-0.4077033405660629
ACH-000805,0.07995432840607505
ACH-000809,-0.14701856456887652
ACH-000810,-0.07817393850257114
ACH-000811,-0.06745597791166881
ACH-000817,0.16258099903716342
ACH-000819,-0.15291811277294495
ACH-000820,0.12210909927135065
ACH-000821,0.04127473317845516
ACH-000822,-0.2408173927770349
ACH-000823,-0.027017594164594518
ACH-000824,-0.07461921354980701
ACH-000827,0.012353683593900351
ACH-000829,0.25018740420093244
ACH-000831,-0.044715493999707895
ACH-000832,0.06334992329092523
ACH-000833,0.04566350165609363
ACH-000834,-0.101387301793319
ACH-000835,-0.05429274155504078
ACH-000836,0.2298385057080801
ACH-000837,-0.004875385822489362
ACH-000838,0.14914747328736586
ACH-000839,-0.10885425704441916
ACH-000840,0.0765989453445093
ACH-000841,0.057649286705129574
ACH-000843,-0.0718421490379041
ACH-000846,-0.08956497898816893
ACH-000847,0.02122094184819412
ACH-000848,-0.02438627320474808
ACH-000849,-0.17677664134289842
ACH-000851,-0.09705931709904958
ACH-000855,0.015306622634195431
ACH-000856,-0.10044542145475556
ACH-000858,-0.08325972648514744
ACH-000859,-0.3297388905933813
ACH-000861,0.016152948532991915
ACH-000862,0.0583355317880503
ACH-000865,-0.07050146258244565
ACH-000866,-0.23450902309143595
ACH-000867,-0.11801359923455496
ACH-000869,-0.17654639719223586
ACH-000872,0.009352512165836884
ACH-000873,-0.24797736031364095
ACH-000876,0.05200124419208668
ACH-000878,-0.14156951940590387
ACH-000880,-0.3272419782883884
ACH-000881,-0.03953607305607506
ACH-000882,-0.0376972489056371
ACH-000884,0.06210277583237823
ACH-000885,-0.028315643889353186
ACH-000887,-0.022043260352590875
ACH-000889,-0.18110877792244048
ACH-000896,-0.019284814470228208
ACH-000898,0.045218266507495365
ACH-000900,0.000141505627224535
ACH-000901,0.1607832258590526
ACH-000905,-0.04640112409858242
ACH-000906,-0.11729256995782082
ACH-000907,0.07436718974899212
ACH-000910,-0.01914020822292169
ACH-000911,-0.15952605622888508
ACH-000912,0.05809442186892259
ACH-000913,0.04834176454227181
ACH-000915,-0.01717599757311184
ACH-000916,-0.2050179741216084
ACH-000917,0.0182245395626512
ACH-000920,-0.002939373487581797
ACH-000921,-0.1624701776439573
ACH-000924,0.04684582919615905
ACH-000926,-0.03939637844258957
ACH-000928,-0.2513033753923148
ACH-000929,-0.07262420968537388
ACH-000932,-0.11209009634708676
ACH-000935,0.047503903798004544
ACH-000936,-0.01937312423777346
ACH-000937,-0.05228746285927065
ACH-000938,-0.09741851269693157
ACH-000939,0.40780235442007706
ACH-000941,0.14641094822115094
ACH-000943,-0.07878558681405831
ACH-000946,-0.04470026814837779
ACH-000947,-0.19868076479288185
ACH-000948,-0.16658359643860846
ACH-000950,0.2852382699780584
ACH-000953,-0.02805114175104891
ACH-000954,-0.061953986695746976
ACH-000957,0.13717041011442455
ACH-000958,0.2847276534148654
ACH-000960,0.03639827132132403
ACH-000963,0.07576185185598938
ACH-000968,0.037170694653369286
ACH-000969,0.08510412886235437
ACH-000972,-0.12293725032455215
ACH-000973,-0.009497060711720974
ACH-000974,-0.19090163857276288
ACH-000978,-0.002851445138310325
ACH-000984,-0.36669304086788396
ACH-000986,0.0393395275037604
ACH-000988,0.02221803283390773
ACH-000993,-0.10308969497875373
ACH-000994,-0.13497442394581186
ACH-000996,-0.061966093376771926
ACH-001001,-0.09040253529495268
ACH-001020,0.2199079546631611
ACH-001028,-0.06012046200733806
ACH-001031,-0.09468801203437238
ACH-001038,-0.00722860490256072
ACH-001048,0.20549245116192086
ACH-001050,-0.02153684581558285
ACH-001053,0.014430698670563662
ACH-001054,-0.1704359020628655
ACH-001061,-0.11234557723706692
ACH-001067,0.2946583197703953
ACH-001075,-0.19333034491166004
ACH-001096,-0.06811846172638965
ACH-001111,-0.041979636243416114
ACH-001119,0.133362818949782
ACH-001128,0.7151723201537742
ACH-001134,0.0254679572329222
ACH-001151,-0.06406365809162556
ACH-001163,-0.1294727357800456
ACH-001164,-0.3923660247861168
ACH-001183,0.17405904144864984
ACH-001192,-0.10940167536223766
ACH-001193,0.12388304365509695
ACH-001196,-0.02272275013615151
ACH-001197,-0.35316124335761423
ACH-001205,0.08790085185081757
ACH-001211,0.18595920337975286
ACH-001212,0.16729012788191952
ACH-001228,-0.2003826089669556
ACH-001232,-0.007673218259636971
ACH-001239,-0.10292905515995067
ACH-001270,-0.39393863248633937
ACH-001274,0.14946469400006193
ACH-001275,-0.14888980361952714
ACH-001277,-0.22318919768694126
ACH-001278,0.13530104199837473
ACH-001280,0.060753288110739136
ACH-001283,-0.017949151675515085
ACH-001289,-0.019193363751698247
ACH-001300,0.0482995812263435
ACH-001301,-0.14736990080902332
ACH-001302,-0.25158635233567617
ACH-001306,0.12800202769710373
ACH-001318,-0.01670248909139026
ACH-001322,-0.04107837134097148
ACH-001328,-0.033661480112519314
ACH-001332,-0.2725216483356457
ACH-001336,-0.009256092937242544
ACH-001346,-0.09977646588666267
ACH-001353,-0.18197466265347548
ACH-001354,-0.1957761196189316
ACH-001367,-0.2280586854658716
ACH-001368,0.1001403269306929
ACH-001374,-0.5209843880629278
ACH-001377,-0.13926994734037956
ACH-001380,-0.14866215617486994
ACH-001391,-0.1215498359013032
ACH-001408,0.07428136903335089
ACH-001430,0.237021373579222
ACH-001431,-0.09865801145028916
ACH-001450,-0.2029059020664116
ACH-001496,0.1598205492621015
ACH-001500,-0.10468640213441882
ACH-001523,0.004196533452526363
ACH-001532,0.13329375313723155
ACH-001550,0.11104038402441073
ACH-001552,0.07643360213874788
ACH-001554,-0.17999332194053755
ACH-001654,-0.12482950770542302
ACH-001735,-0.21603769933436365
ACH-001736,-0.018752172667764574
ACH-001737,-0.5247861939427448
ACH-001740,-0.13006408077042791
ACH-001745,-0.19186451147337236
ACH-001765,-0.11870568832994917
