,RECQL5 (9400)
ACH-000004,-0.15485578976971534
ACH-000005,-0.06058374394738626
ACH-000007,-0.12346283359886966
ACH-000009,-0.08413089295777511
ACH-000011,-0.05691065482498318
ACH-000012,-0.005476244765296237
ACH-000013,0.10306303399297184
ACH-000014,-0.0732740408832951
ACH-000015,0.11835940176369315
ACH-000017,0.02732628355084764
ACH-000018,0.1354477229120175
ACH-000019,-0.21553244820566647
ACH-000021,-0.01429445879015891
ACH-000022,-0.0931627997339943
ACH-000025,-0.009214895560081288
ACH-000028,-0.2605792693320642
ACH-000030,0.02135613406616248
ACH-000035,-0.07522339835666128
ACH-000036,-0.04601494391080102
ACH-000037,0.14511920695675048
ACH-000039,-0.141245796059514
ACH-000040,-0.04610856671015174
ACH-000041,-0.007090224229051656
ACH-000042,-0.17579651704426544
ACH-000045,-0.021715484362386336
ACH-000047,-0.1258668650903698
ACH-000052,-0.04981198176501335
ACH-000053,0.024261200527763916
ACH-000054,0.03116330258871948
ACH-000055,0.026467906907321488
ACH-000060,0.019319686601392626
ACH-000067,0.042471713997584884
ACH-000070,0.021099250744230018
ACH-000075,-0.03394517972500668
ACH-000078,0.09341466391225296
ACH-000082,0.031105943825807555
ACH-000085,-0.21436706311413734
ACH-000086,-0.05603519751798696
ACH-000087,0.043913455034217216
ACH-000092,-0.09563323294048416
ACH-000095,0.007619352793224269
ACH-000097,-0.030385832562603007
ACH-000098,0.02081153117012832
ACH-000099,-0.12680998551206604
ACH-000108,-0.06649142574724655
ACH-000113,0.16151247745265426
ACH-000116,-0.14450872400752807
ACH-000118,0.05967018657676895
ACH-000120,-0.0876412333617916
ACH-000123,-0.09206046660429486
ACH-000127,-0.09336140630400556
ACH-000128,0.0318418422358132
ACH-000132,-0.07453165676720107
ACH-000133,-0.08240578741597328
ACH-000137,0.04587251514448647
ACH-000138,-0.1216783687667924
ACH-000142,0.022896204907601296
ACH-000143,0.08174351816097855
ACH-000146,-0.0207314866423144
ACH-000148,0.018738228243078903
ACH-000150,-0.08807599149793736
ACH-000152,-0.10790007156788438
ACH-000153,0.03915799046404191
ACH-000159,-0.00848288724972082
ACH-000160,-0.15139039890764347
ACH-000163,-0.004667598060795276
ACH-000167,-0.0470487858600538
ACH-000168,0.03294092872395034
ACH-000169,0.04391385483648096
ACH-000178,0.1281577600527649
ACH-000183,0.10068115088014096
ACH-000188,0.10484816143200072
ACH-000189,0.3081290252802637
ACH-000190,-0.16391962953427344
ACH-000198,0.030051416701241267
