,OR4Q3 (441669)
ACH-000004,-0.200562456184364
ACH-000005,0.08952583681099407
ACH-000007,-0.41597464235139137
ACH-000009,-0.2886316367052604
ACH-000011,0.15196078869293347
ACH-000012,-0.10887349325983436
ACH-000013,0.06572690469804444
ACH-000014,-0.08895046659850714
ACH-000015,-0.08742749598643876
ACH-000017,-0.07914852010384768
ACH-000018,-0.12555216775736094
ACH-000019,-0.09856063784582933
ACH-000021,-0.04845669893026626
ACH-000022,-0.050752855901325666
ACH-000025,-0.010605283903733966
ACH-000028,-0.17107746986644967
ACH-000030,-0.10278862212980654
ACH-000035,-0.19540398975173284
ACH-000036,0.008488796618682421
ACH-000037,-0.0683795540452973
ACH-000039,0.0405488863480988
ACH-000040,-0.08288991885605937
ACH-000041,-0.20019177572892607
ACH-000042,0.1264021776293162
ACH-000045,-0.18291539986061311
ACH-000047,0.017887249779355418
ACH-000052,-0.15935995859930674
ACH-000053,-0.17577943482973388
ACH-000054,-0.08165965843035569
ACH-000055,-0.00625547296843179
ACH-000060,-0.035885263585188086
ACH-000067,-0.2124826976865852
ACH-000070,-0.006913289005420853
ACH-000075,0.04566822643673486
ACH-000078,-0.3269683558714122
ACH-000082,0.01066128075447358
ACH-000085,-0.0854156141063205
ACH-000086,-0.3690795871165189
ACH-000087,-0.031169733818961907
ACH-000092,-0.07444627401821481
ACH-000095,-0.1865670951428548
ACH-000097,-0.03852942316816429
ACH-000098,-0.09307115623726933
ACH-000099,-0.06817376770938449
ACH-000108,-0.2313619922704624
ACH-000113,-0.39760966327081204
ACH-000116,-0.08691416043690484
ACH-000118,-0.19199037813595307
ACH-000120,-0.14768205424395436
ACH-000123,-0.08239284735057907
ACH-000127,-0.08933315728569419
ACH-000128,-0.19284942269090197
ACH-000132,-0.4271474266503384
ACH-000133,-0.11214951420235963
ACH-000137,-0.10468314679792838
ACH-000138,0.10575397979259832
ACH-000142,0.022994871510868074
ACH-000143,-0.3212057716848893
ACH-000146,-0.15446156401264588
ACH-000148,-0.09798536329630113
ACH-000150,0.004358778906971043
ACH-000152,-0.2856567172819906
ACH-000153,-0.1677258304414016
ACH-000159,-0.3699753351874056
ACH-000160,-0.1806242028217955
ACH-000163,-0.0940794992546754
ACH-000167,-0.10622249874352116
ACH-000168,-0.12250258840976948
ACH-000169,-0.3262248125294193
ACH-000178,-0.10279330251431233
ACH-000183,-0.24649263608390076
ACH-000188,-0.2293140753680393
ACH-000189,-0.014944444719846675
ACH-000190,-0.38209777881199625
ACH-000198,-0.2444835975084189
ACH-000203,-0.05970473441689505
ACH-000204,0.028675299521086425
ACH-000206,0.0020578658289768965
ACH-000207,-0.152586814975704
ACH-000208,-0.4787125306010636
ACH-000210,-0.22486226261536688
ACH-000211,-0.1892586623839272
ACH-000215,-0.08593322003437354
ACH-000221,-0.44707317598198254
ACH-000222,-0.21425021308996545
ACH-000223,-0.39662530921079625
ACH-000226,-0.3529396066332848
ACH-000227,-0.04929063949592974
ACH-000228,-0.1670873227098927
ACH-000231,-0.1863756909950727
ACH-000232,-0.30787359471355
ACH-000233,-0.1928252883185187
ACH-000234,0.052088598942403766
ACH-000235,-0.03317051651910871
ACH-000237,0.14171012864308816
ACH-000238,-0.04117949748015238
ACH-000242,0.07786102619448555
ACH-000243,-0.13600491561952224
ACH-000244,-0.17317848022614069
ACH-000246,-0.04622661207504642
ACH-000248,-0.3210618949823193
ACH-000250,-0.18974293902958705
ACH-000251,-0.009045933227725756
ACH-000252,-0.19288975432271094
ACH-000253,-0.1837962931030402
ACH-000255,-0.19756589411556047
ACH-000256,0.07801238585569636
ACH-000257,-0.4587859428701364
ACH-000258,-0.06502879090571277
ACH-000259,-0.15462714496194654
ACH-000260,-0.19312618608694604
ACH-000261,-0.15808399507697854
ACH-000262,-0.03338746795626279
ACH-000263,0.04300802063933768
ACH-000264,-0.304217151504846
ACH-000265,-0.0210138892543617
ACH-000266,-0.16158001167661
ACH-000272,-0.1314258004186207
ACH-000274,0.05949562696834421
ACH-000277,-0.08729380199653232
ACH-000278,-0.302018691268258
ACH-000279,-0.11610552859096675
ACH-000280,-0.09970341185083798
ACH-000281,0.16485202932283755
ACH-000288,-0.13627103528291595
ACH-000291,-0.06529227498973794
ACH-000293,-0.05876613792277871
ACH-000294,-0.2914499926975641
ACH-000295,-0.31692851547449463
ACH-000296,-0.06063680948862636
ACH-000302,-0.13019123600466645
ACH-000304,-0.17256473119258314
ACH-000307,-0.005708691778799632
ACH-000308,0.013339044611483842
ACH-000310,-0.04158574363250884
ACH-000311,-0.3082316369069056
ACH-000312,-0.043484405277536484
ACH-000315,-0.18061148665624835
ACH-000316,-0.03965790556548693
ACH-000317,-0.3489301035071603
ACH-000318,-0.3926097538880492
ACH-000319,-0.2992192475774983
ACH-000320,-0.058095361732311834
ACH-000322,-0.06745429018891033
ACH-000323,-0.01728196121055561
