,RPE (6120)
ACH-000004,-0.8777153297656125
ACH-000005,-0.8094363856206683
ACH-000007,-0.9493980630853148
ACH-000009,-0.6795442447060329
ACH-000011,-0.9887811511586428
ACH-000012,-1.0238206632693991
ACH-000013,-0.5548178088999463
ACH-000014,-0.9299840775738856
ACH-000015,-0.6947495813352546
ACH-000017,-1.3468836663366377
ACH-000018,-0.7525541779498156
ACH-000019,-0.6960929399955141
ACH-000021,-0.7181469131641968
ACH-000022,-0.5764816982005324
ACH-000025,-0.9267144646017254
ACH-000028,-0.8305652490454708
ACH-000030,-1.0911126107851956
ACH-000035,-0.8371700300674969
ACH-000036,-0.9367803101730262
ACH-000037,-0.6708812638568771
ACH-000039,-0.8033649768059621
ACH-000040,-0.7073700566488111
ACH-000041,-0.8651817619430769
ACH-000042,-0.7940487119457686
ACH-000045,-0.9809486929283604
ACH-000047,-0.7211205492715893
ACH-000052,-0.7426565432949637
ACH-000053,-0.5052667433091487
ACH-000054,-0.7002764135800337
ACH-000055,-0.8404334758082936
ACH-000060,-0.6750757937925737
ACH-000067,-0.8682275232455774
ACH-000070,-0.9375151069566906
ACH-000075,-0.6379982722319161
ACH-000078,-0.6336388221033066
ACH-000082,-0.5001737720058943
ACH-000085,-0.8747403571356708
ACH-000086,-0.5788590299817027
ACH-000087,-1.1021797330734178
ACH-000092,-0.7050774074255662
ACH-000095,-0.4910847448450791
ACH-000097,-1.0014844905846083
ACH-000098,-0.5972031895610389
ACH-000099,-0.8420333091655532
ACH-000108,-0.7012587355110047
ACH-000113,-0.4845299674650023
ACH-000116,-0.7017353412350814
ACH-000118,-0.552806129225815
ACH-000120,-0.4815440499449422
ACH-000123,-0.8009868049920272
ACH-000127,-0.8477858611666957
ACH-000128,-0.7321883444455141
ACH-000132,-0.6620644835715106
ACH-000133,-0.7294189446182686
ACH-000137,-0.7800240932278524
ACH-000138,-1.0306473386619857
ACH-000142,-0.8951662803353816
ACH-000143,-0.6535948253917607
ACH-000146,-0.5800032760191449
ACH-000148,-0.5703400278363827
ACH-000150,-0.6529149164655836
ACH-000152,-0.7411293673598531
ACH-000153,-0.6518512851561118
ACH-000159,-0.9585728811023912
ACH-000160,-0.8154091465376784
ACH-000163,-0.7173735371051511
ACH-000167,-0.0291616356311606
ACH-000168,-0.6846317896533252
ACH-000169,-0.7044801818496378
ACH-000178,-1.0288212188474228
ACH-000183,-0.9226750227010452
ACH-000188,-0.6545226926472717
ACH-000189,-0.968050029748234
ACH-000190,-0.8762776963605716
ACH-000198,-0.9999275771879059
ACH-000203,-0.8621551544104457
ACH-000204,-0.7415540744432456
ACH-000206,-0.7708621338109799
ACH-000207,-0.9010492195075904
ACH-000208,-0.924739701541372
ACH-000210,-1.1436362372068891
ACH-000211,-0.6031778958459589
ACH-000215,-0.8161443966660366
ACH-000221,-0.6272445928786952
ACH-000222,-0.7869849292830048
ACH-000223,-0.7396415427716355
ACH-000226,-0.9159627925792344
ACH-000227,-0.8096009821318891
ACH-000228,-0.6438363167231989
ACH-000231,-0.8118959177539513
ACH-000232,-0.8831701306570294
ACH-000233,-0.7704793858661937
ACH-000234,-0.9120493911041421
ACH-000235,-0.8896828789320925
ACH-000237,-0.7865997819093318
ACH-000238,-0.7251039153160256
ACH-000242,-0.5973882768899635
ACH-000243,-1.0077680948450858
ACH-000244,-0.5947820762808105
ACH-000246,-0.8509941286432382
ACH-000248,-1.131499043573516
ACH-000250,-1.145817465372593
ACH-000251,-0.922063124121837
ACH-000252,-0.6930118154918088
ACH-000253,-0.6598366942015674
ACH-000255,-1.1156342463262714
ACH-000256,-0.5955929606956268
ACH-000257,-1.0016423532169116
ACH-000258,-0.7380810132842033
ACH-000259,-0.8886757485321933
ACH-000260,-0.9436501121285079
ACH-000261,-0.6635288157951005
ACH-000262,-0.9351516463730258
ACH-000263,-0.7413978414143387
ACH-000264,-0.7175332085346604
ACH-000265,-0.8103845712444777
ACH-000266,-0.570976177642156
ACH-000272,-0.6752394092754372
ACH-000274,-0.8693065606957504
ACH-000277,-0.7567447172126142
ACH-000278,-0.6616389015684402
ACH-000279,-1.0526696621113956
ACH-000280,-0.6934235718447069
ACH-000281,-1.0213865564756806
ACH-000288,-0.8197689391127437
ACH-000291,-0.4747702116641451
ACH-000293,-0.6678017974391537
ACH-000294,-0.6633076502765263
ACH-000295,-0.803628732766634
ACH-000296,-0.4186359043536452
ACH-000302,-0.4961081804318159
ACH-000304,-0.7536751334531571
ACH-000307,-0.9551581487776308
ACH-000308,-0.667590693506193
ACH-000310,-0.6586912457420179
ACH-000311,-0.9451386433152285
ACH-000312,-0.7120957317506672
ACH-000315,-0.8424688664521994
ACH-000316,-0.7667067250753071
ACH-000317,-1.1275062847708734
ACH-000318,-0.6977106814574621
ACH-000319,-0.691133376407588
ACH-000320,-0.8765043245367191
ACH-000322,-0.8600679930428299
ACH-000323,-0.7919840525713662
ACH-000324,-0.9128004835705696
ACH-000329,-0.6366727994273649
ACH-000330,-0.6166360508202098
ACH-000331,-0.7433520660142477
ACH-000332,-0.6942233268383383
ACH-000334,-0.8215029605775956
ACH-000335,-0.8942314253884667
ACH-000336,-0.6694223236054353
ACH-000337,-0.8512126598963371
ACH-000338,-0.9408907209973092
ACH-000339,-1.0301545363004525
ACH-000341,-0.8930401278508809
ACH-000348,-0.5519215852237276
ACH-000350,-0.7253783530479406
