,CLDN18 (51208)
ACH-000004,0.09476594709085404
ACH-000005,-0.2714125749462663
ACH-000007,0.040231764122766515
ACH-000009,0.04419843025658007
ACH-000011,-0.04383802958632022
ACH-000012,-0.0796250120391866
ACH-000013,-0.0378580967002945
ACH-000014,0.021696915809713026
ACH-000015,0.039133092781861015
ACH-000017,0.0050722280604230926
ACH-000018,-0.31436107800557234
ACH-000019,-0.022189117498403698
ACH-000021,-0.07270099764428971
ACH-000022,0.02186589240983043
ACH-000025,-0.1183059471064223
ACH-000028,-0.1488553331644524
ACH-000030,-0.03686163103599113
ACH-000035,0.03015225923438867
ACH-000036,0.08694180474945462
ACH-000037,-0.195990009112878
ACH-000039,-0.2193432642471224
ACH-000040,0.024255311381588145
ACH-000041,-0.10774679598859993
ACH-000042,-0.1024915835622006
ACH-000045,0.08064834827505273
ACH-000047,-0.028845791062615162
ACH-000052,-0.013841692047686878
ACH-000053,-2.4392082419341374e-05
ACH-000054,-0.0967417978570297
ACH-000055,0.07197845838611054
ACH-000060,-0.1886246096470516
ACH-000067,-0.10855037769630194
ACH-000070,-0.05896399360055999
ACH-000075,-0.10268829183009827
ACH-000078,-0.020373748016473292
ACH-000082,0.07271100515542221
ACH-000085,-0.1947389836134677
ACH-000086,-0.0039141016610258345
ACH-000087,0.162893003098228
ACH-000092,-0.07835015418937097
ACH-000095,0.01513219592860879
ACH-000097,-0.097897080868216
ACH-000098,0.10192343526691773
ACH-000099,-0.02187541745795529
ACH-000108,-0.16481871409074672
ACH-000113,-0.12622451622781206
ACH-000116,0.0335342284805248
ACH-000118,-0.1113394915764684
ACH-000120,-0.06970047629798118
ACH-000123,-0.0807758114997793
ACH-000127,-0.1171905082221047
ACH-000128,0.003587457209488221
ACH-000132,0.11367028657880628
ACH-000133,-0.12037390859490985
ACH-000137,0.03717858806426296
ACH-000138,-0.0390370401925574
ACH-000142,-0.2864064031196237
ACH-000143,0.10609453960489328
ACH-000146,0.017476717181972853
ACH-000148,-0.07292866583485287
ACH-000150,0.1347484464947738
ACH-000152,-0.015700954612226228
ACH-000153,-0.03526239193539668
ACH-000159,0.004673529034398183
ACH-000160,-0.0732255332376671
ACH-000163,-0.12157379087292992
ACH-000167,-0.2455538808760649
ACH-000168,-0.002115955407077405
ACH-000169,-0.09644094943134744
ACH-000178,-0.06020966499287611
ACH-000183,-0.06369747344705369
ACH-000188,-0.044641239795327525
ACH-000189,-0.14850471756545805
ACH-000190,-0.12119237846024683
ACH-000198,-0.17394224796700228
ACH-000203,-0.0356216835795707
ACH-000204,-0.13941404892461498
ACH-000206,-0.16814262999988264
ACH-000207,-0.029435148368660687
ACH-000208,0.0102391276759269
ACH-000210,-0.016819445901748546
