,COIL (8161)
ACH-000004,-0.2309096294429826
ACH-000005,-0.4540736023830759
ACH-000007,-0.4158944235147364
ACH-000009,-0.348607900464101
ACH-000011,-0.5096516009160869
ACH-000012,-0.2608822022964505
ACH-000013,-0.3498429388210375
ACH-000014,-0.10750710865999102
ACH-000015,-0.16802146885359473
ACH-000017,-0.29175565576905343
ACH-000018,-0.4277564136379425
ACH-000019,-0.7130675157063454
ACH-000021,-0.3876945409480441
ACH-000022,-0.30001773221226324
ACH-000025,-0.12226907417876735
ACH-000028,-0.5873164940835502
ACH-000030,-0.3015732110244917
ACH-000035,-0.292469381159865
ACH-000036,-0.34384173340688906
ACH-000037,-0.4305460228069392
ACH-000039,-0.4594609604269217
ACH-000040,-0.3475363991664705
ACH-000041,-0.3533921519478118
ACH-000042,-0.3816688376346255
ACH-000045,-0.3742511007573065
ACH-000047,-0.4200520592766234
ACH-000052,-0.3466774172010149
ACH-000053,-0.144969899719558
ACH-000054,-0.4255647217795058
ACH-000055,-0.4281475011641979
ACH-000060,-0.3900009042103629
ACH-000067,-0.4530181407848994
ACH-000070,-0.2311616832220521
ACH-000075,-0.2197840115560303
ACH-000078,-0.6758779010126668
ACH-000082,-0.21412052640241094
ACH-000085,-0.3037077593164257
ACH-000086,-0.17967161047617214
ACH-000087,-0.5092054604835441
ACH-000092,-0.3017811226264304
ACH-000095,-0.436663175237936
ACH-000097,-0.3761115812754882
ACH-000098,-0.35263050350231295
ACH-000099,-0.42485121189392383
ACH-000108,-0.3200645230605288
ACH-000113,-0.3038883139951561
ACH-000116,-0.5279661048826648
ACH-000118,-0.2692537337367986
ACH-000120,-0.33934018940786137
ACH-000123,-0.27374828624880737
ACH-000127,-0.3254500329041011
ACH-000128,-0.4073631603434077
ACH-000132,-0.1364115649891199
ACH-000133,-0.07732344174609204
ACH-000137,-0.08577065317035965
ACH-000138,-0.2716028810813768
ACH-000142,-0.5534625841857965
ACH-000143,-0.43140651526782814
ACH-000146,-0.2072492210654784
ACH-000148,-0.2413370916227319
ACH-000150,-0.4323665504573056
ACH-000152,-0.5133384201222457
ACH-000153,-0.23764140658222796
ACH-000159,-0.402810660237384
ACH-000160,-0.211496608160826
ACH-000163,-0.42529905980749294
ACH-000167,-0.021252775795122514
ACH-000168,-0.26242793917118457
ACH-000169,-0.16793419765920986
ACH-000178,-0.2975135570807616
ACH-000183,-0.22130829572258812
ACH-000188,-0.4489656517357776
ACH-000189,-0.7107565528876996
ACH-000190,-0.2490071997183897
ACH-000198,-0.27491169473156085
ACH-000203,-0.7375408401797438
ACH-000204,-0.2920921973686141
ACH-000206,-0.20959175975677466
ACH-000207,-0.17781239711700395
ACH-000208,-0.29319324448210754
ACH-000210,-0.18741271570669815
ACH-000211,-0.36594674042731457
ACH-000215,-0.2732882923056414
ACH-000221,-0.2419984405383888
ACH-000222,-0.3351765629547658
ACH-000223,-0.2897745395052491
ACH-000226,-0.2786019061983471
ACH-000227,-0.58513797170056
ACH-000228,-0.19145684668595905
ACH-000231,-0.3518813060334771
ACH-000232,-0.2515426536858706
ACH-000233,-0.3786943953714517
ACH-000234,-0.374287532152252
ACH-000235,-0.3789194255768248
ACH-000237,-0.3991642579132023
ACH-000238,-0.4751774604496421
ACH-000242,-0.37001021117536215
ACH-000243,-0.5149509127672025
ACH-000244,-0.5806525229821933
ACH-000246,-0.4382415805502495
ACH-000248,-0.24378542675681494
ACH-000250,-0.31268763047965953
ACH-000251,-0.19464716915014488
ACH-000252,-0.2745257543905245
ACH-000253,-0.4282021489627098
ACH-000255,-0.3015475076111719
ACH-000256,-0.3869439815446119
ACH-000257,-0.3035995470372599
ACH-000258,-0.15664735567130358
ACH-000259,-0.3268820380810443
ACH-000260,-0.43437412488488497
ACH-000261,-0.33829788090905016
ACH-000262,-0.5951456038887522
ACH-000263,-0.2329040773955528
ACH-000264,-0.3685353283326297
ACH-000265,-0.36939081237105803
ACH-000266,-0.34318464946109617
ACH-000272,-0.3084125498857855
ACH-000274,-0.3983434918166122
ACH-000277,-0.4081238938268831
ACH-000278,-0.2121768383373602
ACH-000279,-0.35970606545459993
ACH-000280,-0.2994893325593742
ACH-000281,-0.15757042410603506
ACH-000288,-0.36664157454736335
ACH-000291,-0.2326295049955301
ACH-000293,-0.41243454054217615
ACH-000294,-0.4019691281136897
ACH-000295,-0.2441828522868057
ACH-000296,-0.4690968105376177
ACH-000302,-0.08481002611636547
ACH-000304,-0.3250313567974397
ACH-000307,-0.27205388637377004
ACH-000308,-0.4446233108380605
ACH-000310,-0.5282888196560738
ACH-000311,-0.20190132015303608
ACH-000312,-0.37685351077021656
ACH-000315,-0.366748469978614
ACH-000316,-0.2849808836723756
ACH-000317,-0.24924195258110898
ACH-000318,-0.2867917454759124
ACH-000319,-0.3197817387539817
ACH-000320,-0.008190259379072714
ACH-000322,-0.4544656884066264
ACH-000323,-0.4020833714959871
ACH-000324,-0.465641303475952
ACH-000329,-0.5195491301101245
ACH-000330,-0.4345245082650346
ACH-000331,-0.5051645418197938
ACH-000332,-0.3737452432433591
ACH-000334,-0.4526390205853409
ACH-000335,-0.28756001507468965
ACH-000336,-0.27459373093927164
ACH-000337,-0.4344417341282662
ACH-000338,-0.32384912562000706
ACH-000339,-0.3562796422233775
ACH-000341,-0.109103928121692
ACH-000348,-0.18290922042455296
ACH-000350,-0.3756453433785798
ACH-000352,-0.4319274013758766
ACH-000356,-0.40750772872285096
ACH-000361,-0.4451884858324441
ACH-000362,-0.2855888295355144
ACH-000363,-0.2760856132794681
ACH-000364,-0.4419395237658383
ACH-000365,-0.39963904109024667
ACH-000366,-0.29499065119498336
ACH-000368,-0.2827404111242913
ACH-000374,-0.2320724188365405
ACH-000375,-0.3589608490957231
ACH-000376,-0.2238917668028464
ACH-000381,-0.22227645307984809
ACH-000383,-0.14558386965327993
ACH-000387,-0.2289631476898601
ACH-000389,-0.5835176113685061
ACH-000390,-0.2245129851117168
ACH-000393,-0.19335713410098496
ACH-000395,-0.253923938253082
ACH-000396,-0.2356613716570597
ACH-000397,-0.5583309416692713
ACH-000401,-0.3622110357241279
ACH-000402,-0.4632513668121013
ACH-000403,-0.4761321804813013
ACH-000404,-0.24112574121046915
ACH-000406,-0.15509401159051436
ACH-000407,-0.2276385332271893
ACH-000408,-0.3295219242166381
ACH-000410,-0.3541206082805884
ACH-000411,-0.369898263334704
ACH-000414,-0.375422476241002
ACH-000415,-0.3776585653646104
ACH-000416,-0.3366345480643507
ACH-000420,-0.18045105445986456
ACH-000421,-0.2502534072296878
ACH-000424,-0.5320373612988388
ACH-000425,-0.3512167282115366
ACH-000426,-0.06905382340563683
ACH-000427,-0.5152427169644577
ACH-000433,-0.3716645503283295
ACH-000435,-0.3109935490689425
ACH-000436,-0.04147859465201356
ACH-000444,-0.26820943960169746
ACH-000445,-0.3906619264206444
ACH-000448,-0.2027611831031092
ACH-000450,-0.4459273392066024
ACH-000452,-0.25062373765525675
ACH-000454,-0.24991359152904896
ACH-000458,-0.2027804214873475
ACH-000459,-0.3444214646077415
ACH-000460,-0.2569355369062005
ACH-000461,-0.4446326199706177
ACH-000463,-0.3978066806419257
ACH-000464,-0.3070109116302375
ACH-000466,-0.25467830384021345
ACH-000467,-0.30916246920458545
ACH-000468,-0.2247852725136659
ACH-000469,-0.19964205671102966
ACH-000470,-0.4953448220617306
ACH-000471,-0.6833819383773142
ACH-000472,-0.42431556045229396
ACH-000473,-0.2971521861890812
ACH-000475,-0.2916979723017213
ACH-000476,-0.2618360211037544
ACH-000477,-0.3085925197077534
ACH-000479,-0.4388868985001391
ACH-000480,-0.3739481255022464
ACH-000481,-0.4297407287626656
ACH-000483,-0.18697944075910652
ACH-000484,-0.2200821839235956
ACH-000485,-0.5387686984674418
ACH-000486,-0.32976141548498394
ACH-000487,-0.3524143109677223
ACH-000488,-0.2525492912193568
ACH-000490,-0.1639882215778503
ACH-000491,-0.4598717032428826
ACH-000495,-0.3140249901182787
ACH-000496,-0.1266874073551257
ACH-000499,-0.2394076002946404
ACH-000500,-0.4099262081971711
ACH-000502,-0.4489442334809312
ACH-000503,-0.2296531595241998
ACH-000505,-0.3176620868959834
ACH-000507,-0.4371797750666627
