,TRAM1L1 (133022)
ACH-000004,-0.21858537124142025
ACH-000005,0.021066868913903917
ACH-000007,-0.041178589367524096
ACH-000009,-0.12003532965896835
ACH-000011,-0.17305431326699264
ACH-000012,-0.09441558451231068
ACH-000013,0.01764151166773178
ACH-000014,-0.141124007558767
ACH-000015,-0.08585306701248978
ACH-000017,-0.09921660343973172
ACH-000018,0.035992733027038544
ACH-000019,-0.21710184057722806
ACH-000021,-0.0901196733276141
ACH-000022,-0.22828322804485424
ACH-000025,-0.1957485599467773
ACH-000028,-0.09453915648757108
ACH-000030,-0.0641871707846718
ACH-000035,0.07362760447989215
ACH-000036,-0.15190359918092713
ACH-000037,-0.05473276990689458
ACH-000039,-0.038852701987859284
ACH-000040,-0.20417799718808324
ACH-000041,-0.16638399587685535
ACH-000042,0.0032014869694310805
ACH-000045,-0.09389019499012344
ACH-000047,-0.2383436556311015
ACH-000052,0.07316743566723995
ACH-000053,0.029883395156460893
ACH-000054,-0.06479208666235732
ACH-000055,-0.14712560751890075
ACH-000060,-0.11519049457470988
ACH-000067,-0.04328705964968993
ACH-000070,-0.07151256926879743
ACH-000075,-0.16442044923981033
ACH-000078,-0.0893000494467298
ACH-000082,-0.15532101027561734
ACH-000085,-0.060289582304088526
ACH-000086,-0.022656304393143457
ACH-000087,-0.0259376587498168
ACH-000092,-0.17359449222774245
ACH-000095,-0.13862808901106646
ACH-000097,-0.09798892374022737
ACH-000098,-0.057621488393328785
ACH-000099,-0.06984424884400288
ACH-000108,-0.04267005384707749
ACH-000113,0.043117463827064266
ACH-000116,-0.16400788602031502
ACH-000118,0.010430194577193824
ACH-000120,0.016466647297804858
ACH-000123,-0.2468690365527205
ACH-000127,-0.040959593107104585
ACH-000128,-0.07304588890487608
ACH-000132,-0.010162094617341159
ACH-000133,0.01458361700892574
ACH-000137,-0.1413446275744071
ACH-000138,-0.07105827269575173
ACH-000142,-0.19931272888281745
ACH-000143,-0.28658201170146536
ACH-000146,-0.09922608004156863
ACH-000148,-0.18374664388536968
ACH-000150,-0.05049639732281135
ACH-000152,0.02522535744250754
ACH-000153,-0.5339612911250081
ACH-000159,-0.032537754839812034
ACH-000160,-0.14885130645385686
ACH-000163,-0.16530657893808873
ACH-000167,-0.17235751394528478
ACH-000168,-0.044611124243970034
ACH-000169,0.06871694230620871
ACH-000178,-0.027104344854666812
ACH-000183,0.08731389059478857
ACH-000188,-0.07867199013103722
ACH-000189,-0.05521198755862213
ACH-000190,0.054212731368616505
ACH-000198,0.061204047512957674
ACH-000203,0.08245332968230461
ACH-000204,-0.00010767474287165838
ACH-000206,0.08367419549279433
ACH-000207,-0.10978717697202872
ACH-000208,-0.23740216592717014
ACH-000210,-0.33117610026165994
ACH-000211,-0.16979061583438831
ACH-000215,-0.13378480946188645
ACH-000221,0.13178067683741412
ACH-000222,-0.19005941152005454
ACH-000223,-0.186271041180568
ACH-000226,-0.19068056456378296
ACH-000227,-0.10013390683341758
ACH-000228,-0.15146028417036592
ACH-000231,-0.13884013745441673
ACH-000232,-0.1382988874138621
ACH-000233,0.028742700914501467
ACH-000234,-0.1602320074321607
ACH-000235,-0.14479228316731427
ACH-000237,-0.15372360586302544
ACH-000238,-0.06051744154248609
ACH-000242,-0.10592623540645213
ACH-000243,-0.14297750054511346
ACH-000244,-0.04347518871099506
ACH-000246,0.02181818618548876
ACH-000248,0.10936658410011246
ACH-000250,-0.09175468861145893
ACH-000251,-0.09755692270861356
ACH-000252,0.0766902129568716
ACH-000253,-0.012328576582151913
ACH-000255,-0.032242174430181604
ACH-000256,-0.1414654280823003
ACH-000257,-0.2646165515067823
ACH-000258,-0.07843711600518452
ACH-000259,-0.0469044856544199
ACH-000260,-0.09872747425321766
ACH-000261,-0.07782401364704683
ACH-000262,-0.07066077858441312
ACH-000263,-0.07663341680236818
ACH-000264,-0.17957022980952794
ACH-000265,-0.19314927622046368
ACH-000266,-0.1704897722339248
ACH-000272,-0.15647175191120402
ACH-000274,-0.06172706529463811
ACH-000277,0.08253168393176456
ACH-000278,-0.08044393930861744
ACH-000279,-0.07251932914657662
ACH-000280,-0.057034892704926926
ACH-000281,-0.022496483717466247
ACH-000288,-0.04182435350769659
ACH-000291,-0.12826733925896835
ACH-000293,-0.06544386142170203
ACH-000294,0.134514265169661
ACH-000295,-0.23837709650607136
ACH-000296,-0.08494126071312083
ACH-000302,-0.10486838313303164
ACH-000304,0.033765458075011176
ACH-000307,0.0002916412364546103
ACH-000308,-0.05048153208444181
ACH-000310,-0.043784651404216536
ACH-000311,-0.11880472059670892
ACH-000312,-0.03503334479008253
ACH-000315,0.055838773015678585
ACH-000316,-0.067331854563024
ACH-000317,-0.20861513860781594
ACH-000318,-0.0595857630930914
ACH-000319,0.007226758055095122
ACH-000320,-0.10700388389502916
ACH-000322,0.021885356408887315
ACH-000323,0.019155244635644674
ACH-000324,-0.12439252767286793
ACH-000329,0.030048231436800764
ACH-000330,-0.15736124408140068
ACH-000331,-0.09305430391503837
ACH-000332,-0.06663202587686819
ACH-000334,-0.11990672796714393
ACH-000335,-0.3529734367766143
ACH-000336,-0.27333727210492303
ACH-000337,-0.029115649380908836
ACH-000338,-0.12391051481041272
ACH-000339,-0.12217632360337427
ACH-000341,-0.14787224905315158
ACH-000348,-0.13593036093896027
ACH-000350,-0.006962628804657244
ACH-000352,-0.03292315317254965
ACH-000356,-0.19394574671727866
ACH-000361,0.02660629131790023
ACH-000362,0.04830423310992585
ACH-000363,-0.036396307181630866
ACH-000364,-0.08478966979487268
ACH-000365,-0.07227214877711201
ACH-000366,-0.017290374223609014
ACH-000368,0.030099401861509088
ACH-000374,-0.12217907342727227
ACH-000375,-0.07777053568220557
ACH-000376,-0.13270595065388716
ACH-000381,0.01682334705942563
ACH-000383,-0.10501570693035113
ACH-000387,-0.1831439401620777
ACH-000389,-0.1860232105361808
ACH-000390,0.06813143277266716
ACH-000393,-0.07952481223087686
ACH-000395,-0.08176272232662657
ACH-000396,-0.02627459718525154
ACH-000397,-0.07258606652010183
ACH-000401,-0.03606434316899729
ACH-000402,-0.3034258815909649
ACH-000403,-0.12952261144319166
ACH-000404,-0.2524059282897785
ACH-000406,-0.027689417422298825
ACH-000407,0.017166622787715892
ACH-000408,-0.11287664507101774
ACH-000410,-0.11391677224781856
ACH-000411,-0.2339009823860721
ACH-000414,0.023644934357327417
ACH-000415,-0.11947677439919455
ACH-000416,-0.0929744768387103
ACH-000420,-0.012371633624141835
ACH-000421,-0.09141059799383948
ACH-000424,-0.08009112854234057
ACH-000425,-0.11358076884004804
ACH-000426,-0.10188620787061853
ACH-000427,0.013676345771873571
ACH-000433,0.025846226098444103
ACH-000435,-0.2642942787242102
ACH-000436,-0.1405720710959375
ACH-000444,-0.07240904392773445
ACH-000445,0.0028483897300922378
ACH-000448,-0.05118748535486305
ACH-000450,-0.07293862944380711
ACH-000452,-0.07289191322592628
ACH-000454,-0.15939474193731826
ACH-000458,0.25857244399378915
ACH-000459,0.12668775813132502
ACH-000460,-0.07342430417192708
ACH-000461,-0.1224681065897308
ACH-000463,-0.096273977705097
ACH-000464,-0.08697785413044673
ACH-000466,-0.0900707094206944
ACH-000467,0.0012989483874547435
ACH-000468,-0.18995716388489275
ACH-000469,-0.18053214215328808
ACH-000470,-0.24770353809942616
ACH-000471,-0.0991877993820193
ACH-000472,-0.11088004829562342
ACH-000473,-0.207273851883828
ACH-000475,-0.08821747206084969
ACH-000476,-0.2273066228527845
ACH-000477,-0.0214275515424834
ACH-000479,-0.06800141410666674
ACH-000480,-0.08474758063896863
ACH-000481,-0.1270087475515602
ACH-000483,-0.031064146000621674
ACH-000484,0.08714897562301709
ACH-000485,-0.2226781004929904
ACH-000486,-0.10396896530605992
ACH-000487,-0.060446316174816016
ACH-000488,-0.09389944448173568
ACH-000490,0.025216750170569797
ACH-000491,-0.06469672324958242
ACH-000495,-0.06794896344686811
ACH-000496,-0.16743816179478574
ACH-000499,-0.3135430353572813
ACH-000500,-0.3209012175496427
ACH-000502,-0.0631878029872942
ACH-000503,-0.09202850856757434
ACH-000505,-0.1667889965224942
ACH-000507,0.06087546874232725
ACH-000510,-0.2462961830219757
ACH-000511,-0.12132611650511105
ACH-000512,-0.06697511931044423
ACH-000516,-0.0069817773089728965
ACH-000517,-0.03618106324693055
ACH-000518,-0.2096820022001802
ACH-000520,-0.046032959955531874
ACH-000521,0.08229217631307363
ACH-000522,-0.15745064189337246
ACH-000524,-0.06878507256524684
ACH-000527,-0.1907817533439284
ACH-000528,-0.08071709343165223
ACH-000537,-0.08846660103964689
ACH-000541,0.041130279136263055
ACH-000542,-0.18438567133705072
ACH-000544,-0.07886237414910413
ACH-000545,-0.07236151598129077
ACH-000547,-0.18730834815357206
ACH-000548,-0.028402883366517293
ACH-000549,-0.21725559745822814
ACH-000550,-0.059223534166666876
ACH-000552,-0.08483578950547735
ACH-000556,-0.16376211928208978
ACH-000557,0.02183484428647341
ACH-000569,-0.2886613275603641
ACH-000570,-0.13119586933568372
ACH-000571,-0.08747564581903165
ACH-000573,0.02138073661864304
ACH-000576,-0.1504595321490166
ACH-000579,-0.2347660992416852
ACH-000580,-0.006979721572642148
ACH-000584,-0.01629285357740427
ACH-000585,-0.043612085852838135
ACH-000588,-0.09498083318913374
ACH-000589,-0.08885273140957432
ACH-000591,-0.14744167847657674
ACH-000593,-0.1048820065652738
ACH-000600,-0.10642172130124364
ACH-000601,-0.11995822763679775
ACH-000605,0.0524853946102908
ACH-000606,-0.09907003955515012
ACH-000608,-0.08674696406353354
ACH-000614,-0.14537702905123362
ACH-000616,-0.045072927635541854
ACH-000618,-0.1957735939941602
ACH-000619,-0.1663360273853878
ACH-000620,0.011340133209082979
ACH-000621,-0.05587198995342296
ACH-000622,0.014000724987795338
ACH-000623,-0.1224769605525687
ACH-000624,-0.036527374993261766
ACH-000627,-0.03452711414006125
ACH-000630,-0.06790237174132349
ACH-000631,0.14932767746428174
ACH-000632,-0.07124352465582949
ACH-000633,0.0392786279382661
ACH-000637,-0.012457191654082092
ACH-000638,-0.06383897043889103
ACH-000646,-0.18287181441074668
ACH-000647,-0.1953950488974652
ACH-000648,-0.2949203278130437
ACH-000649,-0.11800500965731593
ACH-000651,-0.043675282002032516
ACH-000652,-0.05216470557892595
ACH-000653,-0.08755910910371323
ACH-000657,0.013330307791924343
ACH-000658,0.059599188891585275
ACH-000661,-0.03398044307358288
ACH-000662,-0.10129294247169757
ACH-000663,-0.17191988901867708
ACH-000665,-0.0399536934791353
ACH-000671,-0.061287330139854886
ACH-000672,0.08867309957257813
ACH-000673,-0.15993351490706292
ACH-000676,-0.06433262778973818
ACH-000677,-0.11760179028591465
ACH-000681,-0.042802856105767256
ACH-000683,-0.1294619953667207
ACH-000684,-0.207719107533845
ACH-000688,-0.28661530634022986
ACH-000693,-0.2569031248756934
ACH-000694,-0.07064693873110031
ACH-000695,-0.0414318734703778
ACH-000696,-0.1400629652384078
ACH-000697,-0.11591120482532105
ACH-000699,-0.04454313439523038
ACH-000701,-0.046481969926667886
ACH-000706,-0.012923188244068427
ACH-000711,-0.012787336041223292
ACH-000713,-0.1221752169242393
ACH-000714,-0.1714247280743484
ACH-000718,-0.13772448556218864
ACH-000720,-0.09652807807548043
ACH-000721,-0.009032497344902544
ACH-000724,0.050362463718623705
ACH-000725,0.02879531116503325
ACH-000732,-0.2054938213614696
ACH-000734,-0.1164866836141516
ACH-000735,-0.123173213011866
ACH-000736,-0.017489930556534906
ACH-000738,-0.11072110658677477
ACH-000746,0.03427788930360806
ACH-000747,-0.141611359387046
ACH-000748,-0.038173683230426636
ACH-000753,-0.05393726455133068
ACH-000756,-0.14381213889945313
ACH-000757,0.12445341017211795
ACH-000758,-0.010089332932526516
ACH-000760,-0.03727379089549966
ACH-000762,-0.18853307901751665
ACH-000763,-0.024428878867312664
ACH-000764,-0.13430408778709138
ACH-000765,0.13332414870920267
ACH-000766,-0.12650477071336594
ACH-000767,-0.04077623074487026
ACH-000768,0.007720074599321802
ACH-000769,-0.24776207226360275
ACH-000770,-0.002543527424011297
ACH-000771,-0.07577453501225101
ACH-000773,-0.07468648277917947
ACH-000776,-0.21321956115831128
ACH-000777,0.023566798014508842
ACH-000778,0.0224797512778148
ACH-000781,-0.03435359621846157
ACH-000782,-0.15440010070605495
ACH-000783,-0.12764641884304087
ACH-000784,-0.15044667170694187
ACH-000785,-0.11415415066623995
ACH-000787,-0.07950363634980738
ACH-000788,-0.09918441703765828
ACH-000791,-0.07757564927415098
ACH-000792,-0.15747891016446605
ACH-000794,-0.13908534266528702
ACH-000796,-0.1082431924063458
ACH-000798,0.17519207907929374
ACH-000799,-0.3230800244667515
ACH-000800,-0.2946538063433786
ACH-000802,-0.02189756179630547
ACH-000804,-0.16284097104200926
ACH-000805,-0.2139773774353904
ACH-000809,-0.1162223796766194
ACH-000810,-0.166928248583816
ACH-000811,-0.05042398496791501
ACH-000817,-0.2751100771574403
ACH-000819,-0.09439039984322356
ACH-000820,0.030174646738316224
ACH-000821,-0.15290238623621166
ACH-000822,-0.09331806370263143
ACH-000823,-0.02837764562864596
ACH-000824,-0.174691709424519
ACH-000827,-0.1019956002188422
ACH-000829,-0.056848105914505676
ACH-000831,-0.020703042841578288
ACH-000832,-0.18869119929727354
ACH-000833,-0.034077939212146434
ACH-000834,0.17472405523621
ACH-000835,-0.09666488628281186
ACH-000836,-0.17014800743656538
ACH-000837,0.0061674682952142425
ACH-000838,0.11589499424995928
ACH-000839,-0.06942145568487906
ACH-000840,-0.20372195396481754
ACH-000841,-0.06848071234017053
ACH-000843,-0.05527526028891557
ACH-000846,-0.034834753591108415
ACH-000847,-0.13149336894757244
ACH-000848,-0.08563193760323576
ACH-000849,-0.16767374605401048
ACH-000851,-0.0534836843646013
ACH-000855,-0.28065422244959165
ACH-000856,-0.08443493791962194
ACH-000858,-0.2202203326825376
ACH-000859,0.07004634297813735
ACH-000861,-0.0884791765417201
ACH-000862,0.0256380441614568
