,ESR2 (2100)
ACH-000004,-0.004994843779498465
ACH-000005,-0.3409551878809017
ACH-000007,0.14360246743876648
ACH-000009,-0.06386262355120995
ACH-000011,0.23204720770993698
ACH-000012,0.09009818861653268
ACH-000013,0.11517985715885168
ACH-000014,-0.023928773327076196
ACH-000015,0.14620247681135276
ACH-000017,-0.03021582583317713
ACH-000018,-0.043929098660218914
ACH-000019,0.060036090048014835
ACH-000021,0.09710646686179826
ACH-000022,0.05549870863812485
ACH-000025,0.05420294116793462
ACH-000028,0.10305276687787937
ACH-000030,0.03888940801434832
ACH-000035,0.11478303716877795
ACH-000036,0.03231199592825432
ACH-000037,0.13572818775638634
ACH-000039,0.1296776691033134
ACH-000040,0.08307199683635215
ACH-000041,0.06469417314875026
ACH-000042,0.00685975274703042
ACH-000045,0.006863648551784047
ACH-000047,-0.004187100941278099
ACH-000052,0.024773066616915664
ACH-000053,-0.025205212671510102
ACH-000054,-0.07003110664396425
ACH-000055,-0.04460068755254066
ACH-000060,-0.11192965444426813
ACH-000067,0.07979980249433875
ACH-000070,-0.031175561411463475
ACH-000075,0.26061599127874713
ACH-000078,0.058880664362012426
ACH-000082,-0.05528851179217818
ACH-000085,0.033369847108518216
ACH-000086,-0.07440301903744158
ACH-000087,0.05855612626637545
ACH-000092,0.035019159511123374
ACH-000095,-0.02219579614407234
ACH-000097,-0.038720465613478264
ACH-000098,0.009935234206051972
ACH-000099,0.024688058116238414
ACH-000108,0.0037262206597265344
ACH-000113,0.08497702072872698
ACH-000116,0.129168459157167
ACH-000118,0.01859876186800356
ACH-000120,0.009152996769890018
ACH-000123,-0.050752323626982086
ACH-000127,0.05698933131525988
ACH-000128,0.05574200963796131
ACH-000132,0.16287726576159614
ACH-000133,0.11133791516547947
ACH-000137,-0.04130099580788177
ACH-000138,0.11175706137764747
ACH-000142,0.02728147495213812
ACH-000143,0.072925376385018
ACH-000146,0.07616668555049272
ACH-000148,0.028445187678749005
ACH-000150,0.0958419847139799
ACH-000152,-0.009531585570322337
ACH-000153,-0.024044307995580144
ACH-000159,0.04903856079228843
ACH-000160,0.004606797652179464
ACH-000163,0.07038739033857074
ACH-000167,0.2884095592618563
ACH-000168,-0.011617244782275665
ACH-000169,0.06056699357777764
ACH-000178,0.08968407515110738
ACH-000183,-0.1537466394254072
ACH-000188,0.09371490208912006
ACH-000189,0.03334045815332809
ACH-000190,0.04970534225410145
ACH-000198,0.022095955113146132
ACH-000203,0.12825707173170733
ACH-000204,-0.08439253730088311
ACH-000206,0.11266207923796012
