,CDS2 (8760)
ACH-000004,-0.9085157071198094
ACH-000005,-0.5373060833773932
ACH-000007,0.19998213538225512
ACH-000009,0.046354356387382216
ACH-000011,-0.342640737284455
ACH-000012,0.12987410170084368
ACH-000013,0.08157033202982006
ACH-000014,-0.4383249451055545
ACH-000015,-0.2861149306804904
ACH-000017,-0.01915678454309308
ACH-000018,-0.07050979873245045
ACH-000019,-0.031661287113260814
ACH-000021,-0.07681777166633108
ACH-000022,0.1086939020689254
ACH-000025,-0.32250412564020714
ACH-000028,0.08351804326638948
ACH-000030,0.07532707472174821
ACH-000035,-0.03406259166443215
ACH-000036,-0.0773825644121142
ACH-000037,-0.07849726621289976
ACH-000039,-0.08754629774526054
ACH-000040,-0.1650895396637578
ACH-000041,0.1321210178857575
ACH-000042,-0.1825185108898776
ACH-000045,-0.3885459416449077
ACH-000047,0.15749280236446248
ACH-000052,-0.3248287388128656
ACH-000053,0.04506384142670415
ACH-000054,-0.04982462656659007
ACH-000055,-0.5284668472058647
ACH-000060,0.1593396524343267
ACH-000067,-0.33013287239996264
ACH-000070,-0.2080416342419242
ACH-000075,0.03882741653896698
ACH-000078,-0.3399719130190404
ACH-000082,-0.4547981701238877
ACH-000085,0.10727639694735636
ACH-000086,-0.2594332091521462
ACH-000087,0.030018726189257407
ACH-000092,-0.23595949420559784
ACH-000095,-0.2608665775049195
ACH-000097,0.0728841750501266
ACH-000098,-0.08278922388043486
ACH-000099,-0.2632063451312479
ACH-000108,-0.4669282246813836
ACH-000113,-0.3535622961789421
ACH-000116,0.04582819270427605
ACH-000118,0.007354246674222514
ACH-000120,-0.4181741147324777
ACH-000123,-0.3597928661904191
ACH-000127,-0.14258996056773704
ACH-000128,-0.13556859097875545
ACH-000132,-0.35375204726080417
ACH-000133,-0.3742290704446842
ACH-000137,-0.08576416056548694
ACH-000138,0.07493795901306438
ACH-000142,0.1465157845426032
ACH-000143,0.13141372578185312
ACH-000146,-0.5360272342228581
ACH-000148,-0.11654270156073995
ACH-000150,-0.6157282241870751
ACH-000152,-0.4394336446041055
ACH-000153,-0.1961764232238567
ACH-000159,-0.0030861853676591943
ACH-000160,-0.07434695566358147
ACH-000163,-0.3804471910773616
ACH-000167,-0.5733771453379635
ACH-000168,-0.3144693660087291
ACH-000169,-0.4537147861424548
ACH-000178,-0.2752227930205904
ACH-000183,-0.31412474346246083
ACH-000188,0.1200862000030705
ACH-000189,-0.18074479068871074
ACH-000190,-0.427696012614799
ACH-000198,-0.4045597394477071
ACH-000203,-0.2482137232929952
ACH-000204,-0.0337731565386821
ACH-000206,-0.2431337306110269
ACH-000207,-0.07799538994183418
ACH-000208,-0.4097939664851226
ACH-000210,-0.0678480338153255
ACH-000211,0.08292841821514667
ACH-000215,-0.1023250846672532
ACH-000221,-0.3883737035319984
ACH-000222,-0.0753316080777181
ACH-000223,0.00734379085749665
ACH-000226,0.12129702370537734
ACH-000227,-0.1873338490778507
ACH-000228,-0.04763112510352389
ACH-000231,0.0063360012063776155
ACH-000232,0.1751060770120624
ACH-000233,0.0787676516561829
ACH-000234,-0.007365719929810181
ACH-000235,-0.020767837809708437
ACH-000237,-0.15228142656494734
ACH-000238,-0.04057646453262954
ACH-000242,0.13645303978313075
ACH-000243,-0.10935475055841433
ACH-000244,-0.4858746790085282
ACH-000246,0.1514265289640612
ACH-000248,0.013162574354810042
ACH-000250,0.11642425197989813
ACH-000251,-0.5173197583212599
ACH-000252,-0.0778294046791806
ACH-000253,0.0963278981130732
ACH-000255,-0.4075543002271947
ACH-000256,0.05522792458718795
ACH-000257,-0.4368531330116101
ACH-000258,-0.13396638328226984
ACH-000259,-0.37492078893702013
ACH-000260,-0.16050897496573832
ACH-000261,-0.2728589017162783
ACH-000262,0.20588905236807176
ACH-000263,-0.3854686938595792
ACH-000264,-0.3289912017937099
ACH-000265,-0.4544203866711776
ACH-000266,-0.07980370111547272
ACH-000272,-0.3469060377531906
ACH-000274,-0.2569575682296397
ACH-000277,0.06212907024178128
ACH-000278,-0.3313657986103333
ACH-000279,0.04012568988572562
ACH-000280,0.020896238301944887
ACH-000281,-0.3499185279798709
ACH-000288,-0.2912395195828684
ACH-000291,0.03435852958479732
ACH-000293,0.08866011638258688
ACH-000294,-0.4419730695032969
ACH-000295,-0.42334266019652106
ACH-000296,0.06613831299204355
ACH-000302,-0.017183918133127567
ACH-000304,-0.1103945495844666
ACH-000307,-0.028545235688474488
ACH-000308,-0.16414825859101542
ACH-000310,-0.08030012061750763
ACH-000311,0.018748283767854326
ACH-000312,-0.5109841979191538
ACH-000315,-0.6817393040990667
ACH-000316,-0.18079403978703185
ACH-000317,-0.3759393635544924
ACH-000318,-0.09748782423305967
ACH-000319,-0.05145106666495142
ACH-000320,-0.4502656636500608
ACH-000322,-0.39730571771816936
ACH-000323,-0.3255490867530884
ACH-000324,0.10904414481781254
ACH-000329,-0.2231468355076636
ACH-000330,-0.08100336395271428
ACH-000331,-0.5365667521069579
ACH-000332,-0.02203723812588536
ACH-000334,-0.2284250462604032
ACH-000335,-0.05653176661047511
ACH-000336,0.010323396363660458
ACH-000337,-0.1421723605884715
ACH-000338,0.2437391917552585
ACH-000339,-0.17555471558506006
ACH-000341,-0.1880169293106493
ACH-000348,-0.21796968422130286
ACH-000350,0.026213686279045457
ACH-000352,-0.048396423822737705
ACH-000356,0.10761963787196296
ACH-000361,-0.4215425143896018
ACH-000362,-0.35146129064968445
ACH-000363,-0.09448573554495933
ACH-000364,-0.4567188928127857
ACH-000365,-0.4880538434013614
ACH-000366,-0.239016189415354
ACH-000368,-0.5229907105256864
ACH-000374,0.10143264216337863
ACH-000375,-0.5296715549220448
ACH-000376,-0.12994578702652826
ACH-000381,0.029479491470180943
ACH-000383,-0.021841087567883017
ACH-000387,-0.6369781200186607
ACH-000389,-0.08625585657354454
ACH-000390,0.05210875883975108
ACH-000393,-0.3331183777756236
ACH-000395,0.12571554630746526
ACH-000396,-0.053933011481357165
ACH-000397,0.141384977334743
ACH-000401,-0.2422266098083609
ACH-000402,-0.5119594826586372
ACH-000403,-0.05568528049040297
ACH-000404,-0.6394628939888228
ACH-000406,-0.10337319653841286
ACH-000407,-0.057514119560996016
ACH-000408,-0.004022146063239201
ACH-000410,-0.6562824478145702
ACH-000411,0.01759479441493039
ACH-000414,0.004647759597214461
ACH-000415,0.05456993363812981
ACH-000416,-0.36509595823976587
ACH-000420,-0.02984609053552913
ACH-000421,-0.005211737015336539
ACH-000424,-0.1166659952961972
ACH-000425,-0.14833913118655062
ACH-000426,-0.009728305954825113
ACH-000427,0.1845229679640352
ACH-000433,-0.10543701526126596
ACH-000435,0.18324843626278384
ACH-000436,-0.04867760279563749
ACH-000444,-0.12270342234944542
ACH-000445,-0.33574197811415313
ACH-000448,0.06226180793273808
ACH-000450,-0.12799710529638558
ACH-000452,-0.10140046786788184
ACH-000454,0.035656964485290335
ACH-000458,-0.10295698102030312
ACH-000459,-0.3573016722658036
ACH-000460,0.12727438864147528
ACH-000461,-0.05645658816901341
ACH-000463,-0.2666196752791393
ACH-000464,-0.23865390270031744
ACH-000466,0.10916912278816457
ACH-000467,-0.07203859990517171
ACH-000468,-0.20044252789805056
ACH-000469,-0.6748334171640323
ACH-000470,-0.22700359138175594
ACH-000471,-0.39016114857603984
ACH-000472,-0.02003054958246722
ACH-000473,-0.06585473868338645
ACH-000475,-0.4194248853885095
ACH-000476,-0.18360441518697806
ACH-000477,-0.16805326217039634
ACH-000479,0.06052234558034555
ACH-000480,-0.13581665442460364
ACH-000481,-0.15868454033374468
ACH-000483,-0.0893810645351673
ACH-000484,-0.3135635349735512
ACH-000485,0.12752794138772924
ACH-000486,0.044541061659222086
ACH-000487,-0.3737186646486633
ACH-000488,0.030264644418954725
ACH-000490,0.12800050492618506
ACH-000491,-0.32307561876605545
ACH-000495,-0.028667712777393994
ACH-000496,-0.3540333915465115
ACH-000499,-0.12047819531779268
ACH-000500,0.10645043617814644
ACH-000502,-0.4920382458618889
ACH-000503,-0.0102860979728468
ACH-000505,-0.16973243232030774
ACH-000507,0.1334283232040409
ACH-000510,-0.3390751412321731
ACH-000511,-0.3708265566413301
ACH-000512,-0.35744899038614186
ACH-000516,-0.06621968614209807
ACH-000517,-0.2916336693793577
ACH-000518,0.07413403490817931
ACH-000520,-0.042252950913281295
ACH-000521,-0.7070726024236079
ACH-000522,-0.2897300785474237
ACH-000524,-0.08844530901696812
ACH-000527,0.012204053299994423
ACH-000528,-0.01863459922664412
ACH-000537,0.08992715891266513
ACH-000541,0.03874708392736453
ACH-000542,-0.3790274281100894
ACH-000544,0.1527963806119401
ACH-000545,0.015127266970763144
ACH-000547,0.008550511594675063
ACH-000548,-0.02068492571165981
ACH-000549,0.07354103176147689
ACH-000550,-0.17319046133922444
ACH-000552,0.19684166594103905
ACH-000556,0.009564644341422986
ACH-000557,-0.31296134458682145
ACH-000569,-0.13891998312647955
ACH-000570,-0.3106398479155827
ACH-000571,-0.2875109155839233
ACH-000573,-0.186674234370935
ACH-000576,0.0251851057202529
ACH-000579,-0.2291497502168621
ACH-000580,-0.24402619684344576
ACH-000584,-0.018169590385157072
ACH-000585,-0.031948773811033615
ACH-000588,-0.23042496971212825
ACH-000589,0.051021103289123314
ACH-000591,-0.380700883372197
ACH-000593,0.04063088487398993
ACH-000600,-0.026056881760823623
ACH-000601,-0.4138887783384016
ACH-000605,-0.054896896053422885
ACH-000606,0.20029081068995044
ACH-000608,-0.13550254419070648
ACH-000614,-0.4078118889093967
ACH-000616,-0.06163718266971033
ACH-000618,0.014665631066344288
ACH-000619,0.1754089859663033
ACH-000620,0.05988106452130459
ACH-000621,-0.11575710098178014
ACH-000622,-0.19147928319328744
ACH-000623,-0.3711318177325568
ACH-000624,0.10725594365815164
ACH-000627,-0.07582620901422382
ACH-000630,-0.18712613931738495
ACH-000631,-0.2480702184482976
ACH-000632,-0.2640607981129817
ACH-000633,-0.2143868585543897
ACH-000637,0.17372779277894018
ACH-000638,0.05032337258400448
ACH-000646,-0.001000213730949164
ACH-000647,-0.06180821961299871
ACH-000648,0.05536819716612894
ACH-000649,0.010600322227622087
