,MRPL30 (51263)
ACH-000004,-0.12450255806730275
ACH-000005,-0.18686436388933933
ACH-000007,-0.3998851696146475
ACH-000009,-0.20743578377484395
ACH-000011,0.03934984086796209
ACH-000012,-0.34775057319863395
ACH-000013,-0.352395263700832
ACH-000014,-0.09333497626365796
ACH-000015,-0.31934525399097075
ACH-000017,-0.18921589308319173
ACH-000018,-0.4515372656674683
ACH-000019,-0.3792301313198799
ACH-000021,-0.18922810136422888
ACH-000022,-0.3124805763865608
ACH-000025,-0.2652146678484444
ACH-000028,-0.4005476982629247
ACH-000030,-0.1507791591097308
ACH-000035,-0.4485790878549459
ACH-000036,-0.10943026867540784
ACH-000037,-0.32600342735654103
ACH-000039,-0.05579417024373487
ACH-000040,-0.13972736848177872
ACH-000041,-0.07534646389885677
ACH-000042,-0.07154600573530172
ACH-000045,-0.21198682834041802
ACH-000047,-0.4978006798900949
ACH-000052,-0.2032986537591544
ACH-000053,-0.14185649375127998
ACH-000054,-0.5196680580265164
ACH-000055,-0.07472164144100005
ACH-000060,-0.17041570827380853
ACH-000067,-0.20559019593044048
ACH-000070,-0.3955520773369124
ACH-000075,-0.3292985160689294
ACH-000078,-0.15906453515653696
ACH-000082,-0.1145888693191207
ACH-000085,-0.33117023128099937
ACH-000086,-0.6409587536216518
ACH-000087,-0.21176222977911024
ACH-000092,-0.2810022636999384
ACH-000095,0.0045705826262586405
ACH-000097,-0.19849096504233507
ACH-000098,-0.3399444450895829
ACH-000099,-0.2074651151177999
ACH-000108,-0.23229242915128226
ACH-000113,-0.3882010551107485
ACH-000116,-0.3781308745654185
ACH-000118,-0.45739447185321597
ACH-000120,-0.1867581498051342
ACH-000123,-0.2614648439663659
ACH-000127,-0.3234266910742325
ACH-000128,-0.3797910188992217
ACH-000132,-0.21417708311059586
ACH-000133,-0.1954547436558597
ACH-000137,-0.3726504859071144
ACH-000138,-0.2661937222721777
ACH-000142,-0.03350831947159124
ACH-000143,-0.4206531565612821
ACH-000146,-0.1035049215802832
ACH-000148,-0.2919978005360439
ACH-000150,-0.32376427157576443
ACH-000152,-0.2992734141807097
ACH-000153,-0.17375218034826512
ACH-000159,-0.1877053015312857
ACH-000160,-0.4980181834206873
ACH-000163,-0.1958651829966184
ACH-000167,1.3764215812975031
ACH-000168,-0.13432071387795494
ACH-000169,-0.35544623528363256
ACH-000178,-0.3075631382925108
ACH-000183,-0.327961586339594
ACH-000188,-0.22951309992337954
ACH-000189,-0.32826761349772465
ACH-000190,-0.412909899056512
ACH-000198,-0.3455048086655635
ACH-000203,-0.28813502701248234
ACH-000204,-0.4995139386732309
ACH-000206,-0.27182652856958234
ACH-000207,-0.3990060520662899
ACH-000208,-0.15861165363052726
ACH-000210,-0.47751529979070095
ACH-000211,-0.2512470301963328
ACH-000215,-0.24611667010237626
ACH-000221,-0.5375718006458936
ACH-000222,-0.16554662736966133
ACH-000223,-0.3920277847268681
ACH-000226,-0.34462070264005545
ACH-000227,-0.24629449116660665
ACH-000228,-0.35951948791097466
ACH-000231,-0.2426382014274727
ACH-000232,-0.4198007487957825
ACH-000233,-0.1945167575589252
ACH-000234,-0.3550176563061496
ACH-000235,-0.2998259283434144
ACH-000237,-0.044850949153144866
ACH-000238,-0.11512045670826845
ACH-000242,0.12954409854683194
ACH-000243,-0.2451806986627699
ACH-000244,-0.1610967846106345
ACH-000246,-0.40102827065836616
ACH-000248,-0.29543426161801184
ACH-000250,-0.07401488735855315
ACH-000251,-0.4515045766182459
ACH-000252,-0.2838913360649151
ACH-000253,-0.2564934313030606
ACH-000255,-0.31642028718111004
ACH-000256,-0.3554643037415733
ACH-000257,-0.332512790180725
ACH-000258,-0.2094879151923996
ACH-000259,-0.5515851824045567
ACH-000260,-0.2507885161021685
ACH-000261,-0.12780034247019284
ACH-000262,-0.1934071285911748
ACH-000263,-0.15129039843546996
ACH-000264,-0.1376370007090374
ACH-000265,-0.5067772154775892
ACH-000266,-0.1018987353235742
ACH-000272,-0.28202694405426665
ACH-000274,-0.2031055625181978
ACH-000277,-0.3235446646553636
ACH-000278,-0.0252577789541551
ACH-000279,-0.3903753707937343
ACH-000280,-0.11671314251624235
ACH-000281,-0.2854775796986056
ACH-000288,-0.4645007814814714
ACH-000291,-0.2384356965147505
ACH-000293,-0.33548893398254803
ACH-000294,-0.09799714420306946
ACH-000295,-0.3496230227823772
ACH-000296,-0.3288938029274315
ACH-000302,-0.3326354861750148
ACH-000304,-0.5441416644556415
ACH-000307,-0.3520167854723571
ACH-000308,-0.2921752032825977
ACH-000310,-0.10816947103750006
ACH-000311,-0.1751467790956239
ACH-000312,-0.3774728957934136
ACH-000315,-0.27623179676867
ACH-000316,-0.1981946280946152
ACH-000317,-0.3062980184409871
ACH-000318,-0.30916653706962083
ACH-000319,-0.1529888567730826
ACH-000320,-0.3902838346692802
ACH-000322,-0.09341857813554127
ACH-000323,-0.3471287471586886
ACH-000324,-0.1895600482382981
ACH-000329,-0.22235949558661225
ACH-000330,-0.26113278457160305
ACH-000331,-0.3995543801049981
ACH-000332,-0.040096576992484936
ACH-000334,-0.19765500668412414
ACH-000335,-0.10418422071415964
ACH-000336,-0.17593197185541362
ACH-000337,-0.35697481527494995
ACH-000338,-0.5804580524306459
ACH-000339,-0.25407165163826323
ACH-000341,-0.23776819012876896
ACH-000348,-0.19057792748554264
ACH-000350,-0.231991151627335
ACH-000352,-0.21499652683536014
ACH-000356,-0.4610902130260592
ACH-000361,-0.3410990722657426
ACH-000362,-0.17402316416630484
ACH-000363,-0.17339827772625022
ACH-000364,-0.46885122082238
ACH-000365,-0.5116907327560816
ACH-000366,-0.07972793759660499
ACH-000368,-0.1926278289027049
ACH-000374,-0.5339297621957684
ACH-000375,-0.09317258472090724
ACH-000376,-0.5170523480661958
ACH-000381,-0.24608900973437706
ACH-000383,-0.17911647085836147
ACH-000387,-0.2494978965951388
ACH-000389,-0.07776852527246758
ACH-000390,-0.2819001672389221
ACH-000393,-0.32309367762288804
ACH-000395,-0.037778237490166414
ACH-000396,-0.3670497777284972
ACH-000397,-0.0452543000048188
ACH-000401,-0.28760464661569
ACH-000402,-0.22072884584535332
ACH-000403,-0.07971254448550999
ACH-000404,-0.5577482565414157
ACH-000406,-0.3026260274339196
ACH-000407,-0.2396711281880061
ACH-000408,-0.3902016961544105
ACH-000410,-0.3240499938595331
