,C4A (720)
ACH-000250,-0.3735269609222898
ACH-000251,-0.31615166824112634
ACH-000252,-0.2714627346067036
ACH-000253,-0.2407743080512108
ACH-000255,-0.3458501234017234
ACH-000256,-0.3263062881163062
ACH-000257,-0.4353695210836894
ACH-000258,-0.09942923144819957
ACH-000259,-0.23179274504419276
ACH-000260,-0.2935945538283292
ACH-000261,-0.2612642797645333
ACH-000262,-0.2887321676823779
ACH-000263,-0.3070187062508184
ACH-000264,-0.2606520986821991
ACH-000265,-0.2604825249432735
ACH-000266,-0.3373547807442038
ACH-000272,-0.19702092883679853
ACH-000274,-0.2810343875671993
ACH-000277,-0.286904641589337
ACH-000278,-0.2274623215744368
ACH-000279,-0.22173521767335688
ACH-000280,-0.4813463479356324
ACH-000281,-0.4477927272007515
ACH-000288,-0.23319846946442746
ACH-000291,-0.20157267481673155
ACH-000293,-0.1418744771859223
ACH-000294,-0.32848075416880385
ACH-000295,-0.7426575714866221
ACH-000296,-0.3965149886621452
ACH-000302,-0.2829902256022728
ACH-000304,-0.0934361117163571
ACH-000307,-0.21351532797500508
ACH-000308,-0.2846412794469625
ACH-000310,-0.3081562909322314
ACH-000311,-0.2171535429729756
ACH-000312,-0.25656811807817465
ACH-000315,-0.3734668906864703
ACH-000316,-0.30480360977941545
ACH-000317,-0.2323191836586196
ACH-000318,-0.22081837283212516
ACH-000319,-0.18537811549454786
ACH-000320,-0.3132840569333464
ACH-000322,-0.214755047711041
ACH-000323,-0.22510457120380906
ACH-000324,-0.4326036358105222
ACH-000329,-0.2865573458776807
ACH-000330,-0.4743519684267721
ACH-000331,-0.25360818676675023
ACH-000332,-0.3564780711413845
ACH-000334,-0.2482461257013185
ACH-000335,0.08693724953614307
ACH-000336,-0.3212941144404177
ACH-000337,-0.25306814409952844
ACH-000338,-0.3306337277730452
ACH-000339,-0.29000774524752965
ACH-000341,-0.12008686063036267
ACH-000348,-0.2621131392927296
ACH-000350,-0.17834533046556486
ACH-000352,-0.30824169433292103
ACH-000356,-0.14972737961827948
ACH-000361,-0.34037637941045384
ACH-000362,-0.490352057984253
ACH-000363,-0.18996516707336766
ACH-000364,-0.234413315361404
ACH-000365,-0.3149414864600088
ACH-000366,-0.2417748154453284
ACH-000368,-0.1304318809582375
ACH-000374,-0.806417474053631
ACH-000375,-0.23387640527445516
ACH-000376,-0.1976041971788005
ACH-000381,-0.25019444410634195
ACH-000383,-0.2832544414519024
ACH-000387,-0.2899267016642768
ACH-000389,-0.17104007092213178
ACH-000390,-0.3082419762218433
ACH-000393,-0.4622219124625108
ACH-000395,-0.31649282873153856
ACH-000396,-0.3975976008037951
ACH-000397,-0.3293193943299548
ACH-000401,-0.11197177978980108
ACH-000402,-0.3778585507541886
ACH-000403,-0.1939549673141443
ACH-000404,-0.032646883455852566
ACH-000406,-0.4000987809647666
ACH-000407,-0.2904153340368515
ACH-000408,-0.3910034953150904
ACH-000410,-0.0988718731803801
ACH-000411,-0.336619789798626
ACH-000414,-0.2346863955944892
ACH-000415,-0.19993086743306296
ACH-000416,-0.1974897712933611
ACH-000420,-0.2618513120637378
ACH-000421,-0.2802598261599443
ACH-000424,-0.40887847057041693
ACH-000425,-0.2342768298016981
ACH-000426,-0.23919964491558934
ACH-000427,-0.22379981036288496
ACH-000433,-0.20114155987250945
ACH-000435,-0.5267491832151605
ACH-000436,-0.4366788859740792
ACH-000444,-0.4434181447831496
ACH-000445,-0.15765187443058418
ACH-000448,-0.246932596058288
ACH-000450,-0.20703317399527005
ACH-000452,-0.27682043947645857
ACH-000454,-0.28520245440909914
ACH-000458,-0.2788966558555977
ACH-000459,-0.29250262150250805
ACH-000460,-0.3188954081670259
ACH-000461,-0.3122549180054381
ACH-000463,-0.19673690915041533
ACH-000464,-0.2403629054285548
ACH-000466,-0.1754262421343133
ACH-000467,-0.26023119338444706
ACH-000468,-0.19227605579870907
ACH-000469,-0.26464741650587026
ACH-000470,-0.3205307020735825
ACH-000471,-0.16960070079608153
ACH-000472,-0.20670574975516615
ACH-000473,-0.3961034856783067
ACH-000475,-0.2341175632631173
ACH-000476,-0.2946529415378689
ACH-000477,-0.21633848069687311
ACH-000479,-0.23419549157718786
ACH-000480,-0.21681599987687214
ACH-000481,-0.23105162338529556
ACH-000483,-0.21379317797430825
ACH-000484,-0.07673623135176445
ACH-000485,-0.1111373347563464
ACH-000486,-0.3241058044599227
ACH-000487,-0.19779434839929025
ACH-000488,-0.22463888242431235
ACH-000490,-0.2397458888537991
ACH-000491,-0.22012874493767454
ACH-000495,-0.3633576326973775
ACH-000496,-0.2364632066674697
ACH-000499,-0.26670686595646226
ACH-000500,-0.4625292397432195
ACH-000502,-0.3414345299987629
ACH-000503,0.012461170591382015
ACH-000505,-0.272028760787992
ACH-000507,-0.2947566509949192
ACH-000510,-0.21354194356635933
ACH-000511,-0.3526460774211493
ACH-000512,-0.20884535433116733
ACH-000516,-0.3387540509806911
ACH-000517,-0.2665427311960209
ACH-000518,-0.2471706352603481
ACH-000520,-0.22659552072861025
ACH-000521,-0.1131574059980257
ACH-000522,-0.2289651853888003
ACH-000524,-0.2843931580902775
ACH-000527,-0.3596921220844254
ACH-000528,-0.4613346152836946
ACH-000537,-0.08913678325182636
ACH-000541,-0.1317358101609732
ACH-000542,-0.2401158502587999
ACH-000544,-0.3782366567726954
ACH-000545,-0.1967774369907068
ACH-000547,-0.10619111573685402
ACH-000548,-0.32122139884004924
ACH-000549,-0.3121268782093545
ACH-000550,-0.2355974916195997
ACH-000552,-0.20691979555268147
ACH-000556,-0.14546041358664058
ACH-000557,-0.2144933188592914
ACH-000569,-0.3382263477357951
ACH-000570,-0.0853081756367591
ACH-000571,-0.2956778977896294
ACH-000573,-0.1376583893181242
ACH-000576,-0.24043006455684401
ACH-000579,-0.30497363691503565
ACH-000580,-0.26706014491010444
ACH-000584,-0.31173663887621833
ACH-000585,-0.33121729512531983
ACH-000588,-0.20381231855729265
ACH-000589,-0.3237782393573761
ACH-000591,-0.33220724213169817
ACH-000593,-0.23209213059296685
ACH-000600,-0.28276497422090546
ACH-000601,-0.2696118343413678
ACH-000605,-0.3490091990902942
ACH-000606,-0.5841017984797279
ACH-000608,-0.2736417640664485
ACH-000614,-0.0980598325689134
ACH-000616,-0.2772347552986222
ACH-000618,-0.2944194244762767
ACH-000619,-0.12949212405034433
ACH-000620,-0.1752180962788471
ACH-000621,-0.26260784728587044
ACH-000622,-0.4307720799743208
ACH-000623,-0.2158853234134367
ACH-000624,-0.20952802414651667
ACH-000627,-0.2842312840109205
ACH-000630,-0.2521240905555339
ACH-000631,-0.07565298182431728
ACH-000632,-0.12245525674146418
ACH-000633,-0.1320122618636153
ACH-000637,-0.3706282211815903
ACH-000638,-0.2114873047236296
ACH-000646,-0.4192671339334729
ACH-000647,-0.29070842913302763
ACH-000648,-0.3771420505081732
ACH-000649,-0.2847757031077558
ACH-000651,-0.19525987169203546
ACH-000652,-0.4409373016764403
ACH-000653,-0.4042795084805592
ACH-000657,-0.3222167963436383
ACH-000658,-0.3241430706689358
ACH-000661,-0.20496330486269226
ACH-000662,-0.13243759002511066
ACH-000663,-0.14793529407239706
ACH-000665,-0.3408460733985008
ACH-000671,-0.2377352656328412
ACH-000672,-0.2845699416665939
ACH-000673,-0.22586957776502425
ACH-000676,-0.30515108153528697
ACH-000677,-0.3765211170029395
ACH-000681,-0.036946243102497736
ACH-000683,-0.21690089513545224
ACH-000684,-0.3290313587165869
ACH-000688,-0.3414529906702323
ACH-000693,-0.2623710031225822
ACH-000694,-0.2408846165059081
ACH-000695,-0.2642329593087568
ACH-000696,-0.22812897481306724
ACH-000697,-0.13491464002931958
ACH-000699,-0.28040567172848563
ACH-000701,-0.3749621266797816
ACH-000706,-0.27630276915623075
ACH-000711,-0.21962438422672095
ACH-000713,-0.38014884132301696
ACH-000714,-0.18785257428548466
ACH-000718,-0.17449251131962396
ACH-000720,-0.3381917019438578
ACH-000721,-0.3815341044359517
ACH-000724,-0.18262014871746954
ACH-000725,-0.10455171988019822
ACH-000732,-0.2548733931494239
ACH-000734,-0.3061275241581783
ACH-000735,-0.163293605037586
ACH-000736,-0.25417862229033394
ACH-000738,-0.2096984161233086
ACH-000746,-0.4199668886070463
ACH-000747,-0.31307639553595235
ACH-000748,-0.21829885616907635
ACH-000753,-0.2730204107856305
ACH-000756,-0.2643287757571157
ACH-000757,-0.2549833394162254
ACH-000758,-0.16864677182515744
ACH-000760,-0.18358076746891988
ACH-000762,-0.2782172464478988
ACH-000763,-0.16178293785320758
ACH-000764,-0.4930987815486574
ACH-000765,-0.31874302929273435
ACH-000766,-0.16644343478690315
ACH-000767,-0.2019003380522264
ACH-000768,-0.13463397075708694
ACH-000769,-0.2836471891970625
ACH-000770,-0.2562704260370547
ACH-000771,-0.3151926949152087
ACH-000773,-0.3435745292735129
ACH-000776,-0.3461229555064165
ACH-000777,-0.3753290377994273
ACH-000778,-0.3693431115103709
ACH-000781,-0.2874213559549352
ACH-000782,-0.25903555598848904
ACH-000783,-0.7461838821401542
ACH-000784,-0.15783973079094538
ACH-000785,-0.2298528164723723
ACH-000787,-0.2385109240226497
ACH-000788,-0.285036906064021
ACH-000791,-0.1563711734729418
ACH-000792,-0.2216699132737653
ACH-000794,-0.231284542175892
ACH-000796,-0.3844482609416382
ACH-000798,-0.29952596416890737
ACH-000799,-0.1310389279575499
ACH-000800,-0.18043188494481927
ACH-000802,-0.14105793459204966
ACH-000804,-0.1978147936029584
ACH-000805,-0.20458384741023225
ACH-000809,-0.29171869240674825
ACH-000810,-0.3715519019475232
ACH-000811,-0.2358107236113573
ACH-000817,-0.053008112565881206
ACH-000819,-0.2979751789448746
ACH-000820,-0.05542040929095374
ACH-000821,-0.2577354063868582
ACH-000822,-0.15546582075172538
ACH-000823,-0.2127680646764437
ACH-000824,-0.07951981034858595
ACH-000827,-0.18081563046830929
ACH-000829,-0.1124756349753272
ACH-000831,-0.15779019866289004
ACH-000832,-0.2613773465403053
ACH-000833,-0.31167453647811577
ACH-000834,-0.26812559443426864
ACH-000835,-0.29518917331962924
ACH-000836,-0.2760160871156595
ACH-000837,-0.20227589732375
ACH-000838,-0.43120400729553743
ACH-000839,-0.3005116781352355
ACH-000840,-0.3448977818405665
ACH-000841,-0.14270399747534251
ACH-000843,-0.2742388636664668
ACH-000846,-0.3061202778339656
ACH-000847,-0.3038314928498141
ACH-000848,-0.23631825728234254
ACH-000849,-0.10777230093959177
ACH-000851,-0.3863483921498537
ACH-000855,0.08199374884957347
ACH-000856,-0.21309981852300275
ACH-000858,-0.24912274904333706
ACH-000859,-0.3415653218420968
ACH-000861,-0.2933874959532333
ACH-000862,-0.3969144640097146
ACH-000865,-0.2493823269544581
ACH-000866,-0.28622434781130496
ACH-000867,-0.2860710879103458
ACH-000869,-0.23512342094327204
ACH-000872,-0.2173205465356336
ACH-000873,-0.3967887890415669
ACH-000876,-0.37210903235461945
ACH-000878,-0.32322813526336497
ACH-000880,-0.12165298598457548
ACH-000881,-0.15913679977872094
ACH-000882,-0.258223272809967
ACH-000884,-0.3133526230224229
ACH-000885,-0.2074156436701035
ACH-000887,-0.1749072780477036
ACH-000889,-0.6384992571487516
ACH-000896,-0.2148799476898011
ACH-000898,-0.2872496399200642
ACH-000900,-0.2280647222497707
ACH-000901,-0.1066662855686551
ACH-000905,-0.2319998135164713
ACH-000906,-0.3789523956803434
ACH-000907,-0.4042336260183897
ACH-000910,-0.2635748620371523
ACH-000911,-0.2580583702953605
ACH-000912,-0.10707781207920107
ACH-000913,-0.33256275883688546
ACH-000915,-0.3463809838862829
ACH-000916,-0.2492007500533661
ACH-000917,-0.20281459907473226
ACH-000920,-0.33458651440272313
ACH-000921,-0.3701476191455729
ACH-000924,-0.2464930781505208
ACH-000926,-0.06650347818595485
ACH-000928,-0.1447664794717504
ACH-000929,-0.2862819362142817
ACH-000932,-0.1490057299000071
ACH-000935,-0.28473827817928504
ACH-000936,-0.22367693164909985
ACH-000937,-0.33951723938473083
ACH-000938,-0.2798691066208513
ACH-000939,-0.3595841419526517
ACH-000941,-0.4162524151223164
ACH-000943,-0.12038652949253545
ACH-000946,-0.3110317381917589
ACH-000947,-0.2163868297289541
ACH-000948,-0.2039629282865227
ACH-000950,-0.1992829576786183
ACH-000953,-0.17238423627699634
ACH-000954,-0.15517236946357413
ACH-000957,-0.011331428456462948
ACH-000958,-0.033389760706375636
ACH-000960,-0.23629026004137965
ACH-000963,-0.3548014707600925
ACH-000968,-0.2906588814561265
ACH-000969,-0.004166912372639632
ACH-000972,-0.2294496488930447
ACH-000973,-0.2673580965341679
ACH-000974,-0.15335768899414312
ACH-000978,-0.3580745100613572
ACH-000984,-0.2897211291777769
ACH-000986,-0.25332797429302245
ACH-000988,-0.18440096552951896
ACH-000993,-0.29116071252738923
ACH-000994,-0.26711176629004696
ACH-000996,-0.44899954381476737
ACH-001001,-0.24250327992938575
ACH-001020,-0.08952420241722066
ACH-001028,-0.2402279560375169
ACH-001031,-0.25828261878166764
ACH-001038,-0.2687323362225688
ACH-001048,-0.26266842421636266
ACH-001050,-0.29868665355793816
ACH-001053,-0.4174519235145054
ACH-001054,-0.35933539754808863
ACH-001061,-0.2242011547637572
ACH-001067,-0.3987371322465474
ACH-001075,-0.514870997770695
ACH-001096,-0.3553839596101792
ACH-001111,-0.5560634604197779
ACH-001119,-0.3776862255509317
ACH-001128,-0.2898101760696404
ACH-001134,-0.19910096548421904
ACH-001151,-0.303398687304594
ACH-001163,-0.1016206783460496
ACH-001164,-0.3730018573601315
ACH-001183,-0.3729519208886258
ACH-001192,-0.16307580964787827
ACH-001193,-0.3053268850476702
ACH-001196,-0.2792844518071307
ACH-001197,-0.3648046730353488
ACH-001205,-0.21028714822537026
ACH-001211,-0.21819608768864854
ACH-001212,-0.11036200135954248
ACH-001228,-0.08135338216085906
ACH-001232,-0.29319559688701724
ACH-001239,-0.2580170357859444
ACH-001270,-0.1363580387732729
ACH-001274,-0.39738139515665705
ACH-001275,-0.2214776042370516
ACH-001277,-0.05118517650797266
ACH-001278,-0.2425665506141576
ACH-001280,-0.13089533698272154
ACH-001283,-0.2673568174109658
ACH-001289,-0.3589436948095546
ACH-001300,-0.17565195840169154
ACH-001301,-0.2781761094747304
ACH-001302,-0.30921434457112784
ACH-001306,-0.25204322384854444
ACH-001318,-0.17808713484421626
ACH-001322,-0.3497356572041829
ACH-001328,-0.3679288982581577
ACH-001332,-0.21596695404953234
ACH-001336,-0.39698758200183937
ACH-001346,-0.33413218211195456
ACH-001353,-0.3086758066667332
ACH-001354,-0.3987454779163607
ACH-001367,-0.11239115138373892
ACH-001368,-0.2902466576998688
ACH-001374,-0.10026975804770127
ACH-001377,-0.24426596603125925
ACH-001380,-0.3953457515653152
ACH-001391,-0.2266232055232088
ACH-001408,-0.2267798925752573
ACH-001430,-0.11159365373468133
ACH-001431,-0.27680287207036
ACH-001450,-0.5069652138018499
ACH-001496,-0.27106069829342844
ACH-001500,-0.34301728399837145
ACH-001523,-0.1493844283243835
ACH-001532,-0.3191636836345848
ACH-001550,-0.27024980820226946
ACH-001552,-0.24830310887109805
ACH-001554,-0.37273885185987937
ACH-001654,-0.20447919777446247
ACH-001735,-0.3652036050080503
ACH-001736,-0.2410864551540389
ACH-001737,-0.15332286590268845
ACH-001740,-0.5393233102013308
ACH-001745,-0.4994171705295901
ACH-001765,-0.5862964697060326
