,SEMA6D (80031)
ACH-000004,0.04726627612262555
ACH-000005,0.1105594438437872
ACH-000007,0.11812535344626107
ACH-000009,0.03650102331302448
ACH-000011,0.05085717960868458
ACH-000012,0.06135035105132379
ACH-000013,0.04165529864504106
ACH-000014,0.11701791003073045
ACH-000015,0.02318918431812519
ACH-000017,0.17565812286065074
ACH-000018,0.2420268866034995
ACH-000019,0.02709580848626927
ACH-000021,0.11006655140302844
ACH-000022,-0.03106242140215848
ACH-000025,-0.053357036002745564
ACH-000028,0.2263533750955257
ACH-000030,0.06340816923489205
ACH-000035,0.1364780297988858
ACH-000036,0.2599620578448084
ACH-000037,0.08190513698585297
ACH-000039,-0.0021861482179039585
ACH-000040,0.1519491832389495
ACH-000041,-0.026137267178599145
ACH-000042,0.09087515605780763
ACH-000045,0.2406847204625692
ACH-000047,-0.05476211833871986
ACH-000052,0.1643604362208706
ACH-000053,0.045577204088459104
ACH-000054,0.11865921820798875
ACH-000055,0.17472387138085715
ACH-000060,0.19100459179041626
ACH-000067,0.06795362056966328
ACH-000070,0.1990122766125489
ACH-000075,0.07526589200624519
ACH-000078,-0.010198116854444777
ACH-000082,0.020590347714609384
ACH-000085,0.6157563668996426
ACH-000086,0.11723049192992678
ACH-000087,0.135365094530256
ACH-000092,-0.0072473849622103625
ACH-000095,-0.08569900856874423
ACH-000097,0.07720264078594763
ACH-000098,0.12345773520388277
ACH-000099,0.012054806982805064
ACH-000108,0.15718618314876814
ACH-000113,0.013479061304842306
ACH-000116,0.039814435252536036
ACH-000118,0.052815755451120536
ACH-000120,-0.13529327348287534
ACH-000123,0.06502189852306428
ACH-000127,0.11351268813574515
ACH-000128,-0.05493928870857135
ACH-000132,-0.04107831881293185
ACH-000133,0.07728590353817917
ACH-000137,0.05262390290172902
ACH-000138,0.14881492453972645
ACH-000142,0.10873906709274186
ACH-000143,0.16355157332908982
ACH-000146,0.004721387975507441
ACH-000148,0.04848217262336193
ACH-000150,0.031616493969971106
ACH-000152,0.08186330829538972
ACH-000153,0.17014773472927772
ACH-000159,0.10944516364673268
ACH-000160,-0.032537314229686705
ACH-000163,0.05342900027387326
ACH-000167,-0.2603222621937613
ACH-000168,-0.003103640361903961
ACH-000169,-0.12500632521039348
ACH-000178,0.08884914951692298
ACH-000183,0.04941423099818937
ACH-000188,-0.07664336378152131
ACH-000189,0.07386806730709511
ACH-000190,0.11631125190479112
ACH-000198,0.06607186748642528
ACH-000203,0.4919229165174909
ACH-000204,0.04412713890532905
