,BNIP3L (665)
ACH-000004,0.207189358344686
ACH-000005,0.3012864463706151
ACH-000007,0.1226331002650278
ACH-000009,0.2011565169342284
ACH-000011,0.09873849604767346
ACH-000012,0.24234319692559456
ACH-000013,0.2035505860512326
ACH-000014,0.188253951487166
ACH-000015,0.11607032880012745
ACH-000017,0.3034730415481495
ACH-000018,0.20438743332676332
ACH-000019,0.24846463798668636
ACH-000021,0.1566937072166867
ACH-000022,0.1845767043449565
ACH-000025,0.07797984061309801
ACH-000028,0.09895125643336307
ACH-000030,0.24025071772232826
ACH-000035,0.1006743506552771
ACH-000036,0.2695911700320965
ACH-000037,0.20609452949762969
ACH-000039,0.1238772621250576
ACH-000040,0.22524258184223506
ACH-000041,0.12956549643012266
ACH-000042,0.11168496389052984
ACH-000045,0.2249771218387739
ACH-000047,0.32326990567730435
ACH-000052,-0.08901724609204179
ACH-000053,0.1884486739776524
ACH-000054,0.19014665072720646
ACH-000055,0.16094723105051326
ACH-000060,0.04366132792481262
ACH-000067,0.07910466041444683
ACH-000070,0.205086553297661
ACH-000075,0.23514387221465535
ACH-000078,0.1812068819577828
ACH-000082,0.24144037726778084
ACH-000085,0.1474720353591697
ACH-000086,0.3189719537746397
ACH-000087,0.11298657820112087
ACH-000092,0.14753511135811648
ACH-000095,0.1074851175530828
ACH-000097,0.15748096821141916
ACH-000098,0.2989709986797465
ACH-000099,0.1525506053760583
ACH-000108,0.2462342473333529
ACH-000113,0.3012388009306766
ACH-000116,0.24538957581585336
ACH-000118,0.1814657057871964
ACH-000120,0.10624486061160997
ACH-000123,0.22219355298670254
ACH-000127,0.20648711126844316
ACH-000128,0.20942256356800185
ACH-000132,0.20673156177289254
ACH-000133,0.11665478526222298
ACH-000137,0.2054643786785154
ACH-000138,0.19545141533032984
ACH-000142,0.21857196415071506
ACH-000143,0.16249146540158466
ACH-000146,0.21728601112509188
ACH-000148,0.2379690706060917
ACH-000150,0.19046820369762665
ACH-000152,0.3393262377296738
ACH-000153,0.3070932062246735
ACH-000159,0.21952900723775304
ACH-000160,0.26302623015013377
ACH-000163,0.2777302684013536
ACH-000167,0.8617952784350547
ACH-000168,-0.03323887380570757
ACH-000169,0.2875732936987619
ACH-000178,0.1923765316044653
ACH-000183,0.2013993669665252
ACH-000188,0.08933934045480263
ACH-000189,0.2223702281007159
ACH-000190,0.0630074416372788
ACH-000198,0.17695908785606385
ACH-000203,0.17408213836008066
ACH-000204,0.2953800324539636
ACH-000206,0.11083376585409108
ACH-000207,0.11466070831003874
ACH-000208,0.10688932549299314
ACH-000210,0.2530604699863482
ACH-000211,0.18807022278732666
ACH-000215,0.2083313609029967
ACH-000221,0.2957313722146664
ACH-000222,0.20755846791411167
ACH-000223,0.1969515683851656
ACH-000226,0.12991994753005848
ACH-000227,0.279032181077976
ACH-000228,0.15413912799644278
ACH-000231,0.1611474002989886
ACH-000232,0.2116295418125632
ACH-000233,0.20063649902389946
ACH-000234,0.1620845619398083
ACH-000235,0.13730440094326035
ACH-000237,0.18602811068642655
ACH-000238,0.1844885757789748
ACH-000242,-0.02248274073908813
ACH-000243,0.16663396885650975
ACH-000244,0.21288218212188909
ACH-000246,0.1579782285568742
ACH-000248,0.17440770316174015
ACH-000250,0.1312566331282703
ACH-000251,0.1452988545403554
ACH-000252,0.18698980540415885
ACH-000253,0.20047484567817184
ACH-000255,0.15033860382078684
ACH-000256,0.2523608713278723
ACH-000257,0.2839735895902135
ACH-000258,0.13924173982403235
ACH-000259,0.2669875174443478
ACH-000260,0.2217347201498241
ACH-000261,0.10710319144717777
ACH-000262,0.1661701065667937
ACH-000263,0.2261671377265435
ACH-000264,0.16457837468491646
ACH-000265,0.15384260542870282
ACH-000266,0.21466127654301312
ACH-000272,0.16974323520848464
ACH-000274,0.19078767751144565
ACH-000277,0.30922300109215195
ACH-000278,0.18227352569573596
ACH-000279,0.2133713970260387
ACH-000280,0.05963464863126184
ACH-000281,0.19113491375058814
ACH-000288,0.24675765251354195
ACH-000291,0.20209020130185448
ACH-000293,0.19304066258660904
ACH-000294,0.27296475227618083
ACH-000295,0.2321266848982106
ACH-000296,0.14324937978669924
ACH-000302,0.17759761029292773
ACH-000304,0.31573524137038417
ACH-000307,0.2649427395740835
ACH-000308,0.2119762266001616
ACH-000310,0.04736982963376645
ACH-000311,0.12034918147875105
ACH-000312,0.2297170468059101
ACH-000315,0.40340051120429177
ACH-000316,0.09418012858794757
ACH-000317,0.2074277501235668
ACH-000318,0.16118365873069573
ACH-000319,0.10574238851541386
ACH-000320,0.2920749630372975
ACH-000322,0.16520043925396488
ACH-000323,0.1384243036524133
ACH-000324,0.25353406621946395
ACH-000329,0.1633049458992551
ACH-000330,0.1806620688712313
ACH-000331,0.17126128863693774
ACH-000332,0.22322498644348865
ACH-000334,0.2941786357514235
ACH-000335,0.21366038079284885
ACH-000336,0.1963006470501464
ACH-000337,0.3013302901625892
ACH-000338,0.1911629074000489
ACH-000339,0.15870584436680568
ACH-000341,0.10260174574528416
ACH-000348,0.2589442643191122
ACH-000350,0.1150177692691724
ACH-000352,0.07520756911187802
ACH-000356,0.15560089252171508
ACH-000361,0.08833824689619818
ACH-000362,0.17133972954313947
ACH-000363,0.10808830112879504
ACH-000364,0.3342157228376771
ACH-000365,0.19882455180975608
ACH-000366,0.2314659655201545
ACH-000368,0.24669664006708925
ACH-000374,0.08899712233822815
ACH-000375,0.2573057417834916
ACH-000376,0.16661857048598164
ACH-000381,0.2502111545422752
ACH-000383,0.13462536444898246
ACH-000387,0.2400671786605489
ACH-000389,0.29365491821762835
ACH-000390,0.25359703244684745
ACH-000393,0.18030192426403766
ACH-000395,0.07618754973351106
ACH-000396,0.17511343016681669
ACH-000397,0.24096226731776565
ACH-000401,0.1639211717030687
ACH-000402,0.2874463396935737
ACH-000403,0.12909040956853685
ACH-000404,0.3664971374825954
ACH-000406,0.2184328118038629
ACH-000407,0.12039166537008775
ACH-000408,0.1058382740420204
ACH-000410,0.07412253693643624
ACH-000411,0.1671267424735465
ACH-000414,0.11945820457235135
ACH-000415,0.16098522856927588
ACH-000416,0.17044709931234814
ACH-000420,0.11253229302993302
ACH-000421,0.20453333882026595
ACH-000424,0.3976434656443374
ACH-000425,0.248458401212297
ACH-000426,0.22111780475473705
ACH-000427,0.10093613843111042
ACH-000433,0.2989674235023439
ACH-000435,0.12618457938862204
ACH-000436,0.2926700761277994
ACH-000444,0.17526284221954008
ACH-000445,0.20634535020338846
ACH-000448,0.1402170965941733
ACH-000450,0.13116435465577594
ACH-000452,0.20868520492804135
ACH-000454,0.09751812402015196
ACH-000458,0.0441868408007306
ACH-000459,0.14130663192403875
ACH-000460,0.19375413941346928
ACH-000461,0.2140191918610948
ACH-000463,0.23381233913458066
ACH-000464,0.2247103005327684
ACH-000466,0.1281711141429024
ACH-000467,0.17056785372844865
ACH-000468,0.18653314848755975
ACH-000469,0.1336596035271668
ACH-000470,0.13929065873557162
ACH-000471,0.20308124054726456
ACH-000472,0.16297051246641606
ACH-000473,0.33949629535040937
ACH-000475,0.10846702161319632
ACH-000476,0.08786327215611828
ACH-000477,0.17034626453131524
ACH-000479,0.06792017572018526
ACH-000480,0.2687150551248377
ACH-000481,0.1210186908863782
ACH-000483,0.16806318081769106
ACH-000484,0.1518652066823062
ACH-000485,0.12683227199113511
ACH-000486,0.18654545667507588
ACH-000487,0.10060287784768902
ACH-000488,0.2654296524881952
ACH-000490,0.18778975868802755
ACH-000491,0.2081193559401812
ACH-000495,0.1374749555309702
ACH-000496,0.2384369454299489
ACH-000499,0.4105638203917039
ACH-000500,0.19893707516899511
ACH-000502,0.1881173281944261
ACH-000503,0.19223562141987013
ACH-000505,0.19033927523205504
ACH-000507,0.09706029902465847
ACH-000510,0.17689259300206855
ACH-000511,0.24942207316138676
ACH-000512,0.17438328960668775
ACH-000516,0.12299231975145335
ACH-000517,0.14544797351195565
ACH-000518,0.2074162480521868
ACH-000520,0.13420244196654732
ACH-000521,0.20758575305616225
ACH-000522,0.19443880599753585
ACH-000524,0.10398930130714347
ACH-000527,0.2006988415966378
ACH-000528,0.1669583836045786
ACH-000537,0.15306201776373465
ACH-000541,0.16049301913428868
ACH-000542,0.27773908519572865
ACH-000544,0.024130197182392975
ACH-000545,0.3166142885914729
ACH-000547,-0.04876753223498168
ACH-000548,-0.0453524411063512
ACH-000549,0.17924810961101853
ACH-000550,0.18913626887890864
ACH-000552,0.020516455285902367
ACH-000556,0.10026310969496936
ACH-000557,0.08746222762229068
ACH-000569,0.07405084480451933
ACH-000570,0.2625136647274458
ACH-000571,0.2012080431650946
