,MEIOB (254528)
ACH-000004,0.05707893398956829
ACH-000005,-0.2373777034650445
ACH-000007,0.10314203488417532
ACH-000009,-0.02645780856119537
ACH-000011,-0.1073460757032945
ACH-000012,0.020881077526044237
ACH-000013,-0.02397219311312076
ACH-000014,-0.11034144505008103
ACH-000015,-0.008642796945106567
ACH-000017,-0.11630444753862257
ACH-000018,-0.03808839915977184
ACH-000019,-0.007120907387282624
ACH-000021,-0.08143183144460474
ACH-000022,-0.0821219598509899
ACH-000025,-0.12870209640548835
ACH-000028,-0.07144669517830626
ACH-000030,-0.0407944769238241
ACH-000035,-0.09745267076059708
ACH-000036,-0.2155182584460576
ACH-000037,-0.1114792898149936
ACH-000039,-0.08219052494872098
ACH-000040,-0.059946913629445764
ACH-000041,-0.04049760192051929
ACH-000042,-0.01092842231777986
ACH-000045,-0.1009874226411144
ACH-000047,-0.003229899875746127
ACH-000052,0.0903148048321803
ACH-000053,-0.016527068678635962
ACH-000054,-0.09329131605019723
ACH-000055,-0.057418424795302174
ACH-000060,-0.0999305514814631
ACH-000067,0.08105217693200703
ACH-000070,-0.0144695922024529
ACH-000075,-0.1353142399189914
ACH-000078,-0.13586267131944693
ACH-000082,-0.054747725190102466
ACH-000085,-0.19547849361378308
ACH-000086,-0.030185898318918786
ACH-000087,-0.03969623996949101
ACH-000092,-0.08140255161493136
ACH-000095,-0.0562800305465884
ACH-000097,0.09070360510202344
ACH-000098,-0.11448106497100885
ACH-000099,-0.07106369645716723
ACH-000108,-0.04156952214519268
ACH-000113,-0.1042291570486489
ACH-000116,-0.1462852185407066
ACH-000118,-0.13071308381425029
ACH-000120,-0.11085501742638666
ACH-000123,-0.01032528953690665
ACH-000127,-0.03197169073436748
ACH-000128,0.03474959978057363
ACH-000132,-0.16415641538784914
ACH-000133,-0.18536881110731854
ACH-000137,-0.1019704852447292
ACH-000138,-0.08082336970009782
ACH-000142,-0.2281086987659981
ACH-000143,0.053556782699058315
ACH-000146,-0.0431174256840003
ACH-000148,-0.06936025617334078
ACH-000150,-0.09117007347221713
ACH-000152,0.04608848697235505
ACH-000153,0.03936778644423846
ACH-000159,-0.034309359599054665
ACH-000160,-0.10765365315951156
ACH-000163,-0.08526724561488915
ACH-000167,-0.27157745061033056
ACH-000168,-0.054390794664676514
ACH-000169,-0.13000922396944967
ACH-000178,-0.08653369213610887
ACH-000183,-0.03275760123205803
ACH-000188,-0.010810233356218672
ACH-000189,0.07757251275787681
ACH-000190,-0.06215861984908794
ACH-000198,-0.1518263720892259
ACH-000203,0.24558726966360075
ACH-000204,-0.20227098001021845
ACH-000206,0.0877454725440954
ACH-000207,-0.12416805899571533
ACH-000208,-0.2310102504696391
ACH-000210,0.0943144872166196
ACH-000211,-0.009680264822702544
ACH-000215,-0.12615729653853322
ACH-000221,-0.034872901126029504
ACH-000222,-0.10763710115481806
ACH-000223,0.018994142264675145
ACH-000226,-0.10178001922999402
ACH-000227,-0.1465608926873668
ACH-000228,0.027684438397424144
ACH-000231,-0.046193278966181466
ACH-000232,-0.031347014742984215
ACH-000233,-0.07274990879788414
ACH-000234,-0.02421996900779544
ACH-000235,-0.04089793585689561
ACH-000237,-0.06589946435727431
ACH-000238,-0.10661856924857767
ACH-000242,0.13412266080072244
ACH-000243,-0.049152520279650544
ACH-000244,-0.2987320439170841
ACH-000246,0.012408193299837462
ACH-000248,-0.06495647445588189
ACH-000250,-0.09379630071637902
ACH-000251,0.07463620238696578
ACH-000252,-0.09234863803454686
ACH-000253,-0.015341823003456004
ACH-000255,0.04394939889102501
ACH-000256,0.03427921291156222
ACH-000257,-0.1019588526710439
ACH-000258,-0.08948870691261653
ACH-000259,-0.1138606393647286
ACH-000260,0.013655577055701482
ACH-000261,-0.06061087715706327
ACH-000262,-0.05832282406359322
ACH-000263,-0.13134095005893656
ACH-000264,-0.0775118093810076
ACH-000265,-0.09723849022198623
ACH-000266,-0.08072557597789802
ACH-000272,-0.06204783632902899
ACH-000274,-0.12251645902733345
ACH-000277,-0.041401770151112634
ACH-000278,-0.08607887175626444
ACH-000279,-0.04156373680713429
ACH-000280,-0.1528959591610876
ACH-000281,-0.06847512128662822
ACH-000288,-0.25869198811764704
ACH-000291,-0.01870135286242408
ACH-000293,-0.16030038303205876
ACH-000294,-0.1450356498999187
ACH-000295,-0.07867947926250403
ACH-000296,0.0046549982624834365
ACH-000302,-0.026406935087132148
ACH-000304,-0.0996932506924815
ACH-000307,-0.055924731181482425
ACH-000308,-0.04616595509982328
ACH-000310,-0.10862489045160087
ACH-000311,-0.06873632963726478
ACH-000312,-0.08914678537405081
ACH-000315,0.07385601994647505
ACH-000316,-0.1745923136515173
ACH-000317,-0.0010018690837379756
ACH-000318,-0.0409397543000535
ACH-000319,-0.10277131402709674
ACH-000320,-0.11768310634168752
ACH-000322,-0.177630877482639
ACH-000323,-0.1865238432221024
ACH-000324,-0.05598513428210214
ACH-000329,-0.06052779683777053
ACH-000330,-0.07464626085519299
ACH-000331,0.009235558245977351
ACH-000332,-0.07260130507684545
ACH-000334,-0.12342828415378602
ACH-000335,-0.09803872015756147
ACH-000336,-0.10309354117751106
ACH-000337,-0.22519349455276724
ACH-000338,-0.6326819608423047
ACH-000339,-0.022341597553997238
ACH-000341,-0.037364876424511216
ACH-000348,-0.07725186965676732
ACH-000350,-0.05249981165207746
ACH-000352,-0.016037110802665216
ACH-000356,0.019117295958003638
ACH-000361,0.07425260395892311
ACH-000362,-0.06877702897083726
ACH-000363,-0.12348299186244435
ACH-000364,-0.04422458483112915
ACH-000365,-0.009373858387666092
ACH-000366,-0.05132625613765917
ACH-000368,-0.059607814800701715
ACH-000374,-0.03487437806947462
ACH-000375,0.052412443179151405
ACH-000376,-0.018076992804383556
ACH-000381,0.16649491941792466
ACH-000383,-0.034711158726275754
ACH-000387,-0.07726183338273382
ACH-000389,0.02281073754278448
ACH-000390,-0.08801578388581194
ACH-000393,0.05416728256248626
ACH-000395,-0.047025257670330514
ACH-000396,-0.10295826280565636
ACH-000397,0.0017820092524958547
ACH-000401,0.05094092820235595
ACH-000402,-0.10036111831059967
ACH-000403,-0.12582080195876258
ACH-000404,-0.20776216858234575
ACH-000406,-0.02899943577331351
ACH-000407,-0.07388622377252496
ACH-000408,-0.1906003000768606
ACH-000410,-0.09376986380220416
ACH-000411,0.010454368480287878
ACH-000414,-0.08663709635172716
ACH-000415,-0.0808469934732055
ACH-000416,-0.12957612653490164
ACH-000420,-0.13484240997945734
ACH-000421,-0.09130550832495436
ACH-000424,0.002481099602081561
ACH-000425,-0.06668311672037802
ACH-000426,-0.06458074771938023
ACH-000427,-0.09066126776689
ACH-000433,-0.06649395462778153
ACH-000435,0.13196531834861114
ACH-000436,0.0001278210868892765
ACH-000444,0.08085039505809805
ACH-000445,-0.047429340711652584
ACH-000448,-0.0246807839890887
ACH-000450,0.11181197381153632
ACH-000452,-0.051174453383962384
ACH-000454,-0.18961991570763767
ACH-000458,-0.052123291352682184
ACH-000459,0.06785367907711032
ACH-000460,0.0030645628389699853
ACH-000461,-0.01059328272787035
ACH-000463,-0.0035744525778031813
ACH-000464,-0.14673548887940965
ACH-000466,-0.09788432366140637
ACH-000467,0.09433610674892924
ACH-000468,-0.10269968514198828
ACH-000469,-0.01301723638183268
ACH-000470,0.034104929852600954
ACH-000471,-0.018759382842683102
ACH-000472,-0.0570062997983844
ACH-000473,0.01462242949555873
