,CIC (23152)
ACH-000004,-0.17747852738905198
ACH-000005,-0.14684406038642833
ACH-000007,-0.19593760702009855
ACH-000009,-0.136136322324457
ACH-000011,0.05426924935023781
ACH-000012,0.05118458422768386
ACH-000013,-0.22292162051526
ACH-000014,0.040795429123633466
ACH-000015,-0.08111107863098989
ACH-000017,-0.3808517527187881
ACH-000018,-0.015344672706848013
ACH-000019,-0.5342287270729511
ACH-000021,-0.16925111675758148
ACH-000022,-0.14430231826010992
ACH-000025,-0.06301449322455513
ACH-000028,-0.25329445733958383
ACH-000030,-0.15857923744502386
ACH-000035,-0.15775886077868634
ACH-000036,0.14848092326758858
ACH-000037,-0.13421008339116974
ACH-000039,-0.17471853793090356
ACH-000040,-0.21237359600406489
ACH-000041,0.006521153817119598
ACH-000042,0.04381189970523038
ACH-000045,-0.12077602812549434
ACH-000047,-0.08156093035449019
ACH-000052,-0.2318951748706022
ACH-000053,-0.049147352181117286
ACH-000054,-0.19972919519980653
ACH-000055,-0.1313257173350489
ACH-000060,0.0922493442865714
ACH-000067,-0.14048929730297335
ACH-000070,-0.002524697314033191
ACH-000075,-0.21765604176204015
ACH-000078,0.024671330407830608
ACH-000082,-0.13302640106091396
ACH-000085,-0.18143806102339416
ACH-000086,0.07256260747120966
ACH-000087,-0.09340962726554856
ACH-000092,0.19514778429043025
ACH-000095,-0.02044808990871969
ACH-000097,-0.36673782816473904
ACH-000098,-0.22136345872670307
ACH-000099,-0.17467509111348173
ACH-000108,-0.10228189320450072
ACH-000113,0.043676366864483375
ACH-000116,0.006537902334035205
ACH-000118,-0.12373245504452456
ACH-000120,0.03863468172242815
ACH-000123,-0.2871175155719682
ACH-000127,-0.13455863257945738
ACH-000128,-0.2379061915341572
ACH-000132,-0.13210865323599952
ACH-000133,0.023843992277597998
ACH-000137,-0.1893649711523107
ACH-000138,-0.18940061946003856
ACH-000142,0.12632612386555694
ACH-000143,0.14423542549193344
ACH-000146,-0.09843945502962922
ACH-000148,-0.03971808551527633
ACH-000150,-0.08562100114061068
ACH-000152,0.004484103345808243
ACH-000153,0.2278315317863001
ACH-000159,-0.06537518505874351
ACH-000160,-0.1701070054698621
ACH-000163,-0.14867371103489765
ACH-000167,0.28671244437428645
ACH-000168,-0.15350159925162024
ACH-000169,-0.08260743517189499
ACH-000178,-0.2087483653017216
ACH-000183,-0.1233729733976554
ACH-000188,-0.0016448029549823778
ACH-000189,0.28913706490220764
ACH-000190,-0.5073113385062136
ACH-000198,0.06370110879739545
ACH-000203,-0.5128220823822787
ACH-000204,0.3115140715726141
ACH-000206,-0.3485739343897677
ACH-000207,0.1390824712311307
ACH-000208,-0.39905432676914027
ACH-000210,-0.2024782620697847
ACH-000211,-0.18682563379889774
ACH-000215,-0.15374687265130402
ACH-000221,-0.09399346627989802
ACH-000222,-0.25901483808403186
ACH-000223,-0.02774635594393252
ACH-000226,-0.11428825487282307
ACH-000227,0.0868561819395163
ACH-000228,-0.10871287476595852
ACH-000231,0.05601917315223221
ACH-000232,-0.2881654944999792
ACH-000233,-0.08202006013857313
ACH-000234,-0.1425828587913097
ACH-000235,-0.17556685030241992
ACH-000237,-0.05278483018150791
ACH-000238,-0.02173224069663593
ACH-000242,-0.5883149358650228
ACH-000243,-0.05448098391672842
ACH-000244,-0.291602229046016
ACH-000246,-0.028794314580877944
ACH-000248,-0.25655315258272754
ACH-000250,-0.1404890144831461
ACH-000251,-0.06522916357367585
ACH-000252,-0.13319185439132886
ACH-000253,-0.08662664045513205
ACH-000255,0.023458475066489824
ACH-000256,-0.0015253827901089644
ACH-000257,-0.05576208143350948
ACH-000258,0.07567644093935275
ACH-000259,-0.05424815930564178
ACH-000260,-0.2959081656410297
ACH-000261,-0.1298582619989839
ACH-000262,0.04829295181503327
ACH-000263,0.0727757032762308
ACH-000264,-0.13216405293181058
ACH-000265,-0.1741960436876409
ACH-000266,-0.08186313572364347
ACH-000272,0.11017368048500432
ACH-000274,-0.12804040263311212
ACH-000277,-0.4740167057396865
ACH-000278,-0.07593057020695021
ACH-000279,-0.10369311286800134
ACH-000280,-0.1921599085853548
ACH-000281,-0.012023340060482387
ACH-000288,0.1175950287164939
ACH-000291,-0.15583476947548955
ACH-000293,0.07701435958131178
ACH-000294,-0.042328752249223986
ACH-000295,0.04877442777958425
ACH-000296,-0.07528497181272692
ACH-000302,-0.08838039260278634
ACH-000304,-0.02349416356292959
ACH-000307,0.1385863803069531
ACH-000308,-0.1553898008027037
ACH-000310,-0.1253125239687622
ACH-000311,0.05958433251276165
ACH-000312,-0.041225875723785686
ACH-000315,-0.1374386602939379
ACH-000316,0.2070090334581616
ACH-000317,0.07515738030044816
ACH-000318,-0.15891720169679133
ACH-000319,0.047306194132186105
ACH-000320,0.0262003536614935
ACH-000322,-0.0480192671384936
ACH-000323,0.00028177480975277616
ACH-000324,-0.1402276483296886
ACH-000329,0.04929058853382078
ACH-000330,-0.33373887495257065
ACH-000331,-0.07237338214913504
ACH-000332,-0.08510094871932973
ACH-000334,-0.020170160168198708
ACH-000335,-0.1736913586349602
ACH-000336,0.07085413571795815
ACH-000337,-0.20702897607612894
ACH-000338,-0.15164850001923055
ACH-000339,-0.2817167742003843
ACH-000341,-0.11131161438554472
