,TAF1D (79101)
ACH-000278,-0.4177631866150487
ACH-000279,-0.1562887377440488
ACH-000280,-0.43338571532056697
ACH-000281,-0.2680962797449644
ACH-000288,-0.5338919530792351
ACH-000291,-0.4603466597284784
ACH-000293,-0.4594344108147713
ACH-000294,-0.17848737700121814
ACH-000295,-0.2976895681267935
ACH-000296,-0.4634852524662704
ACH-000302,-0.2685040903874724
ACH-000304,-0.7357272455751489
ACH-000307,-0.4770340464192131
ACH-000308,-0.5526241086049772
ACH-000310,-0.29529980432483466
ACH-000311,-0.8020916494425752
ACH-000312,-0.3148869293922016
ACH-000315,-0.1968885309050276
ACH-000316,-0.5267815320362309
ACH-000317,-0.6429328281330695
ACH-000318,-0.7066613282860869
ACH-000319,-0.6613623221416098
ACH-000320,-0.5168062602812223
ACH-000322,-0.6440749212663481
ACH-000323,-0.5129405734340903
ACH-000324,-0.6174583115913721
ACH-000329,-0.5521240864926112
ACH-000330,-0.40471481573979456
ACH-000331,-0.6745468021340514
ACH-000332,-0.3733685170039127
ACH-000334,-0.4270134914460797
ACH-000335,-0.5352059884149439
ACH-000336,-0.8038030291097734
ACH-000337,-0.4514799315084777
ACH-000338,-0.7179706227102155
ACH-000339,-0.5877031482488202
ACH-000341,-0.3896432114488489
ACH-000348,-0.4732241989427088
ACH-000350,-0.2824139056360471
ACH-000352,-0.32984326745979803
ACH-000356,-0.42019380517667293
ACH-000361,-0.7641392416243196
ACH-000362,-0.4739222355783187
ACH-000363,-0.5550954722604468
ACH-000364,-0.5006972692340328
ACH-000365,-0.31609758206129124
ACH-000366,-0.09713870179485576
ACH-000368,-0.4310154861720453
ACH-000374,-0.7813520610373359
ACH-000375,-0.3938820691554435
ACH-000376,-0.5964123154492529
ACH-000381,-0.32729056875054624
ACH-000383,-0.2524904718707928
ACH-000387,-0.2591501280645716
ACH-000389,-0.7545658270089151
ACH-000390,-0.3087145163601239
ACH-000393,-0.30366297196506475
ACH-000395,-0.3499287020952187
ACH-000396,-0.479629023255698
ACH-000397,-0.5405765103168958
ACH-000401,-0.3873683807289581
ACH-000402,-0.21093524653950144
ACH-000403,-0.256474030346456
ACH-000404,-0.5112146397147996
ACH-000406,-0.5102890523678009
ACH-000407,-0.4498529458433749
ACH-000408,-0.8003051939232392
ACH-000410,-0.4591634366774341
ACH-000411,-0.9775116281370788
ACH-000414,-0.6954711310343518
ACH-000415,-0.7088629574114113
ACH-000416,-0.7477623469096303
ACH-000420,-0.3987736114778943
ACH-000421,-0.31976014078271897
ACH-000424,-0.4155098214528937
ACH-000425,-0.5915792893069453
ACH-000426,-0.5253345455719122
ACH-000427,-0.33784887474082337
ACH-000433,-0.6802611257077504
ACH-000435,-0.5931505777310002
ACH-000436,-0.14403527807178546
ACH-000444,-0.628629599754913
ACH-000445,-0.5501527515606915
ACH-000448,-0.6641470121812516
ACH-000450,-0.6848400943168017
ACH-000452,-0.6313962845614072
ACH-000454,-0.36832222419336696
ACH-000458,-0.9061409050490092
ACH-000459,-0.689999351708546
ACH-000460,-0.5654997021196353
ACH-000461,-0.5810941258020021
ACH-000463,-0.5628654545660842
ACH-000464,-0.6917571828122551
ACH-000466,-0.50269069568467
ACH-000467,-0.8070732105622036
ACH-000468,-0.4436623591337757
ACH-000469,-0.6923871408297594
ACH-000470,-0.5404457601278159
ACH-000471,-0.41904030994673214
ACH-000472,-0.2281405264438316
ACH-000473,-0.4732146522342068
ACH-000475,-0.2727878402538184
ACH-000476,-0.4344024469356381
ACH-000477,-0.5871492926894188
ACH-000479,-0.5761730571977793
ACH-000480,-0.5601289621890039
ACH-000481,-0.37672483420339736
ACH-000483,-0.5216280797809456
ACH-000484,-0.40116582443643184
ACH-000485,-0.5905503231099386
ACH-000486,-0.6220137163552725
ACH-000487,-0.19254179213461725
ACH-000488,-0.5592477075776919
ACH-000490,-0.7192918156275254
ACH-000491,-0.439895822650306
ACH-000495,-0.7040162186508812
ACH-000496,-0.3260131310675191
ACH-000499,-0.4268036629588308
ACH-000500,-0.03607948568087993
ACH-000502,-0.6694390078474453
ACH-000503,-0.367782591402117
ACH-000505,-0.4562939495512129
ACH-000507,-0.10486517146945364
ACH-000510,-0.3537879476091882
ACH-000511,-0.6346623620856248
ACH-000512,-0.27504409400634344
ACH-000516,-0.5854652442558336
ACH-000517,-0.4671106865881303
ACH-000518,-0.6370473873689362
ACH-000520,-0.4867324146833433
ACH-000521,-0.5540795560489569
ACH-000522,-0.3715869923781269
ACH-000524,-0.4636935372209966
ACH-000527,-0.7218129139314656
ACH-000528,-0.5654730535601787
ACH-000537,-0.8451704787626226
ACH-000541,-0.2376107401305393
ACH-000542,-0.5968828606635274
ACH-000544,-0.6276903534709625
ACH-000545,-0.3474171598989995
ACH-000547,-0.3320803838316026
ACH-000548,-0.5038582516410016
ACH-000549,-0.4233706467889484
ACH-000550,-0.5595576692526254
ACH-000552,-0.3613283888471793
ACH-000556,-0.4397680701993499
ACH-000557,-0.36017638337971736
ACH-000569,-0.4113341141693781
ACH-000570,-0.6863266083852869
ACH-000571,-0.4911724087041305
ACH-000573,-0.4534070809071534
ACH-000576,-0.4525681749838646
ACH-000579,-0.16331910341932626
ACH-000580,-1.0418986816562152
ACH-000584,-0.3150806747074284
ACH-000585,-0.2966086643298917
ACH-000588,-0.3623311790338893
ACH-000589,-0.5445512372906621
ACH-000591,-0.6811490371278928
ACH-000593,-0.5707818136784564
ACH-000600,-0.6776111978517276
ACH-000601,-0.5101960595568062
ACH-000605,-0.4836308920338792
ACH-000606,-0.8511464797834031
ACH-000608,-0.3662904195574935
ACH-000614,-0.5026011691421413
ACH-000616,-0.5214067009686449
ACH-000618,-0.7721715331150875
ACH-000619,-0.6615874516759044
ACH-000620,-0.3832310597314752
ACH-000621,-0.3998131301400221
ACH-000622,-0.6672771682098272
ACH-000623,-0.7200147581687502
ACH-000624,-0.5177779312153108
ACH-000627,-0.3963177628042509
ACH-000630,-0.5346000694001668
ACH-000631,-0.5076600207391756
ACH-000632,-0.5270053399644382
ACH-000633,-0.22863726635770984
ACH-000637,-0.621048164739919
ACH-000638,-0.4675387884634187
ACH-000646,-0.33753730039475216
ACH-000647,-0.4742306777620316
ACH-000648,-0.753189503118274
ACH-000649,-0.4427905404115569
ACH-000651,-0.3553060540766065
ACH-000652,-0.1885662447829522
ACH-000653,-0.3442314916396588
ACH-000657,-0.36140501029032973
ACH-000658,-0.5173851926765284
ACH-000661,-0.6425133167503336
ACH-000662,-0.4271870766000699
ACH-000663,-0.8496646490385225
ACH-000665,-0.8931205650806289
ACH-000671,-0.28575928348813595
ACH-000672,-0.5525810643601338
ACH-000673,-0.6310226715030892
ACH-000676,-0.41813736929227385
ACH-000677,-0.4950900723392865
ACH-000681,-0.696619495529449
ACH-000683,-0.3920701972062008
ACH-000684,-0.7160573472384051
ACH-000688,-0.5257566238806213
ACH-000693,-0.41685816064973796
ACH-000694,-0.5401495011663666
ACH-000695,-0.4631542405049678
ACH-000696,-0.5077310038829119
ACH-000697,-0.4078731596157702
ACH-000699,-0.4573739003419632
ACH-000701,-0.6223760347997324
ACH-000706,-0.3246530828337709
ACH-000711,-0.20669736614913406
ACH-000713,-0.3271663479132471
ACH-000714,-0.5645235255342365
ACH-000718,-0.4428904508465492
ACH-000720,-0.3746074104578683
ACH-000721,-0.3409164810841017
ACH-000724,-0.3134098622099369
ACH-000725,-0.3988674106132448
ACH-000732,-0.5408975019488063
ACH-000734,-0.3974459456231049
ACH-000735,-0.44650438847912266
ACH-000736,-0.4855995672713804
ACH-000738,-0.8780282156919735
ACH-000746,-0.3014100558577484
ACH-000747,-0.6104712588107999
ACH-000748,-0.9026327528107818
ACH-000753,-0.5089949213547196
ACH-000756,-0.5120782809941737
ACH-000757,-0.3201807697743668
ACH-000758,-0.3260538613513904
ACH-000760,-0.6781906909464865
ACH-000762,-0.6431903928525073
ACH-000763,-0.8142755250434319
ACH-000764,-0.3651490172381441
ACH-000765,-0.5180044995574746
ACH-000766,-0.5049528113660567
ACH-000767,-0.10230087462225572
ACH-000768,-0.4748887547472506
ACH-000769,-0.3821201115258099
ACH-000770,-0.6586238237505188
ACH-000771,-0.4656385228012535
ACH-000773,-0.6507494318907466
ACH-000776,-0.4970130900277917
ACH-000777,-0.7060328638456326
ACH-000778,-0.6737851415351167
ACH-000781,-0.5531396134965559
ACH-000782,-0.5222157337881717
ACH-000783,-0.4566738242430458
ACH-000784,-0.3215107481728499
ACH-000785,-0.35943455028482096
ACH-000787,-0.5460310710793606
ACH-000788,-0.33739353361368063
ACH-000791,-0.449757061909528
ACH-000792,-0.8223862483879545
ACH-000794,-0.5329635763438528
ACH-000796,-0.522230185017324
ACH-000798,-0.6530141707430932
ACH-000799,-0.5336025853709437
ACH-000800,-0.6848685069202016
ACH-000802,-0.5412094932298389
ACH-000804,-0.6234246746797492
ACH-000805,-0.5423893436843693
ACH-000809,-0.3313019699294369
ACH-000810,-0.7686033838574681
ACH-000811,-0.4730483448869054
ACH-000817,-0.6261269055983778
ACH-000819,-0.4463357576367332
ACH-000820,-0.2684327970580359
ACH-000821,-0.5023950849245401
ACH-000822,-0.3455422107545435
ACH-000823,-0.5221255615470489
ACH-000824,-0.4831909064731057
ACH-000827,-0.5124181873595279
ACH-000829,-0.6372286987079248
ACH-000831,-0.5259758460508749
ACH-000832,-0.5643269341477353
ACH-000833,-0.4220058181575678
ACH-000834,-0.4970720369567343
ACH-000835,-0.2071132054574273
ACH-000836,-0.21524729469788464
ACH-000837,-0.9934146128708028
ACH-000838,-0.5895638949216909
ACH-000839,-0.6847243110766217
ACH-000840,-0.2968909818202149
ACH-000841,-0.3212587018084285
ACH-000843,-0.7918431783453299
ACH-000846,-0.5637137086158186
ACH-000847,-0.4027113054364257
ACH-000848,-0.24223296954473605
ACH-000849,-0.4470721364479165
ACH-000851,-0.407018721942632
ACH-000855,-0.6903382678968037
ACH-000856,-0.5375311268294827
ACH-000858,-0.6827464711384543
ACH-000859,-0.5051645836690957
ACH-000861,-0.7166162219481668
ACH-000862,-0.6241845914581862
ACH-000865,-0.3157226815092509
ACH-000866,-0.34685320806739783
ACH-000867,-0.3134984039631498
ACH-000869,-0.17996020836544435
ACH-000872,-0.7062603621799314
ACH-000873,-0.7368865417930073
ACH-000876,-0.6908415899165583
ACH-000878,-0.4074689008429085
ACH-000880,-0.5292417140531416
ACH-000881,-0.3194293180485345
ACH-000882,-0.4812886672547742
ACH-000884,-0.5769438508605007
ACH-000885,-0.3035201071733333
ACH-000887,-0.5050755594542888
ACH-000889,-0.21947448487885893
ACH-000896,-0.26774036163114323
ACH-000898,-0.45932611473050394
ACH-000900,-0.5501557733310637
ACH-000901,-0.7632579172798721
ACH-000905,-0.38307272615119015
ACH-000906,-0.5284757270173894
ACH-000907,-0.6308827093917471
ACH-000910,-0.39848471985902734
ACH-000911,-0.4148547891607552
ACH-000912,-0.4110367308582841
ACH-000913,-0.27561601056049106
ACH-000915,-0.3863994338049691
ACH-000916,-0.5763957002043706
ACH-000917,-0.5949288412207255
ACH-000920,-0.5947374166762627
ACH-000921,-0.5928958117891244
ACH-000924,-0.34451095468057585
ACH-000926,-0.3402472090156374
ACH-000928,-0.4851784632486481
ACH-000929,-0.4355846640244165
ACH-000932,-0.15815869907592625
ACH-000935,-0.41255493669595217
ACH-000936,-0.3218946054723235
ACH-000937,-0.4997310248751318
ACH-000938,-0.4803228122457623
ACH-000939,-0.2350559161181724
ACH-000941,-0.4330987326007382
ACH-000943,-0.3347922927779587
ACH-000946,-0.7535389409754183
ACH-000947,-0.6430549876166436
ACH-000948,-0.6394734961086777
ACH-000950,-0.5709145055629061
ACH-000953,-0.2826138850509332
ACH-000954,-0.37463548089622295
ACH-000957,-0.5742094842487444
ACH-000958,-0.6465949663605487
ACH-000960,-0.4684731509045581
ACH-000963,-0.37992647666151935
ACH-000968,-0.42359820835630335
ACH-000969,-0.3772714440246471
ACH-000972,-0.4204688873159204
ACH-000973,-0.4100221852309365
ACH-000974,-0.4196442678584755
ACH-000978,-0.5045885179365824
ACH-000984,-0.5291558907906343
ACH-000986,-0.4906953574666804
ACH-000988,-0.3961548316064388
ACH-000993,-0.3989420625165691
ACH-000994,-0.3962088398865881
ACH-000996,-0.5908602581765415
ACH-001001,-0.3874963285797437
ACH-001020,-0.248346767081545
ACH-001028,-0.4577552776084463
ACH-001031,-0.5550686151891012
ACH-001038,-0.4097436124478127
ACH-001048,-0.4480318012430505
ACH-001050,-0.6227464548562489
ACH-001053,-0.2603501406567409
ACH-001054,-0.41647801152163794
ACH-001061,-0.5961262703338885
ACH-001067,-0.6343786182916343
ACH-001075,-0.3175799351112967
ACH-001096,-0.3248135093107077
ACH-001111,-0.6866413897645393
ACH-001119,-0.6868579306076984
ACH-001128,0.044671657311733205
ACH-001134,-0.4792128610192021
ACH-001151,-0.4663345358288768
ACH-001163,-0.3731528765215201
ACH-001164,-0.6917115515311959
ACH-001183,-0.5202697683545824
ACH-001192,-0.2011981576309587
ACH-001193,-0.4533572577754396
ACH-001196,-0.5083474559835712
ACH-001197,-0.32380243008072473
ACH-001205,-0.6025448250742438
ACH-001211,-0.55339056633877
ACH-001212,-0.4495586895222577
ACH-001228,-0.4594041118897866
ACH-001232,-0.7365037768905599
ACH-001239,-0.3646878759502464
ACH-001270,-0.5203890406168191
ACH-001274,-0.4798845369944884
ACH-001275,-0.3208644972101377
ACH-001277,-0.4846163772465681
ACH-001278,-0.6127638220843914
ACH-001280,-0.5768963211421065
ACH-001283,-0.5263169226100128
ACH-001289,-0.7860592158803742
ACH-001300,-0.5119911636981938
ACH-001301,-0.5268649490523326
ACH-001302,-0.4451860312101985
ACH-001306,-0.3966856530952941
ACH-001318,-0.31572508403074323
ACH-001322,-0.3023789143120436
ACH-001328,-0.5774706804261415
ACH-001332,-0.4401449509433712
ACH-001336,-0.4764859646341389
ACH-001346,-0.4213541147693513
ACH-001353,-0.43606220295471415
ACH-001354,-0.3463988051301354
ACH-001367,-0.3093326827267318
ACH-001368,-0.3816590629609626
ACH-001374,-0.35459910362539865
ACH-001377,-0.5876235228029025
ACH-001380,-0.30204457002479723
ACH-001391,-0.2266112864389912
ACH-001408,-0.6034802475922865
ACH-001430,-0.18361360687817
ACH-001431,-0.9229463267342094
ACH-001450,-0.4222911408246046
ACH-001496,-0.3216418010541633
ACH-001500,-0.11737974461802582
ACH-001523,-0.501142294335406
ACH-001532,-0.7743245752787358
ACH-001550,-0.3486632056201152
ACH-001552,-0.6012891665064848
ACH-001554,-0.4558405219712906
ACH-001654,-0.5836414978065724
ACH-001735,-0.4318287764834622
ACH-001736,-0.4596343708925307
ACH-001737,-0.9438529653076724
ACH-001740,-0.3735670060230977
ACH-001745,-0.17670331779164294
ACH-001765,-0.1853046647798841
