,SLMAP (7871)
ACH-000004,-0.256241823480005
ACH-000005,0.31081929133635605
ACH-000007,-0.601871660488329
ACH-000009,-0.3804408212367359
ACH-000011,-0.2199236184701812
ACH-000012,-0.2788464625259388
ACH-000013,-0.16692682089379285
ACH-000014,-0.2106474945292785
ACH-000015,-0.33717972402290314
ACH-000017,-0.3675093185757968
ACH-000018,-0.6009113072853037
ACH-000019,-0.4126421991783316
ACH-000021,-0.3286834576914535
ACH-000022,-0.3209990219488545
ACH-000025,-0.3192225600215114
ACH-000028,-0.22277419161603745
ACH-000030,-0.39026675771383335
ACH-000035,-0.4948088890966769
ACH-000036,-0.07197495478355719
ACH-000037,-0.22424515375316093
ACH-000039,-0.09814481361309936
ACH-000040,-0.18512374476437515
ACH-000041,-0.10519275748437068
ACH-000042,-0.33879579383868186
ACH-000045,-0.18205346955102145
ACH-000047,-0.2708651537745876
ACH-000052,-0.12740983428260735
ACH-000053,-0.3894600829633778
ACH-000054,-0.2122029709683773
ACH-000055,-0.3157918051195564
ACH-000060,-0.33023334385690184
ACH-000067,-0.2637600332858137
ACH-000070,-0.4116150707821118
ACH-000075,0.04377645099452755
ACH-000078,-0.15659848966370962
ACH-000082,-0.3270100113338645
ACH-000085,-0.20115428880287448
ACH-000086,-0.4030220123133706
ACH-000087,-0.4600690763099735
ACH-000092,-0.3847012854070349
ACH-000095,-0.13204354616681935
ACH-000097,-0.3331675921918223
ACH-000098,-0.3819165244521721
ACH-000099,-0.15148811974685436
ACH-000108,-0.27966607635401963
ACH-000113,-0.2440287916398693
ACH-000116,-0.4857600851592311
ACH-000118,-0.3402071186351988
ACH-000120,-0.21365982598699235
ACH-000123,-0.2114886153678228
ACH-000127,-0.2729875272912008
ACH-000128,-0.2746654165020194
ACH-000132,-0.4517787692033543
ACH-000133,-0.5354668167969234
ACH-000137,-0.39675670576341177
ACH-000138,-0.36672623374609997
ACH-000142,-0.39205543906544604
ACH-000143,-0.08330365915992702
ACH-000146,-0.1989124975744914
ACH-000148,-0.19334286483374616
ACH-000150,-0.3868057691135338
ACH-000152,-0.31483807627139226
ACH-000153,-0.3266494806321295
ACH-000159,-0.3284117204170887
ACH-000160,-0.35992473743143344
ACH-000163,-0.3531393107011315
ACH-000167,-0.4894440803634042
ACH-000168,-0.19210915746897614
ACH-000169,-0.18979819336888745
ACH-000178,-0.4097463602859926
ACH-000183,-0.4068836327962018
ACH-000188,-0.3814946685714941
ACH-000189,-0.3013972949337538
ACH-000190,-0.4430243187632581
ACH-000198,-0.4933323143584794
ACH-000203,-0.4876090947598466
ACH-000204,-0.44206092999273466
ACH-000206,-0.31527393999403336
ACH-000207,-0.5094588566053274
ACH-000208,-0.08211509831542149
ACH-000210,0.1673097820690314
ACH-000211,-0.2811051261633932
ACH-000215,-0.2990520027079712
ACH-000221,0.03202512050606427
ACH-000222,-0.3235990039451516
ACH-000223,-0.3808815773399456
ACH-000226,-0.13745902428409154
ACH-000227,-0.14969264441680652
ACH-000228,-0.12767717625200845
ACH-000231,-0.3123695799712675
ACH-000232,-0.34313397151432395
ACH-000233,-0.2577016030255897
ACH-000234,-0.3871489435963147
ACH-000235,-0.273850981088316
ACH-000237,-0.2905221192949402
ACH-000238,-0.32992270115090083
ACH-000242,-0.4340232646736776
ACH-000243,-0.25300501433850336
ACH-000244,-0.5203903822512063
ACH-000246,-0.3425503776460122
ACH-000248,-0.4216259596695771
ACH-000250,-0.3022044492741215
ACH-000251,-0.3807853809038268
ACH-000252,-0.3392208797378182
ACH-000253,-0.3339251754828372
ACH-000255,-0.25121565688747965
ACH-000256,-0.2162431504773666
ACH-000257,-0.16090179088186302
ACH-000258,-0.3656438610179589
ACH-000259,-0.21666996332100305
ACH-000260,-0.2542712804737583
ACH-000261,-0.2318735474158188
ACH-000262,-0.3432227175668736
ACH-000263,-0.5465481785186611
ACH-000264,-0.2014179871815513
ACH-000265,-0.2884634815931865
ACH-000266,-0.19751662275510934
ACH-000272,-0.2565684797770393
ACH-000274,-0.33342723584955103
ACH-000277,-0.44192160193432894
ACH-000278,-0.08145845190300742
ACH-000279,-0.2586277396558622
ACH-000280,-0.6133677993574389
ACH-000281,-0.40254526587970096
ACH-000288,-0.4475022587749623
ACH-000291,-0.4050385329507167
ACH-000293,-0.2739895064683629
ACH-000294,-0.30460439756952623
ACH-000295,-0.639930496085263
ACH-000296,-0.36349017923573335
ACH-000302,-0.3917311536649996
ACH-000304,-0.6352217208948867
ACH-000307,-0.27602454920627123
ACH-000308,-0.2598785006541569
ACH-000310,-0.07223368432892187
ACH-000311,-0.4164455260283903
ACH-000312,-0.11829345801790385
ACH-000315,-0.1944463139871175
ACH-000316,-0.3145223200576989
ACH-000317,-0.2765059454068401
ACH-000318,-0.2584911163820249
ACH-000319,-0.3429466717984898
ACH-000320,-0.4030544629270504
ACH-000322,-0.3813728299887573
ACH-000323,-0.17235099747203672
ACH-000324,-0.4034658829701797
ACH-000329,-0.4044762785641024
ACH-000330,-0.22338594599605294
ACH-000331,-0.2930743882782809
ACH-000332,-0.3746987467545354
ACH-000334,-0.10248313706669053
ACH-000335,-0.0660980145488414
ACH-000336,-0.2546294934481913
ACH-000337,-0.20559710439047846
ACH-000338,-0.005551588928937168
ACH-000339,-0.3290380915568916
ACH-000341,-0.1871850367942524
ACH-000348,-0.2638275549018619
ACH-000350,-0.15954568290354235
ACH-000352,-0.2631025614443734
ACH-000356,-0.3083374459321728
ACH-000361,-0.43589767455642775
ACH-000362,-0.18782637534811472
ACH-000363,-0.392478074864504
ACH-000364,-0.5119245140084451
ACH-000365,-0.2628951393278872
ACH-000366,-0.10464445754770292
ACH-000368,-0.21195186631539306
ACH-000374,-0.2756848788010374
ACH-000375,-0.4218194992359405
ACH-000376,-0.2421269513736564
ACH-000381,-0.4022285332513697
ACH-000383,-0.35275587404079845
ACH-000387,-0.1532744783993681
ACH-000389,-0.3924216433974804
ACH-000390,-0.22919939291993024
ACH-000393,-0.31174897269767937
ACH-000395,-0.3582125034918435
ACH-000396,-0.4710161082927274
ACH-000397,-0.3844223654943912
ACH-000401,-0.3549168830366149
ACH-000402,0.21994555517850686
ACH-000403,-0.329794943003393
ACH-000404,-0.13575947773682848
ACH-000406,-0.23773018443651744
ACH-000407,-0.2943344558413726
ACH-000408,-0.21821404816011672
ACH-000410,-0.3509634410010897
ACH-000411,-0.4294698715807482
ACH-000414,-0.14966796692999526
ACH-000415,-0.3986491129771612
ACH-000416,-0.05409899040183254
ACH-000420,-0.4608030620468828
ACH-000421,-0.21331171429915227
ACH-000424,-0.3210114435165761
ACH-000425,-0.23399403434672694
ACH-000426,-0.2842146317764772
ACH-000427,-0.39725897321159176
ACH-000433,-0.2935810944971446
ACH-000435,0.04652087429005705
ACH-000436,-0.2688720838357806
ACH-000444,-0.3734313932762157
ACH-000445,-0.31898903426184416
ACH-000448,-0.2780060928467344
ACH-000450,-0.07028381490216874
ACH-000452,-0.31978591496447245
ACH-000454,-0.3210004807208697
ACH-000458,-0.5121690736996264
ACH-000459,-0.02559277694380037
ACH-000460,-0.4013327318878549
ACH-000461,-0.42468355078080255
ACH-000463,-0.2405395630083753
ACH-000464,-0.18785875635609575
ACH-000466,-0.4452294829061597
ACH-000467,-0.1684840323229304
ACH-000468,-0.4503654029056236
ACH-000469,-0.3643056645296489
ACH-000470,-0.30864247393736177
ACH-000471,-0.3848442305349026
ACH-000472,-0.23962366704571386
ACH-000473,-0.2703672097470241
ACH-000475,-0.2453654779848077
ACH-000476,-0.14415530618765438
ACH-000477,-0.2265004318094541
ACH-000479,-0.4865016967071488
ACH-000480,-0.29187587612466703
ACH-000481,-0.23439273691261975
ACH-000483,-0.25164166405697463
ACH-000484,-0.13498549726557385
ACH-000485,-0.25751565261096304
ACH-000486,-0.288201484421422
ACH-000487,-0.3597263950539769
ACH-000488,-0.2540034361138899
ACH-000490,-0.2436659061694171
ACH-000491,-0.3951793755097304
ACH-000495,-0.047481693584633514
ACH-000496,-0.3696666433076365
ACH-000499,-0.246520021441066
ACH-000500,-0.9367309082402858
ACH-000502,-0.3043399620095458
ACH-000503,-0.5705135854531161
ACH-000505,-0.22450874981685934
ACH-000507,-0.27208188033552577
ACH-000510,-0.29597815254443804
ACH-000511,-0.33370854491983803
ACH-000512,-0.3531946831175945
ACH-000516,-0.4988259380860072
ACH-000517,-0.40265210565099335
ACH-000518,-0.1175282594663483
ACH-000520,-0.24053576345502106
ACH-000521,-0.2973839818379527
ACH-000522,-0.14973662510481284
ACH-000524,-0.3820327714984919
ACH-000527,-0.3397671037202143
ACH-000528,-0.43662468271949534
ACH-000537,-0.15218668542561709
ACH-000541,-0.1717801332419405
ACH-000542,-0.19501596983672465
ACH-000544,-0.3066387325804333
ACH-000545,-0.42362631546141605
ACH-000547,-0.369619239608022
ACH-000548,-0.23224211477800705
ACH-000549,-0.370408686885622
ACH-000550,-0.4675235577995589
ACH-000552,-0.16025518059872493
ACH-000556,-0.3006425438325501
ACH-000557,-0.10073738435518176
ACH-000569,-0.5086227147237727
ACH-000570,-0.28565527754006315
ACH-000571,-0.1791876599205581
ACH-000573,-0.2849849470376185
ACH-000576,-0.3408622245399362
ACH-000579,-0.23676992735931465
ACH-000580,-0.36727032576092905
ACH-000584,-0.2833288072185808
ACH-000585,-0.3457353657472783
ACH-000588,-0.1983669105759491
ACH-000589,-0.2885120786252837
ACH-000591,-0.18609761087813714
ACH-000593,-0.3949884459672156
ACH-000600,-0.2497422512288716
ACH-000601,-0.24781331021914374
ACH-000605,-0.2512935565616925
ACH-000606,-0.12214847786593888
ACH-000608,-0.388454915293173
ACH-000614,-0.511552280207111
ACH-000616,-0.3770709799055468
ACH-000618,-0.10227881238456234
ACH-000619,-0.4052467191676206
ACH-000620,-0.2470472177544256
ACH-000621,-0.19647373747050506
ACH-000622,-0.09965014475341928
ACH-000623,-0.14451841501446175
ACH-000624,-0.184127864973802
ACH-000627,-0.3920097972834125
ACH-000630,-0.5697639555212644
ACH-000631,-0.263546342707268
ACH-000632,-0.2163230086499396
ACH-000633,-0.2371644522447143
ACH-000637,-0.08637109180375806
ACH-000638,-0.23990598149204664
ACH-000646,-0.27781807233994005
ACH-000647,-0.2704728430835894
ACH-000648,-0.4728883058343326
ACH-000649,-0.20898385912005185
ACH-000651,-0.19964189077017405
ACH-000652,-0.3495411902037785
ACH-000653,-0.4447283001793869
ACH-000657,-0.2744449852333051
ACH-000658,-0.17864681987339373
ACH-000661,-0.290754089150707
ACH-000662,-0.35656398648222565
ACH-000663,-0.1075652099541714
ACH-000665,-0.08608445186320776
ACH-000671,-0.4469517793826864
ACH-000672,-0.6329127281466264
ACH-000673,-0.2364627750918375
ACH-000676,-0.20398336292362387
ACH-000677,-0.4760536600457666
ACH-000681,-0.23313294601174225
ACH-000683,-0.13571902736865535
ACH-000684,-0.2237312636013839
ACH-000688,-0.3837909402143059
ACH-000693,-0.34381877843696074
ACH-000694,-0.3791781467988911
ACH-000695,-0.26825938288283635
ACH-000696,-0.3421831023140767
ACH-000697,-0.33064817675366515
ACH-000699,-0.34228620650878583
ACH-000701,-0.30280495458774104
ACH-000706,-0.19480880671441425
ACH-000711,-0.3390096256475946
ACH-000713,-0.3490959917980079
ACH-000714,-0.14032531800603826
ACH-000718,-0.3771138158959604
ACH-000720,-0.5466981007761939
ACH-000721,-0.21077769450003336
ACH-000724,-0.09419571481619228
ACH-000725,-0.09186456118081657
ACH-000732,-0.4339950736192016
ACH-000734,-0.22176111774409776
ACH-000735,-0.4062440560034417
ACH-000736,-0.21496513540020049
ACH-000738,-0.26329549291473003
ACH-000746,-0.2948203380275134
ACH-000747,-0.2386036351133984
ACH-000748,-0.15650088339266446
ACH-000753,-0.2542021989010921
ACH-000756,-0.5398730327989998
ACH-000757,-0.22148231977225272
ACH-000758,-0.4151249628429034
ACH-000760,-0.0736958198726068
ACH-000762,-0.36754806549005065
ACH-000763,-0.351719534482863
ACH-000764,-0.0425744943033913
ACH-000765,-0.25245587273511616
ACH-000766,-0.28239778598726256
ACH-000767,-0.18053858277005808
ACH-000768,-0.3454843792896511
ACH-000769,-0.4425675749978123
ACH-000770,-0.30104317500689043
ACH-000771,-0.32466299503718643
ACH-000773,-0.4656035788252623
ACH-000776,-0.32641486788763063
ACH-000777,-0.2937243669879305
ACH-000778,-0.3479466576234699
ACH-000781,-0.20495199583228216
ACH-000782,-0.09950003851107712
ACH-000783,-0.20605327459614034
ACH-000784,-0.22258604796021936
ACH-000785,-0.39603785964044175
ACH-000787,-0.3551343542607545
ACH-000788,-0.2521784513644493
ACH-000791,-0.24292197094360446
ACH-000792,-0.3470590197424705
ACH-000794,-0.4643553742994945
ACH-000796,-0.3537543334147231
ACH-000798,-0.16555594637188914
ACH-000799,-0.3532007523006009
ACH-000800,-0.17666494943087874
ACH-000802,-0.2535462674257057
ACH-000804,-0.07954077501405883
ACH-000805,0.07867582604764077
ACH-000809,-0.23334003614621526
ACH-000810,-0.08338313596544543
ACH-000811,-0.3507349749495049
ACH-000817,-0.4379641441570821
ACH-000819,-0.3307195333454038
ACH-000820,-0.36365370375481604
ACH-000821,-0.2519599335539953
ACH-000822,-0.3080318911610083
ACH-000823,-0.4991057647629169
ACH-000824,-0.14369498956446547
ACH-000827,-0.3712310901933379
ACH-000829,-0.08251509096993592
ACH-000831,-0.18897842596432768
ACH-000832,-0.4533022637009898
ACH-000833,-0.17150377699060534
ACH-000834,-0.2259234929661014
ACH-000835,-0.23708623354346475
ACH-000836,-0.4829823552841667
ACH-000837,-0.2729529503852233
ACH-000838,-0.28636454582723114
ACH-000839,-0.4510675287421933
ACH-000840,-0.4145483549756033
ACH-000841,-0.20392386219817232
ACH-000843,-0.17634199496969924
ACH-000846,-0.3609130606978767
ACH-000847,-0.3329293098587114
ACH-000848,-0.40159882823451615
ACH-000849,-0.20599707704275555
ACH-000851,-0.2377408508175091
ACH-000855,-0.28526819052184765
