,RFNG (5986)
ACH-000004,-0.03111523388445264
ACH-000005,0.3192321638483181
ACH-000007,0.09512350803530882
ACH-000009,0.06606576531563964
ACH-000011,0.09848387254484024
ACH-000012,0.024861580890976863
ACH-000013,0.03015484727822915
ACH-000014,0.19089656457364795
ACH-000015,0.21896211278697425
ACH-000017,0.0675450809630828
ACH-000018,0.21574549369475074
ACH-000019,-0.02142879671564029
ACH-000021,0.1028910414205899
ACH-000022,-0.038615344150683656
ACH-000025,0.12493911171560472
ACH-000028,0.15532347218687026
ACH-000030,0.05218046606066463
ACH-000035,0.1351391783668456
ACH-000036,0.06487598134484919
ACH-000037,0.054038119006438574
ACH-000039,-0.043703452193294176
ACH-000040,0.0049090626476557325
ACH-000041,0.242524358297466
ACH-000042,-0.03696255582595366
ACH-000045,0.007240016273406057
ACH-000047,0.033751112555592364
ACH-000052,0.13484949090663073
ACH-000053,0.09637826292929763
ACH-000054,0.17071417601671424
ACH-000055,0.10093064309475523
ACH-000060,0.04939203256158583
ACH-000067,0.16282969584141768
ACH-000070,0.14557490418283206
ACH-000075,0.06312308469606277
ACH-000078,-0.15885909818144356
ACH-000082,0.023446843227283784
ACH-000085,0.17050057867210275
ACH-000086,0.024731011310453976
ACH-000087,0.2258258168339625
ACH-000092,0.2437671679920025
ACH-000095,0.08496996555257702
ACH-000097,0.05475565446499015
ACH-000098,0.11017825639244336
ACH-000099,-0.0012692127340738794
ACH-000108,0.04501721793385196
ACH-000113,0.058313479322065126
ACH-000116,0.02411576261291714
ACH-000118,0.0035068435213945733
ACH-000120,-0.049515185923878775
ACH-000123,0.08938306569271867
ACH-000127,0.04143443319685651
ACH-000128,0.02082543902167395
ACH-000132,0.1755995247205228
ACH-000133,0.1047643189925118
ACH-000137,0.05527543167154456
ACH-000138,0.008129435685489145
ACH-000142,-0.256867097643665
ACH-000143,0.28634480906840554
ACH-000146,0.04064365360643146
ACH-000148,0.10034980907665947
ACH-000150,0.05122915870241992
ACH-000152,0.07646697644959619
ACH-000153,0.12279302591639372
ACH-000159,0.10508319221036734
ACH-000160,0.09729274153827636
ACH-000163,-0.01665075845535996
ACH-000167,0.01801068078822262
ACH-000168,0.04013995202656236
ACH-000169,0.1076753872730935
ACH-000178,0.15145371515856412
ACH-000183,0.12548844288059535
ACH-000188,0.0558406551278669
ACH-000189,-0.0958025980856188
ACH-000190,0.10683683304524748
ACH-000198,0.025890364850055882
ACH-000203,0.5644636101898206
ACH-000204,0.26422846218131263
ACH-000206,0.1452290962743299
ACH-000207,0.06780827449486318
ACH-000208,0.11482369668428034
ACH-000210,0.10933719951800994
ACH-000211,0.08046914561707269
ACH-000215,0.013865256347997556
ACH-000221,0.03525904697414259
ACH-000222,0.08192432528481104
ACH-000223,0.1493496575341129
ACH-000226,0.1126248429072798
ACH-000227,0.18113697118409944
ACH-000228,0.15233709217414235
ACH-000231,0.0420332654142593
ACH-000232,0.08285141016465067
ACH-000233,0.1924265984808212
ACH-000234,0.033197550975378534
ACH-000235,0.038917505323478235
ACH-000237,0.046797581020489504
ACH-000238,0.043118841337332736
ACH-000242,-0.30339038597847645
ACH-000243,0.0406870157124708
ACH-000244,0.05971174756366925
ACH-000246,0.1303248116250874
ACH-000248,-0.2054359856812392
ACH-000250,0.01316476146292596
ACH-000251,0.04647895697810565
ACH-000252,-0.05717711137015408
ACH-000253,-0.013834250940501223
ACH-000255,0.011814029408080752
ACH-000256,-0.06408132703135687
ACH-000257,-0.08860782406822819
ACH-000258,0.2519908964625214
ACH-000259,0.02380374992835396
ACH-000260,0.01071308628447685
ACH-000261,0.04995408713620367
ACH-000262,0.11597885509024022
ACH-000263,-0.09029120063055714
ACH-000264,0.03561790193282047
ACH-000265,0.07862674811014149
ACH-000266,-0.015155490464382691
ACH-000272,0.04894417780241026
ACH-000274,0.02543211431340225
ACH-000277,0.08704934444498558
ACH-000278,0.12622814891073875
ACH-000279,-0.06904134418151582
ACH-000280,-0.1450752465459806
ACH-000281,0.13412913840476942
ACH-000288,0.016214579502483558
ACH-000291,0.05950303242816075
ACH-000293,0.1024344243970926
ACH-000294,0.13431020481048422
ACH-000295,-0.035301285451171026
ACH-000296,-0.050275518537424416
ACH-000302,0.18251898131926655
ACH-000304,0.1057395150467321
ACH-000307,0.08347398143900803
ACH-000308,0.15130981987156925
ACH-000310,-0.05197989781559111
ACH-000311,0.1202908454232585
ACH-000312,0.0271556822902709
ACH-000315,0.2349963476983385
ACH-000316,0.12206524118500638
ACH-000317,0.24755901617014556
ACH-000318,0.09631414883151793
ACH-000319,0.053813746219327815
ACH-000320,0.20819034718810503
ACH-000322,0.01819304271946363
ACH-000323,-0.21034285671390432
ACH-000324,-0.036798022782387085
ACH-000329,0.05622209486201173
ACH-000330,0.16297992440676012
ACH-000331,0.18836934229631347
ACH-000332,0.11231302571632136
ACH-000334,-0.11993201042620795
ACH-000335,0.13326740423832548
ACH-000336,0.3894189760020234
ACH-000337,0.0007527680068838503
ACH-000338,-0.5728279208664476
ACH-000339,-0.030830916060429193
ACH-000341,-0.06658023319018815
ACH-000348,0.0962544511652868
ACH-000350,-0.12565730520811785
ACH-000352,-0.051490877370965
ACH-000356,0.1130408012309775
ACH-000361,-0.06031884646493115
ACH-000362,0.05608362978490875
ACH-000363,0.1039259439659212
ACH-000364,0.17050353948701782
ACH-000365,0.05402778586191606
ACH-000366,0.09794638815124324
ACH-000368,0.0012558352443502133
ACH-000374,0.024903215700727854
ACH-000375,0.23359676665849305
ACH-000376,0.0002163101569023906
ACH-000381,0.008510733705557664
ACH-000383,0.03624382056619332
ACH-000387,0.04678166656490308
ACH-000389,-0.029993042927298583
ACH-000390,-0.126105743236011
ACH-000393,0.018315821977059887
ACH-000395,-0.09181468146417317
ACH-000396,-0.09940824591815432
ACH-000397,-0.14118395833816758
ACH-000401,0.07414697497672676
ACH-000402,0.4732143834965533
ACH-000403,0.021145848581559646
ACH-000404,0.20290727278548476
ACH-000406,0.0435387682192056
ACH-000407,0.016448470493049754
ACH-000408,0.16543736526593672
ACH-000410,0.1722997411083086
ACH-000411,0.09859304642979308
