,GRWD1 (83743)
ACH-000004,-0.7315335657307207
ACH-000005,-0.7749445388461919
ACH-000007,-0.9763023681410667
ACH-000009,-0.7435839728623979
ACH-000011,-0.815628972381477
ACH-000012,-0.7500210225166773
ACH-000013,-1.1535201084413813
ACH-000014,-0.6512042339987514
ACH-000015,-1.0178174495310683
ACH-000017,-0.7983265667052963
ACH-000018,-0.9654307794012223
ACH-000019,-0.8888208718820777
ACH-000021,-0.8022453738127068
ACH-000022,-0.8338667365202959
ACH-000025,-0.8162398847089781
ACH-000028,-0.8692601558607846
ACH-000030,-0.7478468747615651
ACH-000035,-1.0976577137061887
ACH-000036,-0.7810899399803509
ACH-000037,-0.6683816096017889
ACH-000039,-0.7387059411340792
ACH-000040,-0.7296981012992637
ACH-000041,-0.7145902372683944
ACH-000042,-0.8065040800483401
ACH-000045,-0.5893757240507808
ACH-000047,-0.5591566610574453
ACH-000052,-0.8965762444996345
ACH-000053,-0.8469759980170051
ACH-000054,-0.883200653965647
ACH-000055,-1.0219544524282214
ACH-000060,-0.8780044237251873
ACH-000067,-0.8834292187667027
ACH-000070,-0.4148847575389268
ACH-000075,-1.014051489666704
ACH-000078,-0.8717960110604441
ACH-000082,-0.6944743317713188
ACH-000085,-0.8692076675715413
ACH-000086,-0.7296230955714517
ACH-000087,-0.6129058001495817
ACH-000092,-0.8238429945349166
ACH-000095,-0.7622017902061665
ACH-000097,-1.0846007065403422
ACH-000098,-0.8683582727462621
ACH-000099,-0.8834000590973256
ACH-000108,-0.730035120930743
ACH-000113,-0.8841483453535648
ACH-000116,-0.6419610034737413
ACH-000118,-0.9670558651818484
ACH-000120,-0.9031831934156016
ACH-000123,-0.8490506402228568
ACH-000127,-0.8800232075542542
ACH-000128,-0.7589080035717698
ACH-000132,-0.8030086037194086
ACH-000133,-0.7664821409184139
ACH-000137,-1.044472785029962
ACH-000138,-0.9394552538380896
ACH-000142,-0.6310027724469732
ACH-000143,-0.8372495663456004
ACH-000146,-0.8342348425117508
ACH-000148,-0.4816463182712557
ACH-000150,-0.8718411773171657
ACH-000152,-0.8772043284271481
ACH-000153,-1.1585782964773064
ACH-000159,-0.8248234030811907
ACH-000160,-0.825466420032228
ACH-000163,-0.8427581346982582
ACH-000167,-1.0161848217271492
ACH-000168,-0.712962481991557
ACH-000169,-0.7012603485062365
ACH-000178,-0.7932709630395419
ACH-000183,-0.9295539514952084
ACH-000188,-0.8117950490579544
ACH-000189,-0.9874876381464408
ACH-000190,-1.0962982741430378
ACH-000198,-0.7025272532798772
ACH-000203,-0.8222881909838127
ACH-000204,-0.8021896653575421
ACH-000206,-0.6078444616694243
ACH-000207,-0.7626122753091639
ACH-000208,-0.9180558419578259
ACH-000210,-0.7733979038390287
ACH-000211,-0.7281986308829524
ACH-000215,-0.7667193190814451
ACH-000221,-0.8422302633307601
ACH-000222,-0.6524421658729586
ACH-000223,-0.6389806179174166
ACH-000226,-0.7404485909381184
ACH-000227,-0.3803863133812918
ACH-000228,-0.7267521183922159
ACH-000231,-0.7353583677731069
ACH-000232,-0.7394596419458945
ACH-000233,-0.7425800411955665
ACH-000234,-0.6527953012843588
ACH-000235,-0.8663854297007123
ACH-000237,-0.7531986097504917
ACH-000238,-0.6964403079893008
ACH-000242,-0.9240656852758448
ACH-000243,-0.6402409589356035
