,NAE1 (8883)
ACH-000004,-0.9776057906957292
ACH-000005,-0.7643628027689442
ACH-000007,-0.939903086569214
ACH-000009,-0.8128387465062386
ACH-000011,-0.7750275770258739
ACH-000012,-0.8716074147277161
ACH-000013,-0.6558716723873833
ACH-000014,-0.9860139799881942
ACH-000015,-0.8557318213535154
ACH-000017,-1.2649749848329919
ACH-000018,-0.5518189050098845
ACH-000019,-0.6880943866580324
ACH-000021,-0.9672680251718668
ACH-000022,-0.6829894617190984
ACH-000025,-0.9336807805760222
ACH-000028,-0.9018210024809682
ACH-000030,-1.0054609106904908
ACH-000035,-0.8659994994356208
ACH-000036,-0.7610119227125035
ACH-000037,-0.7493876231748472
ACH-000039,-1.0450737784215127
ACH-000040,-0.8426516993955573
ACH-000041,-1.0505311960992
ACH-000042,-1.0176149480056964
ACH-000045,-0.6807669260675963
ACH-000047,-0.6749349675405892
ACH-000052,-1.087870090772804
ACH-000053,-0.4831131383610213
ACH-000054,-0.9153667795121476
ACH-000055,-1.0177479844900024
ACH-000060,-0.7513489159376213
ACH-000067,-0.9583081929800508
ACH-000070,-0.4656574470343484
ACH-000075,-1.1186075968281195
ACH-000078,-0.7387225455366563
ACH-000082,-0.4568535267634095
ACH-000085,-0.7322194879446596
ACH-000086,-0.9596236356454392
ACH-000087,-1.1950232362684985
ACH-000092,-0.4724075788146883
ACH-000095,-0.7488441343375181
ACH-000097,-0.9606470483544208
ACH-000098,-0.8029511681622328
ACH-000099,-0.7394566824491837
ACH-000108,-0.6741324234763559
ACH-000113,-0.4812346443796294
ACH-000116,-0.8252414181299267
ACH-000118,-0.7608051379810848
ACH-000120,-0.7904497918749169
ACH-000123,-0.8311944073493926
ACH-000127,-0.7471563498211741
ACH-000128,-0.7718749107613934
ACH-000132,-0.8761886214339683
ACH-000133,-1.2540738736213204
ACH-000137,-1.1824558323161685
ACH-000138,-0.9466369992451708
ACH-000142,-1.0460373315404958
ACH-000143,-0.7272711569012656
ACH-000146,-0.8852699127018814
ACH-000148,-1.0335623018260802
ACH-000150,-0.9639502494769184
ACH-000152,-1.0610758611253326
ACH-000153,-0.7762770735894945
ACH-000159,-0.9581387909422174
ACH-000160,-1.2390053787929658
ACH-000163,-0.7746289182843521
ACH-000167,-0.943382858566577
ACH-000168,-0.745609781624091
ACH-000169,-0.7282001975783488
ACH-000178,-0.7866954315806354
ACH-000183,-0.9142442429296548
ACH-000188,-0.8864675684785984
ACH-000189,-1.001105097152885
ACH-000190,-1.1556456550637315
ACH-000198,-0.7465892287698491
ACH-000203,-1.364053176846853
ACH-000204,-0.7765308007271835
ACH-000206,-1.0882255430642658
ACH-000207,-0.7734253286928945
ACH-000208,-0.7654379327073284
ACH-000210,-0.5855493312423832
ACH-000211,-1.0040046641414568
ACH-000215,-0.8938505369450264
ACH-000221,-0.9503841109719962
ACH-000222,-0.9555300120429352
ACH-000223,-0.8912199672146525
ACH-000226,-0.6203746831325397
ACH-000227,-0.5428207650226263
ACH-000228,-0.8680042519405848
ACH-000231,-0.9715454519801447
ACH-000232,-0.6627209496861672
ACH-000233,-0.8061398200438392
ACH-000234,-0.7660405540602365
ACH-000235,-0.9431107776288384
ACH-000237,-1.0404408200073556
ACH-000238,-1.0417762077253503
ACH-000242,-1.0186525134113713
ACH-000243,-0.8821225433361705
ACH-000244,-0.7149586683457242
ACH-000246,-0.7103771242805161
ACH-000248,-1.0444563420275121
ACH-000250,-0.7998882768478472
ACH-000251,-1.012456165465761
ACH-000252,-1.066050511881903
ACH-000253,-0.928638694506926
ACH-000255,-0.7444587635359399
ACH-000256,-1.083396152178298
ACH-000257,-1.031065594622988
ACH-000258,-0.7720720149718492
ACH-000259,-0.7795386402006184
ACH-000260,-0.8087851029450682
ACH-000261,-1.0865395519954673
ACH-000262,-0.9376700567648318
ACH-000263,-0.6459028487394745
ACH-000264,-0.9836023291096601
ACH-000265,-0.8749468630649636
ACH-000266,-1.0206052736080224
ACH-000272,-0.9486821743039804
ACH-000274,-0.736653806460951
ACH-000277,-0.8248034848953727
ACH-000278,-0.9444759180195448
ACH-000279,-1.08046207471957
ACH-000280,-0.5402121872420118
ACH-000281,-0.9151337228772743
ACH-000288,-0.9778869531037812
ACH-000291,-0.7453969366344216
ACH-000293,-0.9458586887170096
ACH-000294,-0.6889082151383149
ACH-000295,-0.937530223289602
