,BMPR1B (658)
ACH-000004,0.2289559266309893
ACH-000005,0.12011336507917092
ACH-000007,0.155442166796539
ACH-000009,0.11830323433524265
ACH-000011,0.18933433995897087
ACH-000012,0.11058636933348574
ACH-000013,0.10292921952771786
ACH-000014,0.17214806715409153
ACH-000015,0.16888589264526535
ACH-000017,0.12173704398889645
ACH-000018,-0.15326265085197865
ACH-000019,0.24271481862062524
ACH-000021,0.12463643172685684
ACH-000022,0.15706770764792805
ACH-000025,0.028048827125630074
ACH-000028,0.043625537814395626
ACH-000030,0.045696970368421984
ACH-000035,0.050499710661459314
ACH-000036,0.061319676903652365
ACH-000037,-0.024985897096656225
ACH-000039,0.32114882687804114
ACH-000040,0.3059202459427165
ACH-000041,0.0042922008348774705
ACH-000042,0.1488278342921072
ACH-000045,0.18986049791305856
ACH-000047,0.13243150741085524
ACH-000052,0.2451584918791072
ACH-000053,0.07606046984707776
ACH-000054,0.11155163538773924
ACH-000055,-0.0024909812689095936
ACH-000060,-0.0300916445645494
ACH-000067,0.10977555501793533
ACH-000070,0.1093121196387134
ACH-000075,0.02629987063044444
ACH-000078,-0.15345522342654735
ACH-000082,0.10080645184820423
ACH-000085,0.09747730724604214
ACH-000086,0.1293990472563714
ACH-000087,0.1878362943775859
ACH-000092,0.04916742012374463
ACH-000095,0.10496457152090907
ACH-000097,0.22452788167165952
ACH-000098,0.04609032905476131
ACH-000099,0.009424870024821
ACH-000108,0.18966095580007067
ACH-000113,0.06635262788817156
ACH-000116,0.006833287009482984
ACH-000118,0.07564270177767864
ACH-000120,0.1068104001692981
ACH-000123,0.06749942226845827
ACH-000127,0.08917795014520523
ACH-000128,0.18738172830892524
ACH-000132,0.16316201553893436
ACH-000133,-0.09223386330567608
ACH-000137,-0.014364881282916197
ACH-000138,0.1915433379950395
ACH-000142,0.1834999553138574
ACH-000143,0.2352846009890554
ACH-000146,0.2184025300721276
ACH-000148,0.10983535639854708
ACH-000150,0.048142536420703534
ACH-000152,-0.0027723628473280003
ACH-000153,0.17500314903531142
ACH-000159,0.14768435441574526
ACH-000160,0.10569737819564347
ACH-000163,0.11021948814170043
ACH-000167,0.02666473853780714
ACH-000168,0.12892369261759734
ACH-000169,0.04225327295959478
ACH-000178,0.0929115750072902
ACH-000183,-0.03685287950710145
ACH-000188,0.17460482359772592
ACH-000189,-0.04516690438252411
ACH-000190,0.24897883530809864
ACH-000198,0.23163038048607765
ACH-000203,0.17660482105693667
ACH-000204,0.1852706133488092
ACH-000206,0.10268824430923823
ACH-000207,0.5055515758132261
ACH-000208,0.07361236483325345
ACH-000210,0.3874877197600655
ACH-000211,0.05939470842283926
ACH-000215,0.13057564002495836
ACH-000221,0.04347399129466395
ACH-000222,0.1369719482307372
ACH-000223,0.0425156368728318
ACH-000226,0.1580897411907577
ACH-000227,-0.12766335828968756
ACH-000228,0.13799587234619895
ACH-000231,0.16731072064362906
ACH-000232,0.009721999754689542
ACH-000233,0.16106418429278244
ACH-000234,0.02893291443854981
ACH-000235,0.09905913023729183
ACH-000237,0.0191642120282019
ACH-000238,0.12797005965732886
ACH-000242,0.1255353332031973
ACH-000243,0.09434274976134567
ACH-000244,0.11355381353796598
ACH-000246,0.1998394235862538
ACH-000248,0.11921292740078478
ACH-000250,0.10315347752644613
ACH-000251,-0.21386141426543775
ACH-000252,0.12019761895539402
ACH-000253,0.13724093621190092
ACH-000255,0.07305204406433663
ACH-000256,0.08463433648502758
ACH-000257,0.2370266753203093
ACH-000258,0.06415744814832873
ACH-000259,0.02369411311490273
ACH-000260,0.15963043138333233
ACH-000261,0.07065720325716827
ACH-000262,-0.1409850760344232
ACH-000263,0.200283127698475
ACH-000264,0.060670900751140976
ACH-000265,0.10232553246434252
ACH-000266,0.11354904749857145
ACH-000272,0.13006158161982448
ACH-000274,0.16203289459278342
ACH-000277,0.20716432212021071
ACH-000278,0.06590924510190352
ACH-000279,0.15364403511900498
ACH-000280,0.2548862207825591
ACH-000281,0.12775984274236885
ACH-000288,0.2017939491983136
ACH-000291,0.1143319507992826
ACH-000293,0.10935539874553399
ACH-000294,0.1756362026311833
ACH-000295,0.2902677428640606
ACH-000296,0.07435886729149603
ACH-000302,-0.0018583477386855765
ACH-000304,0.3959003905751148
ACH-000307,-0.003351882008998398
ACH-000308,0.1439902899333014
ACH-000310,0.0792880656531166
ACH-000311,0.3165462960341833
ACH-000312,0.15897198325422954
ACH-000315,0.2780645457094367
ACH-000316,0.15843479116063347
ACH-000317,0.10899659775613643
ACH-000318,0.13380530053827605
ACH-000319,0.14271960356072347
ACH-000320,0.014424549690166025
ACH-000322,-0.02880976537462371
ACH-000323,0.017989010098731842
ACH-000324,0.15190406516293126
ACH-000329,0.12409507642839206
ACH-000330,0.18291127669494867
ACH-000331,0.2628543718468286
ACH-000332,0.16497212507550274
ACH-000334,0.011014715739905905
ACH-000335,0.23409132276817465
ACH-000336,0.1513275944961257
ACH-000337,0.2250420263565047
ACH-000338,0.4320631908978082
ACH-000339,0.110346406045076
ACH-000341,0.08260766775315696
ACH-000348,-0.011298843276540424
ACH-000350,0.10276546881044643
ACH-000352,0.048996450106159335
ACH-000356,0.04117091806250947
ACH-000361,0.1097747775553744
ACH-000362,0.24310137985834465
ACH-000363,0.1532819221816394
ACH-000364,-0.03083478926567192
ACH-000365,0.1012190410813298
ACH-000366,0.04585131892992731
ACH-000368,0.14538751389723342
ACH-000374,0.15887269019174308
ACH-000375,0.2537582466942879
ACH-000376,0.07166791681731488
ACH-000381,0.18348418469027966
ACH-000383,0.091660174257404
ACH-000387,0.13096153025710827
ACH-000389,0.2873681161268497
ACH-000390,0.151937054162507
ACH-000393,0.1608062594651613
ACH-000395,0.09469233506374597
ACH-000396,-0.1973023242440378
ACH-000397,0.10485174786446824
ACH-000401,-0.001127247311857242
ACH-000402,0.384255058186091
ACH-000403,-0.008834870646299231
ACH-000404,0.17315148403646158
ACH-000406,0.12509590395184636
ACH-000407,0.1685365580504461
ACH-000408,0.24913855599742066
ACH-000410,0.16829542213359802
ACH-000411,-0.032005029572137376
ACH-000414,0.1131567769012748
ACH-000415,0.06680236032974074
ACH-000416,0.023800242466833
ACH-000420,0.1420235821839726
ACH-000421,0.055709840764305935
ACH-000424,0.30469210840075783
ACH-000425,0.0017834569676142226
ACH-000426,0.22954749179519246
ACH-000427,0.12238952008961325
ACH-000433,0.16588441782929916
ACH-000435,0.2279385855850116
ACH-000436,0.04352687585894538
ACH-000444,0.19954871157140455
ACH-000445,0.04899562118004085
ACH-000448,0.10732897755890908
ACH-000450,-0.0027941293321518765
ACH-000452,0.19263518526952497
ACH-000454,0.16054604408085807
ACH-000458,0.19437992801807089
ACH-000459,0.28792163616132344
ACH-000460,0.19089164230424752
ACH-000461,0.14532897023846944
ACH-000463,0.14459083315341933
ACH-000464,0.02766869804804545
ACH-000466,0.14947575401988492
ACH-000467,0.20469073614551836
ACH-000468,0.052931582929647565
ACH-000469,0.02690949481058681
ACH-000470,0.05921586456149178
ACH-000471,0.11992008990052964
ACH-000472,0.1983666326764967
ACH-000473,0.2276161492579357
ACH-000475,0.13248845517812458
ACH-000476,0.0317732335502846
ACH-000477,-0.06318484857992576
ACH-000479,0.3551149379018604
ACH-000480,0.03495907365919062
ACH-000481,0.12277725094118112
ACH-000483,0.11908194748890953
ACH-000484,0.12688715906554496
ACH-000485,0.1977268268427069
ACH-000486,0.13221220483801854
ACH-000487,0.1792616880313816
ACH-000488,0.12818402515148306
ACH-000490,0.1545616574915099
ACH-000491,-0.1240389688730932
ACH-000495,0.1967566549098419
ACH-000496,0.12925955586795182
ACH-000499,-0.050694063470196685
ACH-000500,0.017751412198287027
ACH-000502,0.04662608267795284
ACH-000503,0.005501180483669769
ACH-000505,0.13328368531821674
ACH-000507,0.1549708435619546
ACH-000510,-0.004758800517227922
ACH-000511,0.05626856637703514
ACH-000512,0.06506540763901421
