,TWISTNB (221830)
ACH-000004,-0.9660888305172236
ACH-000005,-0.5759032216270465
ACH-000007,-0.8434628813428016
ACH-000009,-0.7449920870729113
ACH-000011,-0.8111049105250989
ACH-000012,-0.8245902847830239
ACH-000013,-0.8703853961158247
ACH-000014,-0.4799340078781962
ACH-000015,-0.6885223209492468
ACH-000017,-0.7559397622668571
ACH-000018,-0.6240805379727102
ACH-000019,-0.9170151045085992
ACH-000021,-0.7243743353423943
ACH-000022,-0.8869792957303566
ACH-000025,-0.8299823275949226
ACH-000028,-0.7848895505090708
ACH-000030,-0.6179392635292195
ACH-000035,-0.5992366224898762
ACH-000036,-0.8488073281232361
ACH-000037,-0.8162743160081176
ACH-000039,-0.8447024761440555
ACH-000040,-0.8276456200046708
ACH-000041,-0.9545111284698986
ACH-000042,-0.7507669266130644
ACH-000045,-0.8451974869297529
ACH-000047,-0.5712646368500638
ACH-000052,-0.6768968866010446
ACH-000053,-1.0834430856623791
ACH-000054,-0.7445025771345145
ACH-000055,-1.1464837358802749
ACH-000060,-0.8179861954213267
ACH-000067,-0.8321662212341617
ACH-000070,-0.8812125084811695
ACH-000075,-0.7524923628562833
ACH-000078,-0.8827659120426294
ACH-000082,-0.9024382707758692
ACH-000085,-0.9233836144443366
ACH-000086,-0.8257392350409938
ACH-000087,-0.7292734646821442
ACH-000092,-0.8534343522055209
ACH-000095,-0.8369749043627961
ACH-000097,-0.7809807140351218
ACH-000098,-0.6900092787880446
ACH-000099,-0.8022015411278963
ACH-000108,-0.9916585491545932
ACH-000113,-0.9284868712768944
ACH-000116,-1.0610074300254684
ACH-000118,-0.8231165037446202
ACH-000120,-0.9383224659301612
ACH-000123,-0.9831835948698804
ACH-000127,-0.8108074610185094
ACH-000128,-1.0142113397594752
ACH-000132,-0.9022041518735986
ACH-000133,-0.9287872126355678
ACH-000137,-0.6804499344826516
ACH-000138,-0.9061425874866212
ACH-000142,-0.7309096724853451
ACH-000143,-0.8666710954009201
ACH-000146,-0.8815751422543947
ACH-000148,-0.9472329711781052
ACH-000150,-0.6262097280947198
ACH-000152,-0.8817550667072949
ACH-000153,-1.2471448992757117
ACH-000159,-0.7980933317804438
ACH-000160,-0.5604679759788358
ACH-000163,-1.01211825606456
ACH-000167,-1.518617656433915
ACH-000168,-0.724168254738599
ACH-000169,-0.8468971628116116
ACH-000178,-0.8425265034359631
ACH-000183,-0.5286210845866631
ACH-000188,-0.5941871705981563
ACH-000189,-1.1531846081597965
ACH-000190,-1.0978391187951615
ACH-000198,-0.9371259912609652
ACH-000203,-0.15679658860505466
ACH-000204,-0.5368813192122248
ACH-000206,-0.9949412392796358
ACH-000207,-0.7268489884026013
ACH-000208,-0.732710782586033
ACH-000210,-1.1309758207095957
ACH-000211,-0.7177582978132836
ACH-000215,-0.6109203969420651
ACH-000221,-0.8043320901478943
ACH-000222,-0.9983995450548504
ACH-000223,-0.9217936760384348
ACH-000226,-0.8521300341135876
ACH-000227,-0.7830299054180611
ACH-000228,-0.9256527187742488
ACH-000231,-0.9003338089994251
ACH-000232,-0.8652969643227562
ACH-000233,-0.8814272759565579
ACH-000234,-1.012081872594652
ACH-000235,-0.8471670033926465
ACH-000237,-0.99408670093033
ACH-000238,-1.00015557706917
ACH-000242,-0.40852966865518736
ACH-000243,-0.6723624135035168
ACH-000244,-0.5503878650107951
ACH-000246,-1.015713382479584
ACH-000248,-0.7902367053121534
ACH-000250,-0.7038469311329386
ACH-000251,-0.44622169433133296
ACH-000252,-0.7034586185331214
ACH-000253,-0.9184606863651791
ACH-000255,-0.8831481278407627
ACH-000256,-0.7932784150482379
ACH-000257,-0.6845794673153798
ACH-000258,-0.8414181584863271
ACH-000259,-0.7947836606026047
ACH-000260,-0.747354734842725
ACH-000261,-0.6257928712373029
ACH-000262,-0.9827418696452488
ACH-000263,-0.5638004465038028
ACH-000264,-0.7091178907018348
ACH-000265,-0.8587499269038023
ACH-000266,-0.9039809286831124
ACH-000272,-0.5857549107449131
ACH-000274,-0.6218336536006164
ACH-000277,-0.7377980321973598
ACH-000278,-0.9249363375059392
ACH-000279,-0.6088283016432476
ACH-000280,-0.820004086598892
ACH-000281,-0.8491221591339131
ACH-000288,-0.6560876195171719
ACH-000291,-1.0690015876802228
ACH-000293,-0.8531792611207929
ACH-000294,-0.7965182290017472
ACH-000295,-0.6117669223203777
ACH-000296,-0.913595449427268
ACH-000302,-0.8042897148186158
ACH-000304,-0.9055738226271871
ACH-000307,-0.7482554145977718
ACH-000308,-0.7414757829197223
ACH-000310,-0.9142698235476188
ACH-000311,-0.940067299842428
ACH-000312,-0.7828153335721661
ACH-000315,-0.966465559927712
ACH-000316,-0.5677373756335115
ACH-000317,-0.8206874712774226
ACH-000318,-0.8869003095868321
ACH-000319,-0.92588697236074
ACH-000320,-0.9706283969229508
ACH-000322,-0.8423978571733307
ACH-000323,-0.8542522219459043
ACH-000324,-0.8405688746663649
ACH-000329,-0.7919769505980077
ACH-000330,-1.042495511741672
ACH-000331,-1.0244096967940004
ACH-000332,-0.715776766139032
ACH-000334,-0.8263535855230563
ACH-000335,-0.8236028415550047
ACH-000336,-0.5453778311097186
ACH-000337,-0.8224139040973556
ACH-000338,-1.230868892318625
ACH-000339,-0.8994546600934439
ACH-000341,-1.138602087071534
ACH-000348,-0.8577059595827256
ACH-000350,-0.7570675273769014
ACH-000352,-0.9785559259474801
ACH-000356,-0.5081275670368498
ACH-000361,-0.7399966447418646
ACH-000362,-0.8439441325306494
ACH-000363,-0.8247343800187054
ACH-000364,-0.7708115117050177
ACH-000365,-0.5918636744476405
ACH-000366,-0.7701826244637983
ACH-000368,-0.5568501659893317
ACH-000374,-0.773229244823174
ACH-000375,-0.7840608867582075
ACH-000376,-0.76482942356658
ACH-000381,-0.4434709116020285
ACH-000383,-0.7230962761350401
ACH-000387,-0.8686129326294105
ACH-000389,-0.6550562131556066
ACH-000390,-0.6898851672503817
ACH-000393,-0.9309259031554006
ACH-000395,-0.7175449466114524
ACH-000396,-0.70111420824724
ACH-000397,-0.8180289878243004
ACH-000401,-0.914853795815926
ACH-000402,-0.6477795247174306
ACH-000403,-0.7334313130952902
ACH-000404,-0.9756919031709512
ACH-000406,-0.7591065104046206
ACH-000407,-0.7230799442534172
ACH-000408,-0.7221979944658814
ACH-000410,-0.8849130329279076
ACH-000411,-1.2862355852510925
ACH-000414,-0.956139067414046
ACH-000415,-0.8689046979823628
ACH-000416,-0.939980578280433
ACH-000420,-0.7968694905385161
