,DGKG (1608)
ACH-000004,0.17463353163542497
ACH-000005,0.32944758556473885
ACH-000007,-0.1461481566699422
ACH-000009,0.003448173470660591
ACH-000011,0.00033398788801959633
ACH-000012,0.0621681730565434
ACH-000013,0.07321921391818642
ACH-000014,0.05811388180913485
ACH-000015,0.0741606180608123
ACH-000017,0.09948093492755086
ACH-000018,-0.07784653410466581
ACH-000019,0.12221384898397875
ACH-000021,0.03595827637952339
ACH-000022,0.10369062219100916
ACH-000025,0.04538024683552777
ACH-000028,0.16127090526489649
ACH-000030,0.06343025665512132
ACH-000035,0.12090668799323945
ACH-000036,0.0512986885040248
ACH-000037,0.07361432644218285
ACH-000039,0.2233218397856704
ACH-000040,-0.08547523772015679
ACH-000041,0.08864829073279266
ACH-000042,0.0012762082268688107
ACH-000045,0.11352511516977835
ACH-000047,0.05385541749414358
ACH-000052,0.05337417815799165
ACH-000053,0.08128748780605204
ACH-000054,0.008112520228766346
ACH-000055,0.036015244816823944
ACH-000060,-0.08396797266367154
ACH-000067,0.04884368368314808
ACH-000070,0.13901213161275572
ACH-000075,0.08864315760125556
ACH-000078,0.09126623459047403
ACH-000082,0.07776948157919948
ACH-000085,0.06683815517068671
ACH-000086,0.17660319690669074
ACH-000087,-0.13592376555546828
ACH-000092,-0.0065003021620162705
ACH-000095,0.0411306172566815
ACH-000097,0.04886739999336858
ACH-000098,0.08797569707515475
ACH-000099,0.058313433707260415
ACH-000108,0.003473811074863023
ACH-000113,-0.059514130703364275
ACH-000116,-0.07578937635540803
ACH-000118,0.08072176571758721
ACH-000120,0.02368584618818791
ACH-000123,0.07135148474452423
ACH-000127,0.05290431777868168
ACH-000128,-0.08552801474874955
ACH-000132,0.030472736930916136
ACH-000133,0.07235041342401202
ACH-000137,-0.01584787589707265
ACH-000138,0.03558258682183425
ACH-000142,0.1333100238177756
ACH-000143,-0.002195633123934686
ACH-000146,0.09331609354467693
ACH-000148,0.0446170540800957
ACH-000150,-0.134732512923252
ACH-000152,-0.007783313433672856
ACH-000153,0.2225017099981266
ACH-000159,0.03661439029142585
ACH-000160,0.12764421464781894
ACH-000163,0.0836066150043415
ACH-000167,0.3360058997617412
ACH-000168,0.0801910315137037
ACH-000169,0.06472006038932493
ACH-000178,0.08308367625897722
ACH-000183,-0.03964371344269713
ACH-000188,0.15194814371151208
ACH-000189,0.19081915344131792
ACH-000190,0.02954044497253458
ACH-000198,0.06525965080700498
ACH-000203,-0.17658594208863862
ACH-000204,-0.09427023067197454
ACH-000206,-0.0783242548941232
ACH-000207,0.12683790994218766
ACH-000208,0.14322452326879567
ACH-000210,0.21762337228015027
ACH-000211,0.05987438311852618
ACH-000215,0.09704565581126974
ACH-000221,0.11576748757228965
ACH-000222,0.019177501187285256
ACH-000223,0.11007065346077892
ACH-000226,0.1919082924159984
ACH-000227,0.16699532675329953
ACH-000228,0.12045144149679693
ACH-000231,0.09056646811737262
ACH-000232,-0.015042681939993453
ACH-000233,0.021084511718750042
ACH-000234,0.09347449636376212
ACH-000235,-0.0163190045855216
ACH-000237,0.0384433982208452
ACH-000238,0.02268798722005198
ACH-000242,-0.06890622922492252
ACH-000243,0.028976811909336413
ACH-000244,0.1700737727258325
ACH-000246,0.12277276827266065
ACH-000248,0.05143682360088755
ACH-000250,0.024759285099650925
ACH-000251,0.0031745431201281264
ACH-000252,0.1250425375710022
ACH-000253,0.0712365391250496
ACH-000255,0.0011817320608614838
ACH-000256,0.08180176863126913
ACH-000257,-0.12812932182443665
ACH-000258,0.10739074952229156
ACH-000259,-0.057648325798108274
ACH-000260,0.045401901700795326
ACH-000261,0.054956571509633866
ACH-000262,-0.05279698318754028
ACH-000263,0.06911773861264678
ACH-000264,0.0742764337638726
ACH-000265,0.15920298862961346
ACH-000266,-0.010173600812480515
ACH-000272,0.06523550579424621
ACH-000274,0.02222159862128107
ACH-000277,0.11807415346798986
ACH-000278,0.06706080962078494
ACH-000279,-0.14062942390650116
ACH-000280,0.08964593972080935
ACH-000281,0.09081162342896967
ACH-000288,0.08354493220388458
ACH-000291,0.07024316671729706
ACH-000293,0.027543536094149564
ACH-000294,-0.020581358720595626
ACH-000295,0.112126233661908
ACH-000296,-0.03478149779938928
ACH-000302,0.0984027293308573
ACH-000304,0.08989738887785767
ACH-000307,0.09796877900038944
ACH-000308,0.013445046425399844
ACH-000310,-0.026572962992838428
ACH-000311,0.017016232652374917
ACH-000312,-0.08018629809760844
ACH-000315,0.028502022801244926
ACH-000316,0.06535848077655579
ACH-000317,0.01481440244468353
ACH-000318,0.11397922130998467
ACH-000319,0.14670158933774413
ACH-000320,0.02368077728800437
ACH-000322,-0.14115694249283398
ACH-000323,0.037008343859371566
ACH-000324,0.06926921456112843
ACH-000329,0.05302692822056669
ACH-000330,0.14007539975837982
ACH-000331,0.050569101285121404
ACH-000332,0.06641182568804765
ACH-000334,0.055099861076102485
ACH-000335,-0.043763311112299495
ACH-000336,0.16923678644075207
ACH-000337,-0.15146906071439306
ACH-000338,0.13933609458648474
