,RSBN1 (54665)
ACH-000004,0.1562007999110024
ACH-000005,0.20021684594715
ACH-000007,0.19320089899698534
ACH-000009,0.1399143341568886
ACH-000011,0.0914147790965147
ACH-000012,-0.03584180736270555
ACH-000013,0.04744721736745408
ACH-000014,0.13430125313784633
ACH-000015,0.13684971965279316
ACH-000017,0.06670761836397364
ACH-000018,0.21078179873458505
ACH-000019,-0.11745512727195027
ACH-000021,0.02856106024299792
ACH-000022,0.17212641520932376
ACH-000025,-0.1851515024292834
ACH-000028,-0.5288145733091375
ACH-000030,0.07251393709510531
ACH-000035,-0.008190002219109383
ACH-000036,-0.023405364111374928
ACH-000037,0.10520436081243904
ACH-000039,0.0767636129349362
ACH-000040,0.0743120760516515
ACH-000041,-0.002436593025129072
ACH-000042,0.11476856777282762
ACH-000045,-0.022834842451870657
ACH-000047,-0.16859825756448638
ACH-000052,0.0017921938830307211
ACH-000053,0.1095698371417405
ACH-000054,0.00645665403771099
ACH-000055,-0.2291257057210259
ACH-000060,-0.18708295373122474
ACH-000067,0.09701029382752664
ACH-000070,0.06630520743326741
ACH-000075,0.043301045781271884
ACH-000078,0.18450909393902815
ACH-000082,0.05076445383508582
ACH-000085,0.071714641600969
ACH-000086,0.03745792554148143
ACH-000087,-0.028362644587898413
ACH-000092,-0.02678360995311492
ACH-000095,0.10596943819552383
ACH-000097,0.12101763991811235
ACH-000098,0.0872118992451062
ACH-000099,0.17535675402295395
ACH-000108,0.12993945291647566
ACH-000113,0.17006392922147473
ACH-000116,0.0695317200791418
ACH-000118,0.10810655220748304
ACH-000120,0.01535071122916876
ACH-000123,0.06326948454557517
ACH-000127,0.09462728424366157
ACH-000128,0.12420943048792245
ACH-000132,0.014473436367043938
ACH-000133,-0.0266550806232058
ACH-000137,-0.07493544187999526
ACH-000138,0.18366874652177792
ACH-000142,-0.03790293721987293
ACH-000143,0.07121767491747323
ACH-000146,0.06940391287089147
ACH-000148,0.0017624032372259893
ACH-000150,0.07573730847914686
ACH-000152,-0.06407327919898753
ACH-000153,0.05230219137145768
ACH-000159,0.013217636068715946
ACH-000160,0.18063680283554215
ACH-000163,0.028592915917820875
ACH-000167,-0.004716295775338417
ACH-000168,0.12693643879626973
ACH-000169,0.133177813796357
ACH-000178,0.10265423088985244
ACH-000183,0.060828736362564924
ACH-000188,0.062291254597219965
ACH-000189,-0.06306223685537568
ACH-000190,0.2453084361711348
ACH-000198,0.29960038619853185
ACH-000203,0.30939654691198754
ACH-000204,0.06025858259830335
ACH-000206,0.15273493034482294
ACH-000207,0.011293957488339022
ACH-000208,0.005789142068323678
ACH-000210,0.17120787478631738
ACH-000211,0.09386627885439316
ACH-000215,0.058018792538881585
ACH-000221,0.08595792819810229
ACH-000222,0.14413968351459122
ACH-000223,0.017469855965801778
ACH-000226,-0.0063581832659665
ACH-000227,-0.059266607177725576
ACH-000228,0.06769407085954937
