,EIF4A2 (1974)
ACH-000004,-0.05684511479731452
ACH-000005,0.09652801875578937
ACH-000007,-0.04941718032199464
ACH-000009,-0.2618111747980875
ACH-000011,-0.07847531504104785
ACH-000012,-0.13112057538324912
ACH-000013,-0.009318109832068556
ACH-000014,-0.2479773780447937
ACH-000015,-0.1434806683191338
ACH-000017,-0.048712716346122543
ACH-000018,-0.14373681590360862
ACH-000019,-0.1065551552412452
ACH-000021,-0.06454963974817624
ACH-000022,-0.05319265724520851
ACH-000025,-0.1824304636852426
ACH-000028,-0.04602914940491405
ACH-000030,-0.16271492696116718
ACH-000035,-0.00854232944217972
ACH-000036,-0.1206928410111484
ACH-000037,-0.14189002245682852
ACH-000039,-0.04250768218386778
ACH-000040,-0.21091158661558126
ACH-000041,-0.16898280416502492
ACH-000042,-0.006771135178308818
ACH-000045,-0.1229211519542078
ACH-000047,-0.059125497159779286
ACH-000052,-0.13310999224074538
ACH-000053,-0.12954966071839946
ACH-000054,-0.2353598635696404
ACH-000055,-0.15325162571702827
ACH-000060,-0.20046182246696392
ACH-000067,-0.11380226453189615
ACH-000070,-0.2245178735878262
ACH-000075,0.028047357511934552
ACH-000078,-0.00018135813486461224
ACH-000082,-0.17917200827229185
ACH-000085,0.034341703994662784
ACH-000086,-0.1879152477762321
ACH-000087,0.08422133402447572
ACH-000092,-0.2632844817456922
ACH-000095,-0.1058319610384708
ACH-000097,-0.02532632576757797
ACH-000098,-0.06560040808794751
ACH-000099,-0.05077357419411434
ACH-000108,-0.15666429322734404
ACH-000113,-0.2564867582278597
ACH-000116,-0.21017583993141986
ACH-000118,-0.09428379709926643
ACH-000120,-0.22330120733120049
ACH-000123,-0.12350005699640455
ACH-000127,-0.10973527406028492
ACH-000128,-0.11739856647874465
ACH-000132,-0.06596229592367057
ACH-000133,-0.1921128400127876
ACH-000137,-0.19297640599749305
ACH-000138,-0.007658072359950896
ACH-000142,-0.1985543153799911
ACH-000143,-0.5313320414955958
ACH-000146,-0.25233198079578745
ACH-000148,-0.16191632075085088
ACH-000150,0.02908068703112348
ACH-000152,-0.20220323912584887
ACH-000153,0.01032324364194139
ACH-000159,-0.0025166743420435922
ACH-000160,-0.09189894918781184
ACH-000163,-0.15352362414608353
ACH-000167,-0.3277155945888421
ACH-000168,-0.11710097471039994
ACH-000169,-0.16007541157609104
ACH-000178,-0.20487635118077308
ACH-000183,-0.26047797396049305
ACH-000188,-0.15514655519988274
ACH-000189,-0.20940331336665485
ACH-000190,-0.0575572609501044
ACH-000198,-0.1107304140162074
ACH-000203,-0.051831627993637226
ACH-000204,-0.033544386145996224
ACH-000206,-0.08693336159173905
ACH-000207,-0.22421596555582424
ACH-000208,-0.2095788981817082
ACH-000210,0.20961402883900032
ACH-000211,-0.28427276787215844
ACH-000215,-0.1871857639187472
ACH-000221,0.12595990726263487
ACH-000222,-0.35663979068387897
ACH-000223,-0.293702890587561
ACH-000226,-0.09182855611145498
ACH-000227,-0.12964154624988955
ACH-000228,0.1174784609198482
ACH-000231,-0.1482994800510514
ACH-000232,-0.21328935237416935
ACH-000233,-0.15767476950521014
ACH-000234,-0.1358341227729739
ACH-000235,-0.2016081863500764
ACH-000237,-0.14923711925620614
ACH-000238,-0.17610705136273222
ACH-000242,-0.4759752000343087
ACH-000243,-0.12321121274211035
ACH-000244,-0.2749548910630657
ACH-000246,-0.1747373343045509
ACH-000248,-0.2126827328436628
ACH-000250,-0.19614180424093774
ACH-000251,-0.039430997357870784
ACH-000252,-0.02339762655292975
ACH-000253,-0.10988641292221846
ACH-000255,-0.22275978423852386
ACH-000256,-0.17190154754041284
ACH-000257,-0.009527940744339715
ACH-000258,-0.2342374275479621
ACH-000259,-0.1652944088282996
ACH-000260,-0.038136543365182005
ACH-000261,-0.1983813240214484
ACH-000262,-0.2520048175640707
ACH-000263,-0.536947409577079
ACH-000264,-0.1589812672737323
ACH-000265,0.03125792624592336
ACH-000266,-0.1674880007608018
ACH-000272,-0.16779364603054325
ACH-000274,-0.2150827195335424
ACH-000277,-0.21147078347359805
ACH-000278,-0.14783367746136328
ACH-000279,-0.347360086524996
ACH-000280,-0.1105608244943072
ACH-000281,-0.03562493004812944
ACH-000288,-0.09827731952982698
ACH-000291,-0.1807438230644459
ACH-000293,-0.26613448798602396
ACH-000294,-0.12864365112635887
ACH-000295,0.006299415226879515
ACH-000296,-0.21765535934298064
ACH-000302,-0.17003037506691934
ACH-000304,-0.5171036226787143
ACH-000307,-0.04926564498936066
ACH-000308,-0.07761665942797445
ACH-000310,-0.1774394311171587
ACH-000311,-0.2174960361751616
ACH-000312,-0.012510397646832956
ACH-000315,-0.011768372332990228
ACH-000316,-0.2143819975681716
ACH-000317,-0.09088782315501323
ACH-000318,-0.24388200800677315
ACH-000319,-0.12519130177944515
ACH-000320,-0.3329777042768678
ACH-000322,-0.2416695370145445
ACH-000323,-0.2495810608311642
ACH-000324,-0.2357569898741257
ACH-000329,-0.0976462976236133
ACH-000330,-0.20013924825810075
ACH-000331,-0.27665389255339945
ACH-000332,-0.193225678057899
ACH-000334,-0.2302683982618057
ACH-000335,-0.2623360133750418
ACH-000336,0.013886020561838608
ACH-000337,-0.014546485817811837
ACH-000338,0.467084926097988
ACH-000339,-0.12872513848791206
ACH-000341,-0.1491996321835455
ACH-000348,-0.3291699779554472
ACH-000350,0.02163707736902089
ACH-000352,-0.16941631267327287
ACH-000356,-0.11360565345346665
ACH-000361,-0.1585509669939314
ACH-000362,-0.1109562258604749
ACH-000363,-0.1279510359510882
ACH-000364,-0.1801121665910335
ACH-000365,-0.15224508250866758
ACH-000366,-0.15404910735755242
ACH-000368,-0.13447710135236585
ACH-000374,-0.07963094564769023
ACH-000375,-0.08301839525409985
ACH-000376,-0.05599894408245473
ACH-000381,-0.17150719982848836
ACH-000383,-0.11226634694566738
ACH-000387,-0.2857689376836284
