,FOXJ2 (55810)
ACH-000004,-0.17668845022473897
ACH-000005,-0.26137690102222216
ACH-000007,-0.05433746338197987
ACH-000009,-0.12364542397057834
ACH-000011,-0.06105557606845975
ACH-000012,0.054974848401912725
ACH-000013,-0.0014905144229567528
ACH-000014,-0.08928589106719925
ACH-000015,-0.0960292967569646
ACH-000017,-0.15573177708234956
ACH-000018,-0.1446548080369966
ACH-000019,-0.1159171323590932
ACH-000021,-0.09147776343599676
ACH-000022,-0.10800575808638413
ACH-000025,-0.10322986827115553
ACH-000028,0.014567198017328737
ACH-000030,-0.12480115478689625
ACH-000035,-0.12648908143916654
ACH-000036,-0.0758554740588471
ACH-000037,-0.04600301561017184
ACH-000039,-0.13399674805943868
ACH-000040,-0.06293043787381877
ACH-000041,-0.20807804302921384
ACH-000042,-0.044992218329615065
ACH-000045,-0.03664145153963089
ACH-000047,0.008925809209224577
ACH-000052,-0.0016350492510351323
ACH-000053,-0.06703803989898002
ACH-000054,-0.15128012831844434
ACH-000055,0.08091098553373155
ACH-000060,0.02237277735271355
ACH-000067,-0.16946497888523995
ACH-000070,-0.07435827882196368
ACH-000075,0.17100837368376698
ACH-000078,-0.013922267217018254
ACH-000082,-0.028762734201359805
ACH-000085,-0.1977107403549192
ACH-000086,-0.08201320643308142
ACH-000087,-0.15262400616564958
ACH-000092,-0.02475180051367104
ACH-000095,-0.07884060383512022
ACH-000097,-0.11529583885302695
ACH-000098,-0.014772368328225762
ACH-000099,0.009500388790325215
ACH-000108,-0.034586405613393864
ACH-000113,-0.0915511400374542
ACH-000116,-0.0634216392965544
ACH-000118,-0.11323090807912245
ACH-000120,-0.08622127755875834
ACH-000123,-0.1730194619619352
ACH-000127,-0.08615195711718117
ACH-000128,-0.11435402614221506
ACH-000132,0.02561169317281037
ACH-000133,-0.05200406953198616
ACH-000137,-0.018843395034622016
ACH-000138,-0.09969035657418952
ACH-000142,-0.15215485660587774
ACH-000143,0.04230412445338612
ACH-000146,-0.08548399037257594
ACH-000148,-0.0974314389863353
ACH-000150,-0.020531830381565773
ACH-000152,-0.1065088483423738
ACH-000153,-0.10798085870394572
ACH-000159,0.002623827879256844
ACH-000160,-0.2311796681216748
ACH-000163,-0.22504290941965466
ACH-000167,-0.32088880806102377
ACH-000168,-0.06050228152045694
ACH-000169,-0.10122515683718708
ACH-000178,-0.0465570887169422
ACH-000183,-0.08573692250069198
ACH-000188,0.04857663607566543
ACH-000189,-0.14355742623505435
ACH-000190,-0.0156788666760613
ACH-000198,-0.07257866119839587
ACH-000203,-0.056787206041815065
ACH-000204,-0.25987939084700823
ACH-000206,-0.2554631294407891
ACH-000207,-0.05262782814651384
ACH-000208,-0.09190487691833288
ACH-000210,-0.11960102982866505
ACH-000211,-0.09595574765499834
ACH-000215,-0.10930931392190033
ACH-000221,-0.04567570988527542
ACH-000222,-0.29402003555986056
ACH-000223,-0.0938110277004636
ACH-000226,-0.12779745039160104
ACH-000227,-0.07021681659018983
ACH-000228,-0.141771615238346
ACH-000231,-0.13468614268740708
ACH-000232,-0.14476849693634555
ACH-000233,-0.12624448593781756
ACH-000234,-0.09050919478317968
ACH-000235,-0.07925600067867332
ACH-000237,-0.13310223009671301
