,SYS1 (90196)
ACH-000004,-0.8283322858187456
ACH-000005,-1.3307880853654095
ACH-000007,-1.1642894531793642
ACH-000009,-0.8725469714250299
ACH-000011,-1.4300249630512354
ACH-000012,-0.7705021790546559
ACH-000013,-1.1164816690437205
ACH-000014,-1.2588790241714038
ACH-000015,-1.2010160393860758
ACH-000017,-0.6377055223096817
ACH-000018,-1.226815205927507
ACH-000019,-0.816449245603994
ACH-000021,-1.5213638307267099
ACH-000022,-0.8183818944169936
ACH-000025,-1.1022948966215549
ACH-000028,-1.233301700639962
ACH-000030,-1.3263597541079153
ACH-000035,-0.5773766817187385
ACH-000036,-1.0858224783380943
ACH-000037,-0.4319863688853739
ACH-000039,-1.3518819897648835
ACH-000040,-1.3315754422554025
ACH-000041,-0.7805360100605003
ACH-000042,-1.186763873378189
ACH-000045,-1.4630630464929608
ACH-000047,-1.3427304049969782
ACH-000052,-1.1948967841259228
ACH-000053,-1.5052061904621634
ACH-000054,-1.233645453766743
ACH-000055,-1.0199135297209003
ACH-000060,-1.4513886799084217
ACH-000067,-1.4900043973813288
ACH-000070,-1.350903783918785
ACH-000075,-1.069165625689273
ACH-000078,-1.555056065369259
ACH-000082,-1.219762344194473
ACH-000085,-1.2069946597892345
ACH-000086,-1.101925917340172
ACH-000087,-1.4833816421548403
ACH-000092,-1.397327228843959
ACH-000095,-1.292855420924842
ACH-000097,-0.7365752922805305
ACH-000098,-1.2238975149688798
ACH-000099,-1.432058938391268
ACH-000108,-1.0532447438203092
ACH-000113,-1.1015361643273542
ACH-000116,-0.6073703859268303
ACH-000118,-1.3596544042710323
ACH-000120,-1.3392164230672128
ACH-000123,-1.153304181531236
ACH-000127,-1.1285507972076132
ACH-000128,-1.348644625521778
ACH-000132,-0.6642396693579837
ACH-000133,-1.3684785419919712
ACH-000137,-0.92692284878444
ACH-000138,-1.2914708931830012
ACH-000142,-1.2149705075568342
ACH-000143,-1.3629426947049053
ACH-000146,-1.057419616589064
ACH-000148,-1.4648094611129086
ACH-000150,-1.3748912774880506
ACH-000152,-1.3546054925762876
ACH-000153,-1.4817570660093022
ACH-000159,-0.7661537251990581
ACH-000160,-1.4432447901778531
ACH-000163,-1.7057063952516966
ACH-000167,-1.929847884833464
ACH-000168,-1.2436784996721757
ACH-000169,-1.40655290319998
ACH-000178,-1.1107478019940251
ACH-000183,-1.2713146763759982
ACH-000188,-1.0732984952877251
ACH-000189,-1.0251258729496966
ACH-000190,-1.0952438763779888
ACH-000198,-1.165034421032925
ACH-000203,-0.7260182743258362
ACH-000204,-0.9781273562629602
ACH-000206,-1.0575632869876337
ACH-000207,-1.3053146681711558
ACH-000208,-0.9750671582557566
ACH-000210,-1.308721249952044
ACH-000211,-1.2540552474772837
ACH-000215,-1.3461742103975511
ACH-000221,-1.0076496796998795
ACH-000222,-0.9865726406149564
ACH-000223,-1.0989458052737522
ACH-000226,-1.2270810660710032
ACH-000227,-1.5393289732736424
ACH-000228,-0.4854626759996023
ACH-000231,-1.466402520431499
ACH-000232,-1.4344513170023183
ACH-000233,-1.2080740258280986
ACH-000234,-1.237235590642305
ACH-000235,-0.9221569511121852
ACH-000237,-1.3211948160446851
ACH-000238,-0.9670269492040297
ACH-000242,-1.1210193533860324
ACH-000243,-0.8001979916207975
ACH-000244,-1.5460495798464158
ACH-000246,-0.6867562609985249
ACH-000248,-0.9875185352112924
ACH-000250,-1.2265996566249964
ACH-000251,-1.4086551435954382
ACH-000252,-1.1969594174241842
ACH-000253,-0.9029949792636304
ACH-000255,-1.4229100524084544
ACH-000256,-0.9222064666079006
ACH-000257,-1.2595151268497058
ACH-000258,-1.4272826083589245
ACH-000259,-1.6153542096013638
ACH-000260,-1.1630919011386291
ACH-000261,-1.6003254100285271
ACH-000262,-1.013981420393506
ACH-000263,-1.5858957976875248
ACH-000264,-1.125509727012906
ACH-000265,-1.2699392948853934
ACH-000266,-1.02664174642834
ACH-000272,-1.1165224059309289
ACH-000274,-1.3426199135856036
ACH-000277,-0.8162502083021873
ACH-000278,-1.1022984973983363
ACH-000279,-0.4434276748271926
ACH-000280,-0.6128382896636456
ACH-000281,-0.8990704699933498
ACH-000288,-1.1273665566470843
ACH-000291,-0.7550956170002685
ACH-000293,-1.1702959760239835
ACH-000294,-1.045283438098507
ACH-000295,-1.4726793450062732
ACH-000296,-1.1060140167007744
ACH-000302,-0.9939259605648028
ACH-000304,-1.7047689359897942
ACH-000307,-1.1808316321894652
ACH-000308,-0.9342254806013748
ACH-000310,-1.396832455428319
ACH-000311,-1.310596510994813
ACH-000312,-1.50409574983976
ACH-000315,-1.242279479617581
ACH-000316,-1.2334097441843497
ACH-000317,-1.168228656083002
ACH-000318,-1.3980189232108238
ACH-000319,-1.2681469692226122
ACH-000320,-1.4323865794599986
ACH-000322,-1.0693195653968788
ACH-000323,-1.0806277976339296
ACH-000324,-1.045382516732702
ACH-000329,-1.2622534581109084
ACH-000330,-1.4322295060450163
ACH-000331,-1.235082940793863
ACH-000332,-1.0082102777952804
ACH-000334,-1.3420353344932574
ACH-000335,-1.3907235407529923
ACH-000336,-0.9257212079599636
ACH-000337,-1.1783576388612165
ACH-000338,-1.3311812655785746
ACH-000339,-1.117478794227028
ACH-000341,-1.340909328683335
ACH-000348,-1.4666051671954636
ACH-000350,-0.5897612113052615
ACH-000352,-0.6150500743609989
ACH-000356,-0.8368800865279034
ACH-000361,-1.3838754970409488
ACH-000362,-1.2270702410853565
ACH-000363,-0.8980087946549118
ACH-000364,-1.0797336896396659
ACH-000365,-1.3498777331422764
ACH-000366,-1.3444129696047853
ACH-000368,-1.254780525168144
ACH-000374,-1.5745990226174356
ACH-000375,-1.1229799514271814
ACH-000376,-1.3409757289541406
ACH-000381,-1.2292477297923774
ACH-000383,-1.018883978714979
ACH-000387,-1.035902362413839
ACH-000389,-1.443981683584389
ACH-000390,-0.6036064858836783
ACH-000393,-1.3304392361561763
ACH-000395,-1.3888154205616132
ACH-000396,-1.0447311401420736
ACH-000397,-1.2066092664211243
ACH-000401,-1.2972700514676268
ACH-000402,-1.1096911397708045
ACH-000403,-1.095869706300475
ACH-000404,-1.2502529765739638
ACH-000406,-0.485501490803777
ACH-000407,-1.0765405642516903
ACH-000408,-0.9833445056243516
ACH-000410,-1.3741975670426363
ACH-000411,-1.4101241567845106
ACH-000414,-1.3543379694808362
ACH-000415,-1.519420080419429
ACH-000416,-1.3060080476048606
ACH-000420,-1.0357628710522515
ACH-000421,-0.9731145378210792
ACH-000424,-0.9853673951875804
ACH-000425,-1.228733186188109
ACH-000426,-1.6020846655307048
ACH-000427,-0.9420913325025626
ACH-000433,-0.8344254157682016
ACH-000435,-0.7316655248916514
ACH-000436,-1.3170782286707088
ACH-000444,-1.2562832953803955
ACH-000445,-1.0782903429415571
ACH-000448,-0.7022808702048544
ACH-000450,-1.7237607492974891
ACH-000452,-1.3517060227233502
ACH-000454,-1.781775939470833
ACH-000458,-1.0981831906727644
ACH-000459,-0.7876822414427742
