,PYROXD1 (79912)
ACH-000004,-0.4749004324949633
ACH-000005,-0.86673134265248
ACH-000007,-0.6036674561465492
ACH-000009,-0.7857058555012485
ACH-000011,-0.7067496718625744
ACH-000012,-0.9700200640740829
ACH-000013,-0.9317738130414326
ACH-000014,-0.493562802045872
ACH-000015,-0.5287154224901777
ACH-000017,-0.7649234909891882
ACH-000018,-0.9293792075244324
ACH-000019,-0.5734899151736871
ACH-000021,-0.5283501382432104
ACH-000022,-0.8156520035174124
ACH-000025,-1.0304828219929991
ACH-000028,-0.7467233528075615
ACH-000030,-0.8804066079225804
ACH-000035,-0.9905694404626698
ACH-000036,-0.9723632384212516
ACH-000037,-0.18751407327857175
ACH-000039,-0.6470406071770529
ACH-000040,-0.642705002856223
ACH-000041,-0.7449976359679782
ACH-000042,-0.4904211227337198
ACH-000045,-0.7468659057678964
ACH-000047,-0.8137727921836705
ACH-000052,-1.1980752223864053
ACH-000053,-0.5354730064110129
ACH-000054,-0.7657413786798928
ACH-000055,-1.0471325951583328
ACH-000060,-0.8830333935114799
ACH-000067,-0.7515634068421106
ACH-000070,-0.5868567639697541
ACH-000075,-1.0372080625193314
ACH-000078,-0.5815139134889867
ACH-000082,-0.5464157419932735
ACH-000085,-0.8778278516155176
ACH-000086,-0.8177507250950963
ACH-000087,-0.5788084120652741
ACH-000092,-0.7576789393206572
ACH-000095,-0.247759412127107
ACH-000097,-0.5375613125356146
ACH-000098,-0.8999402357727545
ACH-000099,-0.18113074459657585
ACH-000108,-0.8886308735703421
ACH-000113,-0.7490693106646689
ACH-000116,-0.663557147932685
ACH-000118,-0.8657420449733185
ACH-000120,-0.6448936911189301
ACH-000123,-0.7715790725366902
ACH-000127,-0.8753863571551976
ACH-000128,-0.3418561365791093
ACH-000132,-0.9810054366217406
ACH-000133,-0.8358477349415006
ACH-000137,-0.5247289646282991
ACH-000138,-1.1046504466166776
ACH-000142,-0.6888120591989539
ACH-000143,-0.7424080977502809
ACH-000146,-0.5463853110176703
ACH-000148,-0.7682834238299775
ACH-000150,-0.5906364957702914
ACH-000152,-0.17686826468410335
ACH-000153,-1.4048277009886
ACH-000159,-0.7323495427776717
ACH-000160,-0.8518603164642341
ACH-000163,-0.5170665056548225
ACH-000167,-0.8818979855730398
ACH-000168,-0.4700466100900769
ACH-000169,-0.3987924789642879
ACH-000178,-0.8085304892821797
ACH-000183,-0.29619975574948537
ACH-000188,-0.7872702345065281
ACH-000189,-0.6183701196751716
ACH-000190,-0.9874956717667236
ACH-000198,-0.7688359111878951
ACH-000203,-0.962370462363368
ACH-000204,-0.3975906115848637
ACH-000206,-0.8489433709373716
ACH-000207,-0.7048142888456764
ACH-000208,-0.8956480889717232
ACH-000210,-0.42969852890420335
ACH-000211,-0.7990294757546279
ACH-000215,-1.0327612004139324
ACH-000221,-0.5539729361322404
ACH-000222,-0.6672341773538405
ACH-000223,-0.3521556728279473
ACH-000226,-0.6739947039514043
ACH-000227,-0.4487508744858421
ACH-000228,-0.8933585766215071
ACH-000231,-0.5471384259831048
ACH-000232,-0.9958152141054136
ACH-000233,-0.7747745187959005
ACH-000234,-0.7434198096133955
ACH-000235,-0.7222059964832644
ACH-000237,-0.8731184708531189
ACH-000238,-0.9831118759261795
ACH-000242,-0.5887971865017719
ACH-000243,-0.4803826734388433
ACH-000244,-0.4067895415832237
ACH-000246,-0.852001211560847
ACH-000248,-0.9163200787716352
ACH-000250,-0.624752036597511
ACH-000251,-1.1834632463083998
ACH-000252,-0.16349088756411614
ACH-000253,-0.8567376306830761
ACH-000255,-0.835538369872822
ACH-000256,-0.8509547921858335
ACH-000257,-0.09192138224651276
ACH-000258,-0.349494493527622
ACH-000259,-0.3629752967121629
ACH-000260,-0.8406492376087554
