,MLNR (2862)
ACH-000004,0.09135369873267746
ACH-000005,0.15694869740496248
ACH-000007,-0.03432072801715485
ACH-000009,-0.04802698401340033
ACH-000011,0.08494654590005653
ACH-000012,-0.03256649881972861
ACH-000013,0.0005641375804779649
ACH-000014,0.06739942195259953
ACH-000015,0.031283701721229185
ACH-000017,0.06572407852243196
ACH-000018,-0.01617761052913828
ACH-000019,0.06556648818630885
ACH-000021,-0.0079563235317354
ACH-000022,-0.04895877661673225
ACH-000025,-0.10392101973012438
ACH-000028,-0.03521428576742977
ACH-000030,0.06575905709917354
ACH-000035,0.01754958696641965
ACH-000036,-0.15430315687262533
ACH-000037,-0.19853276463075767
ACH-000039,-0.12373476825113125
ACH-000040,-0.07756209635530414
ACH-000041,0.03126847356129731
ACH-000042,-0.054534841445849074
ACH-000045,0.14171228327736782
ACH-000047,-0.06526917185850885
ACH-000052,-0.02080237487162636
ACH-000053,-0.02066764948204335
ACH-000054,0.042839381476749205
ACH-000055,-0.028651757714966333
ACH-000060,-0.24897551598050616
ACH-000067,0.037480732157500064
ACH-000070,-0.049219927998176316
ACH-000075,-0.1048783210260494
ACH-000078,-0.018470533761291187
ACH-000082,-0.05997816917708008
ACH-000085,-0.01894191229761327
ACH-000086,-0.20975483601586384
ACH-000087,0.03903500137680181
ACH-000092,0.03495371117025076
ACH-000095,0.01153649165599698
ACH-000097,0.06532887315448614
ACH-000098,0.03990606404561603
ACH-000099,0.034872065984291746
ACH-000108,0.05475926910569101
ACH-000113,0.07421539792209329
ACH-000116,-0.08777750498400468
ACH-000118,0.04489397962528063
ACH-000120,0.039533846530591776
ACH-000123,-0.05195582538121778
ACH-000127,-0.0570770747967421
ACH-000128,-0.09216806620270176
ACH-000132,0.062342831344420986
ACH-000133,-0.05892093112866755
ACH-000137,0.0907840161101868
ACH-000138,0.03580307662385312
ACH-000142,-0.02144889125752084
ACH-000143,-0.030273463578258407
ACH-000146,0.008907827486355218
ACH-000148,0.01567129223418268
ACH-000150,-0.08200780594571154
ACH-000152,-0.033637217240680764
ACH-000153,0.16941935562666705
ACH-000159,-0.01782149526830971
ACH-000160,0.1340782832798005
ACH-000163,-0.03405202414197051
ACH-000167,-0.13720385334274535
ACH-000168,0.10718983466952482
ACH-000169,-0.02878401581169921
ACH-000178,-0.01617095854984009
ACH-000183,-0.015322481447547881
ACH-000188,-0.0203505401679436
ACH-000189,-0.12821474712227132
ACH-000190,0.045183769168087064
ACH-000198,0.08679508047511184
ACH-000203,0.24419913541355415
ACH-000204,0.1654109540780212
ACH-000206,-0.033823353467469584
ACH-000207,0.05818355143830513
ACH-000208,-0.18915883949051826
ACH-000210,-0.05936139784189716
ACH-000211,-0.012533179408752707
ACH-000215,-0.018157837864599083
ACH-000221,-0.09686053380419668
ACH-000222,-0.026776256002208145
ACH-000223,-0.09135224364257703
ACH-000226,-0.01944150634713011
ACH-000227,-0.15685083444201225
ACH-000228,-0.2332148477580961
ACH-000231,0.024964743054397533
ACH-000232,-0.032307924591759865
ACH-000233,-0.005547888117947302
ACH-000234,-0.17647455578661111
ACH-000235,-0.04732782702932279
ACH-000237,-0.031435938047432256
ACH-000238,0.006305377261768125
ACH-000242,0.0868576488511097
ACH-000243,0.0367687680657324
ACH-000244,0.19984542519289175
ACH-000246,0.03179617731756625
ACH-000248,0.048144833205193915
ACH-000250,-0.004384143416601055
ACH-000251,-0.02113337906097868
ACH-000252,-0.02511695436644148
ACH-000253,-0.07853508669985909
ACH-000255,-0.1505823288640067
ACH-000256,0.0709359216000326
ACH-000257,0.0269511003355656
ACH-000258,-0.007378564005281775
ACH-000259,0.05342724127229185
ACH-000260,0.0004965267988974788
ACH-000261,0.033677570990406414
ACH-000262,-0.10411987983218067
ACH-000263,0.07274279175415564
ACH-000264,-0.10041549962161296
ACH-000265,-0.019562584640919492
ACH-000266,0.023603546526102328
ACH-000272,-0.0028639932111698733
ACH-000274,-0.06509356294057188
ACH-000277,-0.048188048242577115
ACH-000278,-0.14166812388886094
ACH-000279,-0.0762026441788905
ACH-000280,0.038374829871702314
ACH-000281,0.09933938545535878
ACH-000288,-0.032658871027292743
ACH-000291,-0.0029454968129953877
ACH-000293,-0.235194194531314
ACH-000294,0.007940744124569653
ACH-000295,-0.0037201207631119577
ACH-000296,-0.17920559014249635
ACH-000302,-0.043724733368069736
ACH-000304,0.17312537843948075
ACH-000307,0.13082265509157134
ACH-000308,-0.07931646098055088
ACH-000310,-0.033097879587557506
ACH-000311,0.01726579840865752
ACH-000312,0.09062263757979674
ACH-000315,-0.22209223393226865
ACH-000316,0.1367014801569257
ACH-000317,-0.0363142224003803
ACH-000318,-0.08681885708430392
ACH-000319,0.1283496251485974
ACH-000320,-0.13927012100697464
ACH-000322,0.02062597624283001
ACH-000323,-0.03645462266514028
ACH-000324,-0.10288078144805064
ACH-000329,0.02030790825162247
ACH-000330,-0.06776030534788854
ACH-000331,-0.10838791489530286
ACH-000332,0.04050066153573128
ACH-000334,-0.2553364390466702
ACH-000335,-0.15769130412641885
ACH-000336,0.15688820860813152
ACH-000337,0.05636892520421299
ACH-000338,0.2751662172866683
ACH-000339,-0.0007413080659285909
ACH-000341,-0.1869480555514048
ACH-000348,-0.04471462331635753
ACH-000350,-0.019645326431147414
ACH-000352,-0.02740012447832736
ACH-000356,0.2755231615904667
ACH-000361,0.05890153243740101
ACH-000362,0.06701576374336743
ACH-000363,0.005000014327366254
ACH-000364,0.06640419853719076
ACH-000365,0.027386538224039976
ACH-000366,0.028428424403053324
ACH-000368,-0.05730804678047381
ACH-000374,-0.014267114033118774
ACH-000375,-0.03673465617941221
ACH-000376,-0.08605165839807892
ACH-000381,-0.0399889664918058
