,PKIA (5569)
ACH-000004,-0.06902064812135217
ACH-000005,0.16072809669519136
ACH-000007,0.03227213787109828
ACH-000009,0.1758042780250467
ACH-000011,0.058335611250395776
ACH-000012,-0.045506092147607625
ACH-000013,0.027612223177270887
ACH-000014,0.10334325190918753
ACH-000015,0.022686480278365687
ACH-000017,-0.24741306128008855
ACH-000018,-0.07902683913943198
ACH-000019,0.04283988472886017
ACH-000021,-0.0453747206677351
ACH-000022,-0.09993883768000048
ACH-000025,-0.12667278158465928
ACH-000028,-0.013632235533975148
ACH-000030,0.03475177604016302
ACH-000035,-0.052015206037518615
ACH-000036,0.04768814533353683
ACH-000037,0.11338373466231008
ACH-000039,-0.029521133322846917
ACH-000040,-0.03314074609861094
ACH-000041,0.00412985794765122
ACH-000042,0.06523854490907073
ACH-000045,0.047054582921120164
ACH-000047,0.02651354386825204
ACH-000052,-0.05961330584259049
ACH-000053,0.00303163556929008
ACH-000054,-0.05713081339201954
ACH-000055,-0.17390676441820233
ACH-000060,-0.02515193636842133
ACH-000067,-0.1451298405579481
ACH-000070,0.005683438026479354
ACH-000075,0.1688532906022062
ACH-000078,-0.12766286101461066
ACH-000082,-0.008629023509446977
ACH-000085,0.013723266527204656
ACH-000086,0.0723194015325731
ACH-000087,-0.1468889525542694
ACH-000092,-0.0002399826341300711
ACH-000095,0.1507854865971822
ACH-000097,0.015820493684850244
ACH-000098,0.01898387165313132
ACH-000099,-0.1321742741930441
ACH-000108,0.010887792699944191
ACH-000113,0.031930376736207126
ACH-000116,0.08124026049781982
ACH-000118,-0.003782784893448664
ACH-000120,0.0021149508367141368
ACH-000123,0.013671859478061526
ACH-000127,-0.005490080143486072
ACH-000128,0.07835950132629116
ACH-000132,0.1427204580964461
ACH-000133,0.04453591168581077
ACH-000137,0.13673496717968653
ACH-000138,0.005512775563525815
ACH-000142,0.1840810540345777
ACH-000143,0.0157739719104641
ACH-000146,0.017175891880609046
ACH-000148,0.1626447039152774
ACH-000150,-0.20099157415813
ACH-000152,-0.05802101441576678
ACH-000153,0.003305259250808096
ACH-000159,0.02343229403603173
ACH-000160,0.0565288598617783
ACH-000163,-0.1086041548319044
ACH-000167,0.25171210574138275
ACH-000168,0.016561229752191483
ACH-000169,0.021371240596703846
ACH-000178,0.009364443295983498
ACH-000183,-0.02459924624075041
ACH-000188,0.2018182474823142
ACH-000189,-0.11702719151882995
ACH-000190,0.0978869883731661
ACH-000198,0.011902620443463765
ACH-000203,-0.1685320084930642
ACH-000204,-0.19843358575784767
ACH-000206,0.006231308882897835
ACH-000207,0.05550258969761281
ACH-000208,-0.09624339525420304
ACH-000210,-0.03801559841149426
ACH-000211,0.0738249912377401
ACH-000215,0.027686425132263714
ACH-000221,0.18857404980412992
ACH-000222,0.19609917752401865
ACH-000223,0.04256926161965091
ACH-000226,0.058746480169451436
ACH-000227,0.11335518547698854
ACH-000228,0.06980290116119223
ACH-000231,0.06146195971732439
ACH-000232,0.07871025074158915
ACH-000233,0.05409039581119132
ACH-000234,0.10734384882462096
ACH-000235,0.046479158435161205
ACH-000237,0.061204617551232285
ACH-000238,-0.035318748812587834
ACH-000242,0.07130508251880918
ACH-000243,-0.051440016534888486
ACH-000244,0.02633442305381009
ACH-000246,0.07024459473739607
ACH-000248,-0.458730222583673
ACH-000250,-0.04143288165962775
ACH-000251,-0.050691415372984126
ACH-000252,-0.15924333688671294
ACH-000253,0.013345218485088085
ACH-000255,0.06922606879245191
ACH-000256,-0.0647316755792621
ACH-000257,0.121715199235123
ACH-000258,-0.3464840219796322
ACH-000259,0.05148212891962997
ACH-000260,0.0166628138921178
ACH-000261,0.027364392210097024
ACH-000262,0.07575056134808789
ACH-000263,0.3117193063439873
ACH-000264,-0.03179500954733376
ACH-000265,-0.051874996200157134
ACH-000266,0.05684560727473344
ACH-000272,0.026050899561258632
ACH-000274,0.014813402703884815
ACH-000277,-0.07950402136704476
ACH-000278,0.0438033868921546
ACH-000279,-0.0071704339676990645
ACH-000280,-0.029151353048939475
ACH-000281,0.042834345428673884
ACH-000288,0.137839533299879
ACH-000291,0.04002447352758117
ACH-000293,0.09574613654435013
ACH-000294,-0.09160967789942584
ACH-000295,0.16709617553114867
ACH-000296,-0.015134342250994231
ACH-000302,-0.03417746804797075
ACH-000304,-0.11171513750767477
ACH-000307,0.09608658154494076
ACH-000308,-0.03572121491367003
ACH-000310,-0.022375482751536186
ACH-000311,0.15184662914055996
ACH-000312,0.04253481789376732
ACH-000315,-0.08708872535226296
ACH-000316,0.030143082219444912
ACH-000317,0.1836686624127377
ACH-000318,-0.033582206844130505
ACH-000319,0.09019320596967396
ACH-000320,0.17913264413355198
ACH-000322,0.17352050242640954
ACH-000323,0.024977112760980105
ACH-000324,-0.06791131455869373
ACH-000329,-0.031322320588381435
ACH-000330,-0.027932456863187717
ACH-000331,0.032558100983256746
ACH-000332,-0.033887776077795945
ACH-000334,-0.03985312425255549
ACH-000335,0.1392428756212182
ACH-000336,-0.03837728022887447
ACH-000337,0.021944502056914655
ACH-000338,0.3928138512868382
ACH-000339,0.01785421347254539
ACH-000341,0.09591036261775136
ACH-000348,0.046856395928643775
ACH-000350,0.03515061665313477
ACH-000352,-0.0365426882683406
ACH-000356,0.3006040933642897
ACH-000361,-0.013886375262944737
ACH-000362,-0.0537878833709415
ACH-000363,-0.04067371991168862
ACH-000364,-0.1718251107899274
ACH-000365,-0.0067193033178288425
ACH-000366,0.0635889479095674
ACH-000368,0.07678650305621329
ACH-000374,0.1784044094446557
ACH-000375,-0.037935877900290266
ACH-000376,-0.03944928420988018
ACH-000381,-0.07432341139783916
ACH-000383,0.009106871827937428
ACH-000387,0.05708439880616927
ACH-000389,-0.1388016290536639
ACH-000390,0.00860841058563558
ACH-000393,0.003700996916035486
ACH-000395,0.00022586404316040187
ACH-000396,-0.2636273204136344
ACH-000397,0.02610544271636781
ACH-000401,0.0655014512270192
ACH-000402,0.4533705268200742
ACH-000403,0.07288513506961329
ACH-000404,0.15848013338773506
ACH-000406,0.0682288015288746
ACH-000407,0.16007224875569034
ACH-000408,0.06088587296165246
ACH-000410,-0.05011952568694389
ACH-000411,-0.10741336411655568
ACH-000414,-0.0014096656817913068
ACH-000415,0.01904901732183097
ACH-000416,-0.016943696619977914
ACH-000420,0.029863759057768856
ACH-000421,0.0360816155224082
ACH-000424,-0.0123206915609303
ACH-000425,0.009141777426096884
ACH-000426,-0.0765936974281441
ACH-000427,-0.05759136309266453
ACH-000433,-0.02071074551498689
ACH-000435,0.15216713141732716
ACH-000436,-0.16123766857551106
ACH-000444,-0.12446049579425998
ACH-000445,0.0937215530303463
ACH-000448,-0.09717570783625767
ACH-000450,0.2280141795912819
ACH-000452,0.05811047828468534
