,VASP (7408)
ACH-000004,0.030508973324871624
ACH-000005,0.1085243151046354
ACH-000007,-0.04996956995169086
ACH-000009,-0.3407373780877721
ACH-000011,0.016865937365787762
ACH-000012,-0.001005010617435986
ACH-000013,-0.1496422187286602
ACH-000014,0.08513138677811682
ACH-000015,-0.11923348665217727
ACH-000017,0.06574170269852256
ACH-000018,-0.2293238852091584
ACH-000019,-0.024227655933884925
ACH-000021,-0.012386877833862992
ACH-000022,0.03602765488439241
ACH-000025,0.046721244485455136
ACH-000028,-0.08694271146370389
ACH-000030,-0.1723640276956363
ACH-000035,0.02102598813344229
ACH-000036,0.026072248570504383
ACH-000037,-0.059402603670503776
ACH-000039,0.08887776159660693
ACH-000040,0.024248355037645532
ACH-000041,0.04382980718677364
ACH-000042,-0.024275209739800744
ACH-000045,-0.1088611426746396
ACH-000047,-0.17025402538869314
ACH-000052,-0.27092230221212465
ACH-000053,-0.24316796706905114
ACH-000054,-0.25459610300801816
ACH-000055,0.09812173631103577
ACH-000060,-0.12697146678999222
ACH-000067,0.028784296864678694
ACH-000070,-0.06330283160962785
ACH-000075,-0.09075473981370534
ACH-000078,0.012925490508962066
ACH-000082,0.0015514307387723874
ACH-000085,0.10543954598872117
ACH-000086,-0.1594545953449471
ACH-000087,0.21746704930881333
ACH-000092,-0.07015141202304177
ACH-000095,0.05470142243770737
ACH-000097,-0.09153623579155548
ACH-000098,-0.19437944613830327
ACH-000099,-0.09220800551464467
ACH-000108,-0.2553681867456067
ACH-000113,-0.07169758612214497
ACH-000116,0.11269265770926787
ACH-000118,-0.08570481143514481
ACH-000120,-0.01470466038807203
ACH-000123,-0.04962792408438764
ACH-000127,-0.08666006672669305
ACH-000128,-0.01281316366021806
ACH-000132,-0.005418136378999004
ACH-000133,-0.0781735325675584
ACH-000137,-0.19138530657274105
ACH-000138,-0.1767334229935696
ACH-000142,-0.10792231235412587
ACH-000143,-0.14701362496202242
ACH-000146,-0.062446277854083625
ACH-000148,0.010390960788491669
ACH-000150,0.12243793383477565
ACH-000152,-0.24344587585074345
ACH-000153,0.06225267527158765
ACH-000159,-0.1016481024861848
ACH-000160,-0.09035964513998553
ACH-000163,-0.05099728577387378
ACH-000167,0.024385981409721414
ACH-000168,-0.038455987655904085
ACH-000169,-0.011626458905829407
ACH-000178,-0.11467279985172245
ACH-000183,0.002949429619798612
ACH-000188,0.057132604654302435
ACH-000189,-0.0009222730904301613
ACH-000190,-0.025563436226946862
ACH-000198,0.016506309487639485
ACH-000203,-0.1204706687940494
ACH-000204,0.1482886270754925
ACH-000206,-0.13532676215510073
ACH-000207,-0.05747903032807679
ACH-000208,0.13492920106678294
ACH-000210,0.03932049717652962
ACH-000211,-0.0601496038042787
ACH-000215,-0.0035720245123390787
ACH-000221,-0.094052520467935
ACH-000222,0.04141901502999392
ACH-000223,0.052623937102526816
ACH-000226,0.01926222717495217
ACH-000227,0.0039872310651870475
ACH-000228,-0.08580997990344587
ACH-000231,0.05518197210598081
ACH-000232,0.0004132669292573795
ACH-000233,-0.06312219722381074
ACH-000234,-0.05827363583159944
ACH-000235,-0.1500758752154562
ACH-000237,0.06299794668029865
ACH-000238,0.04557961896789957
ACH-000242,-0.0327551024086026
ACH-000243,-0.14807181510642176
ACH-000244,0.022345266019358424
ACH-000246,-0.0384738052466393
ACH-000248,0.024189506250121333
ACH-000250,-0.09193273089023744
ACH-000251,-0.15244755782550454
ACH-000252,-0.3303827428319577
ACH-000253,-0.06823579912409865
ACH-000255,-0.11837831968416687
ACH-000256,-0.11422440798569035
ACH-000257,-0.052756748169205316
ACH-000258,-0.0661042391041451
ACH-000259,-0.08592924257179221
ACH-000260,-0.08047161857362631
ACH-000261,-0.06027972733264201
ACH-000262,-0.010776344081628798
ACH-000263,0.1731911021100701
ACH-000264,-0.02470084821755684
ACH-000265,-0.04507660070351168
ACH-000266,-0.19093161088947566
ACH-000272,0.03777494347181567
ACH-000274,-0.038172242430895606
ACH-000277,0.043504972123534484
ACH-000278,-0.00023050934302163028
ACH-000279,0.05059206786978307
ACH-000280,-0.12699492090958667
ACH-000281,-0.05124747655877855
ACH-000288,0.05792077258344335
ACH-000291,-0.19280326579852256
ACH-000293,0.028241037530911426
ACH-000294,-0.03546691810379573
ACH-000295,-0.06872864606084211
ACH-000296,0.21520390027285666
ACH-000302,-0.14409785179940113
ACH-000304,-0.3335502767480177
ACH-000307,-0.04622853616166159
ACH-000308,-0.11569714201318293
ACH-000310,0.03590824194342181
ACH-000311,-0.1295756159283744
ACH-000312,-0.02443205457255964
ACH-000315,-0.3514327561349828
ACH-000316,0.10726135603806668
ACH-000317,0.2022264960083984
ACH-000318,-0.13101819829566766
ACH-000319,-0.031771420505935434
ACH-000320,0.006428226351015985
ACH-000322,0.13466730368875207
ACH-000323,-0.08468897561650612
ACH-000324,-0.16477776793304716
ACH-000329,-0.03948602825022785
ACH-000330,-0.10925109630327992
ACH-000331,0.08639697498300496
ACH-000332,-0.05394749991075284
ACH-000334,-0.052158775924640036
ACH-000335,-0.1112983449085707
ACH-000336,0.16115520992005686
ACH-000337,0.03762759232857752
ACH-000338,0.3223477622252213
ACH-000339,-0.1138097348936638
ACH-000341,-0.1615456282255609
ACH-000348,-0.04295186524140628
ACH-000350,0.06799472048348659
ACH-000352,-0.07124702914093166
ACH-000356,-0.14713702876314544
ACH-000361,-0.002707982196117967
ACH-000362,-0.14493208853251344
ACH-000363,-0.045290328529925004
ACH-000364,-0.027285684165854068
ACH-000365,0.017693174668069776
ACH-000366,-0.13230783138737864
ACH-000368,0.005551320827428401
ACH-000374,0.09006838634296252
ACH-000375,-0.15341902899216284
ACH-000376,0.07637317069280287
ACH-000381,-0.21637178373323807
ACH-000383,-0.094862014791341
ACH-000387,-0.07102517873430443
ACH-000389,-0.13658269608840468
ACH-000390,-0.031939790777869945
ACH-000393,-0.046387102762186834
ACH-000395,-0.2675714560660448
ACH-000396,-0.06676487739843147
ACH-000397,-0.06900282435064056
ACH-000401,0.09355695981165346
ACH-000402,-0.4203230727620889
ACH-000403,-0.1500626251580859
ACH-000404,0.2603587599140767
ACH-000406,0.00452831549034941
ACH-000407,0.021606637242863342
ACH-000408,0.028249461287877812
ACH-000410,-0.036241193661647575
