,UNC80 (285175)
ACH-000004,-0.2035543368310677
ACH-000005,-0.3230950971117064
ACH-000007,-0.14830411390164758
ACH-000009,-0.06908607414855275
ACH-000011,-0.20319163911489171
ACH-000012,-0.31149557100479913
ACH-000013,-0.10067039571526976
ACH-000014,-0.2632447583138053
ACH-000015,-0.12139642624319227
ACH-000017,-0.08257537283244952
ACH-000018,-0.01794289418979596
ACH-000019,0.052704883382775104
ACH-000021,-0.11939223270155733
ACH-000022,0.049845971199945965
ACH-000025,-0.02727305082817419
ACH-000028,-0.25428853418690955
ACH-000030,-0.13177438742491487
ACH-000035,-0.08387884197759032
ACH-000036,-0.2258797357296292
ACH-000037,-0.33740687467101266
ACH-000039,0.03202453683311265
ACH-000040,-0.026194227289864286
ACH-000041,-0.07907272271212855
ACH-000042,-0.15646009916352532
ACH-000045,-0.2367778520690392
ACH-000047,-0.0563943559781742
ACH-000052,-0.06097822528869872
ACH-000053,-0.08660907172202623
ACH-000054,-0.1889859035487214
ACH-000055,-0.1697319576697379
ACH-000060,-0.3108636852340523
ACH-000067,-0.08747028526927204
ACH-000070,0.12839596124273675
ACH-000075,-0.04315731257269815
ACH-000078,-0.13181094654538775
ACH-000082,-0.22184419066118316
ACH-000085,-0.4797425033203126
ACH-000086,-0.14364132405627633
ACH-000087,-0.3414530749551463
ACH-000092,-0.18144007781498225
ACH-000095,-0.3272573674678902
ACH-000097,-0.2389665929223001
ACH-000098,-0.17522110256176995
ACH-000099,-0.3501905603428827
ACH-000108,-0.2323578797969087
ACH-000113,-0.26441317939304515
ACH-000116,-0.1286547759517704
ACH-000118,-0.13782779886638707
ACH-000120,-0.2520564067174803
ACH-000123,-0.15237528164984518
ACH-000127,-0.1438288684109326
ACH-000128,0.0451002337914337
ACH-000132,-0.08101929041187399
ACH-000133,-0.20250919397915293
ACH-000137,-0.2717665876800549
ACH-000138,-0.2689409587921913
ACH-000142,-0.15332129728648014
ACH-000143,-0.11806392777180798
ACH-000146,-0.032743852558339386
ACH-000148,-0.3460550530720348
ACH-000150,0.07839606853224829
ACH-000152,-0.16401924861534653
ACH-000153,-0.19386324467801344
ACH-000159,-0.2380810593891248
ACH-000160,-0.19903314133705768
ACH-000163,-0.27050899702409525
ACH-000167,-0.5468246106987471
ACH-000168,0.03634673206962094
ACH-000169,-0.06083568327664906
ACH-000178,-0.17013844154287333
ACH-000183,-0.2909016991436646
ACH-000188,-0.13063013666284712
ACH-000189,0.10091499831301373
ACH-000190,-0.10608947083375757
ACH-000198,-0.09597470523282482
ACH-000203,-0.08409782487145114
ACH-000204,-0.2571826552300401
ACH-000206,-0.043677096772108334
ACH-000207,-0.07366785062926665
ACH-000208,-0.4474262787827145
ACH-000210,-0.3527542311076039
ACH-000211,-0.28115752526426235
ACH-000215,-0.14093233431661706
ACH-000221,-0.1336689829763711
ACH-000222,-0.20907243733354852
ACH-000223,-0.2386828618664803
ACH-000226,-0.04278277458041653
ACH-000227,-0.28504439613745697
ACH-000228,-0.051362972615187255
ACH-000231,-0.16123073566143134
ACH-000232,-0.2565416710771493
ACH-000233,-0.0823045443256264
ACH-000234,-0.19371344869292115
ACH-000235,-0.20279484505794249
ACH-000237,-0.12232523669843795
ACH-000238,-0.23038373096457002
ACH-000242,0.11460644012160574
ACH-000243,-0.1411459066178154
ACH-000244,-0.2437504805149099
ACH-000246,-0.13353314385843998
ACH-000248,-0.26019650587013793
ACH-000250,-0.15167374131451766
ACH-000251,0.02730515671427474
ACH-000252,-0.1578164045091699
ACH-000253,-0.1847754401936976
ACH-000255,-0.14555311003983432
ACH-000256,-0.1426824599557115
ACH-000257,-0.23385919678263845
ACH-000258,-0.057012729399752736
ACH-000259,-0.22417398667629812
ACH-000260,-0.1695031645391895
ACH-000261,-0.19626452751686974
ACH-000262,-0.12537454041244445
ACH-000263,-0.10501016733091206
ACH-000264,-0.18926376955967855
ACH-000265,-0.2274790966779183
ACH-000266,-0.1892585957348378
ACH-000272,-0.12172232868141812
ACH-000274,-0.2495480045989852
ACH-000277,-0.13133633430388136
ACH-000278,-0.19531090415690092
ACH-000279,-0.2484188067976379
ACH-000280,-0.1488284097149938
ACH-000281,-0.2538940625017025
ACH-000288,-0.23276752991052455
ACH-000291,-0.11154639495711867
ACH-000293,-0.20312570550624764
ACH-000294,0.03951507663590968
ACH-000295,0.15409061289264528
ACH-000296,-0.2712197823351609
ACH-000302,-0.15117626688060765
ACH-000304,0.07200818704130595
ACH-000307,-0.28491170401335897
ACH-000308,-0.2428180319117301
ACH-000310,-0.067830234072264
ACH-000311,-0.09102034428700743
ACH-000312,-0.12019759395340017
ACH-000315,-0.05281855979028256
ACH-000316,-0.00800825938637429
ACH-000317,-0.2564163588174819
ACH-000318,-0.0728916011649819
ACH-000319,-0.13262101062610718
ACH-000320,-0.2468794487673737
ACH-000322,-0.2712371538814202
ACH-000323,-0.16956410855857412
ACH-000324,-0.2142633694442996
ACH-000329,-0.1444668584544251
ACH-000330,-0.13070241489522846
ACH-000331,-0.20099995518433664
ACH-000332,-0.20637197281211075
ACH-000334,-0.1075526956730348
ACH-000335,-0.08398620584442568
ACH-000336,-0.06225092592525034
ACH-000337,-0.17976872387151294
ACH-000338,-0.5609790214329667
ACH-000339,-0.13411889903277324
ACH-000341,0.014075397440499838
ACH-000348,-0.1954272369547105
ACH-000350,-0.2013909499414086
ACH-000352,-0.2157183888203277
ACH-000356,-0.1502957450821438
ACH-000361,0.05998643793943759
ACH-000362,-0.04653594521209956
ACH-000363,-0.07823322413080046
ACH-000364,-0.1564064133383839
ACH-000365,-0.11610571680244412
ACH-000366,-0.3736675708389219
ACH-000368,-0.03841059501126588
ACH-000374,-0.04987307136098052
ACH-000375,-0.31248961368172484
ACH-000376,-0.17874108089168494
ACH-000381,-0.04266649846192147
ACH-000383,-0.4362864838977256
ACH-000387,-0.2509293538294881
ACH-000389,0.08949376167865085
ACH-000390,-0.1205393859049523
ACH-000393,-0.2669773863935975
ACH-000395,-0.06908753423106294
ACH-000396,-0.7377078920491399
ACH-000397,-0.2152059339502528
ACH-000401,-0.06521734591350864
ACH-000402,0.15439088375938054
ACH-000403,-0.21769403615833333
ACH-000404,-0.4046345377354004
ACH-000406,-0.03426659803055207
ACH-000407,-0.16799336627140818
ACH-000408,0.03144990008814532
ACH-000410,-0.0947620019959594
ACH-000411,-0.3278666191825473
ACH-000414,-0.2231821453400287
ACH-000415,-0.27122238570491863
ACH-000416,-0.1431361566121887
ACH-000420,-0.1048585462008454
ACH-000421,-0.14797127305060873
ACH-000424,0.01815979901939177
ACH-000425,-0.09601081715793787
ACH-000426,-0.046426446424713656
ACH-000427,-0.15039575738191088
ACH-000433,-0.11994593572025687
ACH-000435,0.03119292842445987
ACH-000436,-0.020584498529468673
ACH-000444,-0.19761114123357476
ACH-000445,-0.10181703302605136
ACH-000448,-0.11397658266673615
ACH-000450,0.09299265535390054
ACH-000452,-0.27113159798818703
ACH-000454,0.010456969338049276
ACH-000458,-0.1474916511494758
