,TRAPPC4 (51399)
ACH-000004,-0.7794115297406963
ACH-000005,-1.0416601869366284
ACH-000007,-1.1413708296246299
ACH-000009,-0.8638924257466399
ACH-000011,-1.1078247514060382
ACH-000012,-0.9322559658023368
ACH-000013,-1.2719115942803174
ACH-000014,-0.9689507196322296
ACH-000015,-0.9462302455562792
ACH-000017,-1.013306963618527
ACH-000018,-0.9214878340232344
ACH-000019,-0.8465401318229245
ACH-000021,-0.9881205846148512
ACH-000022,-0.8731377834969333
ACH-000025,-0.9380276223587748
ACH-000028,-1.0627100984910338
ACH-000030,-1.095617704859805
ACH-000035,-0.8888849652604147
ACH-000036,-1.198133434851346
ACH-000037,-0.6578379206508763
ACH-000039,-1.0238623667639009
ACH-000040,-0.9643699647118515
ACH-000041,-0.6767720051623822
ACH-000042,-0.93466266814648
ACH-000045,-0.8930985105816521
ACH-000047,-1.0016874127667657
ACH-000052,-1.0664250673379825
ACH-000053,-1.4463366037440224
ACH-000054,-0.8331097250747499
ACH-000055,-0.8227402204958085
ACH-000060,-0.8560362211842527
ACH-000067,-0.878502420638497
ACH-000070,-0.8041830968262382
ACH-000075,-1.06105038351029
ACH-000078,-1.0148762504385411
ACH-000082,-1.0069731209786557
ACH-000085,-1.0074101375358395
ACH-000086,-1.1601605545434708
ACH-000087,-1.0681767521519954
ACH-000092,-1.1340395556950649
ACH-000095,-0.994442551362427
ACH-000097,-0.9894448369909103
ACH-000098,-1.0220330395594128
ACH-000099,-1.0125104553674409
ACH-000108,-0.8511424770026782
ACH-000113,-1.098514707254384
ACH-000116,-1.0825230453065255
ACH-000118,-1.1725919554456123
ACH-000120,-0.9125442101607246
ACH-000123,-0.9048631973252804
ACH-000127,-0.8487276563741173
ACH-000128,-0.8984271567246295
ACH-000132,-1.022246124782432
ACH-000133,-1.126640912869749
ACH-000137,-1.2772344621211154
ACH-000138,-0.8789788115038834
ACH-000142,-0.9515720373112916
ACH-000143,-1.1570207885230963
ACH-000146,-0.9881927320940872
ACH-000148,-1.1353780062973615
ACH-000150,-0.9603225457573266
ACH-000152,-0.9417846064488684
ACH-000153,-0.9582053511177788
ACH-000159,-1.0539233303547133
ACH-000160,-1.3587931149455663
ACH-000163,-0.9000457278962001
ACH-000167,-1.7008340696794086
ACH-000168,-1.1876034465312746
ACH-000169,-1.2097332413044433
ACH-000178,-1.0553625435161014
ACH-000183,-1.1367989028943115
ACH-000188,-0.9761152319273744
ACH-000189,-1.2686050260054864
ACH-000190,-1.1176509656358602
ACH-000198,-1.0139102931702522
ACH-000203,-1.0566376112164058
ACH-000204,-0.8735128788786659
ACH-000206,-0.9760604274956206
ACH-000207,-0.7359266124766978
ACH-000208,-0.7421877955456297
ACH-000210,-1.0978617547813307
ACH-000211,-1.0040944127229514
ACH-000215,-0.8761820430015717
ACH-000221,-0.8401114672237886
ACH-000222,-1.0886857134665096
ACH-000223,-1.1682455511499967
ACH-000226,-1.0147562999110489
ACH-000227,-0.8471716751578685
ACH-000228,-1.0631674167553786
ACH-000231,-1.1010302949213795
ACH-000232,-0.9972510395164196
ACH-000233,-1.3569235422614452
ACH-000234,-0.9934374428392112
ACH-000235,-0.935754851203084
ACH-000237,-0.9625534454874384
ACH-000238,-1.1004366372379926
ACH-000242,-0.9963268562340624
ACH-000243,-0.9854496498742432
ACH-000244,-1.2258097605164855
ACH-000246,-1.1082887089029236
ACH-000248,-0.9240982760460891
ACH-000250,-1.0712453482059392
ACH-000251,-0.7971298508826373
ACH-000252,-0.8776876985505072
ACH-000253,-1.1664590739533356
ACH-000255,-1.1568656076009856
ACH-000256,-1.1504988996786856
ACH-000257,-0.926570060095787
ACH-000258,-0.9568715152187888
ACH-000259,-1.3602712232341032
ACH-000260,-1.0926617605746276
ACH-000261,-1.0153146202183685
ACH-000262,-1.0208387269321368
ACH-000263,-0.9288128998058688
ACH-000264,-1.1415051333373192
ACH-000265,-0.8737352966705269
ACH-000266,-0.7317174728082266
ACH-000272,-1.2027549900813397
ACH-000274,-1.0334461984427306
ACH-000277,-1.2491133764429798
ACH-000278,-1.2362411375275826
ACH-000279,-0.8057474170203909
ACH-000280,-0.9782020949426918
ACH-000281,-0.9517309335926608
ACH-000288,-0.966064226809354
ACH-000291,-0.8814138211197521
ACH-000293,-1.2696830571669355
ACH-000294,-1.1154195364265729
ACH-000295,-1.1479501135378345
ACH-000296,-0.8444450075734381
ACH-000302,-0.7384547855973509
ACH-000304,-1.0094154700919196
ACH-000307,-1.0721691186013869
ACH-000308,-1.0241182523086372
ACH-000310,-0.902760577974802
ACH-000311,-0.9605743726849301
ACH-000312,-1.0881038546832484
ACH-000315,-1.1952284052681046
