,SERPINC1 (462)
ACH-000004,0.26455686018976216
ACH-000005,0.19998296776249835
ACH-000007,0.2985043754816396
ACH-000009,0.2340581488755248
ACH-000011,0.2885063784354715
ACH-000012,0.25390427000851096
ACH-000013,0.2779169930773045
ACH-000014,0.28092329815512185
ACH-000015,0.19337274936732424
ACH-000017,0.2706803816899562
ACH-000018,0.15917902172953896
ACH-000019,0.5315087569531648
ACH-000021,0.2397546565695765
ACH-000022,0.30575985273637185
ACH-000025,0.2462016060210103
ACH-000028,0.26488223235410435
ACH-000030,0.3235702173622858
ACH-000035,0.3248595259836537
ACH-000036,0.4336031581224628
ACH-000037,0.31394788047461875
ACH-000039,0.1891082378774791
ACH-000040,0.4632923615601612
ACH-000041,0.3958099963426256
ACH-000042,0.3237798629803278
ACH-000045,0.4299603242896531
ACH-000047,0.2643895302565753
ACH-000052,0.3716078456354401
ACH-000053,0.33030987824930985
ACH-000054,0.3499556466813967
ACH-000055,0.0125578752275703
ACH-000060,0.17907155300410232
ACH-000067,0.40734487955168736
ACH-000070,0.3732529104164232
ACH-000075,0.2235597653503461
ACH-000078,0.374523507507361
ACH-000082,0.269464962055515
ACH-000085,0.1027421993100543
ACH-000086,0.15374967074474652
ACH-000087,0.41429086900533824
ACH-000092,0.1367476533384661
ACH-000095,0.26933243961467324
ACH-000097,0.3734460120486384
ACH-000098,0.27982463277409725
ACH-000099,0.2624803894246747
ACH-000108,0.3084775874478889
ACH-000113,0.3170506613370953
ACH-000116,0.3531070098059029
ACH-000118,0.3068084789252201
ACH-000120,0.2149031796795846
ACH-000123,0.2588122865980021
ACH-000127,0.3394643749347658
ACH-000128,0.21347896043264492
ACH-000132,0.32276029578487675
ACH-000133,0.13381201372424034
ACH-000137,0.2734105539069905
ACH-000138,0.2522774259067733
ACH-000142,0.21612962753236875
ACH-000143,0.2769768434122899
ACH-000146,0.25414586147700113
ACH-000148,0.2299738936091349
ACH-000150,0.328627041015582
ACH-000152,0.3748291222341066
ACH-000153,0.438326881166056
ACH-000159,0.2764172912284378
ACH-000160,0.3470760355102571
ACH-000163,0.3387039793084207
ACH-000167,0.3010096119865728
