,SH3GL3 (6457)
ACH-000004,-0.1810988762355205
ACH-000005,-0.025960426581227325
ACH-000007,-0.3353404378311448
ACH-000009,-0.20525495700441013
ACH-000011,-0.22605619622971904
ACH-000012,-0.27959778253317863
ACH-000013,-0.16655896970391065
ACH-000014,-0.10544116695191083
ACH-000015,-0.2584374688652742
ACH-000017,-0.16822126326420253
ACH-000018,-0.35849984381493044
ACH-000019,-0.13325234663683205
ACH-000021,-0.025762314234913868
ACH-000022,-0.26234809191964154
ACH-000025,-0.20029836385234664
ACH-000028,-0.1832373916364095
ACH-000030,-0.11692839991950398
ACH-000035,-0.2363597560485237
ACH-000036,-0.061731456755553984
ACH-000037,-0.08693896644716155
ACH-000039,-0.21523979050250985
ACH-000040,-0.09289038119144973
ACH-000041,-0.1798436424038378
ACH-000042,-0.1425936309842655
ACH-000045,-0.22796035456407016
ACH-000047,-0.14819140568043196
ACH-000052,-0.18549709843074436
ACH-000053,-0.2029897674781981
ACH-000054,-0.09267125836587266
ACH-000055,-0.176227108378916
ACH-000060,-0.1694425580713241
ACH-000067,-0.20799997714153004
ACH-000070,-0.1483066828302255
ACH-000075,-0.22258865340491465
ACH-000078,-0.26106321504446417
ACH-000082,-0.14031576060168113
ACH-000085,-0.1348776599546483
ACH-000086,-0.20079299841259826
ACH-000087,-0.060397953431338115
ACH-000092,-0.19661269878391704
ACH-000095,-0.14716374681099434
ACH-000097,-0.08489950422917697
ACH-000098,-0.20233257209039554
ACH-000099,-0.2647355698415253
ACH-000108,-0.04299962064122303
ACH-000113,-0.11891961074491635
ACH-000116,-0.18786665483370327
ACH-000118,-0.17044209895506848
ACH-000120,-0.2012406053921978
ACH-000123,-0.3575582829438926
ACH-000127,-0.15377667424308894
ACH-000128,-0.2980397246700409
ACH-000132,-0.197564955735696
ACH-000133,-0.2048732700460708
ACH-000137,-0.2627142243711228
ACH-000138,-0.129093241713285
ACH-000142,-0.27241656975215073
ACH-000143,-0.06865405746384957
ACH-000146,-0.2504390603037792
ACH-000148,-0.12557566393363598
ACH-000150,-0.23696924433547634
ACH-000152,-0.22902812780877685
ACH-000153,-0.055365967864828065
ACH-000159,-0.14965130422153486
ACH-000160,-0.1980048134446757
ACH-000163,-0.15847080681221234
ACH-000167,-0.050483232590736817
ACH-000168,-0.0018848727533551642
ACH-000169,-0.11012973448856662
ACH-000178,-0.2645021276923517
ACH-000183,-0.18422351690555205
ACH-000188,-0.13505647544214072
ACH-000189,-0.21271541956990686
ACH-000190,-0.09067379212977156
ACH-000198,-0.2318865780247682
ACH-000203,0.300075671551581
ACH-000204,-0.4299262866325713
ACH-000206,-0.07594271153216473
ACH-000207,-0.0697276154134563
ACH-000208,-0.16572597799078215
ACH-000210,-0.4146571160878445
ACH-000211,-0.14911518805462307
ACH-000215,-0.12170762497780005
ACH-000221,-0.24734642075919794
ACH-000222,-0.0952713495036458
ACH-000223,-0.2052608309922123
ACH-000226,-0.055778021375497255
ACH-000227,-0.1987015974308247
ACH-000228,-0.21826999471164069
ACH-000231,-0.2049799718109768
ACH-000232,-0.1796198500189495
ACH-000233,-0.14239138512687174
ACH-000234,-0.1034723275772465
ACH-000235,-0.20183207887637908
ACH-000237,-0.14430828952042415
ACH-000238,-0.2906692499715445
ACH-000242,-0.3886689291690244
ACH-000243,-0.1926189873995353
ACH-000244,-0.2204004683474112
ACH-000246,-0.1112020892994019
ACH-000248,-0.1147501565510991
ACH-000250,-0.1772919276742108
ACH-000251,-0.17270964264489147
ACH-000252,-0.1566511621377795
ACH-000253,-0.2431523518730805
ACH-000255,-0.2050033879780742
ACH-000256,-0.33295873566636536
ACH-000257,-0.02071593958789795
ACH-000258,-0.2558985161931857
ACH-000259,-0.23286762737981975
ACH-000260,-0.2885176862653936
ACH-000261,-0.15454248734037662
ACH-000262,0.005414726632182698
ACH-000263,-0.6171550370158841
ACH-000264,-0.13779642307157666
ACH-000265,-0.2184235735948134
ACH-000266,-0.16577792179671122
ACH-000272,-0.2717718512127975
ACH-000274,-0.23254569238912076
ACH-000277,-0.2103549368094464
ACH-000278,-0.2409531422177457
ACH-000279,-0.2465941040830876
ACH-000280,-0.1708613724491571
ACH-000281,-0.3962131289287829
ACH-000288,-0.15956670682409388
ACH-000291,-0.16215792820942745
ACH-000293,-0.1966795907834335
ACH-000294,-0.25862673938424896
ACH-000295,0.09297570916909637
ACH-000296,-0.16191309570337534
ACH-000302,-0.1722152781929245
ACH-000304,-0.28809216553845096
ACH-000307,-0.15484830095635266
ACH-000308,-0.24501294742174398
ACH-000310,-0.3299714743082385
ACH-000311,-0.26277354455985624
ACH-000312,-0.272925720262747
ACH-000315,-0.07999539482097938
ACH-000316,-0.14228101907952956
ACH-000317,-0.021294520970228124
ACH-000318,-0.13898584572806366
ACH-000319,-0.10276918595491336
ACH-000320,-0.10282208496789738
ACH-000322,-0.3426912851954632
ACH-000323,-0.06148382367008895
ACH-000324,-0.122110360045687
ACH-000329,-0.20736613629290884
ACH-000330,-0.1296654841951965
ACH-000331,-0.12429399080267345
ACH-000332,-0.1845596305799718
ACH-000334,0.013058811126072664
ACH-000335,-0.05845698159286036
ACH-000336,-0.24103619958936395
ACH-000337,-0.2666916587015592
ACH-000338,-0.603814010576977
ACH-000339,-0.21616428902674995
ACH-000341,-0.19012998523157695
ACH-000348,-0.09249219553350116
ACH-000350,-0.21686380824909396
ACH-000352,-0.17210033002367714
ACH-000356,-0.10390545371011957
ACH-000361,-0.3506717793574838
ACH-000362,-0.11552578470790435
ACH-000363,-0.1570700843833905
ACH-000364,-0.012031352530529218
ACH-000365,-0.1872381266644892
ACH-000366,-0.1661590720486324
ACH-000368,-0.18716893866701398
ACH-000374,-0.2310201337525701
ACH-000375,-0.2897816911113424
ACH-000376,-0.2309168787985653
ACH-000381,-0.057717259642571385
ACH-000383,-0.2034032049917085
ACH-000387,-0.21602316586961565
ACH-000389,-0.08955775286069245
ACH-000390,-0.2937208584609983
ACH-000393,-0.11184818130870187
ACH-000395,-0.09542018406749253
ACH-000396,-0.23900815566249697
ACH-000397,-0.0900653711135297
ACH-000401,-0.1178906514124926
ACH-000402,0.129644276419311
ACH-000403,-0.20042389413614206
ACH-000404,0.08267082568084683
ACH-000406,-0.1501266725316506
ACH-000407,-0.2977886427904696
ACH-000408,-0.1949102409619312
ACH-000410,-0.07112002334663756
ACH-000411,-0.08702546920491933
ACH-000414,-0.21289803161346094
ACH-000415,-0.1111788964154512
ACH-000416,-0.20138691077762869
ACH-000420,-0.1441097723131876
ACH-000421,-0.18758327923542947
ACH-000424,-0.30114311357822104
ACH-000425,-0.2386179183474389
ACH-000426,-0.1977782908712474
ACH-000427,-0.2512342529392073
ACH-000433,-0.07130330331364318
ACH-000435,0.2937472882607943
ACH-000436,-0.07264075417734384
ACH-000444,-0.18572221596915853
ACH-000445,-0.2358757747872013
ACH-000448,-0.1437979199241732
ACH-000450,-0.07887632400575577
ACH-000452,-0.27912272902174273
ACH-000454,-0.10118864147655536
ACH-000458,-0.32701562606368884
ACH-000459,-0.3384302086567437
ACH-000460,-0.15389346241828192
ACH-000461,-0.1004675909107036
ACH-000463,-0.08823615423663092
ACH-000464,-0.22561431030540055
ACH-000466,-0.19207771401827864
ACH-000467,-0.22407678557402191
ACH-000468,-0.1581296888147575
ACH-000469,-0.07793948562073102
ACH-000470,-0.26502755551455043
ACH-000471,-0.11799701609393165
ACH-000472,-0.1024818668342158
ACH-000473,-0.25911783253349185
ACH-000475,-0.09177970638737516
ACH-000476,-0.16555330732209042
ACH-000477,-0.3106462444316048
ACH-000479,-0.09719589536549653
ACH-000480,-0.240443796330632
ACH-000481,-0.1740368749019485
ACH-000483,-0.2638860143524824
ACH-000484,-0.05776933822278633
ACH-000485,-0.05181619677040846
ACH-000486,-0.2596049138519985
ACH-000487,-0.21230560821650465
ACH-000488,-0.2182004333858906
ACH-000490,-0.1740827897595721
ACH-000491,-0.2529000300759743
ACH-000495,-0.34209843108568005
ACH-000496,-0.0451743069816356
ACH-000499,-0.2322564341266097
ACH-000500,-0.07048418208489418
ACH-000502,-0.24380617008009006
ACH-000503,-0.12568343429701626
ACH-000505,-0.16535545493913426
ACH-000507,-0.15464272133432738
