,MINA (84864)
ACH-000004,0.004630317770325846
ACH-000005,0.3388078906426177
ACH-000007,-0.14999472526285
ACH-000009,-0.06218314737018792
ACH-000011,-0.28777030768003725
ACH-000012,-0.1985024527621453
ACH-000013,-0.04076830753222544
ACH-000014,-0.06597973677142815
ACH-000015,0.014809593355050676
ACH-000017,-0.10987122890023436
ACH-000018,-0.19566246759848727
ACH-000019,-0.36126796651390986
ACH-000021,-0.13628812721550074
ACH-000022,-0.07967937284058911
ACH-000025,-0.030106037612903556
ACH-000028,-0.12704108291733388
ACH-000030,-0.1052731555162592
ACH-000035,-0.05604772009753567
ACH-000036,-0.053106313186173336
ACH-000037,-0.11824620551762725
ACH-000039,-0.12196332878038288
ACH-000040,-0.10237461464033007
ACH-000041,-0.06547282280396075
ACH-000042,-0.09970738951036967
ACH-000045,-0.13671015384563
ACH-000047,0.029081309649115338
ACH-000052,0.008037660079731291
ACH-000053,-0.03485562188034077
ACH-000054,-0.17538037701621015
ACH-000055,-0.2909720533612276
ACH-000060,-0.2331221638078681
ACH-000067,-0.2881019977884238
ACH-000070,-0.15638219531373007
ACH-000075,-0.3404357068741714
ACH-000078,-0.2433262235887859
ACH-000082,-0.07873263081719499
ACH-000085,-0.14210189836161927
ACH-000086,-0.1348286624234436
ACH-000087,-0.021608387775851258
ACH-000092,-0.03207377802956698
ACH-000095,-0.19098832988077544
ACH-000097,-0.2683563370251452
ACH-000098,0.023288382183242983
ACH-000099,-0.09454059396668124
ACH-000108,-0.042660628262683735
ACH-000113,-0.1602909537551648
ACH-000116,-0.06423466376064559
ACH-000118,-0.006219245065218835
ACH-000120,-0.10126666449335442
ACH-000123,-0.11814162583217518
ACH-000127,-0.1884409266187144
ACH-000128,-0.1100491521646484
ACH-000132,-0.13697843732588996
ACH-000133,-0.016425198313632518
ACH-000137,0.04525907471197409
ACH-000138,-0.09547894439636777
ACH-000142,-0.1024623697702001
ACH-000143,-0.2238043678331348
ACH-000146,-0.08594669368384468
ACH-000148,-0.08798777542965708
ACH-000150,0.10111869619153732
ACH-000152,-0.0695726919172554
ACH-000153,-0.356888799993949
ACH-000159,-0.0943135065221215
ACH-000160,0.3250683767327968
ACH-000163,-0.15946836946776086
ACH-000167,0.6406737602389836
ACH-000168,-0.04291654759923027
ACH-000169,-0.009705416826334428
ACH-000178,-0.020611213365721685
ACH-000183,0.010629780636730956
ACH-000188,-0.09477187293968346
ACH-000189,-0.22160948747569675
ACH-000190,0.2378068960118005
ACH-000198,-0.1872027672206457
ACH-000203,0.07661422228608553
ACH-000204,0.0036176875122972407
ACH-000206,-0.12938530024627531
ACH-000207,-0.2610658122080734
ACH-000208,-0.14983462195862224
ACH-000210,-0.5451540697152831
ACH-000211,-0.1504971815297775
ACH-000215,-0.05696562349510125
ACH-000221,-0.2772637817727077
ACH-000222,0.040173440381837566
ACH-000223,-0.11367920908110885
ACH-000226,-0.2040040505084664
ACH-000227,-0.068567377512101
ACH-000228,-0.10169486481552467
ACH-000231,-0.12278511589714748
ACH-000232,-0.10307060630970766
ACH-000233,-0.04233691536262303
ACH-000234,-0.12916350051009345
ACH-000235,-0.10930454071759817
ACH-000237,-0.05995417707858908
ACH-000238,-0.06638613503665848
ACH-000242,-0.20170515578805093
ACH-000243,0.0015451725148736782
ACH-000244,0.14772788694827085
ACH-000246,-0.15759861161917502
ACH-000248,0.11629879538565845
ACH-000250,-0.09964263167781427
ACH-000251,0.012561732152630971
ACH-000252,-0.12448957790863192
ACH-000253,-0.11604235818982245
ACH-000255,-0.06280383672817218
ACH-000256,0.07588610844251517
ACH-000257,-0.2835189761738249
ACH-000258,-0.08932818148385037
ACH-000259,-0.14561404616432458
ACH-000260,-0.14099997161317762
ACH-000261,-0.15140152841647309
ACH-000262,-0.2478895944556312
ACH-000263,-0.41613546709765387
ACH-000264,-0.0010316721917461964
ACH-000265,-0.0598947997974754
ACH-000266,-0.04457563766480056
ACH-000272,-0.10139380951822133
ACH-000274,-0.08211727085118467
ACH-000277,-0.02727758832060095
ACH-000278,-0.10676140198920152
ACH-000279,0.025671559471836518
ACH-000280,-0.2450578922674813
ACH-000281,-0.1925531501566822
ACH-000288,0.03931958463571678
ACH-000291,-0.12598399619342776
ACH-000293,-0.13777744048561685
ACH-000294,-0.12441013093796915
ACH-000295,0.06875826470789734
ACH-000296,-0.2968298831194446
ACH-000302,-0.1689824435545744
ACH-000304,-0.22483916219147265
ACH-000307,-0.1855563526100784
ACH-000308,-0.06544093870881937
ACH-000310,-0.07015808793103276
ACH-000311,-0.14000255857710533
ACH-000312,0.005119134892228077
ACH-000315,-0.07772267752265698
ACH-000316,0.05645681751577367
ACH-000317,-0.2458097731068627
ACH-000318,-0.1038052214875292
ACH-000319,0.02102731681064689
ACH-000320,-0.007165177340880645
ACH-000322,-0.05189217387515018
ACH-000323,-0.1258374164949852
ACH-000324,-0.1461343366391308
ACH-000329,-0.07923124995704034
ACH-000330,-0.10930064548117037
ACH-000331,-0.1565284054574085
ACH-000332,-0.09200120797349326
ACH-000334,0.07455640322540584
ACH-000335,-0.2667319042032904
ACH-000336,-0.045233710386512194
ACH-000337,-0.14297152484396766
ACH-000338,-0.11246850329508942
ACH-000339,-0.15767093406188634
ACH-000341,0.10925199700555344
ACH-000348,-0.02722916377229657
ACH-000350,-0.13188461290640072
ACH-000352,-0.13885824390531404
ACH-000356,-0.05722138913186186
ACH-000361,-0.02018206875778028
ACH-000362,-0.1320097079659443
ACH-000363,-0.11310581191420745
ACH-000364,-0.2453474331375303
ACH-000365,-0.026420826535192232
ACH-000366,-0.0533231611505204
ACH-000368,0.01850773213553729
ACH-000374,-0.07449539790538083
ACH-000375,-0.11718263879176502
ACH-000376,-0.14936243442182856
ACH-000381,-0.005222009815093754
ACH-000383,-0.07721382465205663
ACH-000387,0.011459481706368074
ACH-000389,-0.2458447360832864
ACH-000390,-0.1196018368555796
ACH-000393,-0.3039401245910752
ACH-000395,-0.12068018372335773
ACH-000396,-0.03324720960513585
ACH-000397,-0.06557630575451795
ACH-000401,-0.10820108913564387
ACH-000402,-0.022297287397947004
ACH-000403,-0.17378407548445435
ACH-000404,-0.21693356557028684
ACH-000406,-0.07623441811163068
ACH-000407,-0.2142995874870874
ACH-000408,-0.06634872938784593
ACH-000410,-0.12456417131342508
ACH-000411,-0.1545151747187173
ACH-000414,-0.07988982979811522
ACH-000415,-0.025032211921590653
ACH-000416,-0.02303646320061007
ACH-000420,-0.1746156372675765
ACH-000421,-0.08863352869027162
ACH-000424,-0.08957832850043074
ACH-000425,-0.0960844706400491
ACH-000426,-0.030455051864616268
ACH-000427,-0.17710045950292524
ACH-000433,-0.10102761292983888
ACH-000435,-0.28476336311681993
ACH-000436,-0.08464327380127587
ACH-000444,-0.1659535281898707
ACH-000445,0.00527539830708643
ACH-000448,-0.16370795284219564
ACH-000450,-0.05994946924453321
ACH-000452,-0.12557865168600507
ACH-000454,-0.1018340987093264
ACH-000458,-0.20790182443628366
ACH-000459,-0.0024435154602214077
ACH-000460,-0.12097464444978555
ACH-000461,-0.021320267953883396
ACH-000463,-0.0927135690999336
ACH-000464,-0.17225779003287078
ACH-000466,-0.16751475636283158
ACH-000467,-0.2374775311966352
ACH-000468,0.14619601980776503
ACH-000469,-0.21560805406644595
ACH-000470,-0.2296591219305891
ACH-000471,-0.19075216663275146
ACH-000472,-0.06650385011050462
ACH-000473,-0.0537834471759228
ACH-000475,-0.09159166169167376
ACH-000476,-0.2981726451806933
ACH-000477,-0.11019488052920154
ACH-000479,-0.34614319554710304
ACH-000480,-0.16220805357112636
ACH-000481,-0.14951027958883464
ACH-000483,-0.05307340325227912
ACH-000484,-0.1613208995736522
ACH-000485,-0.04140468007885399
ACH-000486,-0.10288647809681234
ACH-000487,0.019387686982500426
ACH-000488,-0.04757429770365839
ACH-000490,-0.10568989402009196
ACH-000491,-0.12057198492325047
ACH-000495,-0.1580479367093724
ACH-000496,-0.15150130135055584
ACH-000499,-0.056115655289510194
ACH-000500,-0.18558772768294013
ACH-000502,-0.0891535449053905
ACH-000503,-0.015565320394395453
ACH-000505,-0.01904003432178954
ACH-000507,0.01129446597495029
ACH-000510,0.008008196567338732
ACH-000511,-0.048186985706764066
ACH-000512,-0.07188339410138553
ACH-000516,-0.11151542010542476
ACH-000517,-0.12770344121962598
ACH-000518,-0.25567764681908456
ACH-000520,-0.20615475285878251
ACH-000521,-0.20874810759485116
ACH-000522,-0.0950182075921014
ACH-000524,-0.2161630079011042
ACH-000527,-0.005603477149291356
ACH-000528,-0.20148594155433472
ACH-000537,0.009872924649500544
ACH-000541,-0.0812206223854474
ACH-000542,-0.16327185243365047
ACH-000544,-0.15467627077585874
ACH-000545,-0.11885335609572607
ACH-000547,-0.26255559718775845
ACH-000548,-0.13213446502155934
ACH-000549,-0.20507634843484088
ACH-000550,-0.10312299922587748
ACH-000552,-0.09900120517565207
ACH-000556,-0.17606525598624512
ACH-000557,-0.03171977354642055
ACH-000569,-0.3326978557478627
ACH-000570,-0.07848989597612847
ACH-000571,-0.12158617108468688
ACH-000573,-0.23378985285192894
ACH-000576,-0.111505739216807
ACH-000579,-0.2501748324094253
ACH-000580,-0.04724622856434161
ACH-000584,-0.08984433764835492
ACH-000585,-0.01497754013177973
ACH-000588,-0.12808588717996627
ACH-000589,-0.13068037830105175
ACH-000591,-0.1199844848681218
ACH-000593,-0.15072736697077782
ACH-000600,-0.023744119416768288
ACH-000601,-0.05345137648997128
ACH-000605,-0.1585401044194317
ACH-000606,0.11718238452153168
ACH-000608,-0.10389008107005343
ACH-000614,-0.2938808604319373
ACH-000616,-0.08937993725352
ACH-000618,-0.03837477317220446
ACH-000619,-0.018799662012394792
ACH-000620,-0.15129425444478015
ACH-000621,-0.08985012053956977
ACH-000622,-0.08874084335467225
ACH-000623,-0.1072387394763611
ACH-000624,-0.1308349440751459
ACH-000627,-0.1290230260192386
ACH-000630,-0.10753024533832813
ACH-000631,-0.2566844230861973
ACH-000632,-0.03682748072209202
ACH-000633,-0.09416872567800684
ACH-000637,0.02647306490080562
ACH-000638,-0.09438093440513756
ACH-000646,-0.09047893591547068
ACH-000647,-0.1038741189470267
ACH-000648,-0.06730558114237042
ACH-000649,-0.11691077030833907
ACH-000651,-0.10942591410794243
ACH-000652,-0.0960629423615595
ACH-000653,-0.18990653160723034
ACH-000657,-0.1760955703787248
ACH-000658,-0.2512148112612849
ACH-000661,-0.07477939448828058
ACH-000662,0.007783315769522037
ACH-000663,-0.18811116141705192
ACH-000665,0.005613254673539985
ACH-000671,-0.13714304448220144
ACH-000672,-0.057724696131323375
ACH-000673,-0.0688747669868768
ACH-000676,-0.16196787461810633
ACH-000677,-0.0791232752694153
ACH-000681,-0.2497716666968913
ACH-000683,-0.004781189390168379
ACH-000684,-0.05503826822013258
ACH-000688,0.010097497602236308
ACH-000693,-0.023981222081812813
ACH-000694,-0.04092879098244027
ACH-000695,-0.3423685069000005
ACH-000696,-0.15597087603652407
ACH-000697,-0.4008552323862301
ACH-000699,-0.12294442705359213
ACH-000701,-0.247318760245286
ACH-000706,-0.06162047247984573
ACH-000711,-0.10696791918354648
ACH-000713,-0.04297356699727296
ACH-000714,-0.13488685790254418
ACH-000718,-0.1781767677048785
ACH-000720,-0.10475907213026144
ACH-000721,-0.11810349725168258
ACH-000724,-0.21162057649719493
ACH-000725,0.009361203372570454
ACH-000732,-0.14895329714758848
ACH-000734,-0.12918439222361594
ACH-000735,-0.17549658051928635
ACH-000736,-0.25675888207655634
ACH-000738,-0.10749353826739506
ACH-000746,0.014880913460951991
ACH-000747,-0.02663151655199055
ACH-000748,-0.08737825749332946
ACH-000753,-0.08777430843702091
ACH-000756,-0.07648268063539053
ACH-000757,-0.3148699510433545
ACH-000758,-0.13651455291368847
ACH-000760,-0.06134995006121537
ACH-000762,0.010199796010758534
ACH-000763,-0.0710993880162056
ACH-000764,-0.28150536528899484
ACH-000765,-0.005254710916519571
ACH-000766,-0.17302811695294076
ACH-000767,-0.029105787911687917
ACH-000768,-0.13710228330390686
ACH-000769,-0.07269549103533929
ACH-000770,-0.19171130367687167
ACH-000771,-0.2028224281245272
ACH-000773,-0.16849379572515352
ACH-000776,0.008241460090271858
ACH-000777,0.0021372811209253665
ACH-000778,-0.05393014245266545
ACH-000781,-0.05001646014457247
ACH-000782,-0.12492477502978146
ACH-000783,0.023096876868598838
ACH-000784,-0.2154329977086196
ACH-000785,-0.14811998150964106
ACH-000787,-0.1979435982201208
ACH-000788,-0.1662554086575201
ACH-000791,-0.03687235001091384
ACH-000792,-0.1525600590589878
ACH-000794,0.024215960313490048
ACH-000796,-0.1736476935028504
ACH-000798,-0.2373857026675857
ACH-000799,-0.16338144036037827
ACH-000800,-0.11202976668456677
ACH-000802,-0.14633251832119992
ACH-000804,-0.08702224201041342
ACH-000805,-0.1963543266719161
ACH-000809,-0.08117550490109514
ACH-000810,-0.2504075064553066
ACH-000811,-0.056498763147613575
ACH-000817,-0.05234887907439157
ACH-000819,-0.050821677089318056
ACH-000820,0.026540810277145336
ACH-000821,0.04259796052143997
ACH-000822,-0.04972951871631882
ACH-000823,0.054933620711323634
ACH-000824,-0.08590843244155094
ACH-000827,-0.16517224870259234
ACH-000829,-0.15847489325942374
ACH-000831,-0.09556989817617316
ACH-000832,-0.2604440035725974
ACH-000833,-0.1334709368951967
ACH-000834,-0.025688599489542097
ACH-000835,-0.12925548890092672
ACH-000836,0.19973576356953454
ACH-000837,-0.09955359168825097
ACH-000838,0.05647328083079209
ACH-000839,-0.07022499637751503
ACH-000840,-0.21132270357661204
ACH-000841,0.003983354140680618
ACH-000843,-0.004244986815831549
ACH-000846,-0.21854497336757928
ACH-000847,-0.1569525170087664
ACH-000848,-0.004799889691544907
ACH-000849,-0.15951739653464395
ACH-000851,-0.007511944218584843
ACH-000855,-0.17001567014604654
ACH-000856,-0.02700256370268094
ACH-000858,-0.19865346553919028
ACH-000859,-0.09117139791804166
ACH-000861,-0.17580150065404548
ACH-000862,-0.13969153083241814
ACH-000865,-0.0551508605408816
ACH-000866,-0.14387173116446522
ACH-000867,-0.10510788430227692
ACH-000869,-0.12000039226097198
ACH-000872,-0.08652806933117299
ACH-000873,-0.08265787702181865
ACH-000876,-0.15055576625708078
ACH-000878,-0.2703381997676502
ACH-000880,-0.3390901853080225
ACH-000881,-0.199439098750916
ACH-000882,-0.11789186420771793
ACH-000884,-0.20173970707031624
ACH-000885,-0.26227138532592176
ACH-000887,-0.10881952447350114
ACH-000889,-0.04215718316544045
ACH-000896,-0.2388183591258287
ACH-000898,-0.05942990740956083
ACH-000900,-0.1215205343803715
ACH-000901,-0.10865572267774024
ACH-000905,-0.24276623413895096
ACH-000906,-0.11131542883507907
ACH-000907,-0.056070049334136784
ACH-000910,0.00044177794115182766
ACH-000911,-0.06098466248558911
ACH-000912,-0.0622878478684426
ACH-000913,-0.07906514750319718
ACH-000915,-0.016309225204881518
ACH-000916,-0.06515818994448241
ACH-000917,-0.22132414971626824
ACH-000920,0.014270448579775776
ACH-000921,-0.1758534207350894
ACH-000924,-0.02994899542143175
ACH-000926,-0.09279362762292208
ACH-000928,0.002364027313132348
ACH-000929,-0.02749526700138169
ACH-000932,-0.16751501865827148
ACH-000935,-0.26053254975725715
ACH-000936,-0.06773782327311098
ACH-000937,-0.08773041036249109
ACH-000938,-0.17372302938045905
ACH-000939,0.3018345661848246
ACH-000941,-0.1826704235743321
ACH-000943,-0.06191181022656444
ACH-000946,-0.2323058925895462
ACH-000947,-0.1196460411504141
ACH-000948,-0.24027967350976664
ACH-000950,-0.11372135984734134
ACH-000953,-0.06568859340394506
ACH-000954,-0.3602819083115692
ACH-000957,-0.2262147329397186
ACH-000958,-0.2302217527185695
ACH-000960,-0.13216999702519655
ACH-000963,-0.1899246185757876
ACH-000968,-0.032679459633424224
ACH-000969,-0.07801573337693124
ACH-000972,-0.17016250832989527
ACH-000973,-0.14780706272188912
ACH-000974,-0.2839425989842741
ACH-000978,0.011922821505858043
ACH-000984,-0.12939485228475553
ACH-000986,-0.05945310883736123
ACH-000988,-0.1755831499645307
ACH-000993,-0.16621500797351474
ACH-000994,-0.31823859412867866
ACH-000996,-0.12561596689665916
ACH-001001,-0.07106828985171232
ACH-001020,0.020137186860071973
ACH-001028,-0.08603094354489392
ACH-001031,-0.15610392773983062
ACH-001038,-0.14760526360958418
ACH-001048,-0.0018614932686928046
ACH-001050,-0.1328118668894916
ACH-001053,-0.21124337246943228
ACH-001054,-0.05893713007089029
ACH-001061,-0.21805464983591666
ACH-001067,-0.11175313996369644
ACH-001075,-0.1891805780335588
ACH-001096,0.03507891112458193
ACH-001111,0.16557604220969865
ACH-001119,-0.18880176108576605
ACH-001128,0.785489817215426
ACH-001134,-0.13670980128734184
ACH-001151,-0.06178467518219637
ACH-001163,0.057050562734135814
ACH-001164,-0.25323349053396144
ACH-001183,-0.1700691206743226
ACH-001192,-0.17813959814383928
ACH-001193,-0.23992660870022806
ACH-001196,-0.04812924692523478
ACH-001197,-0.027371626269122387
ACH-001205,-0.2046817809822934
ACH-001211,0.08313837134604768
ACH-001212,-0.3419860892908755
ACH-001228,0.011715250773845463
ACH-001232,-0.09754193850520064
ACH-001239,-0.18846994259784894
ACH-001270,-0.21523882474268669
ACH-001274,-0.19437181751726107
ACH-001275,-0.20918432078067345
ACH-001277,-0.14346709662287213
ACH-001278,-0.20768871567352112
ACH-001280,-0.2032387391246427
ACH-001283,0.013331264947463969
ACH-001289,-0.1479068587922651
ACH-001300,-0.1223481857891836
ACH-001301,-0.10903371731624252
ACH-001302,-0.05943823400649061
ACH-001306,-0.12281564711200628
ACH-001318,-0.08315596166409403
ACH-001322,-0.0820657581627651
ACH-001328,0.019487709687679176
ACH-001332,-0.14438711888282035
ACH-001336,-0.05396155647455625
ACH-001346,-0.05341253662968982
ACH-001353,-0.14012794715390364
ACH-001354,-0.012742820407414795
ACH-001367,-0.04505454791661272
ACH-001368,0.016677956996412825
ACH-001374,0.04859439404891089
ACH-001377,-0.1452373851357462
ACH-001380,-0.253203103234506
ACH-001391,-0.08202977086772463
ACH-001408,-0.1746120535654076
ACH-001430,0.08804973674755771
ACH-001431,-0.1765525669047979
ACH-001450,0.05214695095105765
ACH-001496,-0.018719851727133176
ACH-001500,0.22675538609789805
ACH-001523,0.008178562057415503
ACH-001532,-0.3070532944049611
ACH-001550,0.2690744313436777
ACH-001552,-0.17216821666455706
ACH-001554,-0.04128057077722695
ACH-001654,-0.07854624569221719
ACH-001735,-0.08431979122103704
ACH-001736,-0.09023918694996252
ACH-001737,-0.0752655932223715
ACH-001740,0.10101084314389
ACH-001745,-0.015091892809648797
ACH-001765,-0.10607957294893514
