,OSTC (58505)
ACH-000004,-0.7628029040644205
ACH-000005,-1.0219710121598822
ACH-000007,-0.7092331572333153
ACH-000009,-0.7273708404085114
ACH-000011,-0.6375172981561454
ACH-000012,-0.4324592299031563
ACH-000013,-0.5908534220200093
ACH-000014,-0.5574453462363975
ACH-000015,-0.6854178853115804
ACH-000017,-0.5257772974090656
ACH-000018,-0.6585981509226585
ACH-000019,-0.5549078683246679
ACH-000021,-0.5640184013071413
ACH-000022,-0.9939873662372648
ACH-000025,-0.5794439959992655
ACH-000028,-0.5630988979135603
ACH-000030,-0.6401175531117933
ACH-000035,-0.6236106826715293
ACH-000036,-0.7686169936818759
ACH-000037,-0.6062820205636317
ACH-000039,-0.4369104960579019
ACH-000040,-0.7157310412572363
ACH-000041,-0.7585049727536091
ACH-000042,-0.836589766878715
ACH-000045,-0.4165708637213238
ACH-000047,-0.714204577049119
ACH-000052,-0.8374653844850574
ACH-000053,-0.4851381979208749
ACH-000054,-0.6229680787348009
ACH-000055,-0.7898580289615538
ACH-000060,-0.8253489228028088
ACH-000067,-0.8159009029060248
ACH-000070,-0.6530387046363113
ACH-000075,-0.6487637155639435
ACH-000078,-0.6457722944671399
ACH-000082,-0.7379298117554591
ACH-000085,-0.7024885580296656
ACH-000086,-0.6476270707572683
ACH-000087,-0.7134409648561433
ACH-000092,-0.7238846675388213
ACH-000095,-0.6600742176459438
ACH-000097,-0.5011115669507874
ACH-000098,-0.6527700256745284
ACH-000099,-0.7983131439727812
ACH-000108,-0.8468218042500247
ACH-000113,-0.7213435202039815
ACH-000116,-0.7216947676545633
ACH-000118,-0.635424852525034
ACH-000120,-0.6651440736257876
ACH-000123,-0.5608504530184026
ACH-000127,-0.7242113266351836
ACH-000128,-0.7175184201080113
ACH-000132,-0.6413695048257113
ACH-000133,-0.7449001590070746
ACH-000137,-0.6375931879847311
ACH-000138,-0.5697255233733042
ACH-000142,-0.6898655730555843
ACH-000143,-0.643545097864877
ACH-000146,-0.5128668090361225
ACH-000148,-0.5484473245171122
ACH-000150,-0.9378253553184264
ACH-000152,-0.5344627919669063
ACH-000153,-0.5536921553790595
ACH-000159,-0.5482436468641865
ACH-000160,-0.7053944505872392
ACH-000163,-0.6479066308405146
ACH-000167,-0.791539386454169
ACH-000168,-0.7705914010033839
ACH-000169,-0.9812504733936322
ACH-000178,-0.7238023908375323
ACH-000183,-0.8667779873049878
ACH-000188,-0.7895209534332092
ACH-000189,-0.5905622218189182
ACH-000190,-0.5299258238261451
ACH-000198,-0.5647168430283453
ACH-000203,-0.5036973621863083
ACH-000204,-0.899072127353004
ACH-000206,-0.7028216599275164
ACH-000207,-0.5897915695373558
ACH-000208,-0.8522997564976891
ACH-000210,-0.8181236054098543
ACH-000211,-0.627665744425886
ACH-000215,-0.5318035415337561
ACH-000221,-0.6289501395597625
ACH-000222,-0.9912465350017308
ACH-000223,-0.6868361760121561
ACH-000226,-0.3829235119930903
ACH-000227,-0.6304422319772952
ACH-000228,-0.7871071931554935
ACH-000231,-0.6365021618966467
ACH-000232,-0.7356483703298509
ACH-000233,-0.4817230396166741
ACH-000234,-0.5757898295888967
ACH-000235,-0.7175937474872759
ACH-000237,-0.6916823855179793
ACH-000238,-0.7437145250584617
ACH-000242,-0.5639325734844007
ACH-000243,-0.7553587207612948
ACH-000244,-0.6267473935828426
ACH-000246,-0.6108999662318364
ACH-000248,-0.8201652485248138
ACH-000250,-0.5635852895782244
ACH-000251,-0.5775769199592299
ACH-000252,-0.7704031189483185
ACH-000253,-0.7331954802816117
ACH-000255,-0.5666356681971914
ACH-000256,-0.6794249304875742
ACH-000257,-0.6087868413244003
ACH-000258,-0.7087965185196887
ACH-000259,-0.5898301192264156
ACH-000260,-0.7831375446587597
ACH-000261,-0.6047045987610089
ACH-000262,-0.6006413908441747
ACH-000263,-0.4448642133067812
ACH-000264,-0.6406689579552987
ACH-000265,-0.6713042134371937
ACH-000266,-0.8087883562559088
ACH-000272,-0.789605225572716
ACH-000274,-0.8683996394601692
ACH-000277,-0.5957673838691873
ACH-000278,-0.7002676033831692
ACH-000279,-0.7861161519423172
ACH-000280,-0.6772146807994144
ACH-000281,-0.7623753753251308
ACH-000288,-0.7188597525609416
ACH-000291,-0.7331222830227354
ACH-000293,-0.7205409783166173
ACH-000294,-0.4886775968834539
ACH-000295,-0.707603031513402
ACH-000296,-0.8848248085766941
ACH-000302,-0.8325724985752377
ACH-000304,-0.7283803438734466
ACH-000307,-0.7774739779873318
ACH-000308,-0.6306410143660609
ACH-000310,-0.5765442986946818
ACH-000311,-0.8158538940603876
ACH-000312,-0.6295433794493124
ACH-000315,-0.6212663811647012
ACH-000316,-0.7891833610668921
ACH-000317,-0.8205841860219013
ACH-000318,-0.714569621917205
ACH-000319,-0.64185673004519
ACH-000320,-0.7680457479912237
ACH-000322,-0.6636349134163693
ACH-000323,-0.8781749164374942
ACH-000324,-0.8362552589162141
ACH-000329,-0.4981433628737731
ACH-000330,-0.4939442272372685
ACH-000331,-0.9513681833862192
ACH-000332,-0.7515418533994513
ACH-000334,-0.560952638985985
ACH-000335,-0.6391538005242051
ACH-000336,-0.532346966307596
ACH-000337,-0.7537178022060177
ACH-000338,-0.529786332932226
ACH-000339,-0.6557193951431374
ACH-000341,-0.6433033070588718
ACH-000348,-0.5218037018355702
ACH-000350,-0.7236305105225423
ACH-000352,-0.5187115037444764
ACH-000356,-0.5898515669595248
ACH-000361,-0.6398650538020556
ACH-000362,-0.4641807554554074
ACH-000363,-0.6318668301612678
ACH-000364,-0.9737090147975076
ACH-000365,-0.5610406257217966
ACH-000366,-0.8751771370617181
ACH-000368,-0.7270771572824093
ACH-000374,-0.9027737499218372
ACH-000375,-0.6057904459541323
ACH-000376,-0.6314933572603012
ACH-000381,-0.7093006059631529
ACH-000383,-0.441864793896866
ACH-000387,-0.6991236181758156
ACH-000389,-0.528545973168838
ACH-000390,-0.8743471753378342
ACH-000393,-0.6150034135279212
ACH-000395,-0.7545242094560319
ACH-000396,-0.5099193216274823
ACH-000397,-0.6526844744257021
ACH-000401,-0.6120400605974274
ACH-000402,-0.7099911208352285
ACH-000403,-0.6323913680384927
ACH-000404,-1.0556925354705908
ACH-000406,-0.5907997140884274
ACH-000407,-0.6568903596858703
ACH-000408,-0.8524599830862729
ACH-000410,-0.7958260869020005
ACH-000411,-0.5866056939476233
ACH-000414,-0.6222417550816283
ACH-000415,-0.8050751597804853
ACH-000416,-0.7311649216261829
ACH-000420,-0.6695395875589203
ACH-000421,-0.6627542292974996
ACH-000424,-0.6865195548660171
ACH-000425,-0.6481044362833221
ACH-000426,-1.0311222723739104
ACH-000427,-0.6921639556833952
ACH-000433,-0.7825551902856495
ACH-000435,-0.8450380533380839
ACH-000436,-0.6407514699196695
ACH-000444,-0.7650113697130291
ACH-000445,-0.8671643185794813
ACH-000448,-0.6944943240337951
ACH-000450,-0.6738775894257522
ACH-000452,-0.8582585263368587
ACH-000454,-0.6631545423128973
ACH-000458,-0.6947106864805154
ACH-000459,-0.4857509375716968
ACH-000460,-0.8334666775019882
ACH-000461,-0.6944362530610921
ACH-000463,-0.6341308184123198
ACH-000464,-0.6479334886067543
ACH-000466,-0.7120814847802373
ACH-000467,-0.7238311030916501
ACH-000468,-0.7222106002850867
ACH-000469,-0.5786541069476431
ACH-000470,-0.8813393368755449
ACH-000471,-0.6535466955219468
ACH-000472,-0.5990320875409415
ACH-000473,-0.7491673470509639
ACH-000475,-0.8257823684235825
ACH-000476,-0.4827482381136751
ACH-000477,-0.7110450844639278
ACH-000479,-0.7641566755551997
ACH-000480,-0.7468517426667021
ACH-000481,-0.5555134866651557
ACH-000483,-0.5937173019983318
ACH-000484,-0.5498906851140124
ACH-000485,-0.7024017076905957
ACH-000486,-0.6690997574109653
ACH-000487,-0.7401936482785882
ACH-000488,-0.7261815517087615
ACH-000490,-0.7642845240437286
ACH-000491,-0.7691949786251201
ACH-000495,-0.5806295953021928
ACH-000496,-0.6817518790057993
ACH-000499,-0.8331940584374726
ACH-000500,-0.8893916663222192
ACH-000502,-0.8617709034937858
ACH-000503,-0.7911612804976179
ACH-000505,-0.7671567345656641
ACH-000507,-0.8998882951574371
ACH-000510,-0.7188959495348977
ACH-000511,-0.6788965106433502
ACH-000512,-1.0448170322834294
ACH-000516,-0.7012446169610881
ACH-000517,-0.6028740019893818
ACH-000518,-0.7426963859916927
ACH-000520,-0.8266953186222327
ACH-000521,-0.7045135289834659
ACH-000522,-0.6488539631831043
ACH-000524,-0.5812233703964781
ACH-000527,-0.6713409751576105
ACH-000528,-0.674458966915396
ACH-000537,-1.0437532583486886
ACH-000541,-0.8151874908442427
ACH-000542,-0.6841708517820009
ACH-000544,-0.8395258469165974
ACH-000545,-0.7159390266869612
ACH-000547,-0.7886001734944412
ACH-000548,-0.8809036537634293
ACH-000549,-0.7874526038165575
ACH-000550,-0.6725813721287012
ACH-000552,-0.6405617010346505
ACH-000556,-0.6865443706481051
ACH-000557,-0.5714922107242569
ACH-000569,-0.4294152476232614
ACH-000570,-0.6430085839338814
