,CYGB (114757)
ACH-000619,-0.09750189255053138
ACH-000620,-0.04978531845678863
ACH-000621,-0.01461256750919392
ACH-000622,-0.002329428244841109
ACH-000623,-0.08781320812848205
ACH-000624,-0.014102878417855094
ACH-000627,-0.036546571296607856
ACH-000630,-0.11021145716227176
ACH-000631,-0.020216259098659862
ACH-000632,-0.04210087867070551
ACH-000633,-0.15366508609154514
ACH-000637,-0.10329212488108423
ACH-000638,0.011849530348472814
ACH-000646,-0.0418163178753212
ACH-000647,-0.0613613262974573
ACH-000648,0.06505234146452855
ACH-000649,-0.2026410633910901
ACH-000651,-0.1305295137171275
ACH-000652,-0.15926765701753054
ACH-000653,-0.09425576547476404
ACH-000657,-0.08694277358844857
ACH-000658,-0.020505671759438484
ACH-000661,0.03664538526660123
ACH-000662,-0.15548556440223876
ACH-000663,-0.04606639706178999
ACH-000665,0.023201450930732982
ACH-000671,0.05374272868682847
ACH-000672,0.023900527701888302
ACH-000673,-0.09205770569577933
ACH-000676,-0.1997680489152216
ACH-000677,-0.08255658006826237
ACH-000681,-0.012068120255349878
ACH-000683,-0.060430034627069924
ACH-000684,-0.008077274315671696
ACH-000688,0.13438267911158594
ACH-000693,-0.04475106589474585
ACH-000694,-0.03931713231105726
ACH-000695,-0.07622574271040475
ACH-000696,-0.02420866924324757
ACH-000697,-0.11780898277230295
ACH-000699,-0.017739618180934467
ACH-000701,-0.15353511167522196
ACH-000706,-0.13948366589702835
ACH-000711,-0.12255230382903713
ACH-000713,0.049168565318839036
ACH-000714,-0.26125252454981085
ACH-000718,-0.10196500018492574
ACH-000720,-0.02897136802944843
ACH-000721,-0.01751665189468741
ACH-000724,0.022362319580623003
ACH-000725,0.04110328686060749
ACH-000732,-0.1742295256543523
ACH-000734,0.0654304227498381
ACH-000735,-0.07791300833597929
ACH-000736,-0.011808553969112826
ACH-000738,-0.1443744320747311
ACH-000746,0.11026259433287466
ACH-000747,-0.030779477270071288
ACH-000748,-0.019094805976145747
ACH-000753,-0.07124172554996834
ACH-000756,0.02224529607105974
ACH-000757,-0.017769069861716967
ACH-000758,-0.13748076798036474
ACH-000760,-0.06906970774013664
ACH-000762,-0.03498508433536146
ACH-000763,-0.12938842988405025
ACH-000764,0.1661271091394318
ACH-000765,-0.10519123417468096
ACH-000766,-0.08959779398267148
ACH-000767,-0.09674841563014693
ACH-000768,0.04149309717401717
ACH-000769,-0.03558652532394056
ACH-000770,-0.05586665279551509
ACH-000771,-0.013571788360630022
ACH-000773,-0.12151268482027833
ACH-000776,-0.04706243491688615
ACH-000777,-0.0950721612028922
ACH-000778,-0.09752263612015537
ACH-000781,-0.09930483154079567
ACH-000782,1.3237077459348145e-05
ACH-000783,-0.14116015871991913
ACH-000784,-0.08264898763416482
ACH-000785,-0.011547035466599114
ACH-000787,-0.03425140723447946
ACH-000788,-0.046085413755221766
ACH-000791,-0.1277075906551052
ACH-000792,-0.018408712852711805
ACH-000794,0.0018404697906684473
ACH-000796,-0.010269564004221115
ACH-000798,-0.2340464070396836
ACH-000799,0.01877186347954861
ACH-000800,-0.2165521218504108
ACH-000802,-0.024323156362111874
ACH-000804,-0.2913041073747747
ACH-000805,-0.039349069779637216
ACH-000809,-0.10340651658057158
ACH-000810,-0.019472447594279168
ACH-000811,-0.10002461205924053
ACH-000817,-0.03345801023181705
ACH-000819,-0.06168013294952938
ACH-000820,-0.0008965105063057617
ACH-000821,-0.18053589446268145
ACH-000822,-0.019153089016130043
ACH-000823,-0.2063104831157224
ACH-000824,-0.1200788051933898
ACH-000827,-0.12445760405346053
ACH-000829,0.0968843632075854
ACH-000831,-0.1093351677551318
ACH-000832,-0.03658525230398692
ACH-000833,0.06663144007265145
ACH-000834,-0.05755432063982725
ACH-000835,0.08993627653226785
ACH-000836,-0.09369173345133908
ACH-000837,-0.12154943722788893
ACH-000838,-0.13663008129917376
ACH-000839,-0.16562361828559544
ACH-000840,-0.04073162666943321
ACH-000841,-0.16111628009212614
ACH-000843,-0.08454519940988303
ACH-000846,0.06351119827565516
ACH-000847,-0.14205587310240414
ACH-000848,-0.06732428918952198
ACH-000849,-0.16752785736280407
ACH-000851,0.010026114914649564
ACH-000855,0.1115994484778227
ACH-000856,-0.06090475319626694
ACH-000858,-0.03919734260150541
ACH-000859,0.034011751970744485
ACH-000861,0.032941669355946925
ACH-000862,-0.015710783684091262
ACH-000865,-0.056050253486760696
ACH-000866,-0.08309048464845745
ACH-000867,-0.09619522622041153
ACH-000869,-0.09090553356941633
ACH-000872,0.005505409582841521
ACH-000873,-0.07336453563532977
ACH-000876,-0.08111414217537236
ACH-000878,0.06558459066329111
ACH-000880,-0.08148557882151075
ACH-000881,-0.15585733902520307
ACH-000882,-0.05471591667843717
ACH-000884,-0.19400115216538286
ACH-000885,0.002639093749907703
ACH-000887,-0.09892225552965972
ACH-000889,-0.10950878440909156
ACH-000896,-0.07284563284576982
ACH-000898,-0.017972994648866
ACH-000900,-0.1427510779158175
ACH-000901,-0.04683065127421942
ACH-000905,-0.060328556353437125
ACH-000906,-0.025244134884079058
ACH-000907,-0.17166239200372274
ACH-000910,-0.06915589374878067
ACH-000911,-0.15537443858105562
ACH-000912,-0.1215460683406097
ACH-000913,-0.19678401907626694
ACH-000915,-0.01919211445869409
ACH-000916,0.29504518696981963
ACH-000917,-0.09174249296927617
ACH-000920,-0.3432883421687763
ACH-000921,-0.04245110322550533
ACH-000924,-0.12985299647028756
ACH-000926,0.037428552105393
ACH-000928,-0.2871226761846441
ACH-000929,0.10026489421198563
ACH-000932,-0.007359394317110495
ACH-000935,0.046392346145027616
ACH-000936,-0.12251011474715325
ACH-000937,-0.04812907125252002
ACH-000938,0.1920765102372896
ACH-000939,-0.0896891143166115
ACH-000941,-0.050341015960619885
ACH-000943,0.017938023060006424
ACH-000946,-0.1671844037854627
ACH-000947,-0.09236802648921663
ACH-000948,-0.09985543100632037
ACH-000950,-0.027590418578610557
ACH-000953,-0.07658528150431218
ACH-000954,-0.053973966107317806
ACH-000957,-0.014282097366787731
ACH-000958,0.0440147041255536
ACH-000960,0.043039830407860864
ACH-000963,-0.2725190547215076
ACH-000968,0.07578193581958434
ACH-000969,-0.04165928675161616
ACH-000972,-0.160392660473099
ACH-000973,-0.013573961231859215
ACH-000974,-0.0958266542862838
ACH-000978,0.010620173217914327
ACH-000984,-0.08859728151179673
ACH-000986,0.030661525409713574
ACH-000988,-0.05078480120609391
ACH-000993,-0.02525843616971789
ACH-000994,-0.2303355810999952
ACH-000996,-0.20488364039020532
ACH-001001,-0.09640180419260937
ACH-001020,-0.16776668543122486
ACH-001028,-0.07046466285212616
ACH-001031,-0.17518254964495036
ACH-001038,-0.01925901057044089
ACH-001048,-0.07088816845315987
ACH-001050,-0.17522848075642788
ACH-001053,-0.07911288328900341
ACH-001054,-1.928420164898747e-05
ACH-001061,-0.08031250901057896
ACH-001067,-0.22962223917490585
ACH-001075,-0.2239186005893658
ACH-001096,-0.1236038556253914
ACH-001111,-0.2205262180708919
ACH-001119,-0.19262532355854894
ACH-001128,0.17746943218840702
ACH-001134,0.030943521281508207
ACH-001151,-0.07431000355092683
ACH-001163,-0.13171212931942106
ACH-001164,-0.32153727477934035
ACH-001183,-0.1129530948333876
ACH-001192,-0.06553739988554469
ACH-001193,0.2393479095400395
ACH-001196,-0.09575409986271427
ACH-001197,-0.04635813662058718
ACH-001205,0.09427495637049817
ACH-001211,0.013238633044859513
ACH-001212,0.08426419418399543
ACH-001228,-0.07017782176973389
ACH-001232,-0.10140376451652304
ACH-001239,-0.06974427772362125
ACH-001270,0.017010905600598474
ACH-001274,-0.1794499843779551
ACH-001275,-0.1919023791573679
ACH-001277,-0.12064988055739526
ACH-001278,-0.04084631891055314
ACH-001280,-0.1733875397876467
ACH-001283,-0.01421345913031221
ACH-001289,-0.08985622320945896
ACH-001300,-0.2345785278721594
ACH-001301,-0.06488345793510525
ACH-001302,-0.2870820133368601
ACH-001306,-0.040994986955704034
ACH-001318,-0.0376912023174528
ACH-001322,0.10200891162060437
ACH-001328,-0.0805428447761605
ACH-001332,0.1037034577152629
ACH-001336,-0.07442656659834722
ACH-001346,-0.07854824369954518
ACH-001353,-0.2309589335969415
ACH-001354,-0.057678212122201276
ACH-001367,0.2521409952352938
ACH-001368,-0.05192355512274962
ACH-001374,-0.14110203888113942
ACH-001377,-0.1362073320563984
ACH-001380,-0.05550124636582812
ACH-001391,-0.011177067981131026
ACH-001408,-0.15001816002455284
ACH-001430,-0.10571691314896807
ACH-001431,-0.03977385864037867
ACH-001450,-0.08740880575765354
ACH-001496,-0.047509075095891716
ACH-001500,-0.15506315896674355
ACH-001523,-0.015323308145300538
ACH-001532,-0.06617608811228508
ACH-001550,-0.060691877391974125
ACH-001552,0.0205494844204072
ACH-001554,0.009409444089947068
ACH-001654,-0.13565419247455948
ACH-001735,0.02698732149705839
ACH-001736,0.04375067755121195
ACH-001737,0.4257182792629277
ACH-001740,-0.08008123057833144
ACH-001745,0.05101407701317955
ACH-001765,-0.05851331845732961
