,NCR2 (9436)
ACH-000004,-0.23342048290881046
ACH-000005,-0.3296371498162969
ACH-000007,-0.32934114059713904
ACH-000009,-0.2300730546230803
ACH-000011,-0.2500625714595203
ACH-000012,-0.2579222181864319
ACH-000013,-0.2648969824884431
ACH-000014,-0.4322798024670826
ACH-000015,-0.12140555381633385
ACH-000017,-0.2854532440392614
ACH-000018,-0.3290981952347081
ACH-000019,-0.13276330925867166
ACH-000021,-0.29297597266299624
ACH-000022,-0.2817290758717144
ACH-000025,-0.2663299737290794
ACH-000028,-0.2054067483316437
ACH-000030,-0.1995378897031944
ACH-000035,-0.34017064885901843
ACH-000036,-0.022875078975243983
ACH-000037,-0.16708731053145995
ACH-000039,-0.2734386694324584
ACH-000040,-0.23811052278604716
ACH-000041,-0.118754726633895
ACH-000042,-0.25411580209651097
ACH-000045,-0.2551429439919882
ACH-000047,-0.34782133278494043
ACH-000052,-0.33088639077430143
ACH-000053,-0.2304697186281396
ACH-000054,-0.18671670890814368
ACH-000055,-0.2160433013531466
ACH-000060,-0.34240170191704883
ACH-000067,-0.31631614659741164
ACH-000070,-0.2366403507106485
ACH-000075,-0.2648636083508397
ACH-000078,-0.23783799504349715
ACH-000082,-0.29193321824273105
ACH-000085,-0.28216460160903384
ACH-000086,-0.12768795764850732
ACH-000087,-0.20117114007648715
ACH-000092,-0.26250924745113
ACH-000095,-0.15661251942201798
ACH-000097,-0.23079257268213704
ACH-000098,-0.25256203374120834
ACH-000099,-0.2954016178127421
ACH-000108,-0.33612694803789184
ACH-000113,-0.22537993896545636
ACH-000116,-0.2461994598804871
ACH-000118,-0.24236665960791226
ACH-000120,-0.29175936521856555
ACH-000123,-0.23316849306578846
ACH-000127,-0.28960292541244154
ACH-000128,-0.3664180063293389
ACH-000132,-0.2921610850792469
ACH-000133,-0.2548265374097161
ACH-000137,-0.20811711293710905
ACH-000138,-0.3006727906097828
ACH-000142,-0.28710562664845624
ACH-000143,-0.20929330297921528
ACH-000146,-0.20804049460642335
ACH-000148,-0.09810040375885608
ACH-000150,-0.07332342593476597
ACH-000152,-0.3368865284163154
ACH-000153,-0.3248101137251802
ACH-000159,-0.23000139305426198
ACH-000160,-0.10975048690999686
ACH-000163,-0.1372743392352365
ACH-000167,-0.446865971021874
ACH-000168,-0.2412192364208101
ACH-000169,-0.2426979871169071
ACH-000178,-0.2701450608729694
ACH-000183,-0.11324813413231345
ACH-000188,-0.2328701260553018
ACH-000189,-0.2301324070221429
ACH-000190,-0.1016785115067784
ACH-000198,-0.1884096803456269
ACH-000203,-0.056428296857763224
ACH-000204,-0.2758220576390333
ACH-000206,-0.38331029710339104
ACH-000207,-0.4773818174488256
ACH-000208,-0.08738956987951944
ACH-000210,-0.17799433508515142
ACH-000211,-0.16053988977309894
ACH-000215,-0.24385578481259
ACH-000221,-0.13901676233729154
ACH-000222,-0.4027673757484742
ACH-000223,-0.3574515995035035
ACH-000226,-0.3101672660708327
ACH-000227,-0.2582809381510986
ACH-000228,-0.35255959490435207
ACH-000231,-0.2753926372891357
ACH-000232,-0.2177321654143156
ACH-000233,-0.16382918419143735
ACH-000234,-0.06540734280960396
ACH-000235,-0.19928153382733746
ACH-000237,-0.18322106166562133
ACH-000238,-0.3619648729642641
ACH-000242,-0.05589593888156599
ACH-000243,-0.20978099013928453
ACH-000244,-0.2695317466970017
ACH-000246,-0.2766048748225577
ACH-000248,-0.3081888209006905
ACH-000250,-0.2389344769207175
ACH-000251,-0.12757606745125866
ACH-000252,-0.11415979120583387
ACH-000253,-0.510169678685765
ACH-000255,-0.2396239558547448
ACH-000256,-0.20280422617045754
ACH-000257,-0.4821078688596338
ACH-000258,-0.2397356480025647
ACH-000259,-0.32848128180190456
ACH-000260,-0.3238447416596877
ACH-000261,-0.32473315033297545
ACH-000262,-0.1352481749863425
ACH-000263,-0.20247651444859385
ACH-000264,-0.3019472945954103
ACH-000265,-0.1834069533819772
ACH-000266,-0.2109438932635884
ACH-000272,-0.3304773265390991
ACH-000274,-0.17203301873366306
ACH-000277,-0.23536635526316624
ACH-000278,-0.2010179171612726
ACH-000279,-0.22404573744717352
ACH-000280,-0.19665044219115566
ACH-000281,-0.3591302072836305
ACH-000288,-0.19088044146335706
ACH-000291,-0.2440531054423411
ACH-000293,-0.2616720698626641
ACH-000294,-0.227435982548136
ACH-000295,-0.2954998609758237
ACH-000296,-0.2381627671202025
ACH-000302,-0.19047178349372104
ACH-000304,0.02624170088838314
ACH-000307,-0.37602360773455895
ACH-000308,-0.2574592024523062
ACH-000310,-0.3252570398376378
ACH-000311,-0.3025734002636324
ACH-000312,-0.25778708392466504
ACH-000315,-0.2776623404006894
ACH-000316,-0.3705912475135056
ACH-000317,-0.4177358315156113
ACH-000318,-0.18878217817022794
ACH-000319,-0.15886739023045446
ACH-000320,-0.25203206637358666
ACH-000322,-0.3943765567540764
ACH-000323,-0.2526029898429893
ACH-000324,-0.11403906397019067
ACH-000329,-0.17528783159795602
ACH-000330,-0.3982131760079331
ACH-000331,-0.3963842235683445
ACH-000332,-0.2715466833913557
ACH-000334,-0.22185029871564615
ACH-000335,-0.4164754117591517
ACH-000336,-0.11830168113928212
ACH-000337,-0.4221461284787744
ACH-000338,-0.6608426825421266
ACH-000339,-0.30752858552492796
ACH-000341,-0.2777937778928751
ACH-000348,-0.1649196508035103
ACH-000350,-0.15754299607759864
ACH-000352,-0.20495151486539828
ACH-000356,-0.3849161317856882
ACH-000361,-0.3145464488977067
ACH-000362,-0.21474210258030352
ACH-000363,-0.26771662798008605
ACH-000364,-0.22236410453550173
ACH-000365,-0.18557650524719932
ACH-000366,-0.1889134175686644
ACH-000368,-0.17059523873620985
ACH-000374,-0.4146075981908233
ACH-000375,-0.13349493534840512
ACH-000376,-0.16811618885380578
ACH-000381,-0.3819921784978361
ACH-000383,-0.18601421417031808
ACH-000387,-0.28159775344468224
ACH-000389,-0.18628692619166184
ACH-000390,-0.28314364509816903
ACH-000393,-0.4200169496587989
ACH-000395,-0.11547274782865735
ACH-000396,-0.11428442273925687
ACH-000397,-0.15896787207145935
ACH-000401,-0.13675901262060033
ACH-000402,-0.3204453909817757
ACH-000403,-0.23619889229943275
ACH-000404,-0.4795420454887344
ACH-000406,-0.3063503128686719
ACH-000407,-0.3073198822055154
ACH-000408,-0.17379075364139007
ACH-000410,-0.202900201411038
ACH-000411,-0.08828923196304593
ACH-000414,-0.2497325382547541
ACH-000415,-0.20030686497047456
ACH-000416,-0.15321715038892572
ACH-000420,-0.17458467184548646
ACH-000421,-0.32825123562575537
ACH-000424,-0.17153444927071698
ACH-000425,-0.12535928846421232
ACH-000426,-0.2452498187346185
ACH-000427,-0.3819613427335564
ACH-000433,-0.2786615421602541
ACH-000435,-0.3091536470397451
ACH-000436,-0.10398446513295644
ACH-000444,-0.3612176864783945
ACH-000445,-0.2405803070278344
ACH-000448,-0.2963376073868535
ACH-000450,-0.20560888122610815
ACH-000452,-0.2871837838683038
ACH-000454,-0.3304712754667777
ACH-000458,-0.2191001588873572
ACH-000459,-0.20741254544205032
ACH-000460,-0.2702621396198665
ACH-000461,-0.4704482914257231
ACH-000463,-0.13982061687813765
ACH-000464,-0.16481946820982812
ACH-000466,-0.2178409884702356
ACH-000467,-0.2859833493798372
ACH-000468,-0.2845357423813015
ACH-000469,-0.4277305079955021
ACH-000470,-0.3003881245457419
ACH-000471,-0.19236006018756766
ACH-000472,-0.1722158797608014
ACH-000473,-0.17013331842542273
ACH-000475,-0.2569481057078913
ACH-000476,-0.19696433156205848
ACH-000477,-0.13948249069479973
ACH-000479,-0.18964068574831106
ACH-000480,-0.10960926190360204
ACH-000481,-0.2604795344638089
ACH-000483,-0.09791491541237027
ACH-000484,-0.06564101880596875
ACH-000485,-0.19711986448995955
ACH-000486,-0.25068575642989577
ACH-000487,-0.257272090217263
ACH-000488,-0.20368293435778448
ACH-000490,-0.3471044417658416
ACH-000491,-0.2333245495791211
ACH-000495,-0.09320111513026684
ACH-000496,-0.18765496915317806
ACH-000499,-0.0443948946361983
ACH-000500,-0.25742538880112736
ACH-000502,-0.26352382999830376
ACH-000503,-0.2479256176546697
ACH-000505,-0.21161678444058146
ACH-000507,-0.2849648850357691
ACH-000510,-0.19618513203266416
ACH-000511,-0.23394456837938185
ACH-000512,-0.3009795385366002
ACH-000516,-0.2398608435606003
ACH-000517,-0.2370169776839361
ACH-000518,-0.24766912771301106
ACH-000520,-0.29439620471548233
ACH-000521,-0.2502187591518478
ACH-000522,-0.2584743438730949
ACH-000524,-0.2599711768178153
ACH-000527,-0.15486432752054627
ACH-000528,-0.2430705151200385
ACH-000537,-0.18861880372503853
ACH-000541,-0.110022756836569
ACH-000542,-0.18529714151775872
ACH-000544,-0.2439719644258461
ACH-000545,-0.347726311916965
ACH-000547,-0.018358570696688833
ACH-000548,-0.31701857920984056
ACH-000549,-0.2897652577287184
ACH-000550,-0.37406143689470095
ACH-000552,-0.20376609205072585
ACH-000556,-0.3740281234938282
ACH-000557,-0.29597600030261423
ACH-000569,-0.20621682244936596
ACH-000570,-0.20192598520323787
ACH-000571,-0.2409701069252591
ACH-000573,-0.11054937964428756
ACH-000576,-0.2077887568981987
ACH-000579,-0.3716432061384449
ACH-000580,-0.2701163950154547
ACH-000584,-0.18709316330154135
ACH-000585,-0.21650755942431787
ACH-000588,-0.3056803540904203
ACH-000589,-0.12068445251417967
ACH-000591,-0.12868139447141036
ACH-000593,-0.3584207364082521
ACH-000600,-0.3017736470348304
ACH-000601,-0.18124101409099866
ACH-000605,-0.2069448859927349
ACH-000606,-0.3461340247665443
ACH-000608,-0.2903889416428079
ACH-000614,-0.14065456226779854
ACH-000616,-0.3400149467699667
ACH-000618,-0.2389436804130577
ACH-000619,-0.1299831247184305
ACH-000620,-0.1887746538989311
ACH-000621,-0.3289295124348586
ACH-000622,-0.1374799764159367
ACH-000623,-0.1706244395481273
ACH-000624,-0.3217247768227511
ACH-000627,-0.3049481283698217
ACH-000630,-0.2577897504977098
ACH-000631,-0.039521459733174336
ACH-000632,-0.15848441071232486
ACH-000633,-0.1936004944307992
ACH-000637,-0.2703816753228192
ACH-000638,-0.2747514501800356
ACH-000646,-0.1687842319985627
ACH-000647,-0.32596654322952745
ACH-000648,-0.13451993082101504
ACH-000649,-0.22591005345057796
ACH-000651,-0.2295336799422501
ACH-000652,-0.19142870526701794
ACH-000653,-0.2496513234207289
ACH-000657,-0.15056608147222253
ACH-000658,-0.393297171081704
ACH-000661,-0.1910119586801591
ACH-000662,-0.3543532851335705
ACH-000663,-0.0729628029453079
ACH-000665,-0.29309157789872986
ACH-000671,-0.29569017091446104
ACH-000672,-0.16022756028426846
ACH-000673,-0.2419181915685612
ACH-000676,-0.22499909694394304
ACH-000677,-0.3027388831525202
ACH-000681,-0.13441230871732046
ACH-000683,-0.3308996529719874
ACH-000684,-0.02380136316925448
ACH-000688,-0.2387785799349541
ACH-000693,-0.2320431878125465
ACH-000694,-0.19147262916533836
ACH-000695,-0.3598259506109325
ACH-000696,-0.21628891044502555
ACH-000697,-0.32163510105203685
ACH-000699,-0.20825234116629013
ACH-000701,-0.1857479257295386
ACH-000706,-0.19617826197239896
ACH-000711,-0.29612057487271304
ACH-000713,-0.2716269760494743
ACH-000714,-0.1972346967601164
ACH-000718,-0.24303320700846284
ACH-000720,-0.24775113086615144
ACH-000721,-0.2282409933857608
ACH-000724,-0.20349122588047405
ACH-000725,-0.04936168755621121
ACH-000732,-0.2473004410488673
ACH-000734,-0.3206798016065831
ACH-000735,-0.24610805127181196
ACH-000736,-0.17889835390424336
ACH-000738,-0.3154294328797791
ACH-000746,-0.15608585726214855
ACH-000747,-0.056304651893954887
ACH-000748,-0.2305172583044518
ACH-000753,-0.27503450736827995
ACH-000756,-0.21402989462391755
ACH-000757,-0.20240739704453686
ACH-000758,-0.16366692509337094
ACH-000760,-0.13604149674559093
ACH-000762,-0.3693595908797037
ACH-000763,-0.23616649335319806
ACH-000764,-0.4360385484533284
ACH-000765,-0.20973583520249955
ACH-000766,-0.2777641279518584
ACH-000767,-0.2821507093153089
ACH-000768,-0.3864013913030458
ACH-000769,-0.29451059144983466
ACH-000770,-0.22742785628560264
ACH-000771,-0.2654829583995295
ACH-000773,-0.22031796081378
ACH-000776,-0.13498065232335324
ACH-000777,-0.26213832686443395
ACH-000778,-0.10074888875204606
ACH-000781,-0.2914104865031251
ACH-000782,-0.26840157541346965
ACH-000783,-0.4037751322446125
ACH-000784,-0.19369621467146705
ACH-000785,-0.2845479383570437
ACH-000787,-0.21335160557547594
ACH-000788,-0.22974452218409505
ACH-000791,-0.3328870700746423
ACH-000792,-0.6774499149891187
ACH-000794,-0.19517974455320086
ACH-000796,-0.18284060161106944
ACH-000798,-0.23515510707405915
ACH-000799,-0.19952472197843865
ACH-000800,-0.2424063067410313
ACH-000802,-0.2495548666196536
ACH-000804,-0.25519131754393354
ACH-000805,-0.21269492465600195
ACH-000809,-0.30464086362542203
ACH-000810,-0.232914613948502
ACH-000811,-0.2500347563235736
ACH-000817,-0.16965974983485574
ACH-000819,-0.2485581854248999
ACH-000820,-0.09957128393214336
ACH-000821,-0.1448535713463973
ACH-000822,-0.15776928511215596
ACH-000823,-0.14299678501678362
ACH-000824,-0.18762290364047887
ACH-000827,-0.1927304984165132
ACH-000829,-0.21416103848150125
ACH-000831,-0.20942928394887728
ACH-000832,-0.18635992392227066
ACH-000833,-0.1940980042568199
ACH-000834,-0.15006597606628824
ACH-000835,-0.2599685112060755
ACH-000836,-0.15117639753422046
ACH-000837,-0.2918759269458237
ACH-000838,-0.2616457627719208
ACH-000839,-0.3264927406433943
ACH-000840,-0.2591747000359758
ACH-000841,-0.1669545157074459
ACH-000843,-0.2436778445256404
ACH-000846,-0.14000698380101625
ACH-000847,-0.31688359015894885
ACH-000848,-0.22302921187004052
ACH-000849,-0.0932723291797399
ACH-000851,-0.1067571815780783
ACH-000855,-0.3475194717274955
ACH-000856,-0.12512745615204593
ACH-000858,-0.39116503145325504
ACH-000859,-0.20380025008422376
ACH-000861,-0.16259377506934486
ACH-000862,-0.2521893193826337
ACH-000865,-0.2760295865188783
ACH-000866,-0.16473868077234374
ACH-000867,-0.1565325728775754
ACH-000869,-0.2212506890054204
ACH-000872,-0.13810246751824284
ACH-000873,-0.20610835309896852
ACH-000876,-0.3602367302361686
ACH-000878,-0.12078284481736612
ACH-000880,-0.17438292176557207
ACH-000881,-0.1950610919781978
ACH-000882,-0.2505162800051981
ACH-000884,-0.1551045227547281
ACH-000885,-0.1680087725432206
ACH-000887,-0.1521833599127327
ACH-000889,-0.2149080286537795
ACH-000896,-0.2611836096313774
ACH-000898,-0.3262069052396403
ACH-000900,-0.2296584572345405
ACH-000901,-0.1143953870416988
ACH-000905,-0.19413102797198045
ACH-000906,-0.187842284602001
ACH-000907,-0.4292884515560108
ACH-000910,-0.3342103960538194
ACH-000911,-0.23942307917613884
ACH-000912,-0.1783247239221556
ACH-000913,-0.2570232256413675
ACH-000915,-0.1716742176293536
ACH-000916,-0.3179457354378599
ACH-000917,-0.2245478356125253
ACH-000920,-0.4553895577018517
ACH-000921,-0.11272395590116978
ACH-000924,-0.1705801981894037
ACH-000926,-0.18523995674364824
ACH-000928,-0.14917627775398712
ACH-000929,-0.16088860488236895
ACH-000932,-0.2084055016586792
ACH-000935,-0.10370388850708248
ACH-000936,-0.2076857270739736
ACH-000937,-0.2310465880994798
ACH-000938,-0.25982720511814605
ACH-000939,-0.2317031705204978
ACH-000941,-0.2871265840876374
ACH-000943,-0.2078142836107174
ACH-000946,-0.1475093633540265
ACH-000947,-0.21577972209572768
ACH-000948,-0.10627582568351114
ACH-000950,-0.3541223054474921
ACH-000953,-0.08313958227963611
ACH-000954,-0.15075757753883415
ACH-000957,-0.2760758184837378
ACH-000958,-0.1873696961767072
ACH-000960,-0.3478818164872255
ACH-000963,-0.3461134976767526
ACH-000968,-0.1810800599446168
ACH-000969,-0.11967411621463295
ACH-000972,-0.2621115782339837
ACH-000973,-0.2525065227914829
ACH-000974,-0.18230684246853487
ACH-000978,-0.2900224466345925
ACH-000984,-0.14316200510333493
ACH-000986,-0.20456214401857967
ACH-000988,-0.1274506020970054
ACH-000993,-0.21893593728160646
ACH-000994,-0.04453422768826529
ACH-000996,-0.3621760865905738
ACH-001001,-0.30961894867865725
ACH-001020,-0.14503186936004567
ACH-001028,-0.16339849865587594
ACH-001031,-0.20932253821634256
ACH-001038,-0.30049067365517873
ACH-001048,-0.21974776318692746
ACH-001050,-0.17808706246923764
ACH-001053,-0.2666428364586708
ACH-001054,-0.2036967899968824
ACH-001061,-0.21148482660046697
ACH-001067,-0.21155348854786812
ACH-001075,-0.2337403771180261
ACH-001096,-0.30411385405709696
ACH-001111,0.05035147771408005
ACH-001119,-0.20400165697915187
ACH-001128,-0.14551223756559986
ACH-001134,-0.2516549940099194
ACH-001151,-0.3017346616771829
ACH-001163,-0.23611501140378266
ACH-001164,-0.3732676113515381
ACH-001183,-0.2260453111413859
ACH-001192,-0.3195591225546351
ACH-001193,-0.21781600626493014
ACH-001196,-0.14989408380984426
ACH-001197,-0.4235829730747943
ACH-001205,-0.2191061628955314
ACH-001211,-0.14819919910821547
ACH-001212,-0.043949000398417724
ACH-001228,-0.11877605547604175
ACH-001232,-0.3028985854295015
ACH-001239,-0.19906602865540668
ACH-001270,-0.2714427875084212
ACH-001274,-0.14345249391036813
ACH-001275,-0.26718223127776897
ACH-001277,-0.3837730650867674
ACH-001278,-0.269603311389291
ACH-001280,-0.39513603065851904
ACH-001283,-0.2445532443813916
ACH-001289,-0.196031353113893
ACH-001300,-0.3411966902570757
ACH-001301,-0.2019889157275164
ACH-001302,-0.10416156723104443
ACH-001306,-0.3903703340796434
ACH-001318,-0.20438675301084772
ACH-001322,-0.16255173112305735
ACH-001328,-0.25524014980623905
ACH-001332,-0.07529431420724025
ACH-001336,-0.25750395306256485
ACH-001346,-0.20333457578490685
ACH-001353,-0.2361852631837965
ACH-001354,-0.2543514020768225
ACH-001367,-0.1159610385231764
ACH-001368,-0.2390917134645403
ACH-001374,-0.08693675048833993
ACH-001377,-0.1931564754188109
ACH-001380,-0.2389607412195393
ACH-001391,-0.18318900184273926
ACH-001408,-0.2432505602057449
ACH-001430,-0.43195053811343614
ACH-001431,-0.2778108166302505
ACH-001450,-0.21462303585605666
ACH-001496,-0.238181117353662
ACH-001500,-0.1652110572035674
ACH-001523,-0.18422999377021204
ACH-001532,-0.17511902276559402
ACH-001550,-0.14343872096468382
ACH-001552,-0.3649474667807546
ACH-001554,-0.13614798008953646
ACH-001654,-0.22974524846085664
ACH-001735,-0.2994132727778145
ACH-001736,-0.2598490190357152
ACH-001737,-0.7788909883515717
ACH-001740,-0.12783380210724898
ACH-001745,-0.2534659611576377
ACH-001765,-0.3921509496118169
