,UCK1 (83549)
ACH-000004,-0.24783418738746524
ACH-000005,0.060875257868306214
ACH-000007,-0.13711296926660646
ACH-000009,-0.28740858217330834
ACH-000011,-0.11212602852852648
ACH-000012,-0.27138402585550264
ACH-000013,-0.17112145148979455
ACH-000014,-0.07300484611419365
ACH-000015,-0.2404746823471252
ACH-000017,-0.21802787642051805
ACH-000018,-0.11067498122873158
ACH-000019,-0.3545280160677571
ACH-000021,-0.1849347697704764
ACH-000022,-0.1288139344284908
ACH-000025,-0.3639145322124516
ACH-000028,-0.0957669399441564
ACH-000030,-0.19246055161775852
ACH-000035,-0.17148410331168687
ACH-000036,-0.05492269529748423
ACH-000037,-0.12204315514759667
ACH-000039,0.07336774674899561
ACH-000040,-0.15471939754819564
ACH-000041,-0.20228735119943464
ACH-000042,-0.17638547516735847
ACH-000045,-0.09362308535091636
ACH-000047,-0.2481902621876586
ACH-000052,-0.0665468187859442
ACH-000053,-0.14265255004383515
ACH-000054,-0.3117702824721257
ACH-000055,-0.2810427061457197
ACH-000060,-0.32315720208269805
ACH-000067,-0.2219571601336289
ACH-000070,-0.1443294728510329
ACH-000075,-0.24528979606559634
ACH-000078,-0.2472582621334283
ACH-000082,-0.2354597071922647
ACH-000085,0.03216147326962356
ACH-000086,-0.18439256440348176
ACH-000087,-0.30444841688443697
ACH-000092,-0.2732595154124541
ACH-000095,-0.2337037255943228
ACH-000097,-0.18137441893266087
ACH-000098,-0.22185999620234645
ACH-000099,-0.21093241403121868
ACH-000108,-0.2321283659691157
ACH-000113,-0.32214028874810435
ACH-000116,-0.1694734485178917
ACH-000118,-0.2087798791501219
ACH-000120,-0.3213228114838121
ACH-000123,-0.10414535856734516
ACH-000127,-0.15572565236765346
ACH-000128,-0.19301415265795685
ACH-000132,-0.3116676957747212
ACH-000133,-0.14481366908450208
ACH-000137,-0.20866683045915102
ACH-000138,-0.13249445872418344
ACH-000142,-0.1423063838242311
ACH-000143,-0.05149892944977485
ACH-000146,-0.17594841730975574
ACH-000148,-0.14416391043956162
ACH-000150,-0.14490284183207375
ACH-000152,-0.14897008482822358
ACH-000153,-0.19181880907747573
ACH-000159,-0.297194909046174
ACH-000160,-0.1721614219757397
ACH-000163,-0.1881864508866905
ACH-000167,-0.6574788492774655
ACH-000168,-0.08935138373081944
ACH-000169,-0.27150386623179723
ACH-000178,-0.2320228887274419
ACH-000183,-0.34678334572355385
ACH-000188,-0.29537236293487923
ACH-000189,-0.13847778403899005
ACH-000190,0.032868873245790436
ACH-000198,-0.1632592788272392
ACH-000203,-0.41459354508251933
ACH-000204,-0.4292031310123388
ACH-000206,-0.3348103130535712
ACH-000207,-0.3268227731256764
ACH-000208,-0.1878286192706273
ACH-000210,-0.1411294819209804
ACH-000211,-0.1516050354260894
ACH-000215,-0.15992499419562933
ACH-000221,-0.1545111468879946
ACH-000222,-0.0774877667286773
ACH-000223,-0.3014394923099021
ACH-000226,-0.13199080511150782
ACH-000227,-0.39044962391438587
ACH-000228,-0.3079555811237399
ACH-000231,-0.1832346968955965
ACH-000232,-0.13342258174120647
ACH-000233,-0.18266161573375608
ACH-000234,-0.3308558487524457
ACH-000235,-0.16172763903400567
ACH-000237,-0.2837654820223455
ACH-000238,-0.16882143892116502
ACH-000242,-0.03199194324538748
ACH-000243,-0.18377830153262376
ACH-000244,-0.1909150529512605
ACH-000246,-0.1553253221195034
ACH-000248,-0.22709380469725934
ACH-000250,-0.2898970045550337
ACH-000251,0.10765535203799792
ACH-000252,-0.1746936567265413
ACH-000253,-0.15652511429060953
ACH-000255,-0.16752241194301593
ACH-000256,-0.15642706697088066
ACH-000257,0.07481039757009117
ACH-000258,-0.14224117958691418
ACH-000259,-0.22655034484141434
ACH-000260,-0.16838399619540104
ACH-000261,-0.18937863613487466
ACH-000262,-0.2342894720395363
ACH-000263,-0.11513670033630685
ACH-000264,-0.16543352513264611
ACH-000265,-0.16109562577934633
ACH-000266,-0.23454145298483295
ACH-000272,-0.1697129498793916
ACH-000274,-0.17086722502129806
ACH-000277,-0.327756266262662
ACH-000278,-0.2536717444510548
ACH-000279,-0.07180574107687378
ACH-000280,-0.5352340362874833
ACH-000281,-0.21034916341862026
ACH-000288,-0.08990081382400562
ACH-000291,-0.11454225139207247
ACH-000293,-0.11722894062722695
ACH-000294,-0.2291903718854323
ACH-000295,-0.21895467071479768
ACH-000296,-0.19876763915980386
ACH-000302,-0.17279424192495788
ACH-000304,-0.3211900685545701
ACH-000307,-0.10823171268885233
ACH-000308,-0.22322578697855314
ACH-000310,-0.3289342105518101
ACH-000311,-0.17884558044117665
ACH-000312,-0.2975819969144566
ACH-000315,-0.3068779278465366
ACH-000316,-0.3529915332128735
ACH-000317,-0.24454151043534425
ACH-000318,-0.2568797671171544
ACH-000319,-0.1382445600816139
ACH-000320,-0.2343107026998056
ACH-000322,-0.18104786117833735
ACH-000323,-0.09402435551885233
ACH-000324,-0.2783581339221861
ACH-000329,-0.17435015530216702
ACH-000330,0.05281620057214488
ACH-000331,-0.22402237505853428
ACH-000332,-0.21166940005922705
ACH-000334,-0.2499253877074984
ACH-000335,-0.3841706414077055
ACH-000336,-0.3300861008940905
ACH-000337,-0.0788194042823956
ACH-000338,0.6873669021447155
ACH-000339,-0.17157586940120276
ACH-000341,-0.2561065742066457
ACH-000348,-0.2594992987536656
ACH-000350,-0.08300552290532441
ACH-000352,-0.21625139629091766
ACH-000356,0.1463472745866367
ACH-000361,0.003315259393373778
ACH-000362,-0.08351534247404051
ACH-000363,-0.193382127669085
ACH-000364,-0.1265447159315989
ACH-000365,-0.08676550148716547
ACH-000366,-0.2394834299536451
ACH-000368,-0.06832979852631206
ACH-000374,-0.0643338335431222
ACH-000375,-0.0365551318441413
ACH-000376,-0.24212779654513145
ACH-000381,-0.32176196644598104
ACH-000383,-0.17556928483526674
ACH-000387,-0.1019758514727586
ACH-000389,-0.21303498040946414
ACH-000390,-0.053828614153180736
ACH-000393,-0.3051263097226444
ACH-000395,-0.2786040623935997
ACH-000396,-0.18415288342584935
ACH-000397,-0.21943773079652967
ACH-000401,-0.10007189083344764
ACH-000402,-0.2299652262445676
ACH-000403,-0.2481944163127677
ACH-000404,-0.06321562731583709
ACH-000406,-0.13847535928979265
ACH-000407,-0.3557453154211334
ACH-000408,-0.11559119038956445
ACH-000410,-0.12277088713442914
ACH-000411,-0.11732719679367146
ACH-000414,-0.15249165609640822
ACH-000415,-0.08062032780450204
ACH-000416,-0.2284694136874129
ACH-000420,-0.1452655312491669
ACH-000421,-0.08127699447405652
ACH-000424,-0.18145809246979827
ACH-000425,-0.16120221785962616
ACH-000426,-0.2009700200390741
ACH-000427,-0.19611020746091426
ACH-000433,-0.10060432619484078
ACH-000435,0.18212611531477568
ACH-000436,-0.08733513109954369
ACH-000444,-0.1990328479520828
ACH-000445,-0.06433766887707476
ACH-000448,-0.1952540962450828
ACH-000450,-0.1741986255810506
ACH-000452,-0.16670531555748522
ACH-000454,-0.15141740511956034
ACH-000458,-0.21914527363039796
ACH-000459,-0.046873217853242964
ACH-000460,-0.17062483065366996
ACH-000461,-0.1696668846797331
ACH-000463,-0.07843253594280833
ACH-000464,-0.16605344374025108
ACH-000466,-0.23494514796115515
ACH-000467,-0.09933735448906757
ACH-000468,-0.1982744249771548
ACH-000469,-0.15153494844642953
ACH-000470,-0.38666033284537177
ACH-000471,-0.3439836037084025
ACH-000472,-0.2200449920391329
ACH-000473,-0.15837325647860187
ACH-000475,-0.20174836944646574
ACH-000476,-0.18467571268207747
ACH-000477,-0.08351362014139188
ACH-000479,-0.19776830804799325
ACH-000480,-0.15103545806174626
ACH-000481,-0.2218741535508036
ACH-000483,-0.15055440033945794
ACH-000484,-0.17785937592474166
ACH-000485,-0.13800649536127466
ACH-000486,-0.09938607673282412
ACH-000487,-0.22676243876397226
ACH-000488,-0.2375724474273927
ACH-000490,-0.2457048731591177
ACH-000491,-0.1829865661074268
ACH-000495,0.039046661459609416
ACH-000496,-0.16954341743215234
ACH-000499,-0.1980415819959061
ACH-000500,-0.368540460081474
ACH-000502,-0.12870844792237612
ACH-000503,-0.2912333684673347
ACH-000505,-0.12982802571538382
ACH-000507,-0.11479574456669416
ACH-000510,-0.19823366117413255
ACH-000511,-0.2822573447388589
ACH-000512,-0.4799959806129994
ACH-000516,-0.2598318287968302
ACH-000517,-0.25926275474088273
ACH-000518,-0.11638500150945945
ACH-000520,-0.21450224419152494
ACH-000521,-0.1968954192798484
ACH-000522,-0.2350603794454159
ACH-000524,-0.204156014495693
ACH-000527,-0.18379366390409194
ACH-000528,-0.2423721921947632
ACH-000537,-0.19277065104525049
ACH-000541,0.17196620135822108
ACH-000542,-0.15636398811496402
ACH-000544,-0.1487325646051417
ACH-000545,-0.11006872948997083
ACH-000547,0.024446853061943014
ACH-000548,-0.2637326127162889
ACH-000549,-0.20311414803823175
ACH-000550,-0.2821930821861288
ACH-000552,-0.09361473235316722
ACH-000556,-0.20161521703824292
ACH-000557,-0.2251093952645973
ACH-000569,-0.2916854733272552
ACH-000570,-0.17558655885156188
ACH-000571,-0.17035700893298494
ACH-000573,-0.17596373331291235
ACH-000576,-0.35754953138489826
ACH-000579,-0.23629333116062415
ACH-000580,-0.20757874709495447
ACH-000584,-0.18880250930304346
ACH-000585,-0.19526667236915607
ACH-000588,0.0029359590687954504
ACH-000589,-0.16780793019070228
ACH-000591,-0.21675002457121972
ACH-000593,-0.2574596964666587
ACH-000600,-0.17376614174729366
ACH-000601,-0.2117978403204941
ACH-000605,-0.19281032521923894
ACH-000606,-0.15569712522457885
ACH-000608,-0.1311422266389766
ACH-000614,-0.14656244055484158
ACH-000616,-0.19122351124179404
ACH-000618,-0.06190148790881616
ACH-000619,-0.3687181249864221
ACH-000620,-0.20835044316602053
ACH-000621,-0.3146372815210918
ACH-000622,-0.4400933932765124
ACH-000623,-0.14198720688847535
ACH-000624,-0.1312125641891083
ACH-000627,-0.21144567742908035
ACH-000630,-0.1988251662286667
ACH-000631,-0.046121714701554434
ACH-000632,-0.22646055702409415
ACH-000633,-0.1790695637567737
ACH-000637,-0.256947562887494
ACH-000638,-0.043577360046965614
ACH-000646,-0.24391875210081496
ACH-000647,-0.20589890554743534
ACH-000648,-0.38377388513634586
ACH-000649,-0.151413257034634
ACH-000651,-0.2598434083608292
ACH-000652,-0.3697185494342211
ACH-000653,-0.2234552859912446
ACH-000657,-0.35638021951189064
ACH-000658,-0.433509030531267
ACH-000661,-0.1078040747660226
ACH-000662,-0.329388243354712
ACH-000663,-0.16069167270924115
ACH-000665,-0.20851178468915596
ACH-000671,-0.030490319713392267
ACH-000672,0.06944319758711348
ACH-000673,-0.1745200998228399
ACH-000676,-0.22410303759955955
ACH-000677,-0.10903656986287656
ACH-000681,-0.2411715003424394
ACH-000683,-0.2779050592441786
ACH-000684,-0.008368034516669428
ACH-000688,-0.3305734610770613
ACH-000693,-0.22100856978222647
ACH-000694,-0.058864342392206566
ACH-000695,-0.19288048965132
ACH-000696,-0.2918258607801548
ACH-000697,-0.15960257058646998
ACH-000699,-0.19055982141197225
ACH-000701,-0.2773564196192675
ACH-000706,-0.2046350383382536
ACH-000711,-0.19093491475997246
ACH-000713,-0.21910897700331247
ACH-000714,-0.17739751546296956
ACH-000718,-0.4762571716222122
ACH-000720,-0.17866863019919274
ACH-000721,-0.24791151889914345
ACH-000724,-0.133524486959986
ACH-000725,-0.16068833276327407
ACH-000732,-0.09302138764526864
ACH-000734,-0.21601952148887624
ACH-000735,-0.36287316148963067
ACH-000736,-0.13973758114035525
ACH-000738,-0.372099220989601
ACH-000746,0.061820911084737924
ACH-000747,-0.29191855962572105
ACH-000748,-0.2441815838277076
ACH-000753,-0.11603218891257333
ACH-000756,-0.06163884686299961
ACH-000757,-0.29587582973131604
ACH-000758,-0.03084980195326052
ACH-000760,-0.2463210955639682
ACH-000762,-0.047293613418282816
ACH-000763,-0.34132739697522657
ACH-000764,-0.17688783025964122
ACH-000765,-0.08620548749399314
ACH-000766,-0.08723909402201759
ACH-000767,-0.2704070491219782
ACH-000768,-0.2012700722612764
ACH-000769,-0.27211371610453505
ACH-000770,-0.1763703870995755
ACH-000771,-0.13032963209928236
ACH-000773,-0.2649790090721273
ACH-000776,-0.1654617939093053
ACH-000777,-0.19481208545084475
