,NAF1 (92345)
ACH-000402,-0.5979662934880443
ACH-000403,-0.4497796184086729
ACH-000404,-0.9564689501024872
ACH-000406,-0.5591507090590478
ACH-000407,-0.6081222067807818
ACH-000408,-0.4607928904384862
ACH-000410,-0.4426397874339136
ACH-000411,-0.6111204503950076
ACH-000414,-0.5346888631772051
ACH-000415,-0.4532980089829651
ACH-000416,-0.5758705788764193
ACH-000420,-0.7851716880726205
ACH-000421,-0.5524117922174681
ACH-000424,-0.4039075250158545
ACH-000425,-0.6195915851600193
ACH-000426,-0.33871879815685624
ACH-000427,-0.09942943745113772
ACH-000433,-0.4451499485495037
ACH-000435,-0.7843261517588918
ACH-000436,-0.2978225210006131
ACH-000444,-0.8028562595402781
ACH-000445,-0.4404840338555695
ACH-000448,-0.44916976506046
ACH-000450,-0.4867383307457123
ACH-000452,-0.41837519295361947
ACH-000454,-0.6446883280004795
ACH-000458,-0.6047211301179835
ACH-000459,-0.4999355423039432
ACH-000460,-0.5633649270862131
ACH-000461,-0.3612311223197971
ACH-000463,-0.7732123185509361
ACH-000464,-0.5773782268463838
ACH-000466,-0.313313864928768
ACH-000467,-0.5200106665844287
ACH-000468,-0.4612619185890137
ACH-000469,-0.48792527472934
ACH-000470,-0.4252869264400574
ACH-000471,-0.5527538110072012
ACH-000472,-0.4581503814871941
ACH-000473,-0.9898103636126426
ACH-000475,-0.507731887599917
ACH-000476,-0.4583801520242048
ACH-000477,-0.7374990402051069
ACH-000479,-0.5791561335561475
ACH-000480,-0.5734551889160325
ACH-000481,-0.38648264820527
ACH-000483,-0.7376531816515659
ACH-000484,-0.4330621858448289
ACH-000485,-0.3707253406261653
ACH-000486,-0.7531379520971221
ACH-000487,-0.2296453790259353
ACH-000488,-0.4538271500099846
ACH-000490,-0.4595213495765725
ACH-000491,-0.3533228884465283
ACH-000495,-0.5830547709485084
ACH-000496,-0.4894853488238871
ACH-000499,-0.3711546932543176
ACH-000500,-0.14703422561163149
ACH-000502,-0.6108409990241856
ACH-000503,-0.8772942901794386
ACH-000505,-0.4849687102381474
ACH-000507,-0.4674423857962084
ACH-000510,-0.4698627656421534
ACH-000511,-0.7191565795660015
ACH-000512,-0.495006080215015
ACH-000516,-0.2626717848938899
ACH-000517,-0.4419520813873764
ACH-000518,-0.6513583914676846
ACH-000520,-0.3931427785319936
ACH-000521,-0.4403969300153761
ACH-000522,-0.43631003062592266
ACH-000524,-0.4889737080909264
ACH-000527,-0.6092685396082796
ACH-000528,-0.5693050981917029
ACH-000537,-0.6951502602196996
ACH-000541,-0.10180477166744854
ACH-000542,-0.4460192114205172
ACH-000544,-0.5784091348090074
ACH-000545,-0.7531520120599722
ACH-000547,-0.8123054340470938
ACH-000548,-0.39257167169026175
ACH-000549,-0.7282501342893423
ACH-000550,-0.7748273927538156
ACH-000552,-0.5249844586851403
ACH-000556,-0.5478749290219649
ACH-000557,-0.33378814199855017
ACH-000569,-0.6701776864382498
ACH-000570,-0.7474586785037441
ACH-000571,-0.3944518244716155
ACH-000573,-0.7334913969475956
ACH-000576,-0.4669637116248585
ACH-000579,-0.7652877061091935
ACH-000580,-0.5955377319326549
ACH-000584,-0.491904840461201
ACH-000585,-0.4599587633902221
ACH-000588,-0.28400534644945363
ACH-000589,-0.6578217505739773
ACH-000591,-0.6445617980333671
ACH-000593,-0.4648791152433446
ACH-000600,-0.7353652320035502
ACH-000601,-0.4793160079911794
ACH-000605,-0.8298744670988816
ACH-000606,-0.8876819333873975
ACH-000608,-0.3435010167773581
ACH-000614,-0.3937327487483614
ACH-000616,-0.6029832034987697
ACH-000618,-0.5090035110852629
ACH-000619,-0.6368758880973926
ACH-000620,-0.4143855696264574
ACH-000621,-0.3965744859486858
ACH-000622,-0.7190528200445386
ACH-000623,-0.5359746842420874
ACH-000624,-0.5062158472160759
ACH-000627,-0.3406381168925273
ACH-000630,-0.4621665484205738
ACH-000631,-0.4663454233961843
ACH-000632,-0.4234768510447451
ACH-000633,-0.3744982286833045
ACH-000637,-0.5710773864523916
ACH-000638,-0.3596737049283004
ACH-000646,-0.2714410761985885
ACH-000647,-0.6423376541263892
ACH-000648,-0.8390475641086378
ACH-000649,-0.6960462267796236
ACH-000651,-0.4406863038952424
ACH-000652,-0.6904870148303529
ACH-000653,-0.26583190496575104
ACH-000657,-0.4442344200679012
ACH-000658,-0.4214112870407469
ACH-000661,-0.7275919776215645
ACH-000662,-0.18068117501721773
ACH-000663,-0.7171297897606826
ACH-000665,-0.643582681418005
ACH-000671,-0.5546364633591949
ACH-000672,-0.2660190452742172
ACH-000673,-0.3481539490076032
ACH-000676,-0.4556197185527096
ACH-000677,-0.4803273954743591
ACH-000681,-0.4656169541113543
ACH-000683,-0.4065129019737414
ACH-000684,-0.6759354286424707
ACH-000688,-0.3157919811396149
ACH-000693,-0.5753816355481792
ACH-000694,-0.13675966869290562
ACH-000695,-0.3946747980202877
ACH-000696,-0.4882432282101179
ACH-000697,-0.3670180916424365
ACH-000699,-0.4860265361636484
ACH-000701,-0.6259966064437568
ACH-000706,-0.7497010095870972
ACH-000711,-0.5064361252978578
ACH-000713,-0.5477797458637647
ACH-000714,-0.4803602928409282
ACH-000718,-0.35671319752390296
ACH-000720,-0.4168291998050518
ACH-000721,-0.3565031369415834
ACH-000724,-0.4396819807471399
ACH-000725,-0.18745121347033647
ACH-000732,-0.4873090591699635
ACH-000734,-0.4318180207796084
ACH-000735,-0.4136374375043073
ACH-000736,-0.5842585436995477
ACH-000738,-0.5842173289706135
ACH-000746,-0.7021860967342594
ACH-000747,-0.4961656238011343
ACH-000748,-0.5853486721974565
ACH-000753,-0.3048921666459241
ACH-000756,-0.4660635301628443
ACH-000757,-0.1887460869221504
ACH-000758,-0.6442362946658207
ACH-000760,-0.5987147936013529
ACH-000762,-0.4235257672961984
ACH-000763,-0.44975145561005103
ACH-000764,-0.5594038249917149
ACH-000765,-0.5640988443396955
ACH-000766,-0.32317190485165115
ACH-000767,-0.3882093013409294
ACH-000768,-0.5336588747787755
ACH-000769,-0.527777225367064
ACH-000770,-0.697415894810266
ACH-000771,-0.5059494424633818
ACH-000773,-0.4667378599020531
ACH-000776,-0.6718957466879399
ACH-000777,-0.29649888709242256
ACH-000778,-0.3694074424417225
ACH-000781,-0.6520157163212424
ACH-000782,-0.4485996747451438
ACH-000783,-0.26460802064474176
ACH-000784,-0.6380074153457801
ACH-000785,-0.3496282865799528
ACH-000787,-0.5354031138453885
ACH-000788,-0.473807340723061
ACH-000791,-0.4317642855471955
ACH-000792,-0.5433996265293063
ACH-000794,-0.5279814086751993
ACH-000796,-0.36418515159550013
ACH-000798,-0.6255953474277957
ACH-000799,-0.6500243036815653
ACH-000800,-0.5935833337719155
ACH-000802,-0.5697279103417456
ACH-000804,-0.5071087378203056
ACH-000805,-0.5565611983084028
ACH-000809,-0.4437610138381491
ACH-000810,-0.679131339323615
ACH-000811,-0.4686086702513218
ACH-000817,-0.5599780991566238
ACH-000819,-0.5609937638326993
ACH-000820,-0.8969019185026058
ACH-000821,-0.3595065500973605
ACH-000822,-0.3915994488368297
ACH-000823,-0.5192961474359783
ACH-000824,-0.4506918190113669
ACH-000827,-0.5879027022459626
ACH-000829,-0.3462277282635193
ACH-000831,-0.588198174946015
ACH-000832,-0.6784815796408901
ACH-000833,-0.6501672001375645
ACH-000834,-0.5798945554622629
ACH-000835,-0.7968503732883663
ACH-000836,-0.5380058776774621
ACH-000837,-0.6896528513894731
ACH-000838,-0.4865228396074976
ACH-000839,-0.3348706150932838
ACH-000840,-0.6928180906602164
ACH-000841,-0.4533875573780773
ACH-000843,-0.5192299206675023
ACH-000846,-0.2651013743841039
ACH-000847,-0.5740480599280329
ACH-000848,-0.4621280571011683
ACH-000849,-0.6214408666751083
ACH-000851,-0.6022975311264992
ACH-000855,-0.4901729248220605
ACH-000856,-0.4302065567254303
ACH-000858,-0.6628097255985816
ACH-000859,-0.4787396832412063
ACH-000861,-0.6446889665218329
ACH-000862,-0.4009642142979888
ACH-000865,-1.0884952944116884
ACH-000866,-0.515334483462383
ACH-000867,-0.3195435434495661
ACH-000869,-0.5026298013975178
ACH-000872,-0.6403515714934767
ACH-000873,-0.4331082139069389
ACH-000876,-0.3034760223780314
ACH-000878,-0.9873406732900484
ACH-000880,-0.5643492905372568
ACH-000881,-0.7405939238190522
ACH-000882,-0.5871208513407195
ACH-000884,-0.6117515019023794
ACH-000885,-0.5360812510862747
ACH-000887,-0.47387972432212705
ACH-000889,-0.28939982887452503
ACH-000896,-0.49321718954890004
ACH-000898,-0.39303604871624936
ACH-000900,-0.3336006460268325
ACH-000901,-0.3673370922041004
ACH-000905,-0.6143100184374299
ACH-000906,-0.759751662970255
ACH-000907,-0.4977059637837392
ACH-000910,-0.4757132127850356
ACH-000911,-0.4745387288952835
ACH-000912,-0.541353040323307
ACH-000913,-0.3276194841524732
ACH-000915,-0.6318026267340149
ACH-000916,-0.3694563909407061
ACH-000917,-0.5904267967674465
ACH-000920,-0.3556157675592613
ACH-000921,-0.5652022115696977
ACH-000924,-0.522577193588298
ACH-000926,-0.4480333260855072
ACH-000928,-0.1850063011725417
ACH-000929,-0.4087122307303268
ACH-000932,-0.4308736279267475
ACH-000935,-0.522669201447032
ACH-000936,-0.40748158381184896
ACH-000937,-0.2831561785544032
ACH-000938,-0.3915891200606479
ACH-000939,-0.6535669008480023
ACH-000941,-0.5161479412026347
ACH-000943,-0.3928839889200507
ACH-000946,-0.5278497047879926
ACH-000947,-0.6394168315555891
ACH-000948,-0.8719119092259655
ACH-000950,-0.6276417037837843
ACH-000953,-0.10344162281836848
ACH-000954,-0.7854869647566243
ACH-000957,-0.3555301998060764
ACH-000958,-0.5577557501682987
ACH-000960,-0.43763995590980265
ACH-000963,-0.34951952114271145
ACH-000968,-0.6428238483382365
ACH-000969,-0.4923242268484494
ACH-000972,-0.6140934674256975
ACH-000973,-0.4692537287450619
ACH-000974,-0.5058816262087167
ACH-000978,-0.5494014339932631
ACH-000984,-0.38728484459930657
ACH-000986,-0.4415086230994745
ACH-000988,-0.6483775153959562
ACH-000993,-0.5144568396699463
ACH-000994,-0.6224263286141662
ACH-000996,-0.34149166427059136
ACH-001001,-0.4751938256500898
ACH-001020,-0.5010122821834772
ACH-001028,-0.3760716935634288
ACH-001031,-0.4358799741710777
ACH-001038,-0.4813050533152165
ACH-001048,-0.7091888831667352
ACH-001050,-0.5056659239179788
ACH-001053,-0.5202552636294477
ACH-001054,-0.4870385980055512
ACH-001061,-0.6515900429700059
ACH-001067,-0.4545862420277463
ACH-001075,-0.4424194702930456
ACH-001096,-0.5480808100089973
ACH-001111,-0.5697000011213816
ACH-001119,-0.3694716280596976
ACH-001128,-0.6517781724311663
ACH-001134,-0.4971768877881013
ACH-001151,-0.5735251470289043
ACH-001163,-0.3696941150962695
ACH-001164,-0.7943534125452878
ACH-001183,-0.8875680803836119
ACH-001192,-0.5597700903158145
ACH-001193,-0.4670544756724988
ACH-001196,-0.4595134988415683
ACH-001197,-0.29558130537288035
ACH-001205,-0.6346057454671815
ACH-001211,-0.6199158482299635
ACH-001212,-0.7037791889448344
ACH-001228,-0.4833569021902931
ACH-001232,-0.5139592544881852
ACH-001239,-0.5827620787163014
ACH-001270,-0.747488809580078
ACH-001274,-0.4925181691611014
ACH-001275,-0.5165496774052896
ACH-001277,-0.6339372110037511
ACH-001278,-0.6007077350951489
ACH-001280,-0.18471060593098765
ACH-001283,-0.5690135198523514
ACH-001289,-0.6693079548139338
ACH-001300,-0.5613313534367702
ACH-001301,-0.6259060178454128
ACH-001302,-0.6815711788386952
ACH-001306,-0.4885950216337073
ACH-001318,-0.4773863687474395
ACH-001322,-0.445365294291388
ACH-001328,-0.24627143643362934
ACH-001332,-0.6936297381594505
ACH-001336,-0.4764945900361504
ACH-001346,-0.6709639741136735
ACH-001353,-0.5721658802908867
ACH-001354,-0.4986807884521385
ACH-001367,-0.3217620690621302
ACH-001368,-0.43498078054474815
ACH-001374,-0.6474835382023824
ACH-001377,-0.3288230660450541
ACH-001380,-0.3874532428945743
ACH-001391,-0.56174175638311
ACH-001408,-0.5099553859985904
ACH-001430,-0.3650036687863261
ACH-001431,-0.6256572494568123
ACH-001450,-0.4366210178891343
ACH-001496,-0.5263144556735821
ACH-001500,-0.7215426701773427
ACH-001523,-0.6169246434792688
ACH-001532,-0.4264039865095011
ACH-001550,-0.2425970727318137
ACH-001552,-0.4583449151810777
ACH-001554,-0.4625672789729405
ACH-001654,-0.4579366275676717
ACH-001735,-0.3546317833641131
ACH-001736,-0.3715879290422491
ACH-001737,-0.34754415255240806
ACH-001740,-0.4910255905057389
ACH-001745,-0.5474565859236199
ACH-001765,-0.4512333421505445
