,OR5AS1 (219447)
ACH-000232,0.003727536826440832
ACH-000233,-0.17519002998443942
ACH-000234,-0.0004699158232804704
ACH-000235,-0.17961775071124675
ACH-000237,-0.1153998566016642
ACH-000238,-0.03607389979374928
ACH-000242,0.0814429748233943
ACH-000243,-0.06697513047469048
ACH-000244,-0.10480104234122517
ACH-000246,-0.07567565344005045
ACH-000248,-0.07731234094662358
ACH-000250,-0.003381426529457152
ACH-000251,0.13177298079327165
ACH-000252,-0.05326623729446426
ACH-000253,-0.012105575908694929
ACH-000255,0.00928863816250051
ACH-000256,-0.13196802612953312
ACH-000257,0.22275107926897814
ACH-000258,-0.0758158397373615
ACH-000259,-0.05018732932008787
ACH-000260,-0.2332872220861412
ACH-000261,-0.1259912737019196
ACH-000262,-0.07721365911353842
ACH-000263,0.07007631759748224
ACH-000264,0.024938325531705118
ACH-000265,-0.02523657223561658
ACH-000266,-0.06969958957016173
ACH-000272,0.04646275753601102
ACH-000274,-0.06487211989554532
ACH-000277,-0.1389848156696632
ACH-000278,-0.055833718632133635
ACH-000279,-0.01876139855375416
ACH-000280,-0.11590004182413835
ACH-000281,0.03668799645190424
ACH-000288,-0.09135352936067473
ACH-000291,-0.07310559923985427
ACH-000293,-0.025575460190893382
ACH-000294,-0.12228159740448175
ACH-000295,0.044825320606476884
ACH-000296,0.11894479898498765
ACH-000302,-0.06629883085019705
ACH-000304,-0.17318741267149335
ACH-000307,-0.03256495651230325
ACH-000308,-0.07976288081959437
ACH-000310,-0.04377695393502511
ACH-000311,-0.2020640418675595
ACH-000312,-0.07872054864315346
ACH-000315,0.07636407442817925
ACH-000316,-0.058068451756745264
ACH-000317,-0.4399439647887028
ACH-000318,-0.19349260825281653
ACH-000319,-0.15589033695492382
ACH-000320,-0.09905335272988687
ACH-000322,-0.0857475426506375
ACH-000323,0.06690023132093231
ACH-000324,-0.1942802699038997
ACH-000329,-0.1047581325075753
ACH-000330,-0.21408466398848536
ACH-000331,-0.013001383148567237
ACH-000332,-0.07157574385320581
ACH-000334,-0.0622753055982861
ACH-000335,-0.13713843674285048
ACH-000336,0.06292876336729555
ACH-000337,-0.12669686862819554
ACH-000338,-0.10441535793898672
ACH-000339,-0.05465089122943345
ACH-000341,-0.1132699131421344
ACH-000348,0.013156754805183041
ACH-000350,0.026765550894579042
ACH-000352,0.1734563764907987
ACH-000356,-0.3418059797618579
ACH-000361,-0.16550718354363822
ACH-000362,0.10712304306757216
ACH-000363,-0.05449763004889705
ACH-000364,0.09128333920977308
ACH-000365,-0.2006269990493848
ACH-000366,-0.02057298820233897
ACH-000368,0.13522196016482996
ACH-000374,-0.047681618396908605
ACH-000375,0.03739163087467595
ACH-000376,-0.16176725485368598
ACH-000381,-0.07714428716980387
ACH-000383,-0.1237377079120717
ACH-000387,-0.0763829375211527
ACH-000389,0.06841314975499567
ACH-000390,-0.05795117950613945
ACH-000393,-0.1746318571903736
ACH-000395,-0.16791115691149522
ACH-000396,-0.051257734055011835
ACH-000397,-0.023917148842889
ACH-000401,0.06312694808256729
ACH-000402,0.21814386711950234
ACH-000403,-0.07868426117656678
ACH-000404,-0.1565676069016982
ACH-000406,-0.15349469524429696
ACH-000407,0.02347137220503745
ACH-000408,-0.04968225297398185
ACH-000410,-0.003297382451465301
ACH-000411,-0.1446675953571024
ACH-000414,-0.030895593472305357
ACH-000415,-0.11850099754794688
ACH-000416,-0.04838833749830105
ACH-000420,-0.02397430368233639
ACH-000421,-0.03973966733284194
ACH-000424,-0.1705284783826944
ACH-000425,-0.05568400758353365
ACH-000426,-0.02201096703315039
ACH-000427,-0.12354185551043845
ACH-000433,-0.1341728002015737
ACH-000435,-0.11795167290908246
ACH-000436,0.033823281137593385
ACH-000444,0.02857244927187595
ACH-000445,0.035751258104071065
ACH-000448,-0.22650023476058165
ACH-000450,-0.0971601271956267
ACH-000452,-0.17428924608640922
ACH-000454,-0.1022589233185108
ACH-000458,-0.17007125651475452
ACH-000459,-0.034707745489235
ACH-000460,-0.11532113137231145
ACH-000461,-0.08047781251783986
ACH-000463,-0.12251673320361865
ACH-000464,-0.12465691488575385
ACH-000466,-0.058724413378497424
ACH-000467,0.018647007322476445
ACH-000468,-0.04030608708044101
ACH-000469,0.07675524129370839
ACH-000470,-0.15760333170548715
ACH-000471,-0.05298100695958173
ACH-000472,-0.013170363377466798
ACH-000473,-0.0552474904157374
ACH-000475,-0.12182820442023735
ACH-000476,-0.047227355148232536
ACH-000477,-0.20730323983350266
ACH-000479,-0.2093406911412476
ACH-000480,-0.07494770228642549
ACH-000481,-0.0629287372980229
ACH-000483,-0.06289019948870404
ACH-000484,-0.056208088983069365
ACH-000485,0.03156700646052118
ACH-000486,-0.0832338782109837
ACH-000487,-0.02739295266204581
ACH-000488,0.055436909886483005
ACH-000490,-0.10566202058218882
ACH-000491,-0.2806445527191491
ACH-000495,0.04649623225412623
ACH-000496,-0.1381984603338873
ACH-000499,0.04724375435163201
ACH-000500,-0.11080119749195097
ACH-000502,-0.029670013948947117
ACH-000503,0.12581202875547365
ACH-000505,-0.09071178777262548
ACH-000507,-0.09114987045799716
ACH-000510,0.03276288922961745
ACH-000511,-0.0002642179849383465
ACH-000512,-0.15502339461161552
ACH-000516,0.033998253547369045
ACH-000517,-0.04909348084223609
ACH-000518,-0.043202309569095466
ACH-000520,-0.05858387521705076
ACH-000521,0.10589421017848977
ACH-000522,-0.16102061639574464
ACH-000524,-0.12290397601550587
ACH-000527,-0.038139405524250464
ACH-000528,-0.018167932291179814
ACH-000537,-0.1030613500733288
ACH-000541,0.13673062752477527
ACH-000542,-0.08733208522632722
ACH-000544,0.06483171457260893
ACH-000545,-0.1129909824572772
ACH-000547,-0.08987508788333523
ACH-000548,-0.07783192053723514
ACH-000549,0.04391641573739008
ACH-000550,-0.03611295083650093
ACH-000552,0.04531079118985905
ACH-000556,-0.028109198228322228
ACH-000557,-0.0020752506573770745
ACH-000569,0.0939388925382012
ACH-000570,-0.025639681807434683
ACH-000571,0.023299740001785297
ACH-000573,-0.006023599818565357
ACH-000576,0.03634375970635679
ACH-000579,-0.008847277440651452
ACH-000580,-0.18274952575167466
ACH-000584,-0.04515195891179778
ACH-000585,-0.05279514568862287
ACH-000588,-0.20520068590186105
ACH-000589,-0.06980843775681346
ACH-000591,0.030211137982280024
ACH-000593,-0.02601484573681281
ACH-000600,-0.0593258477949615
ACH-000601,-0.07150286783674395
ACH-000605,-0.12753627362733125
ACH-000606,-0.11749602331436995
ACH-000608,-0.0675616080393939
ACH-000614,-0.21312487583854425
ACH-000616,0.0601663757172057
ACH-000618,-0.11993171177546813
ACH-000619,-0.2395355255609113
ACH-000620,-0.037518122548310065
ACH-000621,-0.12110483488615105
ACH-000622,0.032007992581720504
ACH-000623,-0.031559077633022715
ACH-000624,-0.0910814951256723
ACH-000627,-0.12768010451848533
ACH-000630,-0.05000084315016882
ACH-000631,-0.2280720235042893
ACH-000632,-0.13536853025116274
ACH-000633,-0.0989347310591237
ACH-000637,-0.32721701773538736
ACH-000638,-0.04759524670164144
ACH-000646,-0.1903697364285002
ACH-000647,-0.09648282351160052
ACH-000648,-0.030083151589689824
ACH-000649,0.044041921261978666
ACH-000651,0.0252778137208569
ACH-000652,0.05236853530897548
ACH-000653,-0.024958927759990927
ACH-000657,-0.08344481035899982
ACH-000658,-0.12457225382152745
ACH-000661,-0.2088787606702256
ACH-000662,0.1818595625387928
ACH-000663,0.06547985311898816
ACH-000665,-0.19119457317638072
ACH-000671,-0.13581739793659914
ACH-000672,-0.2728067354616556
ACH-000673,-0.01888941527787588
ACH-000676,-0.058028854030097526
ACH-000677,0.07758612035980934
ACH-000681,-0.01119170280486162
ACH-000683,-0.07043989478660816
ACH-000684,-0.03849040782333853
ACH-000688,-0.1231843830386658
ACH-000693,-0.0175747036089483
ACH-000694,-0.051649503427344
ACH-000695,-0.27737293223721604
ACH-000696,-0.10510412707186872
ACH-000697,-0.0966098769862666
ACH-000699,-0.07668991418549348
ACH-000701,-0.05104711620245165
ACH-000706,0.002713651444084472
ACH-000711,-0.035131957491710344
ACH-000713,-0.09210159563076574
ACH-000714,-0.13290791241839425
ACH-000718,-0.14612875556574326
ACH-000720,0.010539373633571186
ACH-000721,-0.07843017567529201
ACH-000724,-0.1746375853180706
ACH-000725,0.039143356667972334
ACH-000732,-0.10491439338816563
ACH-000734,-0.051281073679317606
ACH-000735,-0.08453446284678788
ACH-000736,0.06412200623831284
ACH-000738,-0.09498406702273306
ACH-000746,-0.14725167527589478
ACH-000747,-0.027054464952832997
ACH-000748,-0.2048905517014794
ACH-000753,-0.06353494006847651
ACH-000756,-0.08670462764129262
ACH-000757,-0.052092613092703216
ACH-000758,-0.30805252225254565
ACH-000760,-0.08029039687521285
ACH-000762,-0.11332368299605615
ACH-000763,-0.2225408628221948
ACH-000764,-0.009975437280454193
ACH-000765,-0.05382804611741608
ACH-000766,-0.07499360478903258
ACH-000767,-0.03188967999877403
ACH-000768,-0.04954424070116405
ACH-000769,-0.0249798557450101
ACH-000770,-0.10728085705883628
ACH-000771,0.009194645703938737
ACH-000773,-0.09438744385674376
ACH-000776,0.05476696622512153
ACH-000777,0.06099464445195307
ACH-000778,-0.02816861653084369
ACH-000781,-0.09420139861771107
ACH-000782,-0.08000356108175523
ACH-000783,-0.15470085995538493
ACH-000784,-0.041251876790643384
ACH-000785,-0.010305588068012829
ACH-000787,0.038669725533759726
ACH-000788,-0.05973351847762755
ACH-000791,-0.05753609395532967
ACH-000792,-0.07107123155410798
ACH-000794,-0.15484194543279806
ACH-000796,0.00636183478670083
ACH-000798,-0.04637212965280173
ACH-000799,-0.2445460070167026
ACH-000800,0.0774664501063999
ACH-000802,0.049038697098075235
ACH-000804,-0.10521399665733744
ACH-000805,-0.0036189008275009592
ACH-000809,0.02755283596431131
ACH-000810,0.06710025985522497
ACH-000811,0.008839169916494473
ACH-000817,-0.07036603706292885
ACH-000819,-0.12835636494852215
ACH-000820,0.09037070380290002
ACH-000821,-0.05433999169490567
ACH-000822,-0.06947992357210887
ACH-000823,-0.13021390510054653
ACH-000824,-0.03591142840973584
ACH-000827,-0.19798970069070948
ACH-000829,-0.14297449930815825
ACH-000831,0.10690748483565557
ACH-000832,-0.09735844356163584
ACH-000833,0.15306729990056162
ACH-000834,-0.19474868648686933
ACH-000835,0.004603976755593078
ACH-000836,-0.15882639742258672
ACH-000837,0.0043257614793785785
ACH-000838,0.0916315508399938
ACH-000839,-0.16302536130055836
ACH-000840,-0.08575198472620515
ACH-000841,-0.13398009386359716
ACH-000843,-0.11875165383319178
ACH-000846,-0.1116649370807647
ACH-000847,-0.06266454673343297
ACH-000848,-0.17621582189932453
ACH-000849,0.13216731953195945
ACH-000851,-0.09712687736422852
ACH-000855,-0.21464966888761072
ACH-000856,-0.07995909313326298
ACH-000858,-0.00767191286134362
ACH-000859,-0.0006744589367915948
ACH-000861,-0.16982843313350418
ACH-000862,0.015192633109792318
ACH-000865,-0.01018382575934952
ACH-000866,-0.04381793449208071
ACH-000867,-0.04135697188868501
ACH-000869,-0.07678484060662888
ACH-000872,-0.08064588275481445
ACH-000873,-0.2170212259410426
ACH-000876,-0.13414135360673232
ACH-000878,0.012062153660703704
ACH-000880,-0.0949680245356047
ACH-000881,-0.06516740346399479
ACH-000882,0.061360647491538536
ACH-000884,0.02060405300361941
ACH-000885,0.11070795689266176
ACH-000887,-0.12667239808964295
ACH-000889,0.030035571740071727
ACH-000896,-0.04227810862868656
ACH-000898,-0.11268225436633147
ACH-000900,-0.153214025857383
ACH-000901,-0.14951923502920386
ACH-000905,-0.006370774670449815
ACH-000906,-0.14425254802479953
ACH-000907,0.1338850051058383
ACH-000910,0.0177508289100823
ACH-000911,-0.1265099733966884
ACH-000912,-0.05694092091813886
ACH-000913,-0.030233248795361493
ACH-000915,-0.07285400842694267
ACH-000916,-0.050065222445886896
ACH-000917,0.04688098136132742
ACH-000920,0.13481799408804787
ACH-000921,-0.1877952055274782
ACH-000924,-0.09014211521831447
ACH-000926,0.1464994165189464
ACH-000928,-0.03578758843082126
ACH-000929,-0.26496724491123314
ACH-000932,-0.04013860299914866
ACH-000935,-0.031479610196460284
ACH-000936,-0.2367018032369999
ACH-000937,-0.08470526722145906
ACH-000938,0.0672682497608689
ACH-000939,-0.13589121258415918
ACH-000941,-0.0821878439794884
ACH-000943,-0.05709203333147075
ACH-000946,-0.1227949322524147
ACH-000947,-0.04140217923342214
ACH-000948,-0.1515228979538857
ACH-000950,-0.035091437492973096
ACH-000953,-0.13302300971046693
ACH-000954,0.1030805757036087
ACH-000957,-0.130503642850763
ACH-000958,-0.061725620244217926
ACH-000960,-0.04477556378415391
ACH-000963,-0.11727059495529507
ACH-000968,-0.0369153116938766
ACH-000969,-0.051051404622923666
ACH-000972,0.3055640529579277
ACH-000973,-0.08722689633578573
ACH-000974,-0.03927705468754835
ACH-000978,0.0377149826998063
ACH-000984,-0.053213186575544025
ACH-000986,-0.01899586599771945
ACH-000988,0.09481677265461563
ACH-000993,-0.02870258325421288
ACH-000994,-0.1912058193103537
ACH-000996,-0.05395918716645702
ACH-001001,-0.17005309313717487
ACH-001020,-0.07800771036258862
ACH-001028,-0.07168340463024725
ACH-001031,-0.14121194637974666
ACH-001038,0.012652575705284554
ACH-001048,0.000752442523891781
ACH-001050,-0.06942306221612186
ACH-001053,-0.095637145076023
ACH-001054,-0.1468312004210191
ACH-001061,-0.04763528683906506
ACH-001067,-0.06328070474305568
ACH-001075,-0.01703142040706516
ACH-001096,0.0253088734241592
ACH-001111,0.0028872829469852933
ACH-001119,-0.0930683567627678
ACH-001128,-0.08472250476518653
ACH-001134,-0.013721334219326435
ACH-001151,0.1255065172058102
ACH-001163,-0.002319286673236946
ACH-001164,0.020947092836280462
ACH-001183,0.029402416954307106
ACH-001192,0.03858930483078445
ACH-001193,-0.3270942421131457
ACH-001196,-0.2876012935763694
ACH-001197,-0.07083388307491602
ACH-001205,-0.0833956094861078
ACH-001211,-0.00030790098763069343
ACH-001212,0.07347960732046163
ACH-001228,-0.11194720105171624
ACH-001232,-0.07157428058613499
ACH-001239,-0.06400558115553275
ACH-001270,0.1975223988194788
ACH-001274,-0.023724258054812392
ACH-001275,-0.026403150988536614
ACH-001277,-0.24719493211134536
ACH-001278,0.1300324363809296
ACH-001280,0.0018540356792079839
ACH-001283,-0.04980984883999248
ACH-001289,-0.06420023876136692
ACH-001300,-0.13993328572618868
ACH-001301,-0.1750787683933494
ACH-001302,-0.3350264371870729
ACH-001306,-0.01306474603168833
ACH-001318,-0.052727214143728
ACH-001322,-0.0073117144275034315
ACH-001328,-0.11009818891999776
ACH-001332,-0.16341102680653194
ACH-001336,-0.170678955651014
ACH-001346,-0.13768352062847145
ACH-001353,0.017552595686443736
ACH-001354,-0.08290325181272486
ACH-001367,0.15970054453959304
ACH-001368,-0.15969093076154858
ACH-001374,0.09471416068793403
ACH-001377,0.000552847187363638
ACH-001380,-0.031584148736855666
ACH-001391,-0.195430255870125
ACH-001408,-0.04195114020320979
ACH-001430,-0.12649455222097156
ACH-001431,0.04030589384034554
ACH-001450,-0.15331062851133226
ACH-001496,0.014249887962778068
ACH-001500,-0.16197656606097655
ACH-001523,-0.25159806951104224
ACH-001532,-0.0628593837765878
ACH-001550,-0.13057908209640975
ACH-001552,0.08607301753760196
ACH-001554,-0.252700052513307
ACH-001654,-0.10770012810117056
ACH-001735,-0.08413092082026302
ACH-001736,-0.1234908822512751
ACH-001737,-0.18543174171326385
ACH-001740,-0.06112862495741157
ACH-001745,-0.021488989938791118
ACH-001765,0.018313882525048168
