,FGG (2266)
ACH-000004,-0.34648321958524536
ACH-000005,-0.4159040305954715
ACH-000007,-0.12683158115489268
ACH-000009,-0.2791848154749208
ACH-000011,-0.2121861429147748
ACH-000012,-0.18211815253711253
ACH-000013,-0.1920243934263588
ACH-000014,-0.1875020752791715
ACH-000015,-0.28955271092566803
ACH-000017,-0.1982817698768515
ACH-000018,-0.3571830922164151
ACH-000019,-0.22891712611636145
ACH-000021,-0.21381899343873773
ACH-000022,-0.21111396972932006
ACH-000025,-0.14082344841244732
ACH-000028,-0.01691136634340404
ACH-000030,-0.18642161665390436
ACH-000035,-0.1354354506893712
ACH-000036,-0.15543278010665845
ACH-000037,-0.28305226491531993
ACH-000039,-0.2862117775504072
ACH-000040,-0.3427836752801348
ACH-000041,-0.34393518488777985
ACH-000042,-0.2948348781240497
ACH-000045,-0.14706893356929726
ACH-000047,-0.1269713572401311
ACH-000052,-0.08704155955171165
ACH-000053,-0.2612817744060253
ACH-000054,-0.2758606526136433
ACH-000055,-0.25947062557125344
ACH-000060,-0.280581924223984
ACH-000067,-0.163459191765081
ACH-000070,-0.15636912256132202
ACH-000075,-0.5836933744771448
ACH-000078,-0.3921090831039566
ACH-000082,-0.11930371156902014
ACH-000085,-0.19909890191548926
ACH-000086,-0.1183373061064454
ACH-000087,0.01579665041039235
ACH-000092,-0.26137007298352155
ACH-000095,-0.2060015275156175
ACH-000097,-0.2424140935589751
ACH-000098,-0.22059946480996792
ACH-000099,-0.33972059795284354
ACH-000108,-0.30462174572135603
ACH-000113,-0.08101060931951615
ACH-000116,-0.354756450923035
ACH-000118,-0.1848399643303854
ACH-000120,-0.2542077369479883
ACH-000123,-0.2105635468961473
ACH-000127,-0.18145745133520735
ACH-000128,-0.1636092228223225
ACH-000132,-0.13097516478748816
ACH-000133,-0.17708794182345725
ACH-000137,-0.2709123163663942
ACH-000138,-0.23437758522629995
ACH-000142,-0.19398331120774007
ACH-000143,-0.024889826106718263
ACH-000146,-0.28023640215793544
ACH-000148,-0.13538375691120544
ACH-000150,-0.18986305827735625
ACH-000152,-0.12260581609438287
ACH-000153,-0.16327537800400102
ACH-000159,-0.10807532988371182
ACH-000160,-0.24763199923323825
ACH-000163,-0.20535569095583603
ACH-000167,-0.20939566711157911
ACH-000168,-0.2738953013821086
ACH-000169,-0.27130936926826577
ACH-000178,-0.11449707035167404
ACH-000183,-0.3640056564803779
ACH-000188,-0.2644948199772349
ACH-000189,-0.2194304673007067
ACH-000190,-0.08759504846918635
ACH-000198,-0.2610011132131648
ACH-000203,-0.0881557877520598
ACH-000204,-0.35899251920774017
ACH-000206,-0.18948326514568475
ACH-000207,-0.13459239070991785
ACH-000208,-0.3558976720576364
ACH-000210,-0.048248025492276136
ACH-000211,-0.2862579678467597
ACH-000215,-0.1960800499080442
ACH-000221,-0.12829155203442022
ACH-000222,-0.0927559043337145
ACH-000223,-0.1652021215754584
ACH-000226,-0.09559545710279388
ACH-000227,-0.2932203869260302
ACH-000228,-0.19559226772429614
ACH-000231,-0.20533024246010007
ACH-000232,-0.21477496338537685
ACH-000233,-0.15413142447533892
ACH-000234,-0.32529058537385164
ACH-000235,-0.21541182215479554
ACH-000237,-0.3825818048814607
ACH-000238,-0.21656179072180676
ACH-000242,-0.4136964488249513
ACH-000243,-0.2762284474426033
ACH-000244,-0.04878249868251736
ACH-000246,-0.16311985006429874
ACH-000248,-0.09967299677194827
ACH-000250,-0.17337073250990545
ACH-000251,-0.239281261497012
ACH-000252,-0.17461427256796205
ACH-000253,-0.12367701398084564
ACH-000255,-0.14481812903802907
ACH-000256,-0.32472065066128736
ACH-000257,-0.2353203690522853
ACH-000258,-0.2654731606176682
ACH-000259,-0.14819510104770392
ACH-000260,-0.28045857216235903
ACH-000261,-0.16154858061693397
ACH-000262,-0.24819308620689506
ACH-000263,-0.059366339642419136
ACH-000264,-0.17226001280515066
ACH-000265,-0.2811090700619012
ACH-000266,-0.2551434594052037
ACH-000272,-0.3084888195702642
ACH-000274,-0.2909719543432853
ACH-000277,-0.27777332220711265
ACH-000278,-0.06358150677573343
ACH-000279,-0.38475351479594827
ACH-000280,-0.26921134610170794
ACH-000281,-0.28747723035523604
ACH-000288,-0.20891996137898147
ACH-000291,-0.1843117553020163
ACH-000293,-0.2730743778311851
ACH-000294,-0.2696477774866809
ACH-000295,-0.2074674435584651
ACH-000296,-0.07742729285981148
ACH-000302,-0.2008583073109211
ACH-000304,-0.10166055440164264
ACH-000307,-0.16370732077380992
ACH-000308,-0.20697326737760954
ACH-000310,-0.19532864059833407
ACH-000311,-0.20633497530230094
ACH-000312,-0.32170017116871463
ACH-000315,0.27528436952085195
ACH-000316,-0.3184920496367652
ACH-000317,-0.16296709501921391
ACH-000318,-0.279375954427156
ACH-000319,-0.2397094192173692
ACH-000320,-0.1379420001532765
ACH-000322,-0.20215049593024387
ACH-000323,-0.2953911006494365
ACH-000324,-0.219804250547623
ACH-000329,-0.2878016657454172
ACH-000330,-0.1806490649723343
ACH-000331,-0.19158982403173075
ACH-000332,-0.17041095010972562
ACH-000334,-0.1901490900328036
ACH-000335,-0.16456354452890135
ACH-000336,-0.015987100856945
ACH-000337,-0.2291296027749224
ACH-000338,-0.1903531104770463
ACH-000339,-0.17822475784570593
ACH-000341,-0.19037810304219188
ACH-000348,-0.2438579243551477
ACH-000350,-0.27582489784178643
ACH-000352,-0.2018243645563434
ACH-000356,-0.39402853085939615
ACH-000361,-0.18989468246283603
ACH-000362,-0.2136473136448548
ACH-000363,-0.2262982507899623
ACH-000364,-0.10522958419010288
ACH-000365,-0.27925555501078875
ACH-000366,-0.20516097212023088
ACH-000368,-0.04085234907049029
ACH-000374,-0.17415222889407642
ACH-000375,-0.29304995168252296
ACH-000376,-0.28528340472677355
ACH-000381,-0.3207488347875604
ACH-000383,-0.2263421473952057
ACH-000387,-0.2919953259567278
ACH-000389,-0.40161863937509096
ACH-000390,-0.25680115970341155
ACH-000393,-0.38983016486613703
ACH-000395,-0.22574233879783806
ACH-000396,0.14911550019138178
ACH-000397,-0.3241321411106957
ACH-000401,-0.17094173325907186
ACH-000402,-0.4408574781016145
ACH-000403,-0.3452516790933099
ACH-000404,-0.2831839193835524
ACH-000406,-0.2779379819172351
ACH-000407,-0.18015406077935286
ACH-000408,-0.15725502996626062
ACH-000410,-0.16609589357340948
ACH-000411,-0.3331143415169128
ACH-000414,-0.06754517651973464
ACH-000415,-0.16420131180902334
ACH-000416,-0.3540404448796464
ACH-000420,-0.2022967935501871
ACH-000421,-0.12819401452027865
ACH-000424,-0.3269118897859457
ACH-000425,-0.29515152990418897
ACH-000426,-0.1218504301837212
ACH-000427,-0.4104317511990445
ACH-000433,-0.26397139923408763
ACH-000435,0.023601891462751184
ACH-000436,-0.11729380010075342
ACH-000444,-0.14737133918941794
ACH-000445,-0.13166836774243373
ACH-000448,-0.2456615750337331
ACH-000450,-0.2983371172347452
ACH-000452,-0.2324259833256713
ACH-000454,-0.12292136843198148
ACH-000458,-0.021346309201379168
ACH-000459,-0.3233838161451329
ACH-000460,-0.1401783445468724
ACH-000461,-0.1710237262332014
ACH-000463,-0.2753156942937823
ACH-000464,-0.5033803246272507
ACH-000466,-0.16420695506397662
ACH-000467,-0.20183850101461726
ACH-000468,-0.2236457837001392
ACH-000469,-0.19550097985788809
ACH-000470,-0.3347422955634183
ACH-000471,-0.21340224375229194
ACH-000472,-0.21750192588001824
ACH-000473,-0.2427186404485569
ACH-000475,-0.19800156452272769
ACH-000476,-0.17355989272908498
ACH-000477,-0.19217785407800275
ACH-000479,-0.14242141810337652
ACH-000480,-0.17289192800830402
ACH-000481,-0.12730591606993058
ACH-000483,-0.1891836189875371
ACH-000484,-0.1071809651004926
ACH-000485,-0.3760802557763638
ACH-000486,-0.17492723543070465
ACH-000487,-0.2584107999451878
ACH-000488,-0.17887305533302034
ACH-000490,-0.1568677180308124
ACH-000491,-0.18937275216227006
ACH-000495,-0.3292579710835849
ACH-000496,-0.20820635041397886
ACH-000499,-0.32005137002558665
ACH-000500,0.26602595099248605
ACH-000502,-0.2418372581606
ACH-000503,-0.17174049613613185
ACH-000505,-0.2030546343437766
ACH-000507,-0.04804254133904527
ACH-000510,-0.208508623474118
ACH-000511,-0.2532325029838593
ACH-000512,-0.192986970470823
ACH-000516,-0.23648271447084326
ACH-000517,-0.2482568466748304
ACH-000518,-0.3463369305083301
ACH-000520,-0.12938915994697914
ACH-000521,0.023103991928142213
ACH-000522,-0.17347405870733626
ACH-000524,-0.2183355144575885
ACH-000527,-0.14324587407531347
ACH-000528,-0.2654367769714689
ACH-000537,-0.1247500820878785
ACH-000541,-0.01905767534598153
ACH-000542,-0.3099566088988606
ACH-000544,-0.2602016947963893
ACH-000545,-0.27028897538671404
ACH-000547,-0.0939054674466092
ACH-000548,-0.22511260960274976
ACH-000549,-0.2589198192169634
ACH-000550,-0.14088621106822088
ACH-000552,-0.2658645117163573
ACH-000556,-0.24224220707124156
ACH-000557,-0.21798526575822424
ACH-000569,-0.3707036200392027
ACH-000570,-0.23526442978126075
ACH-000571,-0.2545259311019042
ACH-000573,-0.1208129383909162
ACH-000576,-0.11494492663434686
ACH-000579,-0.21641915134180115
ACH-000580,-0.14519901091229978
ACH-000584,-0.2159803320811756
ACH-000585,-0.17656753756004945
ACH-000588,-0.16730365806625194
ACH-000589,-0.2034659984070165
ACH-000591,-0.2420749654837828
ACH-000593,-0.1864527862486074
ACH-000600,-0.045422538977323235
ACH-000601,-0.2476311717741503
ACH-000605,-0.13355749529779254
ACH-000606,-0.13898084392994975
ACH-000608,-0.22580601295199546
ACH-000614,-0.15680053944015812
ACH-000616,-0.07710881799143972
ACH-000618,-0.2262342677185439
ACH-000619,-0.29274540574235763
ACH-000620,-0.2073508615781008
ACH-000621,-0.2943408967551135
ACH-000622,-0.2779869655573876
ACH-000623,-0.3100612894705757
ACH-000624,-0.16581027700043552
ACH-000627,-0.25195597605235504
ACH-000630,-0.1921509580003673
ACH-000631,0.11213554704947533
ACH-000632,-0.1942125565181881
ACH-000633,-0.2485856501800055
ACH-000637,-0.1098698698775506
ACH-000638,-0.2444402048374263
ACH-000646,-0.35728764962778714
ACH-000647,-0.22580941019651535
ACH-000648,-0.29634595915402306
ACH-000649,-0.2469278727552586
ACH-000651,-0.13219188198045792
ACH-000652,-0.2497088701135143
ACH-000653,-0.15579172051506354
ACH-000657,-0.2994809099627017
ACH-000658,-0.1517615461358225
ACH-000661,-0.13204150032083306
ACH-000662,-0.04622430707353755
ACH-000663,-0.16594309737305546
ACH-000665,-0.19004098591846336
ACH-000671,-0.1446131858800007
ACH-000672,-0.2677874560145861
ACH-000673,-0.2127020388062575
ACH-000676,-0.2353621427496001
ACH-000677,-0.09941500851341584
ACH-000681,-0.15534793561757787
ACH-000683,-0.26900867903827186
ACH-000684,-0.06834554673935281
ACH-000688,-0.24252032458731046
ACH-000693,-0.2387936282903944
ACH-000694,-0.2678660056579913
ACH-000695,-0.3656465457766647
ACH-000696,-0.2084424902779181
ACH-000697,-0.4587866592767857
ACH-000699,-0.1829589584615791
ACH-000701,-0.2869158810595958
ACH-000706,-0.18939676002087613
ACH-000711,-0.24740424800514765
ACH-000713,-0.27861486566756377
ACH-000714,-0.2735792921811858
ACH-000718,-0.09516284546180184
ACH-000720,-0.14581580257380658
ACH-000721,-0.23536734422941874
ACH-000724,-0.3147766798457736
ACH-000725,-0.10109207387667628
ACH-000732,-0.210991876026829
ACH-000734,-0.1459854671387035
ACH-000735,-0.28398670005389226
ACH-000736,-0.11538128542911576
ACH-000738,-0.16763925366381158
ACH-000746,-0.3375063053307057
ACH-000747,-0.10165174798102987
ACH-000748,-0.2039799220317348
ACH-000753,-0.16035768946534848
ACH-000756,-0.2426296085144343
ACH-000757,-0.22775240493191545
ACH-000758,-0.1673297013212699
ACH-000760,-0.32274241768023776
ACH-000762,-0.18722092081304
ACH-000763,-0.3386753178395089
ACH-000764,-0.002387923607978595
ACH-000765,-0.2284841568930691
ACH-000766,-0.14620088201709386
ACH-000767,-0.3414442854524641
ACH-000768,-0.1061421690984121
ACH-000769,-0.25809043613815713
ACH-000770,-0.1348009519278458
ACH-000771,-0.2447798396044945
ACH-000773,-0.2053240937477554
ACH-000776,-0.31305110693539273
ACH-000777,-0.16307803627035353
ACH-000778,-0.037903773590006816
ACH-000781,-0.12686405104353932
ACH-000782,-0.2451814474383969
ACH-000783,-0.35312624038563245
ACH-000784,-0.1767195396974654
ACH-000785,-0.20219589966012308
ACH-000787,-0.17256857383949664
ACH-000788,-0.17309257238409848
ACH-000791,-0.2142190361561007
ACH-000792,-0.13878477427889674
ACH-000794,-0.15878719366367008
ACH-000796,-0.3407084795459055
ACH-000798,-0.2599190506227981
ACH-000799,-0.217844520844102
ACH-000800,-0.2762904143627665
ACH-000802,-0.3241850561073785
ACH-000804,-0.0754365149749615
ACH-000805,-0.2671199713418613
ACH-000809,-0.23809915067000545
ACH-000810,-0.3233611127554024
ACH-000811,-0.26143437703744576
ACH-000817,-0.24303250120836106
ACH-000819,-0.14559584379350987
ACH-000820,-0.3008196473217851
ACH-000821,-0.18902005274614944
ACH-000822,-0.11946553871897367
ACH-000823,-0.2999977876089086
ACH-000824,-0.35289885456548586
ACH-000827,-0.17140418537767654
ACH-000829,-0.2573594616871166
ACH-000831,-0.1721710339076826
ACH-000832,-0.12487282743941493
ACH-000833,0.052041571636173616
ACH-000834,-0.18029756059787685
ACH-000835,-0.2272368845327367
ACH-000836,-0.2413756110738516
