,GPN3 (51184)
ACH-000004,-1.3955228143993987
ACH-000005,-1.7136863781845648
ACH-000007,-0.9550052074062932
ACH-000009,-1.1429528861449978
ACH-000011,-0.8746942418648408
ACH-000012,-0.9043216045639004
ACH-000013,-1.1311766848128622
ACH-000014,-1.0634057990390138
ACH-000015,-1.1086542541755386
ACH-000017,-0.9560610476642694
ACH-000018,-0.7378084772456255
ACH-000019,-0.947882358738776
ACH-000021,-1.0756568949590992
ACH-000022,-0.9914556828436436
ACH-000025,-1.079599726330791
ACH-000028,-0.8759169850558771
ACH-000030,-1.1168080763662565
ACH-000035,-1.0233917956063303
ACH-000036,-1.0429906729055074
ACH-000037,-0.9126088669443252
ACH-000039,-1.349756455890044
ACH-000040,-0.8661790740013849
ACH-000041,-1.065078360605386
ACH-000042,-1.115808332542084
ACH-000045,-1.0768204486361062
ACH-000047,-0.8718018952463072
ACH-000052,-0.6001271042147764
ACH-000053,-0.8564947818330992
ACH-000054,-0.8650018518551097
ACH-000055,-1.0922879899766471
ACH-000060,-0.8912779805125688
ACH-000067,-1.1946799599307325
ACH-000070,-1.0091015879084502
ACH-000075,-0.8731181409517996
ACH-000078,-1.100183225072349
ACH-000082,-1.0477119899409468
ACH-000085,-1.3151299443387972
ACH-000086,-0.9934986868511528
ACH-000087,-0.7787159804691899
ACH-000092,-1.0033786187857276
ACH-000095,-1.0705275195104718
ACH-000097,-1.0963306811228068
ACH-000098,-0.9747494919121455
ACH-000099,-0.9377463014778056
ACH-000108,-0.938259038093767
ACH-000113,-0.9775891154082629
ACH-000116,-1.1473734389109849
ACH-000118,-0.860831267401606
ACH-000120,-0.7935068037485967
ACH-000123,-0.959221830964951
ACH-000127,-0.9461435422182912
ACH-000128,-1.198371061676971
ACH-000132,-1.0101816268003556
ACH-000133,-1.145367480744481
ACH-000137,-1.137608383309037
ACH-000138,-0.9551410756377756
ACH-000142,-1.171366114766184
ACH-000143,-1.202693446582118
ACH-000146,-1.131892266694189
ACH-000148,-1.2094526034371675
ACH-000150,-0.9444773901114464
ACH-000152,-0.9367384764418804
ACH-000153,-0.5802653444506731
ACH-000159,-0.9322618911046444
ACH-000160,-0.825802950675793
ACH-000163,-1.064104750450984
ACH-000167,-1.4577057997572571
ACH-000168,-1.1260771198535209
ACH-000169,-0.9909908374482967
ACH-000178,-1.0567003800669157
ACH-000183,-1.080324954692155
ACH-000188,-1.073438057660761
ACH-000189,-0.7910847901221741
ACH-000190,-1.2314892007938911
ACH-000198,-0.9468819082803536
ACH-000203,-0.6310499403032097
ACH-000204,-0.978190114453788
ACH-000206,-1.4941054767281825
ACH-000207,-1.0017809724845328
ACH-000208,-0.9358995204595538
ACH-000210,-0.958484150953501
ACH-000211,-0.9995719515181324
ACH-000215,-0.8526952619310313
ACH-000221,-1.4915760730763243
ACH-000222,-1.1771565332367564
ACH-000223,-1.141781108761339
ACH-000226,-1.0685267067812343
ACH-000227,-0.7664526127873433
ACH-000228,-1.0779079182020683
ACH-000231,-0.993852674331794
ACH-000232,-1.0454488598719944
ACH-000233,-1.0478114370761504
ACH-000234,-1.169059232897577
ACH-000235,-0.9944301271818666
ACH-000237,-1.070382262021674
ACH-000238,-0.9009195511668512
ACH-000242,-0.7994768659162745
ACH-000243,-0.9934028514317144
ACH-000244,-1.2939185940983668
ACH-000246,-0.8729625255793309
ACH-000248,-0.8899534354964301
ACH-000250,-0.9549525732090388
ACH-000251,-1.4173583221453845
ACH-000252,-1.0284309803324103
ACH-000253,-1.0796688808993284
ACH-000255,-1.174434834293329
ACH-000256,-1.1658252898387584
ACH-000257,-1.0743494230913049
ACH-000258,-1.0691614152804418
ACH-000259,-1.108249639311411
ACH-000260,-1.0772387263015055
ACH-000261,-0.8944254288836714
ACH-000262,-0.8197515677559244
ACH-000263,-1.0394169847717842
ACH-000264,-1.021178149331047
ACH-000265,-1.1450578567305818
ACH-000266,-1.1030345363430027
ACH-000272,-0.9578159253272374
ACH-000274,-1.0055690814835958
ACH-000277,-1.2442186332210532
ACH-000278,-1.264276829325283
ACH-000279,-0.9280981941803208
ACH-000280,-1.0638788630181055
ACH-000281,-1.0950967036319137
ACH-000288,-0.9847724042836512
ACH-000291,-0.919219674709852
ACH-000293,-1.2820877028183233
ACH-000294,-1.1608574882759215
ACH-000295,-0.8924574280144321
ACH-000296,-0.966294875467858
ACH-000302,-1.1085829825362106
ACH-000304,-0.8827781857528615
ACH-000307,-0.8938634542790223
ACH-000308,-1.0887469335268247
ACH-000310,-0.8232821247985238
ACH-000311,-1.0753978609471126
ACH-000312,-1.125005099415635
ACH-000315,-1.016050600115525
ACH-000316,-1.068687183918853
ACH-000317,-1.0382717903367966
ACH-000318,-1.0654191329083649
ACH-000319,-0.9456893258143524
ACH-000320,-1.1153086363078442
ACH-000322,-0.87788112098443
ACH-000323,-1.019142152715216
ACH-000324,-0.9498484526037138
ACH-000329,-0.9619061021101616
ACH-000330,-1.155438499191774
ACH-000331,-1.0331635330262163
ACH-000332,-1.1455700360821377
ACH-000334,-0.9346991960808791
ACH-000335,-0.9666970781596714
ACH-000336,-0.6146078084118267
ACH-000337,-0.9806029242753576
ACH-000338,-0.7345964952521351
ACH-000339,-1.02613054596548
ACH-000341,-0.9262604814612826
ACH-000348,-1.2000369001523337
ACH-000350,-0.9255347800560916
ACH-000352,-0.982007518864022
ACH-000356,-1.2704103091984609
ACH-000361,-0.6544671865364389
ACH-000362,-1.0426223817081164
ACH-000363,-0.9173998514845482
ACH-000364,-1.143216243379088
ACH-000365,-1.0179039789775552
ACH-000366,-0.9500208005152516
ACH-000368,-1.0922459771430233
ACH-000374,-0.9984723116112384
ACH-000375,-0.8603526468399569
ACH-000376,-0.950780119115962
ACH-000381,-0.8996191466962254
ACH-000383,-0.9597556729367228
ACH-000387,-1.2702758093971611
ACH-000389,-0.9117735710765822
ACH-000390,-0.9793691417592858
ACH-000393,-1.2682505807722741
ACH-000395,-0.9178939800824027
ACH-000396,-0.8054426156252553
ACH-000397,-1.0276937271839408
ACH-000401,-0.9740623295435584
ACH-000402,-0.949501368042434
ACH-000403,-1.124495467263571
ACH-000404,-1.2460877946344462
ACH-000406,-1.2106397742407908
ACH-000407,-1.1300142719401216
ACH-000408,-0.918246941866982
ACH-000410,-1.0643915723425612
ACH-000411,-0.9249189234084226
ACH-000414,-1.100451225302234
ACH-000415,-1.0299724032943656
ACH-000416,-1.043554785571928
ACH-000420,-0.9619131625342868
ACH-000421,-1.2039030475655177
ACH-000424,-1.233275251809637
ACH-000425,-1.088475010807376
ACH-000426,-1.2082075586346737
ACH-000427,-1.3283642434834972
ACH-000433,-0.8894517051704128
ACH-000435,-0.7749182642330924
ACH-000436,-1.1568774784831168
ACH-000444,-0.9211703025616652
ACH-000445,-0.8469923060726336
ACH-000448,-1.1374438510839044
ACH-000450,-1.180105870278097
ACH-000452,-1.1249963462821826
ACH-000454,-1.0876968638553246
ACH-000458,-1.0501320836882777
ACH-000459,-1.2688133987562786
ACH-000460,-1.0389366437645455
ACH-000461,-1.0436413564957383
ACH-000463,-1.0192507895772815
ACH-000464,-1.1076470030298833
ACH-000466,-1.4289491146660842
ACH-000467,-1.103149437114614
ACH-000468,-1.03757469894634
ACH-000469,-1.0350554502946605
ACH-000470,-1.1622346342881495
ACH-000471,-1.0110420751354403
ACH-000472,-1.1405422860368464
ACH-000473,-1.0048130712403185
ACH-000475,-1.0317417593082563
ACH-000476,-0.9724612245844908
ACH-000477,-0.8730832490961437
ACH-000479,-1.16437337640892
ACH-000480,-1.0547220668989497
ACH-000481,-1.1480705827068178
ACH-000483,-1.5590760677994833
ACH-000484,-1.1018216616955585
ACH-000485,-0.8734648464210717
ACH-000486,-0.962571826196554
ACH-000487,-0.9363161372577982
ACH-000488,-1.072633090937341
ACH-000490,-0.8922756769808844
ACH-000491,-1.0461029421586074
ACH-000495,-0.8890841036310729
ACH-000496,-0.92504742429244
ACH-000499,-1.1186924939162417
ACH-000500,-1.147542326573595
ACH-000502,-1.1599352957491962
ACH-000503,-0.9956611193518199
ACH-000505,-0.7648022274330454
ACH-000507,-1.1725512283286623
ACH-000510,-0.9755472527310032
ACH-000511,-1.1220004716681349
ACH-000512,-1.1239441970570438
ACH-000516,-1.018235817456416
ACH-000517,-1.0879680781963228
ACH-000518,-1.3531764111761595
ACH-000520,-0.9264661866683614
ACH-000521,-0.9306981008680236
ACH-000522,-0.9838664035006344
ACH-000524,-1.2194449363149675
ACH-000527,-1.020758363128249
ACH-000528,-1.0188468115111122
ACH-000537,-1.0429969397318597
ACH-000541,-1.010918632084826
ACH-000542,-0.955760307615765
ACH-000544,-0.9914571711332006
ACH-000545,-0.984619900496694
ACH-000547,-1.1642856725535622
ACH-000548,-1.0600762339957843
ACH-000549,-0.8624347853251725
ACH-000550,-0.9582750515455616
ACH-000552,-1.0218070354541895
ACH-000556,-1.1315474201741142
ACH-000557,-1.179125367931772
ACH-000569,-1.0901887241789616
ACH-000570,-0.9297174754386373
ACH-000571,-1.2199452980906382
ACH-000573,-1.0990954794565864
ACH-000576,-1.062997476060882
ACH-000579,-1.0062325896116764
ACH-000580,-0.9238555180609808
ACH-000584,-0.8981442938257804
ACH-000585,-1.0463369944842469
ACH-000588,-0.973640272058264
ACH-000589,-0.9162762399929316
ACH-000591,-1.1279194666170549
ACH-000593,-1.1381432810986227
ACH-000600,-0.9937543306141744
ACH-000601,-1.0006732036071777
ACH-000605,-1.141602163541764
ACH-000606,-1.1688247182808091
ACH-000608,-0.9739228618614176
ACH-000614,-0.9281246154396556
ACH-000616,-0.9251078723442379
ACH-000618,-1.0314308136112873
ACH-000619,-1.200687896032029
ACH-000620,-1.0078475935072215
ACH-000621,-1.024508019655986
ACH-000622,-1.4311142911090249
ACH-000623,-1.0575116851887163
ACH-000624,-0.9908796251305266
ACH-000627,-0.7081949340777673
ACH-000630,-1.0233053975111304
ACH-000631,-1.0274931854160283
ACH-000632,-1.122229033332168
ACH-000633,-0.8934936830286168
ACH-000637,-1.1875428908196604
ACH-000638,-1.1848841117605575
ACH-000646,-0.9537843069748199
ACH-000647,-1.0247136142953155
ACH-000648,-0.9522442980519806
ACH-000649,-0.9931939317347448
ACH-000651,-1.0886138399412528
ACH-000652,-0.969866493055605
ACH-000653,-1.1561891239399344
ACH-000657,-1.030397950594479
ACH-000658,-1.155943336642061
ACH-000661,-0.9569411482580684
ACH-000662,-1.248367551607502
ACH-000663,-1.1710005708721958
ACH-000665,-1.1426836102318043
ACH-000671,-0.8676563196584485
ACH-000672,-0.6548463530856863
ACH-000673,-0.9985786676727112
ACH-000676,-0.918415670576378
ACH-000677,-1.0766042129657818
ACH-000681,-0.9484931893275104
ACH-000683,-1.0616232205836846
ACH-000684,-0.9604822341279119
ACH-000688,-1.5660766044979215
ACH-000693,-1.124356816716534
ACH-000694,-0.9208044970369549
ACH-000695,-1.2261755485512107
ACH-000696,-1.1684693804894624
