,CDSN (1041)
ACH-000004,-0.0568311742775572
ACH-000005,0.07861746676108099
ACH-000007,0.06633109907026298
ACH-000009,-0.0936839138466822
ACH-000011,0.06287259400979059
ACH-000012,-0.028012987284172126
ACH-000013,-0.20503606140907107
ACH-000014,-0.2231195551763602
ACH-000015,-0.13904476102698385
ACH-000017,0.047068403520912384
ACH-000018,-0.09999725320454476
ACH-000019,-0.16333392825705248
ACH-000021,-0.029435938607372564
ACH-000022,0.006014674643729205
ACH-000025,-0.10648650660885826
ACH-000028,-0.024950393663809533
ACH-000030,-0.07625684132053624
ACH-000035,0.045353331798896536
ACH-000036,0.05131522914455462
ACH-000037,0.11270654259420078
ACH-000039,-0.10875572884264867
ACH-000040,-0.043202404248082985
ACH-000041,-0.1096533824239556
ACH-000042,-0.06773009068387899
ACH-000045,-0.06507951712106898
ACH-000047,-0.12304867547532256
ACH-000052,-0.16428766565488873
ACH-000053,-0.18429277242127967
ACH-000054,-0.03476657769435694
ACH-000055,-0.1332450078887242
ACH-000060,0.04304709025704475
ACH-000067,0.05313338630017524
ACH-000070,-0.14006914638663773
ACH-000075,0.0622711098615449
ACH-000078,-0.05150730835472379
ACH-000082,-0.10640021457088354
ACH-000085,-0.03543753559774123
ACH-000086,-0.0031966799688685986
ACH-000087,-0.19720468300467608
ACH-000092,-0.044140045708339716
ACH-000095,0.0035801565694186656
ACH-000097,-0.020853545298807667
ACH-000098,-0.10141482840226687
ACH-000099,-0.04019435194503841
ACH-000108,-0.13583702285672072
ACH-000113,-0.04111158350156787
ACH-000116,-0.04686336057528026
ACH-000118,-0.005871127290216121
ACH-000120,-0.02913176598759535
ACH-000123,-0.1386086552303317
ACH-000127,-0.033367361991685836
ACH-000128,-0.04695653831703765
ACH-000132,-0.05209479636610586
ACH-000133,-0.04054400613583462
ACH-000137,-0.07527113708057348
ACH-000138,-0.13453777947294013
ACH-000142,-0.11621382758730885
ACH-000143,-0.1788022271759681
ACH-000146,-0.048043324585440285
ACH-000148,0.025129603965538632
ACH-000150,0.03087126399223695
ACH-000152,-0.11392432801795595
ACH-000153,0.12567232203312592
ACH-000159,-0.12077479094542945
ACH-000160,-0.03988517650518058
ACH-000163,-0.05764575612529094
ACH-000167,-0.2117021438034368
ACH-000168,0.06912547658760962
ACH-000169,-0.2903104949515306
ACH-000178,-0.007109393881935045
ACH-000183,-0.04973714720248863
ACH-000188,-0.0572435979246542
ACH-000189,-0.2807919065055458
ACH-000190,-0.4525535205274338
ACH-000198,-0.08963178242019264
ACH-000203,0.3316559628815906
ACH-000204,-0.1805458324754096
ACH-000206,-0.09448351612127576
ACH-000207,-0.25750981382868204
ACH-000208,-0.2533501313152276
ACH-000210,-0.2892411643301334
ACH-000211,-0.17686902963025194
ACH-000215,-0.0992435336286678
ACH-000221,-0.04863086932727577
ACH-000222,-0.15665518436654993
ACH-000223,-0.07095560836318847
ACH-000226,-0.05262366092273691
ACH-000227,-0.20272636787644768
ACH-000228,-0.10379963476301418
ACH-000231,-0.16301387341099602
ACH-000232,-0.040210366474627994
ACH-000233,-0.15235499848248804
ACH-000234,0.002603514458950466
ACH-000235,-0.013914521050972888
ACH-000237,-0.0456023494093318
ACH-000238,-0.274325823297025
ACH-000242,0.05670088188926481
ACH-000243,-0.1209097574438225
ACH-000244,-0.06537776148285207
ACH-000246,0.0024418888280439885
ACH-000248,0.0928266140272814
ACH-000250,-0.2087144952635625
ACH-000251,-0.09425108973135234
ACH-000252,-0.17692290895699508
ACH-000253,-0.1904997108224021
ACH-000255,-0.1444336159159877
ACH-000256,-0.1174211388087096
ACH-000257,0.015314900059688462
ACH-000258,-0.1527808930739238
ACH-000259,-0.16092098238828975
ACH-000260,-0.10202080106565596
ACH-000261,-0.10233377947076792
ACH-000262,-0.0527228805737856
ACH-000263,0.1669218483897953
ACH-000264,-0.06409047724452202
ACH-000265,-0.1539398585152271
ACH-000266,-0.10019674477821236
ACH-000272,-0.11718726099229855
ACH-000274,-0.11485836291980675
ACH-000277,-0.029946408785056864
ACH-000278,0.004489529850865356
ACH-000279,-0.021103497077689663
ACH-000280,-0.0617221981067641
ACH-000281,-0.22346092882667434
ACH-000288,-0.032738954843696995
ACH-000291,-0.15604710157634005
ACH-000293,-0.033288619568696234
ACH-000294,0.018425404390234646
ACH-000295,-0.16227166207379934
ACH-000296,-0.08581224956609182
ACH-000302,-0.14484407314282532
ACH-000304,-0.14289441818669282
ACH-000307,-0.16735143385288026
ACH-000308,-0.06272894331176547
ACH-000310,0.04973507443409274
ACH-000311,-0.11894391728321835
ACH-000312,-0.21200492064330656
ACH-000315,-0.07397896754479125
ACH-000316,-0.2977730093184153
ACH-000317,-0.12736690881394933
ACH-000318,0.05951341325840495
ACH-000319,-0.12031507677116847
ACH-000320,0.0016401029043339225
ACH-000322,0.05260691711023807
ACH-000323,0.13302190366600886
ACH-000324,0.03837500318977313
ACH-000329,-0.2411993140134008
ACH-000330,-0.14773742481137306
ACH-000331,-0.07722524066934483
ACH-000332,-0.05498347517008652
ACH-000334,-0.04150897758623096
ACH-000335,-0.1863672702800624
ACH-000336,-0.1303768744197456
ACH-000337,-0.1500474625168935
ACH-000338,-0.6097416709630317
ACH-000339,-0.012774612047366895
ACH-000341,0.010862384273019924
ACH-000348,-0.09808343187136548
ACH-000350,0.048029117714502384
ACH-000352,-0.07200407303339018
ACH-000356,-0.17726587684680242
ACH-000361,-0.2073268022363236
ACH-000362,-0.05939934289977029
ACH-000363,0.005390702052083488
ACH-000364,-0.11212998190092158
ACH-000365,-0.15706657477085992
ACH-000366,-0.06416619085073158
ACH-000368,-0.008729225804425735
ACH-000374,-0.510661876733237
ACH-000375,-0.04119054759171513
ACH-000376,-0.03866783761907568
ACH-000381,-0.04391309767116773
ACH-000383,-0.08661676785650872
ACH-000387,-0.04039124427353774
ACH-000389,-0.024494091960972488
ACH-000390,-0.24873505312787916
ACH-000393,-0.2262329348860637
ACH-000395,-0.13308517919403914
ACH-000396,-0.08312112034111507
ACH-000397,0.05233490322119454
ACH-000401,0.07829438880167823
ACH-000402,0.015528668712903844
ACH-000403,-0.09061478261883124
ACH-000404,-0.2502303061827334
ACH-000406,-0.17113612370738387
ACH-000407,-0.13868108218244662
ACH-000408,-0.2423827601608376
ACH-000410,-0.039869932185765185
ACH-000411,-0.05505712103589467
ACH-000414,-0.07585195191467703
ACH-000415,-0.08550532337747192
ACH-000416,-0.04417269761540821
ACH-000420,-0.1322928470907906
ACH-000421,-0.13230605369759568
ACH-000424,0.18904350510262374
ACH-000425,-0.06494074882238253
ACH-000426,-0.006228907718119474
ACH-000427,-0.08431857707563033
ACH-000433,-0.029435677555385793
ACH-000435,-0.4593078324257226
ACH-000436,-0.14402858690211992
ACH-000444,-0.022253733462809115
ACH-000445,-0.1610575693547658
ACH-000448,-0.1448721842935869
ACH-000450,-0.1756808184030931
ACH-000452,-0.08986585241219999
ACH-000454,-0.2349629677457789
ACH-000458,-0.03131696821561704
ACH-000459,-0.1414902172479203
ACH-000460,0.023476114910232115
ACH-000461,0.0325089839345317
ACH-000463,-0.1003240037507336
ACH-000464,-0.08878441820051093
ACH-000466,-0.009502834872270676
ACH-000467,-0.15866294751743146
ACH-000468,-0.12517046876438664
ACH-000469,-0.18486033247263364
ACH-000470,-0.18301869478118127
ACH-000471,-0.08800651824210959
ACH-000472,0.00432674289070491
ACH-000473,-0.03972722583249562
ACH-000475,-0.04335650634991465
ACH-000476,0.034860937327779104
ACH-000477,-0.0571864455964362
ACH-000479,-0.0986463076506447
ACH-000480,-0.011626856148889602
ACH-000481,-0.02619829373409464
ACH-000483,-0.1078486279529691
ACH-000484,0.2019520568911814
ACH-000485,0.10785360351632448
ACH-000486,-0.0473748728604932
ACH-000487,-0.14174745090697102
ACH-000488,-0.15473876422473432
ACH-000490,-0.04827780347961922
ACH-000491,-0.24189339056418005
ACH-000495,-0.07212847479300741
ACH-000496,-0.14360229224784088
ACH-000499,-0.05391752523711589
ACH-000500,-0.25511618976323264
ACH-000502,-0.10060819974615363
ACH-000503,-0.09910961733657334
ACH-000505,-0.10275390599947663
ACH-000507,0.0032304331761389697
ACH-000510,-0.015740575403439927
ACH-000511,-0.08555595664669277
ACH-000512,-0.2694309696927525
ACH-000516,-0.2275681231854535
ACH-000517,-0.0672363181118713
ACH-000518,-0.017505441729050362
ACH-000520,-0.0527756666259321
ACH-000521,-0.13689522926233752
ACH-000522,-0.08349877343777283
ACH-000524,-0.08145673585817342
ACH-000527,-0.0617788939304418
ACH-000528,-0.1569350505622344
ACH-000537,-0.0376002680408857
ACH-000541,0.037018462512207743
ACH-000542,-0.050576938100437084
ACH-000544,-0.05709699185517475
ACH-000545,-0.09416754653314853
ACH-000547,0.007537764325752895
ACH-000548,-0.06985740699130523
ACH-000549,-0.12328016824478755
ACH-000550,-0.10374873613289047
ACH-000552,-0.2146800226037361
ACH-000556,-0.1536113151345172
ACH-000557,-0.14116966666467934
ACH-000569,0.23525956451543145
ACH-000570,-0.020101761530902918
ACH-000571,-0.1391837260170801
ACH-000573,-0.019059327553174257
ACH-000576,-0.1460393104967325
ACH-000579,0.03780985352876399
ACH-000580,-0.1495859663409554
ACH-000584,-0.08100111673364925
ACH-000585,-0.13266309212333627
ACH-000588,-0.04784426613610171
ACH-000589,-0.2373907659818353
ACH-000591,-0.1637736060195398
ACH-000593,-0.02998996829865975
ACH-000600,-0.06658830770189075
ACH-000601,-0.10158486163534618
ACH-000605,-0.2208972954244144
ACH-000606,-0.30179975470837617
ACH-000608,-0.13654389870803565
ACH-000614,0.13890603781606542
ACH-000616,-0.008726456685253414
ACH-000618,-0.10124074089984432
ACH-000619,-0.011222275015243229
ACH-000620,0.06038042054881655
ACH-000621,-0.13345838055663667
ACH-000622,-0.1240779973681675
ACH-000623,-0.07732603378929702
ACH-000624,-0.029011673827741277
ACH-000627,-0.058421361466721076
ACH-000630,-0.07992951742194596
ACH-000631,0.3818763933347832
ACH-000632,-0.05048168974570808
ACH-000633,-0.060144353342624565
ACH-000637,-0.06370203227196433
ACH-000638,-0.11154760287219227
ACH-000646,-0.033224393736892226
ACH-000647,-0.017244514078767714
ACH-000648,0.007541843328496875
ACH-000649,-0.08104356432661447
ACH-000651,-0.04232461671865258
ACH-000652,-0.12778634487657195
ACH-000653,0.04907243841018462
ACH-000657,-0.059893681183700115
ACH-000658,-0.1322399143259307
ACH-000661,-0.048788952486924456
ACH-000662,0.05680732056459732
ACH-000663,-0.06718446951736581
ACH-000665,-0.053555747867654865
ACH-000671,0.051674520784700584
ACH-000672,0.05358195923444794
ACH-000673,-0.04736290437560877
ACH-000676,-0.08238071076619212
ACH-000677,-0.15129902681882607
ACH-000681,-0.022144031519396104
ACH-000683,-0.1555543157871367
ACH-000684,0.033775732164265236
ACH-000688,-0.13966625426178006
ACH-000693,-0.19190573168765895
ACH-000694,-0.08885102180564837
ACH-000695,0.055862367227938615
ACH-000696,-0.14857119347063552
ACH-000697,-0.09074578669584636
ACH-000699,-0.10138076903349537
ACH-000701,-0.08255299694519364
ACH-000706,-0.0430341725371356
ACH-000711,-0.0642511561360616
ACH-000713,-0.005739407631077641
ACH-000714,-0.17250727194131632
ACH-000718,-0.15211664286871454
ACH-000720,-0.15951269957960085
ACH-000721,-0.15463687842639975
ACH-000724,-0.35369240959029313
ACH-000725,-0.0689065992573362
ACH-000732,0.07096495078875949
ACH-000734,-0.054011784441680526
ACH-000735,-0.014638367742159944
ACH-000736,-0.09724740585291533
