,THEGL (100506564)
ACH-000004,-0.16223225759090584
ACH-000005,0.15818032941376425
ACH-000007,-0.17626937409341426
ACH-000009,-0.06470152698936882
ACH-000011,-0.2804610697791357
ACH-000012,-0.268034523892992
ACH-000013,-0.0029532694160617594
ACH-000014,-0.2642649503760418
ACH-000015,-0.11870107166986035
ACH-000017,-0.2405843399906524
ACH-000018,-0.2438957334484215
ACH-000019,-0.35239181083890553
ACH-000021,-0.1611619354425876
ACH-000022,-0.17323820696114658
ACH-000025,-0.2204369778717696
ACH-000028,-0.08843533694262899
ACH-000030,-0.23385852868063806
ACH-000035,-0.2717326749598567
ACH-000036,-0.14473940880138444
ACH-000037,-0.1715378820888287
ACH-000039,-0.07978155931487
ACH-000040,-0.16595919832513328
ACH-000041,-0.08120291206149184
ACH-000042,-0.11779092039845597
ACH-000045,0.010785691737362171
ACH-000047,-0.18262439230947025
ACH-000052,-0.2253258963773292
ACH-000053,-0.10963352503894444
ACH-000054,-0.08274675499844597
ACH-000055,-0.2700081163307715
ACH-000060,-0.3796345219556437
ACH-000067,-0.2490884594965341
ACH-000070,-0.07280083151480572
ACH-000075,-0.2124019846799809
ACH-000078,-0.07150191275120005
ACH-000082,-0.14242213368158696
ACH-000085,-0.20430720185538187
ACH-000086,-0.09786364496250986
ACH-000087,-0.23624327665381675
ACH-000092,-0.09310005037005813
ACH-000095,-0.08855360233729617
ACH-000097,-0.191094458188182
ACH-000098,-0.23038919836914734
ACH-000099,-0.14626082766775506
ACH-000108,-0.06975615715855847
ACH-000113,-0.11942274856694104
ACH-000116,-0.35933796095344145
ACH-000118,-0.08269147069388724
ACH-000120,-0.04602452078612738
ACH-000123,-0.2871309250469785
ACH-000127,-0.22748103674880396
ACH-000128,-0.12588574540569894
ACH-000132,-0.2169768435567747
ACH-000133,-0.1556833856518475
ACH-000137,-0.02863017490593735
ACH-000138,0.012388250222107372
ACH-000142,-0.3584342137243885
ACH-000143,-0.10995073350110092
ACH-000146,-0.13529821795165006
ACH-000148,-0.16410822682447013
ACH-000150,0.09917319008409424
ACH-000152,-0.18986033348189976
ACH-000153,-0.4005348620440296
ACH-000159,-0.3158270972485154
ACH-000160,-0.28754950563217124
ACH-000163,-0.3812492114908023
ACH-000167,-0.3469313810475662
ACH-000168,-0.05075645158297545
ACH-000169,-0.2779794567135269
ACH-000178,-0.21250211888607984
ACH-000183,-0.02307050936171233
ACH-000188,-0.2324485921694269
ACH-000189,-0.16667059534175546
ACH-000190,-0.2252813589554201
ACH-000198,-0.20493964268751894
ACH-000203,-0.1624051435034616
ACH-000204,-0.25865118934515
ACH-000206,0.04437291666222782
ACH-000207,0.059386398578362136
ACH-000208,-0.11354153814886313
ACH-000210,-0.30530670113114466
ACH-000211,-0.3374864997730293
ACH-000215,-0.2210527880802006
ACH-000221,-0.3690943545156595
ACH-000222,-0.17958353186770878
ACH-000223,-0.11001604678123013
ACH-000226,-0.15422906338087353
ACH-000227,0.008051737724592101
ACH-000228,-0.13995383459354907
ACH-000231,-0.14544932435391794
ACH-000232,-0.18338980803740126
ACH-000233,-0.1553364306134413
ACH-000234,-0.129990821307053
ACH-000235,-0.09757101798946001
ACH-000237,-0.13535525321312916
ACH-000238,0.04727257920489639
ACH-000242,-0.1166412189616922
ACH-000243,-0.1576544650549332
ACH-000244,-0.06800298313956142
ACH-000246,-0.1925009584044728
ACH-000248,-0.043543842464775516
ACH-000250,-0.1515845070361287
ACH-000251,-0.5642692360301065
ACH-000252,-0.15847005747630544
ACH-000253,-0.15451142652522296
ACH-000255,-0.0826948629646557
ACH-000256,-0.16410898273080046
ACH-000257,-0.2289716102762641
ACH-000258,0.015387303917772013
ACH-000259,-0.14406574147773712
ACH-000260,-0.21363186077599366
ACH-000261,-0.26685677003460906
ACH-000262,-0.4618297903542765
ACH-000263,-0.11753548282268372
ACH-000264,-0.10399664730816964
ACH-000265,-0.09369670169189796
ACH-000266,-0.08087293961659636
ACH-000272,-0.28490018680042306
ACH-000274,-0.09862567281319656
ACH-000277,-0.1169948268053786
ACH-000278,-0.0948523132201828
ACH-000279,-0.12175980671908772
ACH-000280,-0.02256844463956521
ACH-000281,-0.10796874079338033
ACH-000288,-0.11334742400078912
ACH-000291,-0.12466024463157895
ACH-000293,-0.14331840258418874
ACH-000294,0.07643633874615736
ACH-000295,-0.03179095902082912
ACH-000296,-0.3671900917134985
ACH-000302,-0.27983011445294986
ACH-000304,0.00934210875695052
ACH-000307,-0.18269564973875624
ACH-000308,-0.1635281648939672
ACH-000310,-0.3036896894381496
ACH-000311,-0.1937931535684514
ACH-000312,0.014891361243361757
ACH-000315,-0.07348662856901962
ACH-000316,-0.2946146955242992
ACH-000317,-0.06364880692540295
ACH-000318,-0.12157901999153453
ACH-000319,-0.18586561322095985
ACH-000320,-0.03989089506956428
ACH-000322,-0.05563209842815438
ACH-000323,-0.38221040465261824
ACH-000324,-0.15746754245867067
ACH-000329,-0.11801593936126233
ACH-000330,-0.4929149890027567
ACH-000331,-0.08853262277206687
ACH-000332,-0.04985060899713964
ACH-000334,-0.055330959822467364
ACH-000335,-0.1991484207570586
ACH-000336,-0.15123510020266773
ACH-000337,-0.23277305603353798
ACH-000338,-0.3606987933973448
ACH-000339,-0.3056523276549489
ACH-000341,-0.3227961600798506
ACH-000348,-0.2627292742377153
ACH-000350,-0.21604518826249636
ACH-000352,-0.08833693055314677
ACH-000356,-0.13922512313663615
ACH-000361,-0.17761107280686744
ACH-000362,-0.15888404380474272
ACH-000363,-0.2216186078572101
ACH-000364,-0.16417868608721142
ACH-000365,-0.04464442793325238
ACH-000366,-0.1096632760879099
ACH-000368,-0.3368018054632658
ACH-000374,-0.2612707652069322
ACH-000375,-0.1396945547880445
ACH-000376,-0.07458158570178132
ACH-000381,-0.18843210837428995
ACH-000383,-0.22110411343428893
ACH-000387,-0.1294415159869189
ACH-000389,-0.3432797398249034
ACH-000390,-0.180076146286502
ACH-000393,-0.05358699575934698
ACH-000395,-0.2649457775492818
ACH-000396,-0.08889368153618893
ACH-000397,-0.12110351942339778
ACH-000401,-0.1342242984911382
ACH-000402,-0.22213556279134425
ACH-000403,-0.22891867635785704
ACH-000404,-0.23308630986894496
ACH-000406,-0.19594389348953306
ACH-000407,-0.05980324092144526
ACH-000408,-0.1937669426666677
ACH-000410,-0.09645947584611694
ACH-000411,-0.17921898178892054
ACH-000414,-0.16545667627044466
ACH-000415,-0.2664433849497148
ACH-000416,-0.16136910684036468
ACH-000420,-0.060995730860076786
ACH-000421,-0.18783400088081104
ACH-000424,-0.3572471193806707
ACH-000425,-0.3029139757608802
ACH-000426,-0.25525288196606555
ACH-000427,-0.1881355695652632
ACH-000433,-0.3366862998698053
ACH-000435,-0.2250311135905374
ACH-000436,-0.11945009709231455
ACH-000444,-0.11533143929957898
ACH-000445,-0.2528450236780088
ACH-000448,-0.1010729445782831
ACH-000450,-0.17237280257720966
ACH-000452,-0.19948304221020965
ACH-000454,-0.2763049140810693
ACH-000458,-0.13053596308841908
ACH-000459,-0.09958451807704947
ACH-000460,-0.2844303609850813
ACH-000461,-0.13943995636466827
ACH-000463,-0.20672569820951364
ACH-000464,-0.25420410359288576
ACH-000466,-0.09889063135865124
ACH-000467,-0.22859328412075036
ACH-000468,-0.2809218341898369
ACH-000469,-0.13504683934173942
ACH-000470,-0.2252390338372233
ACH-000471,-0.15034235023343814
ACH-000472,-0.1365171796620908
ACH-000473,-0.2622924684871197
ACH-000475,-0.17651932736256012
ACH-000476,-0.13993345349143135
ACH-000477,-0.14760818854868854
ACH-000479,-0.2473631175573797
ACH-000480,-0.12307050321296426
ACH-000481,-0.1930238072998001
ACH-000483,-0.13794124938972172
ACH-000484,-0.007864578044381234
ACH-000485,-0.3217582865744952
ACH-000486,-0.19610397869442506
ACH-000487,-0.2004670190552124
ACH-000488,-0.09763542679549601
ACH-000490,-0.14933979383982998
ACH-000491,-0.011059945114731792
ACH-000495,-0.11620571426825572
ACH-000496,-0.2495353274658506
ACH-000499,-0.054096181381704384
ACH-000500,-0.18892939597873046
ACH-000502,-0.18667527124193425
ACH-000503,0.09926134232586402
ACH-000505,-0.13085482234048218
ACH-000507,-0.24849213284134894
ACH-000510,-0.2095718680583073
ACH-000511,-0.25034764415163635
ACH-000512,-0.0433442207801565
ACH-000516,-0.05615195764029338
ACH-000517,-0.1645619660843666
ACH-000518,-0.21454725455245224
ACH-000520,-0.1462436948347528
ACH-000521,-0.06758929292901633
ACH-000522,-0.2546751041750854
ACH-000524,-0.1358750334115621
ACH-000527,-0.1510908313834642
ACH-000528,-0.08449870855982254
ACH-000537,-0.2635080254498394
ACH-000541,-0.4388343931162065
ACH-000542,-0.23076345716881536
ACH-000544,-0.19209007600383804
ACH-000545,-0.1816531791508248
ACH-000547,-0.3541385225475406
ACH-000548,-0.1967129557679156
ACH-000549,-0.353799170610686
ACH-000550,-0.11309501850308125
ACH-000552,-0.2434698043401628
ACH-000556,-0.1911166342667736
ACH-000557,-0.0758296610829163
ACH-000569,-0.11574874555060916
ACH-000570,-0.22313320569641626
ACH-000571,-0.14088711505862234
ACH-000573,-0.1964378177844428
ACH-000576,-0.1735776763278608
ACH-000579,-0.11025569615330506
ACH-000580,-0.05286030481603657
ACH-000584,-0.1373397886018571
ACH-000585,-0.1450984250241962
ACH-000588,-0.13706056470324482
ACH-000589,-0.2148045742179642
ACH-000591,-0.09574282417713273
ACH-000593,-0.13337525378976936
ACH-000600,-0.13399946103824134
ACH-000601,-0.1636189075034973
ACH-000605,-0.2515555163958313
ACH-000606,-0.15472119652099806
ACH-000608,-0.1884667891303204
ACH-000614,-0.1444578992535747
ACH-000616,-0.4695210928461938
ACH-000618,-0.171755339155944
ACH-000619,-0.17309475486905676
ACH-000620,-0.12185075776069924
ACH-000621,-0.207280866777775
ACH-000622,-0.15284810749787614
ACH-000623,-0.208746888497272
ACH-000624,-0.13377205521816415
ACH-000627,-0.21049361942719916
ACH-000630,-0.14614721075574238
ACH-000631,0.06440193161513871
ACH-000632,-0.18929373344027492
ACH-000633,-0.062179525741697834
ACH-000637,-0.22378271034829347
ACH-000638,-0.168288271779146
ACH-000646,-0.3890772491012531
ACH-000647,-0.19319119636999899
ACH-000648,-0.2865559174881712
ACH-000649,-0.23552168253682826
ACH-000651,-0.13288109986396318
ACH-000652,0.005244635047255885
ACH-000653,-0.032439555710290266
ACH-000657,-0.14985137385928118
ACH-000658,-0.06419257171188948
ACH-000661,-0.06233073916155695
ACH-000662,-0.30683633395817994
ACH-000663,-0.21169577612885546
ACH-000665,-0.2186502045655121
ACH-000671,-0.2140424754444105
ACH-000672,-0.40519923167720906
ACH-000673,-0.20835251103919986
ACH-000676,-0.16185678029111766
ACH-000677,-0.2274378218691655
ACH-000681,-0.2510003553465713
ACH-000683,-0.11752079935710155
ACH-000684,-0.22504165817196534
ACH-000688,-0.0778847278533335
ACH-000693,-0.19938964089046696
ACH-000694,-0.23493357669763465
ACH-000695,-0.1872350380198952
ACH-000696,-0.27457068049683164
ACH-000697,-0.1328299937757158
ACH-000699,-0.1901442607360606
ACH-000701,-0.06317137067690061
ACH-000706,-0.19526550649552346
ACH-000711,-0.14453980038273598
ACH-000713,-0.18360693121276528
ACH-000714,-0.013671869940572384
ACH-000718,-0.12620076288747345
ACH-000720,-0.3279462924680398
ACH-000721,-0.11095026662005048
ACH-000724,-0.2583296659824535
ACH-000725,-0.3506448764635394
ACH-000732,-0.20531761093619905
ACH-000734,-0.28746453640749264
ACH-000735,-0.15449347205635738
ACH-000736,-0.05077944801669152
ACH-000738,-0.2305776737618445
ACH-000746,-0.22832339187924014
ACH-000747,-0.1056974149289323
ACH-000748,-0.1621694700296151
ACH-000753,-0.1606330827116129
ACH-000756,-0.12302436332518105
ACH-000757,-0.06540942255671478
ACH-000758,-0.28245489488407993
ACH-000760,-0.21567119611230787
ACH-000762,-0.29951360810793604
ACH-000763,-0.18470117432964686
ACH-000764,-0.2367085543074892
ACH-000765,-0.04140450178112128
ACH-000766,-0.23773131377784504
ACH-000767,-0.03927336551466014
ACH-000768,-0.3028529422509889
ACH-000769,-0.23994886476288496
ACH-000770,-0.23321483118302425
ACH-000771,-0.2000321251194508
ACH-000773,-0.2383115540273077
ACH-000776,-0.18670593907401625
ACH-000777,-0.07335300341520855
ACH-000778,-0.0927165379171095
ACH-000781,-0.07259584306096996
ACH-000782,-0.10283542999766412
ACH-000783,-0.2043172726865612
ACH-000784,-0.11410232466152255
ACH-000785,-0.04365195327426157
ACH-000787,-0.19085862841680115
ACH-000788,-0.10723999276305114
ACH-000791,-0.08656024990087413
ACH-000792,-0.18983314040358745
