,FUS (2521)
ACH-000004,0.00015104500634592592
ACH-000005,-0.2234295376520916
ACH-000007,0.2597277007668021
ACH-000009,0.0940366679355586
ACH-000011,-0.2624837871431714
ACH-000012,-0.4655159072135646
ACH-000013,-0.2697356364160408
ACH-000014,-0.43578667666196497
ACH-000015,-0.08492271659890749
ACH-000017,0.07446984435415296
ACH-000018,-0.13804172445462914
ACH-000019,0.06432190266858294
ACH-000021,-0.21875517621335314
ACH-000022,0.01996521940278308
ACH-000025,-0.23889254218452
ACH-000028,-0.06832081590425444
ACH-000030,0.13644214101813515
ACH-000035,0.06587725358092329
ACH-000036,-0.13346626336877104
ACH-000037,0.06403902311588952
ACH-000039,-0.1105362931400624
ACH-000040,-0.26268390307432604
ACH-000041,0.04711441269031726
ACH-000042,-0.07846957298540251
ACH-000045,-0.2654088154337476
ACH-000047,-0.14087545004699178
ACH-000052,-0.4485993261076606
ACH-000053,0.36285581953021007
ACH-000054,0.03062896523567778
ACH-000055,-0.3372200478001176
ACH-000060,0.01693026174123488
ACH-000067,-0.08537977840165545
ACH-000070,-0.07525803951718135
ACH-000075,-0.16004206734969842
ACH-000078,0.019305713394040674
ACH-000082,-0.20482774265531128
ACH-000085,0.2453326652602087
ACH-000086,0.017811595094174574
ACH-000087,-0.0691006709372644
ACH-000092,-0.0538954905763562
ACH-000095,0.03513395036087468
ACH-000097,-0.2366224705663585
ACH-000098,-0.21830519091136635
ACH-000099,-0.0582143094475012
ACH-000108,0.05531482791865502
ACH-000113,-0.2975793729732095
ACH-000116,0.03317850531236299
ACH-000118,-0.3941681753699108
ACH-000120,-0.24816310604132444
ACH-000123,-0.15827307667869478
ACH-000127,-0.08675123618652768
ACH-000128,-0.14393075556356802
ACH-000132,-0.14695238732590574
ACH-000133,-0.06799622748601758
ACH-000137,-0.19053679267155446
ACH-000138,-0.06986406095314948
ACH-000142,-0.04766185454422467
ACH-000143,0.016110639992229968
ACH-000146,0.003146257153605286
ACH-000148,-0.11915483751302584
ACH-000150,-0.042010702026529886
ACH-000152,-0.04745304156044797
ACH-000153,-0.34682264995382783
ACH-000159,-0.08666168057724173
ACH-000160,-0.0404730432836653
ACH-000163,0.1495229969369607
ACH-000167,-0.2351292493823805
ACH-000168,-0.033337418871236105
ACH-000169,-0.003742994018617953
ACH-000178,-0.2489839678023585
ACH-000183,-0.14372939631391876
ACH-000188,0.01144686411691517
ACH-000189,-0.2639334135279227
ACH-000190,-0.08761061515218997
ACH-000198,-0.3829907234326632
ACH-000203,-0.5117730324616037
ACH-000204,-0.018603630362226502
ACH-000206,0.16501340123723268
ACH-000207,-0.1183269959903412
ACH-000208,-0.2861742650865886
ACH-000210,0.0779503478600864
ACH-000211,-0.15491600784206436
ACH-000215,-0.16369696795991873
ACH-000221,-0.5293372158868752
ACH-000222,-0.05484787484683962
ACH-000223,-0.08850194154395588
ACH-000226,-0.1340441492246892
ACH-000227,-0.1626476785043578
ACH-000228,-0.21728770961604585
ACH-000231,-0.2335183724690524
ACH-000232,0.07654640322525977
ACH-000233,-0.1335986787183933
ACH-000234,-0.025854107963220328
ACH-000235,-0.033881012235500364
ACH-000237,-0.0600963441034894
ACH-000238,-0.05526573429750152
ACH-000242,0.4378590000982106
ACH-000243,-0.14754109775264726
ACH-000244,-0.040058525044818966
ACH-000246,-0.058979694638814036
ACH-000248,-0.11816951705760655
ACH-000250,-0.07899156498316498
ACH-000251,-0.03316593216359643
ACH-000252,0.037474608790776194
ACH-000253,0.09317909028003886
ACH-000255,-0.08968371114917173
ACH-000256,-0.011617935219704318
ACH-000257,-0.006615825403046181
ACH-000258,0.1487955490282872
ACH-000259,-0.4260922920253979
ACH-000260,-0.14647585726899626
ACH-000261,0.0751922265813748
ACH-000262,-0.20122317303026926
ACH-000263,0.18017767349056155
ACH-000264,-0.28812414977832684
ACH-000265,-0.28405072805372283
ACH-000266,-0.1625125450565335
ACH-000272,-0.10801338134325973
ACH-000274,-0.02130800456660956
ACH-000277,-0.08314017609541957
ACH-000278,-0.3456309950834327
ACH-000279,-0.31467029325437684
ACH-000280,-0.07712165997941774
ACH-000281,0.17440233050481874
ACH-000288,-0.04128739663427967
ACH-000291,-0.07728601860788031
ACH-000293,-0.2158258524394556
ACH-000294,-0.1211761879579648
ACH-000295,-0.09358415872499347
ACH-000296,-0.13779419218285652
ACH-000302,-0.006829714579191246
ACH-000304,-0.20910338528039088
ACH-000307,-0.005703380846440018
ACH-000308,-0.07701826861246165
ACH-000310,0.16014791193454994
ACH-000311,-0.06082197520025059
ACH-000312,0.08409975854608769
ACH-000315,-0.16466343756031102
ACH-000316,-0.1443255446261356
ACH-000317,-0.09512880769083892
ACH-000318,0.02478460321501596
ACH-000319,-0.3972688838609813
ACH-000320,0.22559206271393425
ACH-000322,-0.2668072145858606
ACH-000323,-0.028132236945120112
ACH-000324,-0.2243472745457454
ACH-000329,0.0011745453196493696
ACH-000330,-0.08948843812095371
ACH-000331,-0.1067476204558338
ACH-000332,-0.07374406524977586
ACH-000334,-0.29149815500591264
ACH-000335,0.4748171214876881
ACH-000336,-0.285407120876047
ACH-000337,0.01500109446347037
ACH-000338,-0.3350782381702011
ACH-000339,-0.33201666468086405
ACH-000341,-0.07890010120498668
ACH-000348,-0.13021537074161424
ACH-000350,-0.016762990296286917
ACH-000352,-0.3451837056285643
ACH-000356,-0.10132789515456728
ACH-000361,-0.1918030203149189
ACH-000362,-0.19933382102526007
ACH-000363,-0.0280473127771302
ACH-000364,0.04460913415001242
ACH-000365,-0.27842123622707554
ACH-000366,0.03139788290301092
ACH-000368,-0.02386490034061655
ACH-000374,-0.0580642081163156
ACH-000375,-0.2504585911320422
ACH-000376,0.0798415754295672
ACH-000381,-0.13820641342779544
ACH-000383,0.01446345075890118
ACH-000387,-0.05463733346793599
ACH-000389,0.1591797245173637
ACH-000390,-0.183991238962718
ACH-000393,-0.01997956411419901
ACH-000395,-0.4156046348257352
ACH-000396,-0.20663840047088247
ACH-000397,-0.03357400487548344
ACH-000401,-0.18532489467773056
ACH-000402,0.07157641086074316
ACH-000403,-0.010315129626945571
ACH-000404,-0.2815872543481537
ACH-000406,0.08067315344588212
ACH-000407,-0.001006133443227355
ACH-000408,-0.2273269323770866
ACH-000410,0.25320031095192785
ACH-000411,-0.1606413544283235
ACH-000414,0.0865374647866198
ACH-000415,-0.007210224444403688
ACH-000416,-0.09235427456162597
ACH-000420,-0.09486246485426997
ACH-000421,-0.1315182133079609
ACH-000424,-0.18037804801434
ACH-000425,-0.14136498904783548
ACH-000426,-0.4064063563745072
ACH-000427,0.08524780843275108
ACH-000433,-0.419873794125522
ACH-000435,-0.041007753385081516
ACH-000436,-0.17028975828988302
ACH-000444,-0.13498193587777668
ACH-000445,0.05504353048310818
ACH-000448,-0.33472068813743155
ACH-000450,-0.0989176295994195
ACH-000452,-0.046110040699724235
ACH-000454,0.1447705162398787
ACH-000458,0.07334321330953149
ACH-000459,-0.09155457581805397
ACH-000460,-0.09595663280245677
ACH-000461,0.07972813472554807
ACH-000463,-0.15749658881750342
ACH-000464,-0.16915877367456691
ACH-000466,-0.1036584543244181
ACH-000467,-0.027874392175224118
ACH-000468,-0.3990730490334147
ACH-000469,-0.04715579131266141
ACH-000470,-0.11331974809402988
ACH-000471,0.17766421837559102
ACH-000472,0.009740176360571876
ACH-000473,-0.1376167809542314
ACH-000475,-0.0643303447488323
ACH-000476,-0.07044838252510006
ACH-000477,-0.07712167504782222
ACH-000479,-0.25935848880319273
ACH-000480,-0.19494997533998815
ACH-000481,-0.10989127928352743
ACH-000483,-0.044732938437520964
ACH-000484,-0.21213238461295292
ACH-000485,0.0021043702679560137
ACH-000486,-0.033925314584722144
ACH-000487,-0.044487484996552466
ACH-000488,0.02730918197645953
ACH-000490,-0.040637099121535895
ACH-000491,-0.013799029915880395
ACH-000495,-0.554920745243375
ACH-000496,0.021784147238432583
ACH-000499,-0.3504750288970335
ACH-000500,-0.0647052893642335
ACH-000502,-0.21150598509173774
ACH-000503,-0.0044384173668348065
ACH-000505,-0.23129243616406225
ACH-000507,-0.21568091753030452
ACH-000510,-0.09658039532296166
ACH-000511,-0.12319275721063093
ACH-000512,-0.4920505345313338
ACH-000516,-0.1321320870409197
ACH-000517,0.02369998409596566
ACH-000518,0.01793286342887669
ACH-000520,-0.1666669774766594
ACH-000521,-0.0819974315711336
ACH-000522,0.02097829655535156
ACH-000524,-0.06798829134081426
ACH-000527,0.0831520874545623
ACH-000528,0.02150537429594334
ACH-000537,-0.13225760947075887
ACH-000541,-0.0847679857771586
ACH-000542,-0.07009426381781708
ACH-000544,-0.14578532844822858
ACH-000545,0.0748613519377849
ACH-000547,-0.3574258410984199
ACH-000548,-0.05085359861723363
ACH-000549,-0.11784611721417332
ACH-000550,-0.02344054684455318
ACH-000552,0.1593321964288022
ACH-000556,-0.02835689073337358
ACH-000557,-0.3170875534107064
ACH-000569,-0.3855042152217819
ACH-000570,-0.1285039075956826
ACH-000571,-0.02756061763189193
ACH-000573,-0.1061877875096014
ACH-000576,-0.4510462344609589
ACH-000579,-0.2207718052128563
ACH-000580,-0.1929854430777607
ACH-000584,-0.5427832251698296
ACH-000585,0.05390208542181398
