,FBN1 (2200)
ACH-000004,-0.0009312783101081525
ACH-000005,-0.01786388415343496
ACH-000007,-0.33111414777762976
ACH-000009,-0.09779922052815332
ACH-000011,0.12239510520807854
ACH-000012,-0.029615264716084225
ACH-000013,-0.0022789148323095003
ACH-000014,-0.15027450006399262
ACH-000015,-0.06695422436077067
ACH-000017,-0.17016556935524774
ACH-000018,-0.04766013038488877
ACH-000019,-0.022179571053009387
ACH-000021,0.04146797657252653
ACH-000022,-0.11398917912188974
ACH-000025,-0.10704302054807492
ACH-000028,-0.005916090756332378
ACH-000030,-0.013256754101942351
ACH-000035,-0.023758751199536972
ACH-000036,-0.046876583595938215
ACH-000037,-0.03393372566288153
ACH-000039,-0.036691056909556256
ACH-000040,-0.06736268418369537
ACH-000041,-0.0044454047527962
ACH-000042,-0.061727624694962416
ACH-000045,0.07937343863296151
ACH-000047,-0.19155473392643896
ACH-000052,0.13464658537466462
ACH-000053,-0.03742126085615519
ACH-000054,-0.11417836895390855
ACH-000055,-0.034970902176909555
ACH-000060,-0.02651043550956496
ACH-000067,-0.02506551919132838
ACH-000070,-0.13239223384452398
ACH-000075,-0.11633992282555355
ACH-000078,0.004151898111153927
ACH-000082,-0.06801704951223704
ACH-000085,-0.04263502763678383
ACH-000086,0.02206845128472874
ACH-000087,0.09454472615670108
ACH-000092,-0.08120832888924777
ACH-000095,-0.11417455600124506
ACH-000097,-0.09882021171524004
ACH-000098,-0.06666557675437745
ACH-000099,-0.08249018948547733
ACH-000108,-0.04238823198444983
ACH-000113,-0.061272709549458876
ACH-000116,-0.15000920489685396
ACH-000118,0.030124569848686413
ACH-000120,-0.1075928130131068
ACH-000123,0.102481519473594
ACH-000127,0.02160789845851518
ACH-000128,-0.02492117585049825
ACH-000132,-0.2812141627043596
ACH-000133,-0.026226341229968638
ACH-000137,0.041595821638027816
ACH-000138,0.09875936329279167
ACH-000142,-0.02575694658320761
ACH-000143,-0.18487372379416386
ACH-000146,-0.07678757329276473
ACH-000148,-0.06636441304430779
ACH-000150,0.09380266441456167
ACH-000152,-0.11494401195665953
ACH-000153,0.05448707349666824
ACH-000159,-0.019872024322902717
ACH-000160,-0.015039156914505174
ACH-000163,-0.03796089776217352
ACH-000167,-0.2334933800590297
ACH-000168,0.037118581859645984
ACH-000169,-0.06508327107719038
ACH-000178,-0.09527541351901107
ACH-000183,-0.15035874210129174
ACH-000188,-0.0956427714329405
ACH-000189,0.08758959416195501
ACH-000190,0.07201510489171112
ACH-000198,-0.03689368051895226
ACH-000203,-0.2364889838087517
ACH-000204,-0.14440431316595978
ACH-000206,-0.1423242282918228
ACH-000207,-0.1728962818341019
ACH-000208,-0.011509213962589459
ACH-000210,-0.06675664707282715
ACH-000211,0.06178880513593319
ACH-000215,-0.005958097066872325
ACH-000221,-0.15604701367986568
ACH-000222,-0.07321221211122649
