,ERLIN2 (11160)
ACH-000004,-0.11769550021405052
ACH-000005,0.3119461401195042
ACH-000007,-0.017986362737968355
ACH-000009,0.009006002416547467
ACH-000011,-0.16421007180077107
ACH-000012,-0.0192966916620004
ACH-000013,0.08557183419461632
ACH-000014,0.05920952989231765
ACH-000015,0.003504604677483884
ACH-000017,0.10934443493867343
ACH-000018,0.2782779361747267
ACH-000019,-0.11626108157127975
ACH-000021,0.035833549395871134
ACH-000022,-0.045537725042124014
ACH-000025,-0.09277077240870077
ACH-000028,-0.09687255199155577
ACH-000030,0.019461525709895604
ACH-000035,-0.030022203080805
ACH-000036,-0.15263143226992393
ACH-000037,-0.09263965998122263
ACH-000039,-0.04485951232954063
ACH-000040,0.1957825728704146
ACH-000041,0.013882434386050751
ACH-000042,0.020641200704996192
ACH-000045,0.16284651944481596
ACH-000047,0.06179204505493445
ACH-000052,0.07437501659755491
ACH-000053,0.022927688739666868
ACH-000054,0.09667973557980544
ACH-000055,0.04961414413272633
ACH-000060,0.01168793972899884
ACH-000067,-0.12426033975372935
ACH-000070,-0.15401073961688172
ACH-000075,0.09374777056496528
ACH-000078,-0.033204772738582015
ACH-000082,-0.016790682297511003
ACH-000085,-0.12099839603380258
ACH-000086,0.031967560524657795
ACH-000087,-0.028923628861289137
ACH-000092,0.04098305136094047
ACH-000095,0.15766519536691714
ACH-000097,-0.06812025633557021
ACH-000098,0.12114800461450916
ACH-000099,-0.02338881135469055
ACH-000108,0.06708698243532737
ACH-000113,-0.04541110318801006
ACH-000116,0.09337988030893804
ACH-000118,0.051791284310772734
ACH-000120,-0.03752257253238984
ACH-000123,0.04898065824293773
ACH-000127,-0.14746112783369192
ACH-000128,0.10100493693188436
ACH-000132,0.03368222370561974
ACH-000133,0.013467609226263312
ACH-000137,0.03550900933538047
ACH-000138,0.005313738688512325
ACH-000142,0.16540491229357232
ACH-000143,-0.024698966760974585
ACH-000146,0.0763074098276735
ACH-000148,0.01472792409175703
ACH-000150,-0.00749140393270667
ACH-000152,-0.0874137458517052
