,MCUR1 (63933)
ACH-000004,-0.002449280847765033
ACH-000005,0.4087155061100135
ACH-000007,-0.00875854605455943
ACH-000009,0.11172827027920114
ACH-000011,0.11140926767771113
ACH-000012,0.08201082739287402
ACH-000013,0.010440357291709777
ACH-000014,-0.043783325734240514
ACH-000015,0.1262414110955014
ACH-000017,0.015789152230442104
ACH-000018,0.13885546545948302
ACH-000019,-0.006410191494890822
ACH-000021,-0.00043270372304779063
ACH-000022,0.027931910941824255
ACH-000025,0.09634938590774536
ACH-000028,-0.20437599576049684
ACH-000030,0.09058280796723486
ACH-000035,0.09636591383691748
ACH-000036,-0.16335124391144162
ACH-000037,-0.03344818823285512
ACH-000039,0.01992406708178309
ACH-000040,0.06183432226417515
ACH-000041,-0.02205008748706527
ACH-000042,0.014880106574256103
ACH-000045,0.054643500627136674
ACH-000047,0.08470144832235499
ACH-000052,0.08874406537972533
ACH-000053,-0.08072431197020045
ACH-000054,0.038250200800320544
ACH-000055,0.13178485387127642
ACH-000060,-0.059746454422843036
ACH-000067,0.01974751395301229
ACH-000070,0.14959678456596648
ACH-000075,0.16908528903829936
ACH-000078,-0.12202836847802308
ACH-000082,0.04348728385603953
ACH-000085,0.0472025052137761
ACH-000086,0.15638564793704288
ACH-000087,0.21601568664806506
ACH-000092,0.022666805950473167
ACH-000095,0.03492188176545659
ACH-000097,0.019117158121150026
ACH-000098,0.04008561577559437
ACH-000099,-0.02437897702985996
ACH-000108,-0.05194744968556826
ACH-000113,0.1663981262676735
ACH-000116,-0.051632450239730274
ACH-000118,-0.01602716306421316
ACH-000120,-0.03269176330849273
ACH-000123,0.1065856530200696
ACH-000127,0.01685904871873554
ACH-000128,-0.2445942046830562
ACH-000132,0.009837499726487828
ACH-000133,0.03146866213680999
ACH-000137,0.22691872807778998
ACH-000138,-0.10850421485190173
ACH-000142,-0.12619126939032582
ACH-000143,-0.031445976369526944
ACH-000146,-0.0023926628831037696
ACH-000148,0.11627498767371085
ACH-000150,0.15612263699818546
ACH-000152,0.04004723591884131
ACH-000153,-0.10867185711907176
ACH-000159,0.08086048966902079
ACH-000160,0.13398259489223704
ACH-000163,0.19394642395092448
ACH-000167,-0.20258537106303406
ACH-000168,0.16980245033169575
ACH-000169,0.023927869952191837
ACH-000178,-0.006659310580055484
ACH-000183,-0.045687361604651394
ACH-000188,-0.0871292598056614
ACH-000189,0.2643885044788971
ACH-000190,0.020285695693490875
ACH-000198,0.048603706062083016
ACH-000203,-0.19830072004598184
ACH-000204,-0.056063378044639414
ACH-000206,0.15743079038963045
ACH-000207,0.0021252453006638554
ACH-000208,-0.10705369636207873
ACH-000210,-0.10003713592357967
ACH-000211,0.01948013874841408
ACH-000215,-0.1186560279562368
ACH-000221,0.1353059883198502
ACH-000222,0.03849413353218219
ACH-000223,-0.1491044331695001
ACH-000226,-0.0040265316130578994
ACH-000227,0.1170149344821162
ACH-000228,-0.012171989543382469
ACH-000231,-0.08822440889819293
ACH-000232,0.04501173700856775
ACH-000233,0.058695503035639585
ACH-000234,0.08074242212568777
ACH-000235,0.04349964536678958
ACH-000237,0.198725897728956
ACH-000238,-0.1220385413082094
ACH-000242,0.1133380610191967
ACH-000243,0.07488307248202702
ACH-000244,0.054260891441329714
ACH-000246,0.09466234480145867
ACH-000248,-0.17612935782507316
ACH-000250,0.053694822786224866
ACH-000251,-0.035821144216902606
ACH-000252,-0.013855878634451306
ACH-000253,0.029408369809911662
ACH-000255,-0.148298302389663
ACH-000256,-0.0541385931285166
ACH-000257,-0.012219164647551212
ACH-000258,-0.02736514217208425
ACH-000259,-0.09592687424273774
ACH-000260,0.10446814417444547
ACH-000261,-0.04270346774021733
ACH-000262,0.18578818645395515
ACH-000263,0.3454558978239951
ACH-000264,-0.004895571274956854
ACH-000265,-0.009628584980324432
ACH-000266,-0.015601479405519834
ACH-000272,0.003763180867018982
ACH-000274,-0.08930536019145509
ACH-000277,-0.012325291454643596
ACH-000278,0.2758451641113377
ACH-000279,0.07363846854542866
ACH-000280,0.07633596221934211
ACH-000281,-0.14027626385949915
ACH-000288,0.1150220381530899
ACH-000291,0.02235547001119684
ACH-000293,-0.15586365396603513
ACH-000294,0.304783937790532
ACH-000295,-0.028018154799977203
ACH-000296,0.07408248167255674
ACH-000302,-0.031328258887906704
ACH-000304,0.007246319574343699
ACH-000307,0.10736718778488197
ACH-000308,0.01429966897061797
ACH-000310,-0.04351354360017591
ACH-000311,-0.052816036098860895
ACH-000312,-0.03591598964082071
ACH-000315,-0.07933149676731144
ACH-000316,0.01867077072025916
ACH-000317,-0.0006403034711740795
ACH-000318,-0.048649806544453854
ACH-000319,0.12156495087066795
ACH-000320,0.030384688227776405
ACH-000322,0.07463374371733024
ACH-000323,0.09059222550680902
ACH-000324,0.1932919501662635
ACH-000329,0.04381241175151335
ACH-000330,-0.2226837144506946
ACH-000331,-0.25547923406135503
ACH-000332,-0.056472636864211764
ACH-000334,0.13981332877956884
ACH-000335,0.11970768463543133
ACH-000336,-0.013314598888604107
ACH-000337,0.09928999481125256
ACH-000338,0.3907926315314357
ACH-000339,-0.0565968388941192
ACH-000341,0.09393266357312373
ACH-000348,0.1156499450369713
ACH-000350,0.009287323404303771
ACH-000352,-0.01942687393669228
ACH-000356,0.0955620860054564
ACH-000361,-0.0203979123403181
ACH-000362,0.07937513169334635
ACH-000363,-0.04474680518745062
ACH-000364,0.07682873003788432
ACH-000365,-0.17872358972065727
ACH-000366,-0.007383597525558678
ACH-000368,-0.17059252935895136
ACH-000374,-0.14527011022658082
ACH-000375,0.08196675685874598
ACH-000376,0.044032953642500684
ACH-000381,0.019267301240283155
ACH-000383,0.02746376877373252
ACH-000387,0.06401513891621789
ACH-000389,0.018392955206503886
ACH-000390,-0.017989264541419244
ACH-000393,-0.0029156907936462545
ACH-000395,0.08025566720127443
ACH-000396,-0.060808484330919364
ACH-000397,0.051522402299734885
ACH-000401,0.09596683551388917
ACH-000402,0.5139968473903767
ACH-000403,0.05221971418193632
ACH-000404,0.04659292554496669
ACH-000406,0.0578928537429038
ACH-000407,3.533390731479875e-05
ACH-000408,0.097451801667835
ACH-000410,0.049077174080100816
ACH-000411,0.1380722322274808
ACH-000414,-0.07720271869396901
ACH-000415,0.02407099712023322
ACH-000416,0.05554094216891655
ACH-000420,0.02236371553065463
ACH-000421,0.034473588068998445
ACH-000424,-0.11084263632650793
ACH-000425,0.18362237672204146
ACH-000426,0.03991581650767522
ACH-000427,-0.011228856755528621
ACH-000433,0.1528951598367903
ACH-000435,-0.4600817518032609
ACH-000436,0.1679406104870669
ACH-000444,0.08157921703797061
ACH-000445,-0.16715521300314976
ACH-000448,0.05224491319603454
ACH-000450,-0.12590571988173185
ACH-000452,0.00818309037942995
ACH-000454,-0.2690168422770587
ACH-000458,-0.0029738944062688787
ACH-000459,0.048757666968272065
ACH-000460,-0.0361740660604723
ACH-000461,0.14001067663115005
ACH-000463,0.060821061554661326
ACH-000464,-0.045908291192043656
ACH-000466,0.04599442908439104
ACH-000467,-0.014415143787693591
ACH-000468,-0.04289891185744326
ACH-000469,0.04798112492779767
ACH-000470,-0.03614402286555602
ACH-000471,0.06437797448176588
ACH-000472,0.06063835005835951
ACH-000473,0.0630977513242297
