,HK1 (3098)
ACH-000004,-0.02422634303942953
ACH-000005,0.387542330517107
ACH-000007,0.1835120879716424
ACH-000009,-0.010865005414445196
ACH-000011,-0.08240251688774439
ACH-000012,-0.08106564091466363
ACH-000013,-0.01867577645968319
ACH-000014,-0.024944574953510164
ACH-000015,-0.14120736863993286
ACH-000017,-0.017164023560478088
ACH-000018,-0.08784055830395547
ACH-000019,-0.032085088423607536
ACH-000021,-0.057354835326936186
ACH-000022,-0.13099901490911553
ACH-000025,-0.15964025633838158
ACH-000028,0.013746894922850184
ACH-000030,-0.13769425441669678
ACH-000035,-0.09831602127036487
ACH-000036,-0.042455137780640806
ACH-000037,-0.056128481733918704
ACH-000039,-0.054489416219810884
ACH-000040,0.05726916302488898
ACH-000041,-0.025969089950663184
ACH-000042,-0.07213380895157431
ACH-000045,-0.18985190216148573
ACH-000047,-0.06475142069650297
ACH-000052,0.20030970352134
ACH-000053,-0.1040704178345158
ACH-000054,-0.19318528341688068
ACH-000055,0.03236556488201615
ACH-000060,0.0402405449410188
ACH-000067,-0.0395603067838094
ACH-000070,0.0455559631865705
ACH-000075,-0.08445558828176733
ACH-000078,0.05534795156135588
ACH-000082,0.05518884133929141
ACH-000085,-0.007421653675818942
ACH-000086,-0.21745445020550624
ACH-000087,-0.0563085694106618
ACH-000092,0.12771099460256008
ACH-000095,-0.02135598029048077
ACH-000097,-0.052163970889443294
ACH-000098,-0.12578785105818066
ACH-000099,-0.03377962805678677
ACH-000108,0.15142388839768048
ACH-000113,-0.012425788418093454
ACH-000116,-0.03470661552660513
ACH-000118,0.07432421085070645
ACH-000120,-0.07920444004023
ACH-000123,-0.13067317381584584
ACH-000127,-0.16270525796355312
ACH-000128,0.0023319813605982296
ACH-000132,0.010707754532208165
ACH-000133,0.016412037808452302
ACH-000137,-0.1233605613218785
ACH-000138,0.013895258346974502
ACH-000142,0.019293354019040046
ACH-000143,-0.17631760048868553
ACH-000146,-0.01824451697665481
ACH-000148,-0.1273864316124947
ACH-000150,-0.10226491554764028
ACH-000152,-0.10531953780485567
ACH-000153,0.021376375867028816
ACH-000159,-0.07868801378706368
ACH-000160,-0.06923472113019581
ACH-000163,0.028591781523167287
ACH-000167,0.02030914862246131
ACH-000168,-0.17070762539117984
ACH-000169,0.04984081216433325
ACH-000178,-0.10892210792634828
ACH-000183,-0.07380822309702233
ACH-000188,-0.1428037894642609
ACH-000189,0.09488616543854322
ACH-000190,-0.15498171455040916
ACH-000198,0.0002170758797469188
ACH-000203,0.2843557573585792
ACH-000204,-0.1026586377306487
ACH-000206,-0.03169237067702347
ACH-000207,0.10048580317765277
ACH-000208,-0.2208213766924671
ACH-000210,-0.026221386682657215
ACH-000211,-0.10568379948607896
ACH-000215,0.009559298095640557
ACH-000221,-0.2904356987929895
ACH-000222,-0.15353961284395504
ACH-000223,-0.18003934288912804
ACH-000226,0.061226540456767
ACH-000227,-0.11889880133463407
ACH-000228,-0.1677102583812979
ACH-000231,-0.046359874113804565
ACH-000232,-0.035378506048045835
ACH-000233,-0.057342841791442924
ACH-000234,-0.0552897931795726
ACH-000235,-0.0613420849859752
ACH-000237,-0.035226936055913496
ACH-000238,-0.051374829080228286
ACH-000242,-0.14300503538991732
ACH-000243,-0.02329546677229009
ACH-000244,-0.135827597195444
ACH-000246,0.04973385616777232
ACH-000248,-0.19738604204576546
ACH-000250,0.06981901600654437
ACH-000251,-0.08809998850286388
ACH-000252,0.20988064060106065
ACH-000253,0.10795281570483453
ACH-000255,-0.4169387556512797
ACH-000256,0.06254479541126398
ACH-000257,0.02502366931345797
ACH-000258,-0.017945629577477036
ACH-000259,-0.06794944644422707
ACH-000260,-0.025514898994572342
ACH-000261,-0.02502697781772442
ACH-000262,-0.04253732005399722
ACH-000263,-0.0199563594414669
ACH-000264,-0.06929409980393499
ACH-000265,0.057741862004011664
ACH-000266,0.0011729279659150056
ACH-000272,0.0005187176028909809
ACH-000274,-0.05423233666817991
ACH-000277,-0.10987523493482887
ACH-000278,0.008429589147901203
ACH-000279,-0.04016359629201039
ACH-000280,-0.11575438729051893
ACH-000281,-0.39316693523286056
ACH-000288,-0.019916802932443526
ACH-000291,0.036925437529161005
ACH-000293,-0.07497653594548936
ACH-000294,-0.11016227575242556
ACH-000295,-0.14333007544462728
ACH-000296,-0.1295484575055769
ACH-000302,-0.13997507431020775
ACH-000304,-0.000835845180739067
ACH-000307,-0.04859101819084866
ACH-000308,-0.10002428282442707
ACH-000310,-0.02960394875155825
ACH-000311,0.035389739329766405
ACH-000312,0.006542686789427404
ACH-000315,-0.04141696112979313
ACH-000316,0.03877912513449861
ACH-000317,-0.04021153522366442
ACH-000318,-0.0916090648195557
ACH-000319,-0.12383596647755216
ACH-000320,0.050318214344016066
ACH-000322,-0.3423255001495154
ACH-000323,-0.21765661910079964
ACH-000324,-0.0460239869370347
ACH-000329,-0.07763007921440365
ACH-000330,-0.2317313799017854
ACH-000331,-0.1419348383513416
ACH-000332,-0.12385546075411916
ACH-000334,-0.16864546914628048
ACH-000335,0.19161904306674654
ACH-000336,-0.20786037297002974
ACH-000337,-0.2823300810943655
ACH-000338,-0.06240654856744213
ACH-000339,-0.15747302764866072
ACH-000341,-0.14368786573006678
ACH-000348,0.05952343793148372
ACH-000350,-0.07472386846563793
ACH-000352,0.003056359687603314
ACH-000356,-0.04395313143604347
ACH-000361,0.13127817588213092
ACH-000362,-0.05525616768108599
ACH-000363,0.015268533892607638
ACH-000364,-0.006437398864037074
ACH-000365,0.055119105215681176
ACH-000366,0.01116578720937822
ACH-000368,-0.05298606174362391
ACH-000374,-0.08746482860258026
ACH-000375,-0.037550551120317785
